Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,162958550.518601,0.0871284078257444,0.0142420334818165,-0.0262938365143027,0.999654257311676,0.01,0.25
1,5715295058.87711,0.0937018669543201,0,0,-1,0.00840896415253715,0.125
2,266744558.478247,0.0937018669543201,0.0937018669543201,-0.721772328172198,0.692130555809295,0.00759835685651593,0.0833333333333333
3,160740778.141075,0.15384956096867,0.0360243206368788,0.0098799104330771,0.999951192493831,0.00707106781186548,0.0625
4,221734304.130372,0.153232066566603,0,0,-1,0.00668740304976422,0.05
5,163111728.981338,0.153232066566603,0.05,0.548452808644598,0.836181509416378,0.00638943104246272,0.0416666666666667
6,167659477.122426,0.130379866206411,0.0151591037743176,0.0981345031264838,0.995173160458077,0.00614788152951264,0.0357142857142857
7,199628148.951186,0.126875062523322,0,0,-1,0.00594603557501361,0.03125
8,158243846.239814,0.126875062523322,0.03125,-0.0414634245176109,0.999140022432928,0.00577350269189626,0.0277777777777778
9,154128504.145539,0.128026824315478,0.00349611048797421,0,-1,0.00562341325190349,0.025
10,171953705.46982,0.128026824315478,0.0284961104879742,0.201363602793339,0.979516564163203,0.00549100486776113,0.0227272727272727
11,166492107.282784,0.123450378797448,0.00623437039335596,0,-1,0.00537284965911771,0.0208333333333333
12,163354086.264964,0.123450378797448,0.0270677037266893,0.277891298270212,0.96061252664417,0.00526640387847927,0.0192307692307692
13,161684098.65995,0.118106315369174,0.0085943859066091,0.278693538166151,0.960380087144893,0.00516973153957171,0.0178571428571429
14,176743708.463176,0.113129645044779,0,0,-1,0.00508132748154615,0.0166666666666667
15,158945988.325759,0.113129645044779,0.0166666666666667,-0.230157895396386,0.973153298913746,0.005,0.015625
16,147654162.70551,0.116725862160347,0.00146114637113939,0,-1,0.00492479060505452,0.0147058823529412
17,166535573.659306,0.116725862160347,0.0161670287240806,-0.175299210479516,0.984515203948247,0.00485491771707323,0.0138888888888889
18,153983581.839543,0.119160573417007,0.00249320644702158,0,-1,0.00478973625443575,0.0131578947368421
19,160699299.800822,0.119160573417007,0.0156511011838637,0.00566794654731263,0.99998393706196,0.00472870804501588,0.0125
20,149783431.255338,0.119089724085166,0.00315130197058919,0,-1,0.004671379777282,0.0119047619047619
21,159005956.294102,0.119089724085166,0.0150560638753511,0.107871400056325,0.994164856072618,0.00461736630944103,0.0113636363636364
22,164078009.094097,0.11786391272089,0.00375873596543498,0,-1,0.00456633785496731,0.0108695652173913
23,158713717.65737,0.11786391272089,0.0146283011828263,0,-1,0.00451801001804922,0.0104166666666667
24,164735286.469884,0.11786391272089,0.025044967849493,0.187163832202096,0.982328712761378,0.00447213595499958,0.01
25,147451388.832854,0.115992274398869,0.0152216807218792,-0.0457722062330503,0.998951903314949,0.00442850014269147,0.00961538461538462
26,158133092.982413,0.116432391766494,0.00561637395923543,0,-1,0.00438691337650831,0.00925925925925926
27,164881290.589098,0.116432391766494,0.0148756332184947,0.143615454705261,0.989633569140518,0.00434720871944991,0.00892857142857143
28,147145011.826101,0.115150110920911,0.00603961920831149,0,-1,0.00430923819458906,0.00862068965517241
29,145238388.578329,0.115150110920911,0.0146603088634839,0.186772441144844,0.982403203999659,0.00427287006396234,0.00833333333333333
30,157435858.079033,0.113593673911371,0.00647361549682008,0,-1,0.00423798657415022,0.00806451612903226
31,165374999.446769,0.113593673911371,0.0145381316258523,0.35019855850481,0.936675487893835,0.00420448207626857,0.0078125
32,161930739.989113,0.110857747673052,0.00722035437668175,0,1,0.00417226144861151,0.00757575757575758
33,169549304.107279,0.110857747673052,0,0,-1,0.00414123876566552,0.00735294117647059
34,150261247.062149,0.110857747673052,0.00735294117647059,0,1,0.0041113361690052,0.00714285714285714
35,159845955.688021,0.110857747673052,0.000210084033613446,0,-1,0.00408248290463863,0.00694444444444444
36,165750725.727111,0.110857747673052,0.00715452847805789,0,-1,0.0040546144983877,0.00675675675675676
37,161066284.187939,0.110857747673052,0.0139112852348146,-0.105656940512085,-0.994402640242687,0.00402767204636577,0.00657894736842105
38,165583675.70622,0.11155285912379,0.0204534078679902,0.0461658863070873,0.99893378706573,0.0040016016019225,0.00641025641025641
39,177499560.255361,0.111256923955154,0.0140499861560304,-0.00242674350724801,0.99999705545364,0.00397635364383525,0.00625
40,164487503.300504,0.111272091102075,0.00780000455944516,0,-1,0.00395188261324405,0.00609756097560976
