Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,242542979.861974,0.0853002954195563,0.00753582631183487,0,1,0.01,1
1,98737252756.8253,0.0853002954195563,0,0,-1,0.00840896415253715,0.5
2,17450183541.7825,0.0853002954195563,0.0853002954195563,-0.682227542712741,0.731139918185388,0.00759835685651593,0.333333333333333
3,2748494394.39242,0.312709476323803,0,0,-1,0.00707106781186548,0.25
4,238357575.722649,0.312709476323803,0.25,1,0,0.00668740304976422,0.2
5,2128155597.87224,0.112709476323803,0.112709476323803,-0.692361859288446,0.721550452707672,0.00638943104246272,0.166666666666667
6,258612364.051621,0.228103119538544,0,0,-1,0.00614788152951264,0.142857142857143
7,241657732.067728,0.228103119538544,0.142857142857143,1,0,0.00594603557501361,0.125
8,395739584.899923,0.103103119538544,0.103103119538544,-0.479071058318976,0.877776122414557,0.00577350269189626,0.111111111111111
9,230167908.282863,0.156333237129542,0.0055724392702601,0,-1,0.00562341325190349,0.1
10,258789028.725186,0.156333237129542,0.10557243927026,1,0,0.00549100486776113,0.0909090909090909
11,410683907.806157,0.0654241462204507,0.0654241462204507,-0.646296196609145,0.763086643998277,0.00537284965911771,0.0833333333333333
12,243904432.279608,0.119282162604546,0.00183359255392758,0,-1,0.00526640387847927,0.0769230769230769
13,244248305.167957,0.119282162604546,0.0787566694770045,1,0,0.00516973153957171,0.0714285714285714
14,343522097.454542,0.0478535911759747,0.0478535911759747,-0.748275950544975,0.663387595479455,0.00508132748154615,0.0666666666666667
15,237488723.83856,0.0977386545456397,0.00362775147734429,0,-1,0.005,0.0625
16,221429492.658778,0.0977386545456397,0.0661277514773443,1,0,0.00492479060505452,0.0588235294117647
17,305423975.502562,0.038915125133875,0.038915125133875,-0.602667934416511,0.797992080678835,0.00485491771707323,0.0555555555555556
18,234834249.700158,0.0723966770459034,0,0,-1,0.00478973625443575,0.0526315789473684
19,240908685.702739,0.0723966770459034,0.0526315789473684,1,0,0.00472870804501588,0.05
20,316172068.043453,0.0223966770459034,0.0223966770459034,-0.897478212989821,0.441058791102271,0.004671379777282,0.0476190476190476
21,237913032.549524,0.0651337348073234,0.00139387746960473,0,-1,0.00461736630944103,0.0454545454545455
22,246228326.832565,0.0651337348073234,0.0468484229241502,-1,0,0.00456633785496731,0.0434782608695652
23,238330505.726612,0.108611995676889,0.0468484229241502,1,0,0.00451801001804922,0.0416666666666667
24,245820100.494118,0.066945329010222,0.0468484229241502,1,0,0.00447213595499958,0.04
25,258267008.729349,0.026945329010222,0.026945329010222,-0.769428982378893,0.638732370461511,0.00442850014269147,0.0384615384615385
26,236803670.340515,0.0565387514094102,0.00237869937708692,0,-1,0.00438691337650831,0.037037037037037
27,246716980.111141,0.0565387514094102,0.039415736414124,1,0,0.00434720871944991,0.0357142857142857
28,254535037.229628,0.0208244656951245,0.0208244656951245,-0.633393235786619,0.773830090433137,0.00430923819458906,0.0344827586206897
29,219322950.371883,0.042665611756732,0,0.08441711016603,-0.996430505108719,0.00427287006396234,0.0333333333333333
30,235019585.453605,0.039851708084531,0.0332143501702906,1,0,0.00423798657415022,0.032258064516129
31,317871081.29303,0.00759364356840195,0.00759364356840195,-0.885068747234898,0.46546032340904,0.00420448207626857,0.03125
32,249190345.753325,0.0352520419194925,0,0.0153708651617389,-0.999881861273711,0.00417226144861151,0.0303030303030303
33,247758356.645809,0.0347862581267126,0.0302994503416276,1,0,0.00414123876566552,0.0294117647058824
