Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,322136642.414986,0.0412305223299012,0.00606235480532366,0.938178796248552,0.346151045455042,0.01,1
1,92335223095.8576,0,0,-1,0,0.00840896415253715,0.5
2,337573281.624795,0.5,0,0.55573050671431,-0.831362498496929,0.00759835685651593,0.333333333333333
3,339461349.714054,0.314756497761897,0.27712083283231,1,0,0.00707106781186548,0.25
4,4807356646.46447,0.0647564977618965,0.0647564977618965,-0.599319613261881,0.800509838265358,0.00668740304976422,0.2
5,1230953825.63768,0.184620420414273,0,0,-1,0.00638943104246272,0.166666666666667
6,339547472.701968,0.184620420414273,0.166666666666667,1,0,0.00614788152951264,0.142857142857143
7,1867886376.2023,0.0417632775571298,0.0417632775571298,-0.812717100836787,0.582658488316653,0.00594603557501361,0.125
8,403767275.407213,0.143352915161728,0,0,-1,0.00577350269189626,0.111111111111111
9,313713107.23143,0.143352915161728,0.111111111111111,1,0,0.00562341325190349,0.1
10,799585827.951154,0.0433529151617282,0.0433529151617282,-0.664164672268342,0.747586308134844,0.00549100486776113,0.0909090909090909
11,395397427.561626,0.103731521731578,0,0,-1,0.00537284965911771,0.0833333333333333
12,326374994.011187,0.103731521731578,0.0833333333333333,1,0,0.00526640387847927,0.0769230769230769
13,640021733.713908,0.0268084448085006,0.0268084448085006,-0.672288104470454,0.740289608590803,0.00516973153957171,0.0714285714285714
14,400226549.744651,0.0748290236992473,0,0,-1,0.00508132748154615,0.0666666666666667
15,316038678.428895,0.0748290236992473,0.0666666666666667,-1,0,0.005,0.0625
16,296225794.813026,0.137329023699247,0.0666666666666667,1,0,0.00492479060505452,0.0588235294117647
17,335041128.20958,0.0785054942874826,0.0666666666666667,1,0,0.00485491771707323,0.0555555555555556
18,495028682.068593,0.022949938731927,0.022949938731927,-0.760628833341675,0.649187013031902,0.00478973625443575,0.0526315789473684
19,334374714.036882,0.0629830352235941,0,0,-1,0.00472870804501588,0.05
20,301129567.185284,0.0629830352235941,0.05,-1,0,0.004671379777282,0.0476190476190476
21,319301311.350897,0.110602082842642,0.05,1,0,0.00461736630944103,0.0454545454545455
22,327904054.239896,0.0651475373880963,0.05,-1,0,0.00456633785496731,0.0434782608695652
23,317412775.482796,0.108625798257661,0.05,1,0,0.00451801001804922,0.0416666666666667
24,327311022.889768,0.0669591315909948,0.05,1,0,0.00447213595499958,0.04
25,343199825.821755,0.0269591315909948,0.0269591315909948,-0.725193083736779,0.688545562254482,0.00442850014269147,0.0384615384615385
26,316241742.045624,0.0548511732731786,0.000476609965822439,0,-1,0.00438691337650831,0.037037037037037
27,327993966.590876,0.0548511732731786,0.0375136470028595,1,0,0.00434720871944991,0.0357142857142857
28,325785113.322298,0.0191368875588929,0.0191368875588929,-0.483942384900196,0.875099861785562,0.00430923819458906,0.0344827586206897
