Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,84788103.7336231,0.1,0.05,0.977237410727828,0.212148634391009,0.02,1.25
1,130511038252.405,0,0,-1,0,0.0168179283050743,0.625
2,89545272.4867163,0.625,0,0,-1,0.0151967137130319,0.416666666666667
3,96369385.2147728,0.625,0.416666666666667,-1,0,0.014142135623731,0.3125
4,125005946.198582,0.9375,0.416666666666667,1,0,0.0133748060995284,0.25
5,103676339.973979,0.6875,0.416666666666667,1,0,0.0127788620849254,0.208333333333333
6,91990452.4076016,0.479166666666667,0.416666666666667,1,0,0.0122957630590253,0.178571428571429
7,1439492382.7186,0.300595238095238,0.300595238095238,-0.692798142576094,0.721131564725269,0.0118920711500272,0.15625
8,93154784.1466485,0.408844947872753,0.187918431106915,1,0,0.0115470053837925,0.138888888888889
9,88911118.420179,0.269956058983864,0.187918431106915,1,0,0.011246826503807,0.125
10,272387706.832051,0.144956058983864,0.144956058983864,-0.700254209710772,0.713893578751303,0.0109820097355222,0.113636363636364
11,82350277.9839148,0.224530400996451,0.0638317886712156,0.08034540293906,0.996767082234641,0.0107456993182354,0.104166666666667
12,250826760.051858,0.216161088190299,0,0,-1,0.0105328077569585,0.0961538461538462
13,87305771.5367658,0.216161088190299,0.0961538461538462,1,0,0.0103394630791434,0.0892857142857143
14,81064030.6956651,0.126875373904585,0.0961538461538462,1,0,0.0101626549630923,0.0833333333333333
15,359290716.341908,0.0435420405712516,0.0435420405712516,-0.707744582690567,0.706468403873914,0.01,0.078125
16,102343370.139382,0.0988345860939522,0,0,-1,0.00984958121010905,0.0735294117647059
17,86772688.7251665,0.0988345860939522,0.0735294117647059,1,0,0.00970983543414647,0.0694444444444444
18,283378683.344264,0.0293901416495077,0.0293901416495077,-0.755829196629437,0.654768833652381,0.00957947250887149,0.0657894736842105
19,107078698.666004,0.0791157466909181,0,0,-1,0.00945741609003176,0.0625
20,89638401.9389404,0.0791157466909181,0.0625,1,0,0.009342759554564,0.0595238095238095
21,270228300.61458,0.0195919371671085,0.0195919371671085,-0.79397792839887,0.607946584179432,0.00923473261888205,0.0568181818181818
22,111076274.295932,0.0647043194624989,0,0,-1,0.00913267570993462,0.0543478260869565
23,84548697.4639485,0.0647043194624989,0.0543478260869565,-1,0,0.00903602003609845,0.0520833333333333
24,85244648.9207794,0.116787652795832,0.0543478260869565,0.991930471995361,0.126783038010059,0.00894427190999916,0.05
25,85017382.2825273,0.0671911291960641,0.0480086741864536,-1,0,0.00885700028538295,0.0480769230769231
26,83986395.2284493,0.115268052272987,0.0480086741864536,0.967392650007375,0.253281386429618,0.00877382675301662,0.0462962962962963
27,85241507.9585592,0.0704813555133866,0.0362826840739713,1,0,0.00869441743889983,0.0446428571428571
28,95206191.5597936,0.0258384983705294,0.0258384983705294,-0.763188159092436,0.646176317904873,0.00861847638917812,0.0431034482758621
29,90151950.3537643,0.0587345397107206,0,0,-1,0.00854574012792468,0.0416666666666667
30,88329567.1896806,0.0587345397107206,0.0416666666666667,-1,0,0.00847597314830043,0.0403225806451613
31,82240727.3347521,0.0990571203558819,0.0416666666666667,0.857804553524691,0.513976018849426,0.00840896415253715,0.0390625
32,86789111.6808472,0.0655491299838236,0.021589478430361,-0.8905835114846,0.454819754487159,0.00834452289722301,0.0378787878787879
33,87641290.4960101,0.0992833539036949,0.00436145742705951,0,-1,0.00828247753133104,0.0367647058823529
34,83828378.5031957,0.0992833539036949,0.0411261633094124,0.805347537805,0.592802954911178,0.00822267233801039,0.0357142857142857
35,85345017.073464,0.0705209418392306,0.0199546292054418,-0.677315403302987,0.735692764983123,0.00816496580927726,0.0347222222222222
36,96167736.104391,0.094038837787251,0,0,-1,0.0081092289967754,0.0337837837837838
37,80246453.0803606,0.094038837787251,0.0337837837837838,0.298092281398808,0.954537056258401,0.00805534409273155,0.0328947368421053
38,88273475.3968883,0.0842331706359744,0.00238453851212586,0,-1,0.008003203203845,0.032051282051282
39,84415743.8869062,0.0842331706359744,0.0344358205634079,0.996452247610313,-0.0841600750496113,0.00795270728767051,0.03125
40,81682308.2573979,0.0530940378981521,0.0370658229087083,-1,0,0.0079037652264881,0.0304878048780488
41,84489538.4955193,0.0835818427762009,0.0370658229087083,0.989666418717327,0.143388910530835,0.00785629301801026,0.0297619047619048
42,84240892.5529426,0.0541274850762804,0.0327982958095763,-1,0,0.00781021306579032,0.0290697674418605
