Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,412276540.424275,0.034555595461808,0.00890312949414697,-0.0635406877987667,-0.997979248779282,0.02,1
1,81786580067.9275,0.0980962832605747,0.0980962832605747,-0.644928624540646,0.764242807783044,0.0168179283050743,0.5
2,8488973996.53983,0.420560595530898,0,0,-1,0.0151967137130319,0.333333333333333
3,452881619.6732,0.420560595530898,0.333333333333333,1,0,0.014142135623731,0.25
4,3086714282.6189,0.170560595530898,0.170560595530898,-0.659083159721284,0.752070068924304,0.0133748060995284,0.2
5,426362826.042419,0.302377227475155,0.0201465817460369,0.00586007313334184,0.999982829624025,0.0127788620849254,0.166666666666667
6,2571269348.44747,0.301400548619598,0,0,-1,0.0122957630590253,0.142857142857143
7,456132258.780704,0.301400548619598,0.142857142857143,1,0,0.0118920711500272,0.125
8,432777415.57161,0.176400548619598,0.142857142857143,1,0,0.0115470053837925,0.111111111111111
9,1022299032.28849,0.0652894375084865,0.0652894375084865,-0.660228130988749,0.751065120379787,0.011246826503807,0.1
10,439627860.381106,0.131312250607361,0,0,-1,0.0109820097355222,0.0909090909090909
11,403229348.617111,0.131312250607361,0.0909090909090909,1,0,0.0107456993182354,0.0833333333333333
12,610960402.934119,0.0479789172740281,0.0479789172740281,-0.643652374817213,0.765317986455409,0.0105328077569585,0.0769230769230769
13,429771600.674585,0.0974906384138137,0,0,-1,0.0103394630791434,0.0714285714285714
14,394832682.777996,0.0974906384138137,0.0714285714285714,1,0,0.0101626549630923,0.0666666666666667
15,566352286.865417,0.030823971747147,0.030823971747147,-0.690439214872121,0.723390413654182,0.01,0.0625
16,438952954.390914,0.0739764226766546,0,0,-1,0.00984958121010905,0.0588235294117647
17,426735187.286327,0.0739764226766546,0.0588235294117647,1,0,0.00970983543414647,0.0555555555555556
18,593210024.644903,0.0184208671210991,0.0184208671210991,-0.766141271478836,0.642672196486508,0.00957947250887149,0.0526315789473684
19,438860977.851578,0.0587440919357746,0,0,-1,0.00945741609003176,0.05
20,440413046.103769,0.0587440919357746,0.05,0.993827468104488,0.110936755140139,0.009342759554564,0.0476190476190476
21,523128726.804307,0.0114189744069895,0.0114189744069895,-0.802682815010394,0.59640615228801,0.00923473261888205,0.0454545454545455
22,442147593.850445,0.047904556907462,0,0.0209199591610774,-0.9997811537075,0.00913267570993462,0.0434782608695652
23,414299515.752387,0.046994993465676,0.0434687458133695,-0.3972171904835,0.917724633855055,0.00903602003609845,0.0416666666666667
24,415712277.238474,0.0635457097358218,0.00523021940274225,0.00163675480684709,-0.999998660515954,0.00894427190999916,0.04
25,413625672.995259,0.0634802395435479,0.0452301658233804,1,0,0.00885700028538295,0.0384615384615385
26,449215253.428858,0.0250187010820095,0.0250187010820095,-0.750317088810468,0.661078109030229,0.00877382675301662,0.037037037037037
27,417955363.797184,0.0528082228898046,0.000534326673482459,0.00562126615045437,-0.999984200558622,0.00869441743889983,0.0357142857142857
28,410189946.164686,0.0526074633844312,0.0362480481220047,1,0,0.00861847638917812,0.0344827586206897
29,453901757.84564,0.0181247047637416,0.0181247047637416,-0.766607583303299,0.642115887688411,0.00854574012792468,0.0333333333333333
30,433532815.53745,0.0436782908738515,0,0.0665955928269662,-0.997780049417719,0.00847597314830043,0.032258064516129
31,397882472.602479,0.0415300459439494,0.0321864532070232,1,0,0.00840896415253715,0.03125
32,470822165.288509,0.0102800459439494,0.0102800459439494,-0.801466559766832,0.598039591979928,0.00834452289722301,0.0303030303030303
33,433010375.167024,0.0345669113914291,0,0.0616167636256044,-0.998099881995938,0.00828247753133104,0.0294117647058824
34,408926344.125655,0.0327546536377349,0.0293558788822335,-0.703135351206662,0.711056030059154,0.00822267233801039,0.0285714285714286
35,417246381.189608,0.0528442351007824,0.0090399923091148,-0.905556283904628,0.424226138611048,0.00816496580927726,0.0277777777777778
36,438502576.884599,0.0779985763203554,0,0,-1,0.0081092289967754,0.027027027027027
37,395155036.07842,0.0779985763203554,0.027027027027027,0.665233222979797,0.746635626690765,0.00805534409273155,0.0263157894736842
38,433061678.913234,0.0604924388735186,0.00737872106148058,-0.0380518059638351,-0.999275767775287,0.008003203203845,0.0256410256410256
39,415704615.701181,0.0614681262059247,0.0330011766454623,1,0,0.00795270728767051,0.025
40,399434535.638256,0.0364681262059247,0.0330011766454623,-0.764813186289015,0.644252116859886,0.0079037652264881,0.024390243902439
41,412179122.427429,0.0551221063593153,0.017287710380587,0.427684875125997,0.903927899551983,0.00785629301801026,0.0238095238095238
42,415425169.070944,0.0449391331420296,0,0.0525323830064406,-0.998619221092637,0.00781021306579032,0.0232558139534884
43,410659160.832587,0.0437174498162985,0.0232237028161078,0.991011474298558,0.133776895645696,0.00776545355504446,0.0227272727272727
44,442446829.674793,0.0211944617640585,0.0201833188241602,-0.793258227022535,0.60888536298803,0.00772194790192179,0.0222222222222222
45,404632997.128552,0.0388224223645593,0.00665253297998175,0.174872774437771,-0.98459103833035,0.0076796342661587,0.0217391304347826
46,398454083.052234,0.0350208403115643,0.0280566859871633,0.999746342607168,0.0225222211069579,0.00763845511861907,0.0212765957446809
47,411495177.718606,0.0137496415326883,0.0137496415326883,-0.722877104011904,0.690976622249526,0.00759835685651593,0.0208333333333333
48,416976075.083039,0.028809581199603,0,0.00816426312737202,-0.999966671848411,0.00755928946018455,0.0204081632653061
49,418120623.928647,0.0286429635847587,0.0204074830989472,1,0,0.00752120618617279,0.02
50,426778695.665189,0.00864296358475867,0.00864296358475867,-0.865545566107331,0.50083018378682,0.00748406329216425,0.0196078431372549
51,444851913.918625,0.0256144452731377,0,0.040650035822227,-0.999173445697819,0.00744781978987965,0.0192307692307692
52,426418153.533254,0.024832713815018,0.0192148739557273,-0.045105511022108,0.998982228508313,0.00741243722263303,0.0188679245283019
53,415558718.241908,0.0256837611927936,0.000366152663117608,-0.131120753802833,-0.991366404475246,0.00737787946466881,0.0185185185185185
54,428588918.705895,0.0281119233002534,0.0187247897830296,-1,0,0.00734411253978718,0.0181818181818182
55,430076699.603113,0.0462937414820716,0.0187247897830296,0.9796834522474,0.200550077019721,0.00731110445709025,0.0178571428571429
56,409823647.666067,0.0287993941205109,0.0151435384076774,-0.463337285202259,0.886182012986836,0.00727882506195895,0.0175438596491228
57,416573252.379024,0.0369281184223049,0,-0.00971051798978149,-0.999952851808709,0.00724724590060866,0.0172413793103448
58,410475437.754415,0.0370955411462667,0.017240566410495,0.878486101937024,-0.477767902546302,0.00721634009677548,0.0169491525423729
59,403912868.251882,0.0222059461981815,0.0222059461981815,-0.770288418663634,0.637695657875038,0.00718608223926168,0.0166666666666667
60,417136426.423456,0.0350440865092421,0.0115776852335976,0.98132429944411,0.192360649095718,0.00715644827922052,0.0163934426229508
61,407921835.089289,0.0189568029117977,0.00842423196973334,-0.937083949239772,-0.349104099198494,0.00712741543619258,0.0161290322580645
62,448131979.336862,0.0340710601576005,0.0140549432471284,-0.124341906279766,0.99223943196323,0.00709896211202011,0.0158730158730159
63,403355186.98065,0.0360447412096602,0,-0.00835228658389713,-0.99996511904607,0.00707106781186548,0.015625
64,410738562.846031,0.0361752456875336,0.0156244549850948,0.999825368546731,-0.0186877609786147,0.00704371307164647,0.0153846153846154
65,419840053.358261,0.0207933169406608,0.0159119590001505,-0.765200908081493,0.64379155809257,0.00701687939127737,0.0151515151515152
66,416599434.398217,0.0323872700934107,0.00615754145329333,-0.529765311726591,-0.848144276931247,0.00699054917317102,0.0149253731343284
67,408923233.830516,0.0402942150445539,0.0188164112582373,0.976855715884328,0.213899299540968,0.00696470566551571,0.0147058823529412
68,417004495.949339,0.0259286898109608,0.0156708333238113,-0.994736582675654,0.102465267709417,0.00693933290989182,0.0144927536231884
69,428146972.341793,0.0403451620236514,0.0141858294439647,0.972752337682439,0.231846694031529,0.00691441569283882,0.0142857142857143
70,426707575.179342,0.0264487000567595,0.0108737338149429,0.458758459831712,0.888561013961807,0.00688993950102279,0.0140845070422535
71,404066202.815066,0.0199873132985663,0,0.0289308234249967,-0.999581416121744,0.00686589047969039,0.0138888888888889
72,418144015.76362,0.0195854963065525,0.0138830752239131,-0.992825678603668,0.119570781987769,0.00684225539412643,0.0136986301369863
73,417638821.131412,0.0331858480682466,0.0122451193062724,0.87951041524263,-0.475879637597299,0.00681902159385991,0.0135135135135135
74,405642194.480252,0.0213005721865894,0.0186759252197495,-0.8964828857681,0.443078362736097,0.00679617697938849,0.0133333333333333
