Iteration,f,x0,x1,Df0,Df1,Step_Df,Step_a
0,1764335157,0.00612720080524535,0,0.529178694362401,-0.848510406201895,0.005,0.75
1,43858437574.2462,0,0,-0.34880622163038,0.937194867544599,0.00420448207626857,0.375
2,13959903152.7616,0.130802333111392,0,0.92188802382126,-0.387456412432329,0.00379917842825796,0.25
3,3550522972.07478,0,0,0.970569361443781,0.240821748657822,0.00353553390593274,0.1875
4,5218830606.75,0,0,0.582013248548872,-0.813179302806945,0.00334370152488211,0.15
5,3582648031.25,0,0,0.98704758282008,0.160427769569478,0.00319471552123136,0.125
6,2939410811,0,0,-0.161893130452742,-0.986808296637301,0.00307394076475632,0.107142857142857
7,2373658750.39945,0.0173456925485081,0.0173456925485081,0.334877263169711,-0.942261756950777,0.0029730177875068,0.09375
8,2898661633.3948,0,0,-0.597916016820365,-0.801558754446403,0.00288675134594813,0.0833333333333333
9,1446482049.7971,0.0498263347350304,0.0498263347350304,0.708498262099186,0.705712556642173,0.00281170662595175,0.075
10,1553289598.01783,0,0,-0.252866143909776,-0.967501273003917,0.00274550243388056,0.0681818181818182
11,1700149809.91212,0.0172408734483938,0.0172408734483938,-0.0439460072930235,0.999033907554194,0.00268642482955886,0.0625
12,1686122278.70195,0.0199874989042078,0,0.370297257530953,-0.928913311921546,0.00263320193923963,0.0576923076923077
13,1978950201.09483,0,0,-0.25306809041422,0.967448469746115,0.00258486576978585,0.0535714285714286
14,2040817566.86629,0.0135572191293332,0,-0.166289908795908,0.986076906854962,0.00254066374077307,0.05
15,1621328172.30816,0.0218717145691286,0,0.894837103935056,-0.446392828595087,0.0025,0.046875
16,1852497984.41497,0,0,-0.297071467027543,0.954855247395176,0.00246239530252726,0.0441176470588235
17,1817957903.6069,0.0131060941335681,0,0.487879077806968,-0.872911224259502,0.00242745885853662,0.0416666666666667
18,1915208652.37543,0,0,0.639100690456218,-0.769123076924874,0.00239486812721787,0.0394736842105263
19,1684787684.26524,0,0,0.697080680162907,0.716992695460434,0.00236435402250794,0.0375
20,1756540402.75,0,0,-0.754661848621573,0.656113933882729,0.002335689888641,0.0357142857142857
21,1629647794.8106,0.0269522088793419,0,0.934854103948558,-0.355032117322559,0.00230868315472051,0.0340909090909091
22,1485971812.35295,0,0,0.663201561806754,0.748440838287892,0.00228316892748366,0.0326086956521739
23,1616753526.71361,0,0,-0.608059771331473,0.793891248527351,0.00225900500902461,0.03125
24,1333102270.3055,0.0190018678541085,0,-0.953000743374699,0.302967957261608,0.00223606797749979,0.03
25,1892623616.73145,0.0475918901553495,0,0,0,NaN,NaN
