Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
106,138398753,0,1,-1,1000,0.05,0.05,1,0.793822312,0.799424497,0.744466174,0.632083356,0.632083356,0.632083356,0.632083356,1.3881E-06,2.99003E-06,0.832277337,0.832277337,0,1.75840409,1.395860401,1.405711305,1.309072366,1.75840409,1.395860401,1.405711305,1.309072366,0.024969951,0.009781794,0.024534366,0.024534366,0.975030049,0.990218206,0.950931267,0.975465634,10000000,9750300.492,2322.658315,59.92541447,59.92541447,0,235124.4115,6066.293833,6066.293833,0,4.446928406,2.457628112,0.013112036,0.015503305,0.22487432,0.406896387,76.26580429,64.5023744
107,1394744846,0,1,-1,1000,0.05,0.05,1,0.853452001,0.854741047,0.71125536,0.505659509,0.505659509,0.505659509,0.505659509,9.74194E-07,6.77586E-06,0.87738614,0.87738614,0,2.015017986,1.719721131,1.722318583,1.433192343,2.015017986,1.719721131,1.722318583,1.433192343,0.02307783,0.009030268,0.011148559,0.011148559,0.97692217,0.990969732,0.977702881,0.988851441,10000000,9769221.701,2037.522887,23.23348489,23.23348489,0,223595.0845,2549.612105,2549.612105,0,2.756388255,1.676683258,0.017778035,0.015551951,0.362793593,0.596415569,56.24918614,64.3006128
108,1295807383,0,1,-1,1000,0.05,0.05,1,0.938028871,0.993067193,0.851056761,0.574249705,0.574249705,0.574249705,0.574249705,8.30998E-07,3.98081E-06,0.906157147,0.906157147,0,1.772901327,1.66303263,1.760610144,1.50883966,1.772901327,1.66303263,1.760610144,1.50883966,0.020721435,0.007736955,0.010234985,0.010234985,0.979278565,0.992263045,0.97953003,0.989765015,10000000,9792785.648,1570.390568,16.40881214,16.40881214,0,201402.2902,2104.427021,2104.427021,0,5.603189035,2.14346151,0.010900429,0.016707697,0.178469795,0.466535086,91.73951249,59.85265299
109,2028173228,0,1,-1,1000,0.05,0.05,1,0.941277175,0.902057074,0.796858232,0.525493356,0.525493356,0.525493356,0.525493356,1.0216E-06,5.17705E-06,0.853809942,0.853809942,0,2.327331535,2.190664053,2.099385875,1.854553291,2.327331535,2.190664053,2.099385875,1.854553291,0.018785994,0.003765699,0.008574229,0.008574229,0.981214006,0.996234301,0.982851543,0.991425771,10000000,9812140.058,695.2927755,6.065615105,6.065615105,0,183943.1408,1604.688461,1604.688461,0,1.91433699,2.028542036,0.011234182,0.012079556,0.522374068,0.492964889,89.01404883,82.78450016
110,273486626,0,1,-1,1000,0.05,0.05,1,0.614778395,0.895567984,0.828609798,0.556936025,0.556936025,0.556936025,0.556936025,1.44862E-06,4.53747E-06,0.985370939,0.985370939,0,1.804962584,1.109652001,1.616466703,1.495609683,1.804962584,1.109652001,1.616466703,1.495609683,0.024625879,0.017708996,0.022640353,0.022640353,0.975374121,0.982291004,0.954719295,0.977359647,10000000,9753741.21,4163.526917,98.73448512,98.73448512,0,230944.4911,5476.651377,5476.651377,0,2.96445144,2.59793781,0.006325316,0.016803496,0.337330538,0.384920684,158.094866,59.51142502
111,1677346756,0,1,-1,1000,0.05,0.05,1,0.80845383,0.588354198,0.604295552,0.521966429,0.521966429,0.521966429,0.521966429,7.35804E-07,5.78982E-06,0.888537391,0.888537391,0,1.80906191,1.46254303,1.064369169,1.093208066,1.80906191,1.46254303,1.064369169,1.093208066,0.024124996,0.011006868,0.038217178,0.038217178,0.975875004,0.988993132,0.923565643,0.961782822,10000000,9758750.042,2452.442168,101.4821417,101.4821417,0,220357.7304,9118.410504,9118.410504,0,3.171319484,2.106999481,0.012948807,0.009694922,0.315326162,0.474608565,77.2271945,103.1467777
112,266416173,0,1,-1,1000,0.05,0.05,1,0.555252996,0.838965855,0.835382483,0.342139551,0.342139551,0.342139551,0.342139551,1.23605E-06,4.35745E-06,0.813562688,0.813562688,0,3.139787035,1.743376159,2.634174115,2.62292309,3.139787035,1.743376159,2.634174115,2.62292309,0.026258273,0.001130896,0.013136884,0.013136884,0.973741727,0.998869104,0.973726232,0.986863116,10000000,9737417.274,289.1516735,3.901047239,3.901047239,0,255394.5364,3445.617793,3445.617793,0,0.635181657,2.070179933,0.007689684,0.005989212,1.574352769,0.483049799,130.0443586,166.9668624
113,643039052,0,1,-1,1000,0.05,0.05,1,0.800701913,0.621589277,0.733649093,0.571190477,0.571190477,0.571190477,0.571190477,1.3382E-06,6.17399E-06,0.983581897,0.983581897,0,2.014827232,1.613276019,1.252395002,1.478176171,2.014827232,1.613276019,1.252395002,1.478176171,0.020171121,0.005038493,0.023379136,0.023379136,0.979828879,0.994961507,0.953241728,0.976620864,10000000,9798288.791,968.7991843,23.76069715,23.76069715,0,191310.7422,4692.073115,4692.073115,0,3.349058638,2.073079836,0.019119764,0.002803147,0.298591368,0.48237409,52.30189947,356.7418876
114,1008140086,0,1,-1,1000,0.05,0.05,1,0.62102075,0.500285585,0.917092161,0.571204057,0.571204057,0.571204057,0.571204057,8.06997E-07,7.23152E-06,0.850874206,0.850874206,0,1.744269959,1.083227838,0.872633117,1.599656305,1.744269959,1.083227838,0.872633117,1.599656305,0.024695713,0.016419103,0.003166519,0.003166519,0.975304287,0.983580897,0.993666962,0.996833481,10000000,9753042.873,4029.135306,12.83964836,12.83964836,0,241364.0023,769.1548388,769.1548388,0,5.970821629,1.916291339,0.00402828,0.017685245,0.167481138,0.521841319,248.2449211,56.54431017
115,1973274997,0,1,-1,1000,0.05,0.05,1,0.875171073,0.87331601,0.743267029,0.568282595,0.568282595,0.568282595,0.568282595,5.95046E-07,6.35516E-06,0.974037677,0.974037677,0,1.912456211,1.673726353,1.670178627,1.421465646,1.912456211,1.673726353,1.670178627,1.421465646,0.021419545,0.008957626,0.033292733,0.033292733,0.978580455,0.991042374,0.933414534,0.966707267,10000000,9785804.551,1790.926416,63.87819394,63.87819394,0,198142.2189,7067.273659,7067.273659,0,6.16980215,1.617200056,0.018090347,0.013721502,0.162079752,0.618352687,55.27809792,72.87831967
116,886884908,0,1,-1,1000,0.05,0.05,1,0.862289852,0.76608645,0.53421378,0.370813054,0.370813054,0.370813054,0.370813054,1.33723E-06,5.44798E-06,0.835995302,0.835995302,0,3.209689227,2.767682448,2.458899426,1.714660216,3.209689227,2.767682448,2.458899426,1.714660216,0.01978403,0.001729607,0.013961955,0.013961955,0.98021597,0.998270393,0.972076091,0.986038045,10000000,9802159.696,332.6307161,4.777583775,4.777583775,0,191983.1987,2757.459762,2757.459762,0,0.668360362,2.278948311,0.003252617,0.003100465,1.496198841,0.438798895,307.4447211,322.5322402
117,1542469948,0,1,-1,1000,0.05,0.05,1,0.649948103,0.70186586,0.633461477,0.361358549,0.361358549,0.361358549,0.361358549,1.24846E-06,4.16097E-06,0.981655301,0.981655301,0,2.861521682,1.859840587,2.008404375,1.81266375,2.861521682,1.859840587,2.008404375,1.81266375,0.026561624,0.019931362,0.027479725,0.027479725,0.973438376,0.980068638,0.94504055,0.972520275,10000000,9734383.758,5003.132988,145.4802328,145.4802328,0,246014.9865,7153.581084,7153.581084,0,0.705543424,2.571820789,0.011964933,0.014430974,1.417347204,0.388829581,83.57756785,69.29539079
118,1262931892,0,1,-1,1000,0.05,0.05,1,0.89462797,0.645503411,0.822306417,0.628038437,0.628038437,0.628038437,0.628038437,8.83412E-07,5.81533E-06,0.877588246,0.877588246,0,1.699704672,1.520603341,1.097165163,1.397678059,1.699704672,1.520603341,1.097165163,1.397678059,0.022349834,0.013300977,0.000804898,0.000804898,0.977650166,0.986699023,0.998390204,0.999195102,10000000,9776501.659,2967.960737,2.392758243,2.392758243,0,220170.5938,177.5006646,177.5006646,0,5.702672694,2.624356152,0.015212757,0.004008066,0.175356373,0.381045842,65.73430392,249.4968982
119,1453574461,0,1,-1,1000,0.05,0.05,1,0.984077586,0.892069873,0.944586993,0.603456361,0.603456361,0.603456361,0.603456361,5.39739E-07,2.69555E-06,0.849952222,0.849952222,0,1.55600392,1.531228582,1.38806422,1.469781064,1.55600392,1.531228582,1.38806422,1.469781064,0.023277936,0.000883009,0.023191928,0.023191928,0.976722064,0.999116991,0.953616145,0.976808072,10000000,9767220.638,196.0122929,4.767015465,4.767015465,0,221786.1455,5393.835099,5393.835099,0,7.465214238,2.526187112,0.008928497,0.003264037,0.133954629,0.395853496,112.0009372,306.3690848
120,628299835,0,1,-1,1000,0.05,0.05,1,0.685370998,0.602138268,0.880447795,0.577256325,0.577256325,0.577256325,0.577256325,1.07354E-06,6.71073E-06,0.956736041,0.956736041,0,1.705050066,1.168591865,1.026675893,1.501207571,1.705050066,1.168591865,1.026675893,1.501207571,0.020949284,0.017526558,0.017155644,0.017155644,0.979050716,0.982473442,0.965688712,0.982844356,10000000,9790507.16,3545.708079,62.99017951,62.99017951,0,198759.1626,3530.994389,3530.994389,0,5.27612519,2.353987382,0.00553227,0.012238246,0.189533031,0.424811113,180.7576289,81.71105568
121,591849768,0,1,-1,1000,0.05,0.05,1,0.883620865,0.643348326,0.938847241,0.60724218,0.60724218,0.60724218,0.60724218,7.4398E-07,6.35457E-06,0.907569845,0.907569845,0,1.759103413,1.554380479,1.131716236,1.651529385,1.759103413,1.554380479,1.131716236,1.651529385,0.025225616,0.011466127,0.023012192,0.023012192,0.974774384,0.988533873,0.953975616,0.976987808,10000000,9747743.843,2759.280227,66.56049138,66.56049138,0,237886.9428,5738.406578,5738.406578,0,3.471654445,2.687677753,0.018764777,0.013109299,0.288047101,0.372068414,53.29133469,76.28173055
122,343738245,0,1,-1,1000,0.05,0.05,1,0.581977132,0.568104494,0.709237257,0.574272404,0.574272404,0.574272404,0.574272404,9.8429E-07,7.44265E-06,0.953407346,0.953407346,0,1.605819894,0.934550457,0.912273498,1.138907296,1.605819894,0.934550457,0.912273498,1.138907296,0.025864447,0.01067906,0.003504974,0.003504974,0.974135553,0.98932094,0.992990052,0.996495026,10000000,9741355.525,2742.717804,9.681017959,9.681017959,0,254088.6726,896.8611348,896.8611348,0,6.429729438,1.930475964,0.015334455,0.004229423,0.15552754,0.518006968,65.21262252,236.4388817
123,1088228558,0,1,-1,1000,0.05,0.05,1,0.95498799,0.708684379,0.87516204,0.510457692,0.510457692,0.510457692,0.510457692,7.38088E-07,6.30157E-06,0.859066617,0.859066617,0,2.237584086,2.136865929,1.585740888,1.958248653,2.237584086,2.136865929,1.585740888,1.958248653,0.018948007,0.007898887,0.034289254,0.034289254,0.981051993,0.992101113,0.931421493,0.965710746,10000000,9810519.935,1394.041438,51.32009584,51.32009584,0,175091.7637,6445.809892,6445.809892,0,1.838251216,2.231568697,0.005329796,0.010385102,0.543995288,0.448115266,187.6244439,96.29178353
124,1272867386,0,1,-1,1000,0.05,0.05,1,0.691014639,0.874435648,0.733230511,0.595181707,0.595181707,0.595181707,0.595181707,1.30501E-06,6.92144E-06,0.833762367,0.833762367,0,1.745081481,1.205876849,1.525961456,1.279546985,1.745081481,1.205876849,1.525961456,1.279546985,0.024677258,0.006004421,0.012288028,0.012288028,0.975322742,0.993995579,0.975423945,0.987711972,10000000,9753227.417,1445.311455,18.20749559,18.20749559,0,239262.5753,3014.140841,3014.140841,0,4.620951724,2.016021441,0.01747444,0.005460525,0.216405637,0.496026471,57.22644032,183.1325583
125,46331304,0,1,-1,1000,0.05,0.05,1,0.601356092,0.662493507,0.795579722,0.529576643,0.529576643,0.529576643,0.529576643,9.35714E-07,4.85357E-06,0.956150778,0.956150778,0,1.872116851,1.125808874,1.240265258,1.489418204,1.872116851,1.125808874,1.240265258,1.489418204,0.023215695,0.013664639,0.023748208,0.023748208,0.976784305,0.986335361,0.952503584,0.976251792,10000000,9767843.048,3021.66601,75.33740982,75.33740982,0,218108.6629,5437.974174,5437.974174,0,3.401659318,2.005202296,0.006918198,0.01586281,0.293974177,0.4987028,144.5463035,63.04053284
126,384317618,0,1,-1,1000,0.05,0.05,1,0.854234039,0.783117728,0.91512754,0.365820079,0.365820079,0.365820079,0.365820079,9.62654E-07,5.16469E-06,0.899868944,0.899868944,0,2.756441915,2.354646512,2.158618531,2.522495911,2.756441915,2.354646512,2.158618531,2.522495911,0.022479162,0.005284839,0.036846394,0.036846394,0.977520838,0.994715161,0.926307213,0.963153606,10000000,9775208.383,1100.441326,43.77305256,43.77305256,0,207125.6549,8238.987365,8238.987365,0,0.807386467,2.385592344,0.017283695,0.006350857,1.238564233,0.419183102,57.85799749,157.4590671
127,1053865341,0,1,-1,1000,0.05,0.05,1,0.904871282,0.510668579,0.582456312,0.601100713,0.601100713,0.601100713,0.601100713,1.33996E-06,6.39337E-06,0.984694233,0.984694233,0,1.720532314,1.556860281,0.878621792,1.002134907,1.720532314,1.556860281,0.878621792,1.002134907,0.023537794,0.003413712,0.000410932,0.000410932,0.976462206,0.996586288,0.999178136,0.999589068,10000000,9764622.062,802.8522062,0.330189059,0.330189059,0,234381.6373,96.39414547,96.39414547,0,3.673921324,2.75059263,0.015185087,0.003243359,0.272188736,0.363558016,65.85408343,308.3223232
