Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
0,488475996,0,1,-1,1000,0.05,0.05,1,0.83837484,0.864720989,0.543169652,0.455560305,0.455560305,0.455560305,0.455560305,1.46981E-06,2.92968E-06,0.831440815,0.831440815,0,2.399352216,2.01155653,2.074770221,1.303255307,2.399352216,2.01155653,2.074770221,1.303255307,0.020916647,0.0050561,0.005247629,0.005247629,0.979083353,0.9949439,0.989504741,0.994752371,10000000,9790833.529,1046.467105,5.549717362,5.549717362,0,205924.7477,1092.078425,1092.078425,0,1.354016502,1.974356778,0.01542468,0.010352126,0.738543436,0.50649407,64.83116599,96.5985191
1,390574978,0,1,-1,1000,0.05,0.05,1,0.706503398,0.633842933,0.971312654,0.222777803,0.222777803,0.222777803,0.222777803,1.40699E-06,6.74268E-06,0.939599501,0.939599501,0,4.625773947,3.268125011,2.932014124,4.493072767,4.625773947,3.268125011,2.932014124,4.493072767,0.024608395,0.011500848,0.024572223,0.024572223,0.975391605,0.988499152,0.950855554,0.975427777,10000000,9753916.05,2691.08676,69.54366956,69.54366956,0,231299.2041,5977.286076,5977.286076,0,0.321230254,2.230105913,0.01575474,0.014154259,3.113031816,0.448409196,63.47296045,70.65011351
2,446051814,0,1,-1,1000,0.05,0.05,1,0.845038582,0.689854392,0.955663968,0.596124495,0.596124495,0.596124495,0.596124495,7.2376E-07,2.56583E-06,0.848315133,0.848315133,0,1.760337926,1.487553464,1.214376849,1.682291528,1.760337926,1.487553464,1.214376849,1.682291528,0.021560592,0.019133284,0.030382465,0.030382465,0.978439408,0.980866716,0.939235069,0.969617535,10000000,9784394.08,3874.578907,125.335247,125.335247,0,198630.0621,6425.304144,6425.304144,0,6.13322143,2.067165716,0.012702726,0.011848405,0.163046453,0.483754153,78.72326141,84.39954751
3,1917742184,0,1,-1,1000,0.05,0.05,1,0.580722327,0.599821998,0.812048973,0.625211618,0.625211618,0.625211618,0.625211618,8.08105E-07,7.43539E-06,0.969199715,0.969199715,0,1.695928916,0.984863787,1.017255471,1.377177334,1.695928916,0.984863787,1.017255471,1.377177334,0.022664873,0.013757899,2.42585E-05,2.42585E-05,0.977335127,0.986242101,0.999951483,0.999975742,10000000,9773351.273,3118.059064,0.075643001,0.075643001,0,223519.672,5.422507546,5.422507546,0,7.162138941,2.271798155,0.011047731,0.016783788,0.139623094,0.440179951,90.51632353,59.5813043
4,956970695,0,1,-1,1000,0.05,0.05,1,0.517055673,0.567415001,0.551270733,0.489351661,0.489351661,0.489351661,0.489351661,7.96793E-07,4.01276E-06,0.816646237,0.816646237,0,2.090358282,1.080831609,1.186100647,1.152353343,2.090358282,1.080831609,1.186100647,1.152353343,0.024867115,0.015722017,0.039280659,0.039280659,0.975132885,0.984277983,0.921438682,0.960719341,10000000,9751328.853,3602.467809,153.5721394,153.5721394,0,225532.7466,9614.394417,9614.394417,0,1.808276848,2.151993915,0.003710769,0.009076012,0.553012666,0.464685329,269.4859286,110.1805462
5,313569626,0,1,-1,1000,0.05,0.05,1,0.950033997,0.599364615,0.71645971,0.512183312,0.512183312,0.512183312,0.512183312,6.76324E-07,2.91982E-06,0.85218979,0.85218979,0,1.948647632,1.851281499,1.167950437,1.396127517,1.948647632,1.851281499,1.167950437,1.396127517,0.024968566,0.010754773,0.012908669,0.012908669,0.975031434,0.989245227,0.974182661,0.987091331,10000000,9750314.344,2615.985039,34.66381362,34.66381362,0,240623.4518,3188.445792,3188.445792,0,2.176801492,2.226910301,0.00481272,0.018004558,0.459389615,0.449052663,207.782692,55.54149162
6,893763089,0,1,-1,1000,0.05,0.05,1,0.690477474,0.75055924,0.949955115,0.611749981,0.611749981,0.611749981,0.611749981,8.05068E-07,4.95043E-06,0.849454904,0.849454904,0,1.765988409,1.219375216,1.325478919,1.677609722,1.765988409,1.219375216,1.325478919,1.677609722,0.023837312,0.016745066,0.039137103,0.039137103,0.976162688,0.983254934,0.921725794,0.960862897,10000000,9761626.883,3679.136331,156.2186255,156.2186255,0,216035.514,9173.014539,9173.014539,0,6.91057468,1.97463302,0.013928742,0.010325029,0.144705766,0.506423214,71.79399512,96.85202947
7,1269345808,0,1,-1,1000,0.05,0.05,1,0.713066755,0.830001096,0.847217692,0.48078165,0.48078165,0.48078165,0.48078165,1.3235E-06,5.20682E-06,0.852598175,0.852598175,0,2.145240712,1.529699833,1.780552142,1.817485884,2.145240712,1.529699833,1.780552142,1.817485884,0.021141706,0.016899596,0.002583572,0.002583572,0.978858294,0.983100404,0.994832856,0.997416428,10000000,9788582.936,3554.401467,9.230748107,9.230748107,0,206770.2404,536.9804236,536.9804236,0,1.87957939,1.914530858,0.015958707,0.009304168,0.532033925,0.522321171,62.66171768,107.4787095
8,286976008,0,1,-1,1000,0.05,0.05,1,0.759962427,0.894424876,0.805984187,0.593023014,0.593023014,0.593023014,0.593023014,5.88728E-07,5.81697E-06,0.86785463,0.86785463,0,1.89001879,1.436343266,1.690479821,1.523325258,1.89001879,1.436343266,1.690479821,1.523325258,0.022688486,0.004384664,0.026806952,0.026806952,0.977311514,0.995615336,0.946386096,0.973193048,10000000,9773115.136,941.4781031,26.66793028,26.66793028,0,213779.2027,6055.423758,6055.423758,0,4.288624711,2.088058928,0.006992545,0.011452925,0.233174984,0.478913687,143.0094454,87.31394275
9,1933449080,0,1,-1,1000,0.05,0.05,1,0.934686857,0.65311015,0.901295964,0.615965063,0.615965063,0.615965063,0.615965063,8.35063E-07,5.47351E-06,0.849318668,0.849318668,0,1.67547818,1.566047435,1.094271806,1.510101721,1.67547818,1.566047435,1.094271806,1.510101721,0.024702267,0.002390098,0.00675601,0.00675601,0.975297733,0.997609902,0.98648798,0.99324399,10000000,9752977.327,582.4308458,3.988805392,3.988805392,0,243102.467,1664.898826,1664.898826,0,5.558071588,2.384616507,0.009884966,0.006856448,0.179918517,0.419354641,101.1637292,145.8481106
10,1016430384,0,1,-1,1000,0.05,0.05,1,0.86994786,0.904717977,0.830438882,0.596027535,0.596027535,0.596027535,0.596027535,1.05148E-06,6.72562E-06,0.881773843,0.881773843,0,1.877005321,1.632896762,1.698160457,1.558738201,1.877005321,1.632896762,1.698160457,1.558738201,0.020264278,0.01075518,0.026650934,0.026650934,0.979735722,0.98924482,0.946698132,0.973349066,10000000,9797357.216,2063.290308,58.0846338,58.0846338,0,189778.2543,5342.534861,5342.534861,0,6.12147545,1.931904415,0.013033195,0.00868029,0.163359309,0.517623953,76.72715767,115.2035245
11,2036855482,0,1,-1,1000,0.05,0.05,1,0.685201455,0.614877756,0.510064665,0.608638846,0.608638846,0.608638846,0.608638846,1.2049E-06,5.40767E-06,0.871023075,0.871023075,0,1.661170225,1.138236255,1.021416621,0.847304235,1.661170225,1.138236255,1.021416621,0.847304235,0.025714708,0.005084724,0.011695738,0.011695738,0.974285292,0.994915276,0.976608525,0.988304262,10000000,9742852.924,1276.937004,15.29243266,15.29243266,0,249855.0894,2992.232285,2992.232285,0,5.224812995,2.344071047,0.010392895,0.008465492,0.19139441,0.42660823,96.21958204,118.1266303
12,1008217279,0,1,-1,1000,0.05,0.05,1,0.51150314,0.515210153,0.760380989,0.618422639,0.618422639,0.618422639,0.618422639,1.3443E-06,5.82905E-06,0.833589689,0.833589689,0,1.691256685,0.865083105,0.871352616,1.28599943,1.691256685,0.865083105,0.871352616,1.28599943,0.024716077,0.014824486,0.036828968,0.036828968,0.975283923,0.985175514,0.926342064,0.963171032,10000000,9752839.232,3394.146397,134.9424954,134.9424954,0,225561.2692,8967.73355,8967.73355,0,6.802440969,2.26056777,0.003298903,0.017862201,0.147006053,0.442366742,303.1310585,55.98414134
13,1797212505,0,1,-1,1000,0.05,0.05,1,0.677128555,0.510261781,0.751128393,0.563449833,0.563449833,0.563449833,0.563449833,1.42776E-06,6.61301E-06,0.838840784,0.838840784,0,1.695322364,1.147951183,0.86505821,1.273404764,1.695322364,1.147951183,0.86505821,1.273404764,0.02248353,0.013266061,0.03652924,0.03652924,0.97751647,0.986733939,0.926941521,0.96347076,10000000,9775164.703,2764.768695,108.9549834,108.9549834,0,205644.4031,8104.107426,8104.107426,0,5.008694283,2.111337232,0.008557373,0.013967208,0.199652832,0.47363348,116.8582877,71.59626871
14,1697958194,0,1,-1,1000,0.05,0.05,1,0.739930737,0.709293071,0.663586301,0.530228208,0.530228208,0.530228208,0.530228208,7.4188E-07,7.30911E-06,0.843288272,0.843288272,0,1.927357952,1.426111389,1.367061641,1.278968334,1.927357952,1.426111389,1.367061641,1.278968334,0.024585104,0.012853658,0.038312246,0.038312246,0.975414896,0.987146342,0.923375509,0.961687754,10000000,9754148.961,2917.945266,121.0699595,121.0699595,0,224094.8827,9298.035393,9298.035393,0,2.18875852,2.463390233,0.011861825,0.01565844,0.456880003,0.405944615,84.30405632,63.86332154
15,184672193,0,1,-1,1000,0.05,0.05,1,0.876071241,0.893955861,0.550379016,0.570119365,0.570119365,0.570119365,0.570119365,5.0341E-07,3.25121E-06,0.824737011,0.824737011,0,1.859101716,1.628705548,1.661954875,1.023210573,1.859101716,1.628705548,1.661954875,1.023210573,0.021055795,3.36829E-05,0.005869096,0.005869096,0.978944205,0.999966317,0.988261809,0.994130904,10000000,9789442.054,7.008942256,0.041624752,0.041624752,0,208079.3678,1235.743114,1235.743114,0,4.846054517,1.84040351,0.010934106,0.00888437,0.206353436,0.543359103,91.45695368,112.5572267
16,1248199287,0,1,-1,1000,0.05,0.05,1,0.613823353,0.758604611,0.910930225,0.554504293,0.554504293,0.554504293,0.554504293,7.62385E-07,4.44702E-06,0.837858111,0.837858111,0,1.865193439,1.144899291,1.414944343,1.699061079,1.865193439,1.144899291,1.414944343,1.699061079,0.021281175,0.002743552,0.015902213,0.015902213,0.978718825,0.997256448,0.968195575,0.984097787,10000000,9787188.249,565.2907024,9.284666385,9.284666385,0,205478.1046,3374.893029,3374.893029,0,5.007726201,1.779180061,0.009486096,0.019223542,0.199691429,0.562056659,105.4174473,52.01954991
17,566305977,0,1,-1,1000,0.05,0.05,1,0.847193126,0.75363854,0.979485161,0.565399636,0.565399636,0.565399636,0.565399636,1.05436E-06,6.85459E-06,0.869165339,0.869165339,0,1.769375261,1.499002559,1.333469388,1.733076812,1.769375261,1.499002559,1.333469388,1.733076812,0.025042502,0.016494918,0.002361717,0.002361717,0.974957498,0.983505082,0.995276566,0.997638283,10000000,9749574.984,4111.228876,9.755639131,9.755639131,0,245130.9208,581.6773708,581.6773708,0,4.188907009,1.975555924,0.006861809,0.014777347,0.238725758,0.506186632,145.734167,67.67114583
18,1904382458,0,1,-1,1000,0.05,0.05,1,0.731579738,0.791010433,0.901445299,0.615830468,0.615830468,0.615830468,0.615830468,8.78697E-07,3.52089E-06,0.881754621,0.881754621,0,1.658587595,1.213389078,1.311960093,1.495125991,1.658587595,1.213389078,1.311960093,1.495125991,0.022945226,0.015847726,0.002569277,0.002569277,0.977054774,0.984152274,0.994861446,0.997430723,10000000,9770547.741,3617.611165,9.342652165,9.342652165,0,224655.5956,580.1837153,580.1837153,0,7.108468921,2.357697812,0.017737812,0.004965089,0.14067727,0.424142566,56.37673779,201.4062782
19,1191985770,0,1,-1,1000,0.05,0.05,1,0.970327277,0.500395477,0.535467683,0.63510002,0.63510002,0.63510002,0.63510002,6.9663E-07,5.17676E-06,0.957755943,0.957755943,0,1.814748489,1.760899959,0.908091935,0.971739169,1.814748489,1.760899959,0.908091935,0.971739169,0.020978021,0.013175624,0.01006278,0.01006278,0.979021979,0.986824376,0.979874441,0.98993722,10000000,9790219.793,2708.358358,27.81337317,27.81337317,0,202849.9046,2083.158633,2083.158633,0,6.753448425,2.24119373,0.010569982,0.005034018,0.148072501,0.44619079,94.60753967,198.6484711
20,993638798,0,1,-1,1000,0.05,0.05,1,0.778485562,0.66250957,0.521292691,0.597867493,0.597867493,0.597867493,0.597867493,5.66113E-07,7.24596E-06,0.920742601,0.920742601,0,1.881745753,1.4649119,1.24667457,0.980940308,1.881745753,1.4649119,1.24667457,0.980940308,0.020491547,0.01161854,0.034386048,0.034386048,0.979508453,0.98838146,0.931227904,0.965613952,10000000,9795084.532,2217.084753,81.8669444,81.8669444,0,188605.9166,6964.366187,6964.366187,0,4.581887994,2.048284882,0.017325288,0.008781808,0.218250643,0.488213338,57.71909672,113.8717706
21,1258721551,0,1,-1,1000,0.05,0.05,1,0.911380093,0.557529152,0.928823978,0.566071745,0.566071745,0.566071745,0.566071745,1.02079E-06,7.11769E-06,0.947951975,0.947951975,0,1.760638694,1.604611056,0.981607397,1.635323435,1.760638694,1.604611056,0.981607397,1.635323435,0.025822722,0.014712011,0.031412024,0.031412024,0.974177278,0.985287989,0.937175952,0.968587976,10000000,9741772.782,3560.370609,119.3355927,119.3355927,0,238443.9682,7992.104026,7992.104026,0,3.846459131,2.107723057,0.019210534,0.013151641,0.259979364,0.474445633,52.05477282,76.03614024
22,1532065749,0,1,-1,1000,0.05,0.05,1,0.949326332,0.817820648,0.590278085,0.59157885,0.59157885,0.59157885,0.59157885,1.02475E-06,5.38201E-06,0.853384504,0.853384504,0,1.967379954,1.867685595,1.608963949,1.161301271,1.967379954,1.867685595,1.608963949,1.161301271,0.019854036,0.002247373,0.035992096,0.035992096,0.980145964,0.997752627,0.928015808,0.964007904,10000000,9801459.637,414.0752759,16.05946458,16.05946458,0,183834.5205,7129.824317,7129.824317,0,3.825256193,2.12405029,0.015509125,0.008942268,0.261420399,0.470798646,64.47816916,111.8284578
23,1716617859,0,1,-1,1000,0.05,0.05,1,0.907597943,0.755966931,0.582091189,0.401734786,0.401734786,0.401734786,0.401734786,6.60066E-07,7.27228E-06,0.897481975,0.897481975,0,2.777267483,2.520642253,2.099522375,1.616622931,2.777267483,2.520642253,2.099522375,1.616622931,0.023795664,0.016471175,0.039718764,0.039718764,0.976204336,0.983528825,0.920562471,0.960281236,10000000,9762043.363,3608.075966,155.6747351,155.6747351,0,215445.8735,9295.668832,9295.668832,0,0.863909468,2.233753352,0.009665311,0.011562452,1.157528696,0.447677,103.4627848,86.48684298
24,108654506,0,1,-1,1000,0.05,0.05,1,0.600448384,0.977117553,0.690874175,0.561964221,0.561964221,0.561964221,0.561964221,1.2128E-06,5.04145E-06,0.83881141,0.83881141,0,1.750252875,1.050936511,1.710202806,1.209204512,1.750252875,1.050936511,1.710202806,1.209204512,0.023115627,0.017015443,0.003355775,0.003355775,0.976884373,0.982984557,0.993288451,0.996644225,10000000,9768843.728,3906.828413,13.19902203,13.19902203,0,225698.0266,762.5093577,762.5093577,0,5.129212777,2.045164707,0.005381273,0.003193562,0.194961692,0.488958174,185.8296441,313.1299536
25,217555114,0,1,-1,1000,0.05,0.05,1,0.757256396,0.93561794,0.679352438,0.54616547,0.54616547,0.54616547,0.54616547,5.39019E-07,6.01475E-06,0.8885622,0.8885622,0,1.646126797,1.246540046,1.540145764,1.118300253,1.646126797,1.246540046,1.540145764,1.118300253,0.025001005,0.007182614,0.038368557,0.038368557,0.974998995,0.992817386,0.923262886,0.961631443,10000000,9749989.954,1657.926924,68.8994056,68.8994056,0,229167.0696,9523.625347,9523.625347,0,4.163825988,2.2088625,0.011485517,0.007024208,0.240163735,0.452721706,87.06617396,142.364805
26,1836668086,0,1,-1,1000,0.05,0.05,1,0.517211859,0.977847678,0.704359761,0.619811045,0.619811045,0.619811045,0.619811045,1.2408E-06,6.96227E-06,0.850857666,0.850857666,0,1.570760366,0.812415888,1.535964376,1.106380396,1.570760366,0.812415888,1.535964376,1.106380396,0.024329956,0.019780615,0.014241423,0.014241423,0.975670044,0.980219385,0.971517154,0.985758577,10000000,9756700.442,4675.537911,68.53848299,68.53848299,0,231694.1568,3396.393383,3396.393383,0,7.247772079,2.405245423,0.015349941,0.016396293,0.137973434,0.415757989,65.14682903,60.98939699
27,1022313050,0,1,-1,1000,0.05,0.05,1,0.886440534,0.893151562,0.890290262,0.642621161,0.642621161,0.642621161,0.642621161,1.17318E-06,6.49648E-06,0.850124342,0.850124342,0,1.790573737,1.58723714,1.599253731,1.594130361,1.790573737,1.58723714,1.599253731,1.594130361,0.023079261,0.007788554,0.00105304,0.00105304,0.976920739,0.992211446,0.997893921,0.99894696,10000000,9769207.392,1793.754998,1.892881787,1.892881787,0,228512.7853,241.1408971,241.1408971,0,6.43652283,2.256661463,0.006754284,0.01531705,0.155363389,0.443132484,148.054183,65.28672333
28,1394695762,0,1,-1,1000,0.05,0.05,1,0.984027909,0.578987223,0.536063357,0.564237301,0.564237301,0.564237301,0.564237301,1.449E-06,2.88327E-06,0.948500478,0.948500478,0,1.713415678,1.686048847,0.992045786,0.91849936,1.713415678,1.686048847,0.992045786,0.91849936,0.025686105,0.004927326,0.015003299,0.015003299,0.974313895,0.995072674,0.969993403,0.984996701,10000000,9743138.945,1227.660578,18.98874575,18.98874575,0,247925.8682,3834.774335,3834.774335,0,3.177971905,2.530504068,0.014515213,0.011608506,0.314666092,0.395178183,68.89323869,86.14372681
29,1580626754,0,1,-1,1000,0.05,0.05,1,0.577120365,0.564646701,0.836613291,0.520491738,0.520491738,0.520491738,0.520491738,6.08913E-07,7.14363E-06,0.947883682,0.947883682,0,2.109783571,1.217599064,1.191282332,1.765072977,2.109783571,1.217599064,1.191282332,1.765072977,0.022987339,0.009645796,0.010431006,0.010431006,0.977012661,0.990354204,0.979137987,0.989568994,10000000,9770126.611,2171.05414,23.128793,23.128793,0,222906.7137,2374.682024,2374.682024,0,1.910612114,2.211216665,0.00306841,0.005546427,0.523392473,0.452239718,325.9016612,180.2962466
30,2061807076,0,1,-1,1000,0.05,0.05,1,0.720189322,0.592860516,0.952442897,0.565889839,0.565889839,0.565889839,0.565889839,5.40369E-07,4.34317E-06,0.956857828,0.956857828,0,1.842772332,1.327144957,1.092506955,1.755135419,1.842772332,1.327144957,1.092506955,1.755135419,0.022969467,0.003804926,0.011151387,0.011151387,0.977030533,0.996195074,0.977697226,0.988848613,10000000,9770305.331,854.4792175,9.745990952,9.745990952,0,223717.3619,2551.668127,2551.668127,0,5.077312459,1.78237121,0.01386048,0.006549471,0.196954591,0.561050355,72.14757347,152.6840785
31,12695260,0,1,-1,1000,0.05,0.05,1,0.831183772,0.968630011,0.644255123,0.532141479,0.532141479,0.532141479,0.532141479,9.63745E-07,4.44374E-06,0.891557484,0.891557484,0,1.733903466,1.441192422,1.679510934,1.117076191,1.733903466,1.441192422,1.679510934,1.117076191,0.025768252,0.004873676,0.036179521,0.036179521,0.974231748,0.995126324,0.927640957,0.963820479,10000000,9742317.475,1164.988297,45.43645748,45.43645748,0,237871.8755,9277.393932,9277.393932,0,3.511508326,2.03226907,0.005879977,0.013081764,0.284777909,0.492060827,170.0686909,76.44229099
32,816551244,0,1,-1,1000,0.05,0.05,1,0.794833021,0.895680772,0.795718354,0.578752815,0.578752815,0.578752815,0.578752815,5.15102E-07,3.75664E-06,0.85900273,0.85900273,0,1.677662088,1.333461225,1.502649673,1.334946515,1.677662088,1.333461225,1.502649673,1.334946515,0.02197493,0.007154009,0.015789806,0.015789806,0.97802507,0.992845991,0.968420388,0.984210194,10000000,9780250.702,1522.44254,24.8229723,24.8229723,0,211287.2581,3444.975831,3444.975831,0,7.669324125,1.920152601,0.011789184,0.018666442,0.130389586,0.520791941,84.82351238,53.572074
33,1956519605,0,1,-1,1000,0.05,0.05,1,0.671740226,0.815430625,0.865952027,0.557830424,0.557830424,0.557830424,0.557830424,1.48778E-06,7.19162E-06,0.945201613,0.945201613,0,1.891464752,1.270572959,1.542358285,1.637917736,1.891464752,1.270572959,1.542358285,1.637917736,0.02105115,0.003152414,0.008188221,0.008188221,0.97894885,0.996847586,0.983623557,0.991811779,10000000,9789488.503,652.751744,5.433863078,5.433863078,0,206411.3162,1718.280863,1718.280863,0,4.057593125,1.98652298,0.009716936,0.014831452,0.246451522,0.503392113,102.9131044,67.42428324
34,919231511,0,1,-1,1000,0.05,0.05,1,0.583535796,0.961111017,0.916458113,0.435653278,0.435653278,0.435653278,0.435653278,1.1878E-06,7.02845E-06,0.986224924,0.986224924,0,2.079291348,1.213340933,1.998429822,1.905583425,2.079291348,1.213340933,1.998429822,1.905583425,0.02661397,0.019095687,0.025274717,0.025274717,0.97338603,0.980904313,0.949450567,0.974725283,10000000,9733860.3,4825.222049,128.4491512,128.4491512,0,247861.2671,6598.156323,6598.156323,0,1.473614688,2.210386234,0.008711187,0.005984401,0.678603442,0.452409622,114.7949235,167.1011133
35,422211337,0,1,-1,1000,0.05,0.05,1,0.995719421,0.85751146,0.617402383,0.627104148,0.627104148,0.627104148,0.627104148,5.26237E-07,3.93694E-06,0.885544205,0.885544205,0,1.687495643,1.680272185,1.447046852,1.041863831,1.687495643,1.680272185,1.447046852,1.041863831,0.025166827,0.019856177,0.030846192,0.030846192,0.974833173,0.980143823,0.938307615,0.969153808,10000000,9748331.734,4688.882423,154.143659,154.143659,0,231453.3682,7608.864081,7608.864081,0,7.567301763,2.060647093,0.012736753,0.00871018,0.132147499,0.485284454,78.5129469,114.8081927
36,682984262,0,1,-1,1000,0.05,0.05,1,0.549636994,0.855132262,0.942131962,0.453215631,0.453215631,0.453215631,0.453215631,1.13967E-06,4.19991E-06,0.8867987,0.8867987,0,2.580835039,1.418522414,2.206955305,2.431487179,2.580835039,1.418522414,2.206955305,2.431487179,0.022988914,0.018330933,0.020704764,0.020704764,0.977011086,0.981669067,0.958590471,0.979295236,10000000,9770110.859,4039.57929,87.25158398,87.25158398,0,216329.9608,4672.548894,4672.548894,0,1.150786445,1.94523325,0.018538991,0.012123276,0.868970959,0.514077168,53.94036671,82.48595292
37,1287397193,0,1,-1,1000,0.05,0.05,1,0.656967356,0.927563594,0.907976135,0.533912179,0.533912179,0.533912179,0.533912179,5.48355E-07,6.53048E-06,0.864914696,0.864914696,0,2.152600097,1.414187994,1.996673483,1.954509518,2.152600097,1.414187994,1.996673483,1.954509518,0.022977652,0.005216862,0.025545067,0.025545067,0.977022348,0.994783138,0.948909865,0.974454933,10000000,9770223.475,1137.470028,30.62118908,30.62118908,0,216899.7411,5839.035595,5839.035595,0,1.855299011,2.346857006,0.010136709,0.005016313,0.538996676,0.426101802,98.65135177,199.3496176
38,90098710,0,1,-1,1000,0.05,0.05,1,0.514117614,0.882003183,0.907786481,0.632753064,0.632753064,0.632753064,0.632753064,9.11181E-07,3.45936E-06,0.843418955,0.843418955,0,1.620183676,0.832964966,1.429007159,1.470780837,1.620183676,0.832964966,1.429007159,1.470780837,0.024043735,0.015910626,0.000156136,0.000156136,0.975956265,0.984089374,0.999687728,0.999843864,10000000,9759562.651,3824.314202,0.597300378,0.597300378,0,236537.9528,36.94367179,36.94367179,0,7.112824871,2.581658072,0.004346976,0.010558396,0.140591118,0.387347965,230.0449825,94.7113529
39,2143227686,0,1,-1,1000,0.05,0.05,1,0.844099418,0.542796725,0.56431088,0.615287092,0.615287092,0.615287092,0.615287092,6.15705E-07,2.56584E-06,0.955440083,0.955440083,0,1.744018847,1.472125294,0.946647718,0.984168809,1.744018847,1.472125294,0.946647718,0.984168809,0.02157465,0.019918032,0.036141503,0.036141503,0.97842535,0.980081968,0.927716995,0.963858497,10000000,9784253.496,3986.627898,155.3089181,155.3089181,0,196165.0708,7642.093942,7642.093942,0,6.889194477,2.290352867,0.011269869,0.008251334,0.145154851,0.436613945,88.73217583,121.1925304
40,700257427,0,1,-1,1000,0.05,0.05,1,0.744677303,0.93378851,0.941670207,0.58430162,0.58430162,0.58430162,0.58430162,1.02159E-06,5.01775E-06,0.961460183,0.961460183,0,1.857555087,1.383279112,1.734563598,1.749204283,1.857555087,1.383279112,1.734563598,1.749204283,0.022427819,0.012753651,0.003462588,0.003462588,0.977572181,0.987246349,0.993074824,0.996537412,10000000,9775721.807,2840.557289,9.904268049,9.904268049,0,219884.4693,766.678684,766.678684,0,5.751786594,1.894342931,0.004254019,0.011200851,0.173859023,0.527887524,235.0718057,89.2789342
41,2044747833,0,1,-1,1000,0.05,0.05,1,0.593930188,0.513561678,0.792467584,0.497036413,0.497036413,0.497036413,0.497036413,1.22665E-06,7.02399E-06,0.851009905,0.851009905,0,2.108081453,1.252053215,1.082629849,1.670586216,2.108081453,1.252053215,1.082629849,1.670586216,0.021509935,0.015497508,0.022874592,0.022874592,0.978490065,0.984502492,0.954250817,0.977125408,10000000,9784900.647,3180.998931,76.25254269,76.25254269,0,202077.7349,4844.057304,4844.057304,0,2.062385752,2.045810126,0.016460088,0.018324017,0.484875344,0.488803915,60.7530183,54.57318735
42,1370677895,0,1,-1,1000,0.05,0.05,1,0.686495792,0.740994006,0.938938124,0.607944566,0.607944566,0.607944566,0.607944566,6.99092E-07,3.79233E-06,0.827721401,0.827721401,0,1.574852092,1.081129335,1.16695596,1.478688668,1.574852092,1.081129335,1.16695596,1.478688668,0.026888049,0.018776623,0.002341343,0.002341343,0.973111951,0.981223377,0.995317313,0.997658657,10000000,9731119.506,5025.026209,11.82066431,11.82066431,0,262596.3848,617.7209003,617.7209003,0,6.641507716,2.199592739,0.015459022,0.01705466,0.150568221,0.454629615,64.68714373,58.63499951
43,1523364525,0,1,-1,1000,0.05,0.05,1,0.604741552,0.846878113,0.753078414,0.564419889,0.564419889,0.564419889,0.564419889,1.21486E-06,5.19992E-06,0.979727398,0.979727398,0,1.77500766,1.073420888,1.503215137,1.336719954,1.77500766,1.073420888,1.503215137,1.336719954,0.02078332,9.77137E-05,0.012585143,0.012585143,0.97921668,0.999902286,0.974829714,0.987414857,10000000,9792166.797,19.79698617,0.255580943,0.255580943,0,202582.1849,2615.354956,2615.354956,0,7.046350174,1.79263997,0.003606323,0.003328675,0.141917443,0.557836496,277.2907557,300.4198775
44,833838446,0,1,-1,1000,0.05,0.05,1,0.941090274,0.516774225,0.69983042,0.284515748,0.284515748,0.284515748,0.284515748,5.34966E-07,4.00455E-06,0.925823288,0.925823288,0,3.567690691,3.357519009,1.843690593,2.496778474,3.567690691,3.357519009,1.843690593,2.496778474,0.025013002,0.000435736,0.025932464,0.025932464,0.974986998,0.999564264,0.948135073,0.974067536,10000000,9749869.98,103.3378492,2.826395839,2.826395839,0,237053.7065,6483.661261,6483.661261,0,0.471773965,2.495734241,0.012728589,0.011471614,2.119659148,0.400683688,78.5633014,87.17169523
