Replication,Simulation Period,To: W to 1st Tx | Sym|G-0,To: W to 1st Tx | Sym|G-A,To: W to 1st Tx | Sym|G-B,To: W to 1st Tx | Sym|G-AB,To: W to 1st Tx | Asym|G-0,To: W to 1st Tx | Asym|G-A,To: W to 1st Tx | Asym|G-B,To: W to 1st Tx | Asym|G-AB,To: If R | Tx-A --> I | Sym|G-0,To: If F | Tx-A --> I | Sym|G-A,To: If R | Tx-A --> I | Sym|G-B,To: If F | Tx-A --> I | Sym|G-AB,To: If R | Tx-A --> I | Asym|G-0,To: If F | Tx-A --> I | Asym|G-A,To: If R | Tx-A --> I | Asym|G-B,To: If F | Tx-A --> I | Asym|G-AB,To: If R | Tx-B  --> I | Sym|G-0,To: If R | Tx-B  --> I | Sym|G-A,To: If F | Tx-B  --> I | Sym|G-B,To: If F | Tx-B  --> I | Sym|G-AB,To: If R | Tx-B  --> I | Asym|G-0,To: If R | Tx-B  --> I | Asym|G-A,To: If F | Tx-B  --> I | Asym|G-B,To: If F | Tx-B  --> I | Asym|G-AB,To: If R | 2nd Tx-B  --> I | Sym|G-0,To: If R | 2nd Tx-B  --> I | Sym|G-A,To: If F | 2nd Tx-B  --> I | Sym|G-B,To: If F | 2nd Tx-B  --> I | Sym|G-AB,To: If R | 2nd Tx-B  --> I | Asym|G-0,To: If R | 2nd Tx-B  --> I | Asym|G-A,To: If F | 2nd Tx-B  --> I | Asym|G-B,To: If F | 2nd Tx-B  --> I | Asym|G-AB,To: If retreat after R | Tx-A --> I | Sym|G-0,To: If retreat after F | Tx-A --> I | Sym|G-A,To: If retreat after R | Tx-A --> I | Sym|G-B,To: If retreat after F | Tx-A --> I | Sym|G-AB,To: If retreat after R | Tx-A --> I | Asym|G-0,To: If retreat after F | Tx-A --> I | Asym|G-A,To: If retreat after R | Tx-A --> I | Asym|G-B,To: If retreat after F | Tx-A --> I | Asym|G-AB,To: If retreat after R | Tx-B --> I | Sym|G-0,To: If retreat after R | Tx-B --> I | Sym|G-A,To: If retreat after F | Tx-B --> I | Sym|G-B,To: If retreat after F | Tx-B --> I | Sym|G-AB,To: If retreat after R | Tx-B --> I | Asym|G-0,To: If retreat after R | Tx-B --> I | Asym|G-A,To: If retreat after F | Tx-B --> I | Asym|G-B,To: If retreat after F | Tx-B --> I | Asym|G-AB,To: Successfully treated with A or B,To: Treated with 1st-line M,To: Treated with 2nd-line M,To: Death,Received 1st Tx,Received 1st Tx & Symptomatic,Received 1st Tx & Rst to A,Received 1st Tx & Rst to B,Received 1st Tx & Rst to AB,Sucessful 1st-line treatment,Treated with M,% Received 1st Tx & Symptomatic,% Received 1st Tx & Rst to A,% Received 1st Tx & Rst to B,% Received 1st Tx & Rst to AB,Annual rate of gonorrhea cases,Simulation Time,In: S,In: I | Sym|G-0,In: I | Sym|G-A,In: I | Sym|G-B,In: I | Sym|G-AB,In: I | Asym|G-0,In: I | Asym|G-A,In: I | Asym|G-B,In: I | Asym|G-AB,In: W to RTx | Sym|G-0,In: W to RTx | Sym|G-A,In: W to RTx | Sym|G-B,In: W to RTx | Sym|G-AB,In: W to RTx | Asym|G-0,In: W to RTx | Asym|G-A,In: W to RTx | Asym|G-B,In: W to RTx | Asym|G-AB,Population size,Prevalence,Prevalence - Symptomatic,Prevalence - Assymptomatic,Prevalence - A,Prevalence - B,Prevalence - AB,Prevalence G,% infection symptomatic,% infection resistant to A,% infection resistant to B,% infection resistant to AB,Action Code,Replication,Observation Period,Obs: % Received 1st Tx & Symptomatic,Obs: % Received 1st Tx & Rst to A,Obs: % Received 1st Tx & Rst to B,Obs: % Received 1st Tx & Rst to AB,Obs: Annual rate of gonorrhea cases,Epidemic Time,Action Code
0,41,395730,0,251,0,154863,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550942,0,584528,550954,395981,0,361,0,550942,550942,0.718718804,0,0.000655227,0,0.047072146,41,11329186,14011,0,8,0,359450,0,185,0,0,0,0,0,0,0,0,0,11704459,375273,14019,359635,0,193,0,0.032062396,0.037356804,0,0.000514292,0,"1,0,0,0,1,0,1,1",0,41,0.718718804,0,0.000655227,0,0.047072146,41,"1,0,0,0,1,0,1,1"
0,42,397336,0,168,0,156341,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553927,0,584772,553908,397504,0,231,0,553927,553927,0.71763542,0,0.000417037,0,0.047327193,42,11328620,14117,0,7,0,359306,0,150,0,0,0,0,0,0,0,0,0,11703800,375180,14124,359456,0,157,0,0.032056255,0.03764593,0,0.000418466,0,"1,0,0,0,1,0,1,1",0,42,0.71763542,0,0.000417037,0,0.047327193,42,"1,0,0,0,1,0,1,1"
0,43,397188,0,148,0,156083,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553396,0,584868,553477,397336,0,206,0,553396,553396,0.717890716,0,0.000372193,0,0.047290335,43,11328139,14282,0,9,0,359552,0,145,0,0,0,0,0,0,0,0,0,11703808,375669,14291,359697,0,154,0,0.032098015,0.038041467,0,0.000409935,0,"1,0,0,0,1,0,1,1",0,43,0.717890716,0,0.000372193,0,0.047290335,43,"1,0,0,0,1,0,1,1"
0,44,398546,0,153,0,156187,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554991,0,585237,554940,398699,0,207,0,554991,554991,0.718454247,0,0.000373013,0,0.047419786,44,11326257,14163,0,6,0,360507,0,147,0,0,0,0,0,0,0,0,0,11702710,376453,14169,360654,0,153,0,0.032168019,0.037638165,0,0.000406425,0,"1,0,0,0,1,0,1,1",0,44,0.718454247,0,0.000373013,0,0.047419786,44,"1,0,0,0,1,0,1,1"
0,45,400153,0,186,0,156232,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556636,0,584622,556623,400339,0,238,0,556636,556636,0.719228275,0,0.000427578,0,0.047564383,45,11323700,14490,0,9,0,362516,0,185,0,0,0,0,0,0,0,0,0,11702517,378817,14499,362701,0,194,0,0.032370558,0.038274417,0,0.000512121,0,"1,0,0,0,1,0,1,1",0,45,0.719228275,0,0.000427578,0,0.047564383,45,"1,0,0,0,1,0,1,1"
0,46,402111,0,194,0,157207,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559564,0,584737,559585,402305,0,267,0,559564,559564,0.718934568,0,0.000477139,0,0.047812045,46,11324442,14544,0,9,0,363026,0,191,0,0,0,0,0,0,0,0,0,11703850,379408,14553,363217,0,200,0,0.032417367,0.038357125,0,0.000527137,0,"1,0,0,0,1,0,1,1",0,46,0.718934568,0,0.000477139,0,0.047812045,46,"1,0,0,0,1,0,1,1"
0,47,401853,0,199,0,157643,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559723,0,584944,559774,402052,0,278,0,559723,559723,0.718239861,0,0.000496629,0,0.047823662,47,11323809,14439,0,6,0,364824,0,192,0,0,0,0,0,0,0,0,0,11704959,381150,14445,365016,0,198,0,0.032563121,0.037898465,0,0.000519481,0,"1,0,0,0,1,0,1,1",0,47,0.718239861,0,0.000496629,0,0.047823662,47,"1,0,0,0,1,0,1,1"
0,48,402380,0,205,0,158242,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560887,0,584528,560910,402585,0,288,0,560887,560887,0.717735466,0,0.000513451,0,0.047922643,48,11324009,14169,0,4,0,364419,0,175,0,0,0,0,0,0,0,0,0,11704488,380479,14173,364594,0,179,0,0.032507103,0.037250413,0,0.00047046,0,"1,0,0,0,1,0,1,1",0,48,0.717735466,0,0.000513451,0,0.047922643,48,"1,0,0,0,1,0,1,1"
0,49,402638,0,182,0,158331,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561238,0,583366,561223,402820,0,254,0,561238,561238,0.717753905,0,0.000452583,0,0.047943896,49,11324229,14403,0,3,0,365366,0,130,0,0,0,0,0,0,0,0,0,11705828,381599,14406,365496,0,133,0,0.032599061,0.037751671,0,0.000348533,0,"1,0,0,0,1,0,1,1",0,49,0.717753905,0,0.000452583,0,0.047943896,49,"1,0,0,0,1,0,1,1"
0,50,404315,0,127,0,158660,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563187,0,584550,563173,404442,0,198,0,563187,563187,0.718148775,0,0.000351579,0,0.048107007,50,11322898,14769,0,5,0,367179,0,139,0,0,0,0,0,0,0,0,0,11706673,383775,14774,367318,0,144,0,0.032782585,0.038496515,0,0.00037522,0,"1,0,0,0,1,0,1,1",0,50,0.718148775,0,0.000351579,0,0.048107007,50,"1,0,0,0,1,0,1,1"
