Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,tStar | G-A,tStar | G-B,b | G-A,b | G-B,min | G-A,min | G-B,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
108,512747718,0,1,-1,1000,0.028571429,0.028571429,0.023212768,42.67617012,0.105201107,0.080121043,0.791319143,0.85973066,1,0.998918568,0.949864708,0.949864708,0.5254315,0.5254315,0.5254315,0.5254315,9.93861E-05,2.93685E-05,0.946123252,0.946123252,0,2.048223661,2.046008647,1.945535369,1.945535369,2.048223661,2.046008647,1.945535369,1.945535369,0.026656035,0.052644721,0.014187553,0.010056555,0.973343965,0.947355279,0.975755891,0.989943445,4878588,4748544.19,6680.142085,97.1296958,68.84838656,0,120210.8718,1747.873813,1238.944392,0,2.990887443,1.648037638,0.021378678,0.015995473,0.334348925,0.606782259,46.77557754,62.51768795
109,324130223,0,1,-1,1000,0.028571429,0.028571429,32.48816686,9.223624319,0.100764295,0.146263581,0.104707291,0.486752245,1,0.869060062,0.998684134,0.998684134,0.670226566,0.670226566,0.670226566,0.670226566,3.34957E-05,1.17535E-05,0.871185551,0.871185551,0,3.81264782,3.31341995,3.807630888,3.807630888,3.81264782,3.31341995,3.807630888,3.807630888,0.024030587,0.333620778,0.034936247,0.031839005,0.975969413,0.666379222,0.933224748,0.968160995,4878588,4761352.668,36500.41939,1366.431468,1245.291712,0,72906.49361,2729.331026,2487.364632,0,2.76097632,1.005383717,0.032785559,0.032814017,0.36219072,0.994645112,30.5012335,30.47478149
110,959417998,0,1,-1,1000,0.028571429,0.028571429,0.417338442,42.42122975,0.072648971,0.159102106,0.985450395,0.106254802,1,0.999613751,0.793971302,0.793971302,0.641388156,0.641388156,0.641388156,0.641388156,2.15721E-05,2.35469E-05,0.85916478,0.85916478,0,4.38504491,4.383351189,3.481599814,3.481599814,4.38504491,4.383351189,3.481599814,3.481599814,0.024574111,0.602172232,0.021044059,0.009433294,0.975425889,0.397827768,0.969522647,0.990566706,4878588,4758701.037,69992.36064,1519.225326,681.0140504,0,46240.76486,1003.68298,449.9149662,0,3.766208733,0.727373643,0.017934182,0.027819758,0.265519006,1.374809233,55.75944386,35.94567521
111,2061862554,0,1,-1,1000,0.028571429,0.028571429,19.16166872,30.76396681,0.180598713,0.080094194,0.962377931,0.883359489,1,0.999857025,0.97941688,0.97941688,0.596677149,0.596677149,0.596677149,0.596677149,4.7218E-05,3.27837E-05,0.860620193,0.860620193,0,2.707708066,2.707320931,2.651974986,2.651974986,2.707708066,2.707320931,2.651974986,2.651974986,0.023990382,0.047830187,0.019546594,0.026331646,0.976009618,0.952169813,0.954121759,0.973668354,4878588,4761548.809,5341.179715,109.421961,147.4047233,0,106328.4588,2178.295639,2934.429824,0,4.707280343,1.164343623,0.004464455,0.036151793,0.212436891,0.858852988,223.991526,27.66114523
112,208489213,0,1,-1,1000,0.028571429,0.028571429,23.06653415,14.53340872,0.132955274,0.118821825,0.262356403,0.408589002,1,0.98000662,0.991381148,0.991381148,0.641788816,0.641788816,0.641788816,0.641788816,4.1266E-05,9.90685E-05,0.837530427,0.837530427,0,2.795368908,2.739480036,2.771276036,2.771276036,2.795368908,2.739480036,2.771276036,2.771276036,0.020055473,0.168259996,0.004631542,0.028092132,0.979944527,0.831740004,0.967276326,0.971907868,4878588,4780745.61,15924.23165,76.24888474,462.479653,0,78716.39627,376.9122151,2286.121706,0,4.113961022,1.309990504,0.024306115,0.008934422,0.243074739,0.763364312,41.14191026,111.9266601
113,2137524051,0,1,-1,1000,0.028571429,0.028571429,15.75298588,12.50915753,0.11418152,0.154118701,0.282283296,0.042873083,1,0.985900048,0.997045799,0.997045799,0.628252239,0.628252239,0.628252239,0.628252239,3.31802E-05,6.50248E-05,0.95996698,0.95996698,0,2.410591319,2.376602098,2.403469949,2.403469949,2.410591319,2.376602098,2.403469949,2.403469949,0.02581911,0.139762046,0.039213317,0.017185445,0.97418089,0.860237954,0.943601237,0.982814555,4878588,4752627.202,16611.66467,690.3323696,302.5418406,0,102245.1004,4249.008382,1862.150571,0,3.300403483,1.810711495,0.00276933,0.036036646,0.302993257,0.552269096,361.0982088,27.74953064
114,1595776230,0,1,-1,1000,0.028571429,0.028571429,4.579950897,34.82862399,0.171941702,0.168975144,0.592512497,0.468685425,1,0.999834622,0.961984485,0.961984485,0.532198687,0.532198687,0.532198687,0.532198687,7.02326E-06,9.53263E-05,0.956932611,0.956932611,0,3.116975545,3.116460067,2.998482114,2.998482114,3.116975545,3.116460067,2.998482114,2.998482114,0.02679462,0.401698829,0.007148508,0.028632662,0.97320538,0.598301171,0.96421883,0.971367338,4878588,4747868.09,50631.16409,375.3684086,1503.502069,0,75411.43412,559.0839264,2239.356911,0,1.894370042,1.060456905,0.016435739,0.013835454,0.52787997,0.942989758,60.84301866,72.2780787
115,220877928,0,1,-1,1000,0.028571429,0.028571429,1.265830081,4.635147552,0.067328646,0.079056734,0.240961138,0.478710263,1,0.972501494,0.985947519,0.985947519,0.655869954,0.655869954,0.655869954,0.655869954,8.5658E-05,4.43527E-05,0.903018959,0.903018959,0,2.694802117,2.620699084,2.65693346,2.65693346,2.694802117,2.620699084,2.65693346,2.65693346,0.024567613,0.293752907,0.002481616,0.029145372,0.975432387,0.706247093,0.968373011,0.970854628,4878588,4758732.736,34094.31438,87.37233285,1026.145368,0,81970.28828,210.062453,2467.080896,0,4.412929345,1.479971674,0.018110322,0.037823963,0.226606846,0.675688608,55.21713089,26.43826587
116,1179188309,0,1,-1,1000,0.028571429,0.028571429,19.69351249,4.843198613,0.185396126,0.061821278,0.958624688,0.923449646,1,0.999850302,0.995576442,0.995576442,0.461161127,0.461161127,0.461161127,0.461161127,3.28024E-05,1.78788E-05,0.928763619,0.928763619,0,2.969016656,2.968572201,2.95588304,2.95588304,2.969016656,2.968572201,2.95588304,2.95588304,0.02154499,0.050815455,0.010222251,0.030791485,0.97845501,0.949184545,0.958986264,0.969208515,4878588,4773478.87,5122.106969,54.59876121,164.4625041,0,95676.10482,1019.853125,3072.003743,0,1.416783145,1.153315144,0.008227832,0.018762226,0.70582432,0.867065697,121.5387048,53.29858018
117,460977095,0,1,-1,1000,0.028571429,0.028571429,0.081613502,7.511049404,0.110472365,0.100645441,0.434935927,0.161685859,1,0.997732632,0.988509181,0.988509181,0.687153062,0.687153062,0.687153062,0.687153062,6.5086E-05,5.27247E-05,0.854140047,0.854140047,0,3.166463533,3.159283995,3.130078274,3.130078274,3.166463533,3.159283995,3.130078274,3.130078274,0.020561965,0.236367804,0.024362883,0.010914058,0.979438035,0.763632196,0.964723059,0.989085942,4878588,4778274.646,22874.40101,577.6645981,258.7815671,0,73900.20475,1866.257922,836.0442222,0,4.539487996,1.32447039,0.010415245,0.016664985,0.220289161,0.755018767,96.01310108,60.00605536
118,788766829,0,1,-1,1000,0.028571429,0.028571429,20.78371351,14.49429729,0.109966376,0.004967666,0.806210424,0.364299785,1,0.992500777,0.710106569,0.710106569,0.471185525,0.471185525,0.471185525,0.471185525,5.89876E-05,8.90846E-05,0.956523857,0.956523857,0,2.471576235,2.453041333,1.75508252,1.75508252,2.471576235,2.453041333,1.75508252,1.75508252,0.027572096,0.09451224,0.016567,0.03029105,0.972427904,0.90548776,0.95314195,0.96970895,4878588,4744075.102,12117.40354,210.6181775,385.0936126,0,116092.4827,2017.856966,3689.443323,0,1.302460113,1.852955832,0.035837664,0.009008877,0.767777831,0.539678271,27.90360437,111.0016238
119,838806034,0,1,-1,1000,0.028571429,0.028571429,15.62093907,25.14906364,0.194994941,0.139456156,0.512119878,0.272481965,1,0.999402119,0.977943244,0.977943244,0.672128598,0.672128598,0.672128598,0.672128598,1.87368E-05,6.53222E-05,0.945082907,0.945082907,0,2.532578497,2.531064317,2.476718031,2.476718031,2.532578497,2.531064317,2.476718031,2.476718031,0.022087479,0.003087281,0.030395745,0.033700899,0.977912521,0.996912719,0.935903356,0.966299101,4878588,4770832.292,311.3490063,10.11181872,11.21135126,0,100537.5796,3265.203225,3620.252825,0,4.244634706,1.764591648,0.003086942,0.037550258,0.235591534,0.566703351,323.9452003,26.63097579
120,1185679592,0,1,-1,1000,0.028571429,0.028571429,39.63949457,30.0934167,0.063556308,0.010854968,0.939185008,0.375932229,1,0.979254705,0.721543917,0.721543917,0.529444096,0.529444096,0.529444096,0.529444096,9.47676E-06,8.23338E-05,0.974082672,0.974082672,0,2.958862074,2.897479606,2.134948931,2.134948931,2.958862074,2.897479606,2.134948931,2.134948931,0.026781344,0.410172693,0.003509606,0.036468433,0.973218656,0.589827307,0.960021961,0.963531567,4878588,4747932.857,51448.70179,188.08388,1954.386069,0,73983.10443,270.4641488,2810.402277,0,1.803679871,1.240391201,0.015577933,0.015074601,0.55442211,0.80619727,64.19336939,66.33674674
121,709395597,0,1,-1,1000,0.028571429,0.028571429,28.36736246,8.028426126,0.129970371,0.145305535,0.907828235,0.842133787,1,0.99477206,0.999646121,0.999646121,0.65258209,0.65258209,0.65258209,0.65258209,3.75115E-05,8.09927E-05,0.877099969,0.877099969,0,3.299776432,3.282525398,3.298608709,3.298608709,3.299776432,3.282525398,3.298608709,3.298608709,0.022005269,0.202662377,0.013329195,8.47851E-05,0.977994731,0.797337623,0.98658602,0.999915215,4878588,4771233.358,21464.90241,289.9999275,1.844647403,0,84449.68697,1140.951057,7.2574239,0,2.917972488,1.218821424,0.018716855,0.023579165,0.342703711,0.820464737,53.42777827,42.41032345
122,1651342685,0,1,-1,1000,0.028571429,0.028571429,8.213764317,3.206422343,0.184562246,0.099331183,0.605290521,0.12355061,1,0.999823415,0.991680907,0.991680907,0.656000626,0.656000626,0.656000626,0.656000626,1.83308E-05,6.35226E-05,0.816429574,0.816429574,0,2.824501495,2.82400273,2.801004204,2.801004204,2.824501495,2.82400273,2.801004204,2.801004204,0.027478664,0.213271114,0.025899721,0.005105077,0.972521336,0.786728886,0.968995202,0.994894923,4878588,4744530.92,27704.0601,740.4860601,145.9567109,0,102196.6073,2731.554972,538.4149693,0,4.962207321,1.31662827,0.020261568,0.021603022,0.20152322,0.75951582,49.35452201,46.28981913
123,1704471113,0,1,-1,1000,0.028571429,0.028571429,23.92011491,3.959554981,0.122953002,0.135268159,0.502395625,0.515697746,1,0.980627895,0.999045624,0.999045624,0.663401254,0.663401254,0.663401254,0.663401254,2.95217E-05,5.83902E-06,0.836804502,0.836804502,0,2.356100145,2.310457526,2.353851541,2.353851541,2.356100145,2.310457526,2.353851541,2.353851541,0.027503364,0.159888674,0.008591765,0.008884433,0.972496636,0.840111326,0.982523802,0.991115567,4878588,4744410.418,21078.55049,184.3232188,190.6019655,0,110754.1176,968.4990176,1001.489761,0,4.289616961,1.771505468,0.012694584,0.016849486,0.233121048,0.564491625,78.77374883,59.34899313
124,1961825942,0,1,-1,1000,0.028571429,0.028571429,9.859339902,42.70469644,0.118234864,0.156437536,0.212181393,0.861189951,1,0.993213633,0.966384636,0.966384636,0.429881293,0.429881293,0.429881293,0.429881293,8.35815E-05,8.86959E-06,0.909567175,0.909567175,0,3.291093586,3.268759017,3.180462276,3.180462276,3.291093586,3.268759017,3.180462276,3.180462276,0.027990921,0.236784668,0.03420457,0.005333017,0.972009079,0.763215332,0.960462414,0.994666983,4878588,4742031.829,31055.9833,1105.984503,172.4399347,0,100101.0866,3564.860578,555.8164002,0,1.030770963,1.046359372,0.038338244,0.029532677,0.970147624,0.955694598,26.08361503,33.86079822
125,1518559765,0,1,-1,1000,0.028571429,0.028571429,3.629269898,9.041782271,0.137975899,0.075386806,0.501782169,0.912256246,1,0.999171626,0.996172114,0.996172114,0.529109938,0.529109938,0.529109938,0.529109938,8.20769E-05,1.48285E-05,0.828387705,0.828387705,0,2.584739747,2.582598616,2.574845658,2.574845658,2.584739747,2.582598616,2.574845658,2.574845658,0.027768568,0.029861055,0.00482613,0.002803275,0.972231432,0.970138945,0.992370595,0.997196725,4878588,4743116.596,4014.455616,19.52323604,11.34014228,0,130423.3822,634.2793939,368.4234804,0,2.760905863,1.201971937,0.015375129,0.011327881,0.362199963,0.831966179,65.04010606,88.27776716
126,1910411279,0,1,-1,1000,0.028571429,0.028571429,26.23590196,23.00103112,0.179575359,0.174106689,0.033712583,0.636718677,1,0.986635777,0.99672636,0.99672636,0.637894663,0.637894663,0.637894663,0.637894663,1.58788E-05,8.67991E-05,0.903484443,0.903484443,0,2.986624902,2.946710981,2.976847766,2.976847766,2.986624902,2.946710981,2.976847766,2.976847766,0.02133908,0.277498651,0.030622233,0.022377563,0.97866092,0.722501349,0.947000203,0.977622437,4878588,4774483.42,27357.77585,884.642038,646.4627601,0,71229.28301,2303.272694,1683.144096,0,4.677923794,1.177810056,0.006463395,0.002899999,0.213770049,0.849033335,154.7174438,344.8277086
127,999301272,0,1,-1,1000,0.028571429,0.028571429,38.86923931,15.97427996,0.073369258,0.166966201,0.922080591,0.199332806,1,0.976116386,0.997278037,0.997278037,0.57429872,0.57429872,0.57429872,0.57429872,8.12043E-05,7.99434E-05,0.819123442,0.819123442,0,2.108573201,2.058212853,2.102833742,2.102833742,2.108573201,2.058212853,2.102833742,2.102833742,0.024178444,0.170922673,0.038591083,0.025816593,0.975821556,0.829077327,0.935592324,0.974183407,4878588,4760631.333,18862.91555,778.0529194,520.5004314,0,91496.4369,3774.022613,2524.738805,0,4.869374266,1.548740324,0.016041778,0.034834731,0.205365196,0.645686036,62.33723077,28.70698202
128,1991727347,0,1,-1,1000,0.028571429,0.028571429,9.239105079,31.14209606,0.168044425,0.122886912,0.685580335,0.384384683,1,0.999666966,0.944766664,0.944766664,0.546652212,0.546652212,0.546652212,0.546652212,8.5456E-06,8.92322E-05,0.911199392,0.911199392,0,2.449859828,2.449043941,2.314545897,2.314545897,2.449859828,2.449043941,2.314545897,2.314545897,0.023317107,0.208553042,0.014709294,0.025287663,0.976682893,0.791446958,0.960003043,0.974712337,4878588,4764833.441,22774.97705,348.9612305,599.9209513,0,86429.74558,1324.288068,2276.665969,0,2.715237023,1.383561937,0.026188582,0.026473024,0.368291973,0.722772124,38.18457997,37.77430167
129,1608370620,0,1,-1,1000,0.028571429,0.028571429,0.852971645,14.59052835,0.160602562,0.023190275,0.727821929,0.112213104,1,0.99989839,0.728752714,0.728752714,0.662302839,0.662302839,0.662302839,0.662302839,6.12739E-05,9.05739E-05,0.833598702,0.833598702,0,5.577352184,5.57678547,4.064510539,4.064510539,5.577352184,5.57678547,4.064510539,4.064510539,0.018714328,0.712822742,0.026874895,0.007411641,0.981285672,0.287177258,0.965713463,0.992588359,4878588,4787288.503,62848.97777,1749.027815,482.3522633,0,25320.17577,704.6366268,194.3268534,0,3.289329165,0.56324135,0.028805936,0.038191672,0.304013356,1.775437828,34.71506749,26.18371912
130,1914178692,0,1,-1,1000,0.028571429,0.028571429,19.42248793,16.94956365,0.126002743,0.11478621,0.900356713,0.075275406,1,0.997928883,0.979635193,0.979635193,0.543154514,0.543154514,0.543154514,0.543154514,4.73536E-05,9.76326E-05,0.827793819,0.827793819,0,2.579597407,2.574254759,2.527064403,2.527064403,2.579597407,2.574254759,2.527064403,2.527064403,0.024484911,0.101519409,0.031253201,0.022655246,0.975515089,0.898480591,0.946091553,0.977344754,4878588,4759136.206,11472.94524,378.9974247,274.7328181,0,101539.3877,3354.253477,2431.476971,0,3.837929511,1.092891173,0.037584129,0.025040156,0.260557156,0.915004188,26.60697586,39.93585378
131,1282694087,0,1,-1,1000,0.028571429,0.028571429,8.957678033,35.42584376,0.15125424,0.197346824,0.163100033,0.286803555,1,0.998317497,0.961935328,0.961935328,0.637270757,0.637270757,0.637270757,0.637270757,9.17087E-06,2.20588E-05,0.965366748,0.965366748,0,3.360845933,3.355191301,3.232916435,3.232916435,3.360845933,3.355191301,3.232916435,3.232916435,0.01909809,0.166876166,0.021346976,0.028799407,0.98090191,0.833123834,0.949853617,0.971200593,4878588,4785416.287,14768.45526,331.9057329,447.7771622,0,73731.03294,1657.028585,2235.512931,0,2.040939862,1.266836643,0.033263708,0.009328409,0.489970341,0.789367757,30.06279375,107.1994162
132,1635021458,0,1,-1,1000,0.028571429,0.028571429,28.7558795,46.99166252,0.195867675,0.074768432,0.160378427,0.778646182,1,0.987103273,0.901706858,0.901706858,0.67187874,0.67187874,0.67187874,0.67187874,4.32736E-05,4.78198E-05,0.838963058,0.838963058,0,3.556219849,3.510356254,3.206667825,3.206667825,3.556219849,3.510356254,3.206667825,3.206667825,0.016029572,0.168192759,0.020637562,0.023995169,0.983970428,0.831807241,0.955367268,0.976004831,4878588,4800386.32,12565.90392,271.4449525,315.6074148,0,62145.42119,1342.44707,1560.85514,0,4.26831675,1.028879963,0.018071985,0.03084833,0.234284393,0.971930678,55.33426585,32.41666526
133,1079502964,0,1,-1,1000,0.028571429,0.028571429,6.177829802,6.419130077,0.144958763,0.190646992,0.371318038,0.59567507,1,0.998905963,0.999900347,0.999900347,0.556023678,0.556023678,0.556023678,0.556023678,7.32268E-05,4.12531E-05,0.925908927,0.925908927,0,3.495747233,3.491922756,3.495398873,3.495398873,3.495747233,3.491922756,3.495398873,3.495398873,0.022851017,0.208608662,0.019781422,0.018938412,0.977148983,0.791391338,0.961280165,0.981061588,4878588,4767107.302,22355.37697,460.0335752,440.4286736,0,84808.80649,1745.213177,1670.838752,0,1.047307507,1.450489158,0.037701753,0.012200182,0.954829401,0.689422595,26.52396558,81.96598709
134,1342156920,0,1,-1,1000,0.028571429,0.028571429,20.74186501,1.914409874,0.139422023,0.023414063,0.978210566,0.588421661,1,0.99963731,0.899190345,0.899190345,0.440808732,0.440808732,0.440808732,0.440808732,1.96931E-05,7.0152E-05,0.858991747,0.858991747,0,2.932862155,2.931798434,2.637201334,2.637201334,2.932862155,2.931798434,2.637201334,2.637201334,0.021166551,0.09537837,0.03226834,0.006568022,0.978833449,0.90462163,0.961163638,0.993431978,4878588,4775325.118,9466.54428,317.81234,64.68874893,0,89785.98314,3014.309399,613.544156,0,1.086891251,1.369389344,0.02742745,0.016231091,0.920055248,0.730252506,36.45982462,61.6101538
135,647676040,0,1,-1,1000,0.028571429,0.028571429,22.94824547,39.40118527,0.032839463,0.191218331,0.877946566,0.497937328,1,0.964425579,0.941518086,0.941518086,0.581197042,0.581197042,0.581197042,0.581197042,7.08605E-05,4.86949E-05,0.837330822,0.837330822,0,2.64296283,2.548940957,2.488397305,2.488397305,2.64296283,2.548940957,2.488397305,2.488397305,0.017985825,0.055225396,0.014574564,0.027517565,0.982014175,0.944774604,0.95790787,0.972482435,4878588,4790842.57,4641.807118,70.62507583,133.3439621,0,79410.23133,1208.226337,2281.196656,0,2.376572236,1.497108584,0.027592332,0.006835886,0.420774082,0.667954222,36.24195285,146.2868164
136,183821718,0,1,-1,1000,0.028571429,0.028571429,37.64942775,13.45827058,0.174101408,0.034382808,0.961496542,0.831698765,1,0.995982073,0.962702885,0.962702885,0.637543631,0.637543631,0.637543631,0.637543631,7.78167E-05,1.84741E-05,0.858646122,0.858646122,0,2.55085642,2.540607265,2.455716835,2.455716835,2.55085642,2.540607265,2.455716835,2.455716835,0.022202323,0.270914772,0.030746839,0.026371168,0.977797677,0.729085228,0.942881993,0.973628832,4878588,4770272.011,27668.3077,902.2475957,773.8461267,0,74460.88769,2428.126708,2082.572962,0,4.407992034,1.435105847,0.013827872,0.022934146,0.226860664,0.696812714,72.31770712,43.60310625
137,1251217982,0,1,-1,1000,0.028571429,0.028571429,35.1688663,29.76152761,0.040321586,0.164977035,0.984315681,0.890265076,1,0.994434837,0.996238716,0.996238716,0.57423231,0.57423231,0.57423231,0.57423231,1.38859E-05,2.95293E-05,0.881977548,0.881977548,0,3.977047282,3.954914366,3.962088477,3.962088477,3.977047282,3.954914366,3.962088477,3.962088477,0.020459508,0.559879125,0.011901905,0.038479464,0.979540492,0.440120875,0.949618632,0.961520536,4878588,4778774.491,53068.01307,665.1201035,2150.367115,0,41716.75504,522.8507876,1690.403183,0,2.933411864,0.719640579,0.017071344,0.004819863,0.340899964,1.389582563,58.57769674,207.4747725
138,796507882,0,1,-1,1000,0.028571429,0.028571429,4.737315234,16.77054779,0.194473008,0.065986367,0.83881669,0.088434546,1,0.999975753,0.9084559,0.9084559,0.566110674,0.566110674,0.566110674,0.566110674,2.40603E-05,7.28619E-05,0.910688586,0.910688586,0,5.940690571,5.940546525,5.3968554,5.3968554,5.940690571,5.940546525,5.3968554,5.3968554,0.019001534,0.736839026,0.035762745,0.035738932,0.980998466,0.263160974,0.928498322,0.964261068,4878588,4785887.342,63421.50725,2442.790862,2441.164304,0,22650.89799,872.439162,871.8582393,0,1.404793922,0.502832407,0.01483576,0.007479431,0.711848182,1.988734189,67.40470484,133.7000179
139,921113436,0,1,-1,1000,0.028571429,0.028571429,18.95858564,32.76338893,0.1206484,0.091500623,0.952120392,0.640291947,1,0.998894212,0.938405878,0.938405878,0.533387493,0.533387493,0.533387493,0.533387493,9.46342E-05,4.78389E-05,0.850310606,0.850310606,0,3.3173183,3.31365005,3.112990991,3.112990991,3.3173183,3.31365005,3.112990991,3.112990991,0.023938504,0.289031293,0.012180768,0.009622559,0.976061496,0.710968707,0.978196673,0.990377441,4878588,4761801.902,33018.86917,411.159841,324.8078958,0,81220.90323,1011.384535,798.973173,0,1.134038485,1.530998326,0.010950355,0.008328677,0.881804289,0.653168578,91.321238,120.067089
140,1683765097,0,1,-1,1000,0.028571429,0.028571429,7.154732626,13.29946046,0.11518542,0.054990556,0.586463107,0.381787217,1,0.99704722,0.927469644,0.927469644,0.553101785,0.553101785,0.553101785,0.553101785,8.29612E-05,8.72237E-05,0.956363709,0.956363709,0,2.283748237,2.27700483,2.118107164,2.118107164,2.283748237,2.27700483,2.118107164,2.118107164,0.026248373,0.25970337,0.032713773,0.000157546,0.973751627,0.74029663,0.967128681,0.999842454,4878588,4750533.004,32163.13509,1087.939503,5.239411343,0,91682.52447,3101.22256,14.93518767,0,2.814092183,1.601155603,0.018779634,0.034931347,0.355354386,0.624548918,53.24917366,28.62758198
141,1441255262,0,1,-1,1000,0.028571429,0.028571429,39.32331893,14.60512542,0.071600174,0.109802317,0.94942938,0.615945629,1,0.983932548,0.992276019,0.992276019,0.58552009,0.58552009,0.58552009,0.58552009,1.76427E-05,5.10833E-05,0.81578524,0.81578524,0,2.827111969,2.781687483,2.805275411,2.805275411,2.827111969,2.781687483,2.805275411,2.805275411,0.019349303,0.066090187,0.025339768,0.001309707,0.980650697,0.933909813,0.973350525,0.998690293,4878588,4784190.725,6072.474582,158.0880578,8.170914384,0,85809.16307,2233.916955,115.4618789,0,1.754933741,1.58744441,0.028013064,0.016753681,0.569822083,0.629943319,35.69763004,59.68837508
142,1734643328,0,1,-1,1000,0.028571429,0.028571429,27.4244207,30.60796835,0.131699994,0.135515664,0.954102472,0.947003842,1,0.99776626,0.996428793,0.996428793,0.660857385,0.660857385,0.660857385,0.660857385,3.27302E-05,2.86347E-05,0.965087569,0.965087569,0,3.057087464,3.050258726,3.046169972,3.046169972,3.057087464,3.050258726,3.046169972,3.046169972,0.018962916,0.017998286,0.008928283,0.000413083,0.981037084,0.982001714,0.990658634,0.999586917,4878588,4786075.748,1649.508063,14.86614458,0.687809272,0,89998.55361,811.1094091,37.52745504,0,2.556807266,1.448017946,0.037864691,0.00898454,0.391112781,0.690599176,26.40982883,111.3023094
143,1564696821,0,1,-1,1000,0.028571429,0.028571429,28.83075841,25.72748931,0.034012581,0.096363286,0.960479255,0.597903562,1,0.987060551,0.964628774,0.964628774,0.553271549,0.553271549,0.553271549,0.553271549,9.15158E-05,5.8696E-05,0.989343281,0.989343281,0,3.38164442,3.337887804,3.262031511,3.262031511,3.38164442,3.337887804,3.262031511,3.262031511,0.025617456,0.39215438,0.025048584,0.008114389,0.974382544,0.60784562,0.966837027,0.991885611,4878588,4753610.986,47384.95653,1227.638199,397.6884891,0,73447.44773,1902.859031,616.4235794,0,3.101214487,0.834742759,0.017769871,0.036905041,0.322454317,1.197973854,56.27502719,27.09656928
144,499950251,0,1,-1,1000,0.028571429,0.028571429,15.37790243,30.06090622,0.112384119,0.010215956,0.941663189,0.608635931,1,0.998831942,0.824176533,0.824176533,0.630803705,0.630803705,0.630803705,0.630803705,5.68158E-05,1.97844E-05,0.957835338,0.957835338,0,2.434054187,2.431211071,2.00609034,2.00609034,2.434054187,2.431211071,2.00609034,2.00609034,0.02680125,0.018148084,0.024649114,0.017509503,0.97319875,0.981851916,0.957841383,0.982490497,4878588,4747835.744,2272.864618,58.48995505,41.5483497,0,122967.0574,3164.437339,2247.858611,0,2.508891443,1.945126239,0.02862979,0.003501559,0.398582411,0.51410545,34.92865341,285.5870949
145,1195507600,0,1,-1,1000,0.028571429,0.028571429,31.65812138,31.67763344,0.078191939,0.004927363,0.980173827,0.603444344,1,0.996183848,0.810665114,0.810665114,0.653950263,0.653950263,0.653950263,0.653950263,8.72221E-05,5.4187E-05,0.81272778,0.81272778,0,4.017550559,4.002218975,3.256888082,3.256888082,4.017550559,4.002218975,3.256888082,3.256888082,0.016614428,0.185538659,0.00908604,0.025219384,0.983385572,0.814461341,0.965694576,0.974780616,4878588,4797533.051,14522.91311,136.6433816,379.2699369,0,63751.41109,599.8251399,1664.885927,0,4.526344153,0.82845631,0.015747723,0.010341942,0.220928848,1.207064257,63.50124496,96.69364127
146,1107151851,0,1,-1,1000,0.028571429,0.028571429,34.30473076,15.48385442,0.09307291,0.039046378,0.948425904,0.91557762,1,0.990284295,0.982587105,0.982587105,0.629371478,0.629371478,0.629371478,0.629371478,4.77497E-05,2.98174E-05,0.814237774,0.814237774,0,2.621501291,2.596031559,2.575853365,2.575853365,2.621501291,2.596031559,2.575853365,2.575853365,0.02688306,0.035618911,0.003490513,0.039654142,0.97311694,0.964381089,0.956855345,0.960345858,4878588,4747436.624,4469.920272,16.30582499,185.2431015,0,121022.9746,441.4797856,5015.452135,0,2.401660847,1.821429203,0.013585833,0.026749429,0.416378525,0.549019417,73.60608812,37.38397615
