Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,tStar | G-A,tStar | G-B,b | G-A,b | G-B,min | G-A,min | G-B,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
30,1281354025,0,1,-1,1000,0.028571429,0.028571429,4.882187797,27.0937814,0.199510334,0.188757617,0.56697572,0.767568363,1,0.999946616,0.996958894,0.996958894,0.497814372,0.497814372,0.497814372,0.497814372,9.95494E-06,4.03819E-05,0.816261417,0.816261417,0,4.913885761,4.91362344,4.898942114,4.898942114,4.913885761,4.91362344,4.898942114,4.898942114,0.018844485,0.183455138,0.014253923,0.031300982,0.981155515,0.816544862,0.954445095,0.968699018,4878588,4786653.52,16097.5303,240.4045564,527.9177569,0,71648.88282,1070.022393,2349.721778,0,0.703325949,0.900956871,0.015768386,0.016058752,1.421815876,1.109931044,63.41803097,62.27133821
31,400489340,0,1,-1,1000,0.028571429,0.028571429,11.03992072,48.24815212,0.113962709,0.036164199,0.115162433,0.490523459,1,0.989680964,0.753315756,0.753315756,0.618879086,0.618879086,0.618879086,0.618879086,5.22171E-05,4.77878E-05,0.957317718,0.957317718,0,2.793775422,2.764946352,2.104595045,2.104595045,2.793775422,2.764946352,2.104595045,2.104595045,0.022851855,0.034661802,0.015041039,0.036107818,0.977148145,0.965338198,0.948851143,0.963892182,4878588,4767103.215,3666.610893,58.12253857,139.5301272,0,102115.8545,1618.724447,3885.942244,0,2.627360123,1.46499404,0.012036874,0.00355309,0.380610176,0.682596634,83.0780507,281.4451963
32,896312632,0,1,-1,1000,0.028571429,0.028571429,1.921650274,27.58817531,0.096814613,0.097906991,0.592359428,0.677805376,1,0.996156088,0.967687068,0.967687068,0.501761158,0.501761158,0.501761158,0.501761158,8.05806E-05,8.98854E-05,0.858257077,0.858257077,0,3.611021056,3.597140609,3.494338377,3.494338377,3.611021056,3.597140609,3.494338377,3.494338377,0.020101513,0.131828917,0.006372604,0.024857546,0.979898487,0.868171083,0.96876985,0.975142454,4878588,4780521,12524.32102,82.38545195,321.3600025,0,82480.03217,542.5567355,2116.344934,0,1.121914847,1.036894083,0.020444245,0.02164684,0.891333244,0.964418658,48.9135218,46.19611966
33,580963962,0,1,-1,1000,0.028571429,0.028571429,1.12444602,8.956590877,0.194000407,0.039369563,0.53291395,0.311930642,1,0.999964382,0.885923998,0.885923998,0.596465042,0.596465042,0.596465042,0.596465042,7.3212E-05,2.09272E-05,0.963255895,0.963255895,0,4.002335959,4.002193404,3.545765473,3.545765473,4.002335959,4.002193404,3.545765473,3.545765473,0.013296416,0.036044793,0.013108084,0.024175116,0.986703584,0.963955207,0.9627168,0.975824884,4878588,4813720.264,2250.97062,30.64858972,56.52490562,0,60198.28819,819.6431444,1511.660139,0,2.88622176,0.724526718,0.032817168,0.023068375,0.346473723,1.38021135,30.47185508,43.34939035
34,1988771325,0,1,-1,1000,0.028571429,0.028571429,2.638451029,23.55634387,0.054510045,0.072410945,0.808244918,0.527793521,1,0.986512601,0.939338612,0.939338612,0.496401674,0.496401674,0.496401674,0.496401674,9.43914E-06,8.16504E-05,0.830840071,0.830840071,0,3.602955181,3.554360686,3.384394919,3.384394919,3.602955181,3.554360686,3.384394919,3.384394919,0.023095449,0.120479464,0.006168226,0.016059724,0.976904551,0.879520536,0.97777205,0.983940276,4878588,4765914.821,13273.06413,83.73245722,218.0076073,0,96895.62115,611.2611505,1591.492538,0,1.077779841,1.18316244,0.006789524,0.010955921,0.927833276,0.845192482,147.2857407,91.27484292
35,1773811264,0,1,-1,1000,0.028571429,0.028571429,15.65096477,19.40375995,0.184921699,0.145248845,0.764549966,0.069519687,1,0.999590008,0.989191345,0.989191345,0.591792647,0.591792647,0.591792647,0.591792647,7.14997E-05,1.23462E-05,0.981923095,0.981923095,0,3.386637997,3.385249503,3.350032994,3.350032994,3.386637997,3.385249503,3.350032994,3.350032994,0.02073148,0.251561555,0.030865273,0.020375639,0.97926852,0.748438445,0.948759088,0.979624361,4878588,4777447.649,24139.30013,785.3058792,518.4178761,0,71818.52672,2336.41866,1542.381423,0,3.385508151,0.894017539,0.022826489,0.036761728,0.295376633,1.118546288,43.80875176,27.20220349
36,1736641748,0,1,-1,1000,0.028571429,0.028571429,10.54217389,39.08926863,0.185166588,0.144210267,0.836797384,0.139768103,1,0.999890457,0.852226803,0.852226803,0.600573661,0.600573661,0.600573661,0.600573661,8.59984E-05,7.88319E-05,0.813812093,0.813812093,0,2.723291174,2.722992858,2.320861731,2.320861731,2.723291174,2.722992858,2.320861731,2.320861731,0.021192451,0.167185808,0.027179955,0.001787457,0.978807549,0.832814192,0.971032588,0.998212543,4878588,4775198.762,16784.50551,469.8113262,30.89656943,0,83609.81427,2340.303543,153.907211,0,3.01207073,1.382063959,0.008596163,0.00390725,0.331997516,0.723555515,116.3309701,255.9344581
37,1235243694,0,1,-1,1000,0.028571429,0.028571429,37.5162509,26.09661894,0.189337872,0.093470228,0.931368552,0.135164193,1,0.99409577,0.916336858,0.916336858,0.481509742,0.481509742,0.481509742,0.481509742,7.49152E-05,7.23111E-05,0.970773771,0.970773771,0,3.825129201,3.802544757,3.505106875,3.505106875,3.825129201,3.802544757,3.505106875,3.505106875,0.018577856,0.164809064,0.03339744,0.017662137,0.981422144,0.835190936,0.948940423,0.982337863,4878588,4787954.293,14174.56637,498.8661257,263.8238677,0,71831.42161,2528.067672,1336.961074,0,0.81508222,1.252678053,0.029135339,0.024193143,1.226870094,0.79828971,34.32258029,41.33402619
38,1338660014,0,1,-1,1000,0.028571429,0.028571429,1.303632772,22.73850169,0.1204094,0.010732446,0.815737955,0.894516576,1,0.999477771,0.954918606,0.954918606,0.567989929,0.567989929,0.567989929,0.567989929,9.62772E-05,5.13864E-05,0.835801008,0.835801008,0,2.708309435,2.706895077,2.586215069,2.586215069,2.708309435,2.706895077,2.586215069,2.586215069,0.027237418,0.17593564,0.014141089,0.003584962,0.972762582,0.82406436,0.982273949,0.996415038,4878588,4745707.857,22963.94714,330.5953717,83.81049613,0,107560.7555,1548.474561,392.5597037,0,2.568975795,1.278045638,0.023734299,0.003517496,0.389260188,0.782444672,42.1331179,284.2931807
39,1110152083,0,1,-1,1000,0.028571429,0.028571429,8.849002318,20.95989813,0.189746703,0.019646006,0.991879306,0.154523163,1,0.9999967,0.694673939,0.694673939,0.598652704,0.598652704,0.598652704,0.598652704,4.05677E-05,7.28811E-05,0.985537895,0.985537895,0,3.183753919,3.183743411,2.211670875,2.211670875,3.183753919,3.183743411,2.211670875,2.211670875,0.019515671,0.17706442,0.00427498,0.030281408,0.980484329,0.82293558,0.965443612,0.969718592,4878588,4783379.083,16275.5562,72.06808252,510.4873569,0,75643.28441,334.94809,2372.5727,0,2.230198535,1.190766377,0.017067354,0.033780444,0.448390573,0.839795294,58.59138866,29.60292652
40,1175933552,0,1,-1,1000,0.028571429,0.028571429,2.349070916,27.90754822,0.192645932,0.192498105,0.12332866,0.914583511,1,0.999909572,0.998801368,0.998801368,0.602689055,0.602689055,0.602689055,0.602689055,4.31759E-05,5.74735E-05,0.926285095,0.926285095,0,4.133898059,4.133524239,4.128943038,4.128943038,4.133898059,4.133524239,4.128943038,4.128943038,0.013184111,0.001695958,0.025975378,0.018123403,0.986815889,0.998304042,0.955901219,0.981876597,4878588,4814268.155,104.273303,2.83349199,1.976969067,0,61379.14454,1667.898775,1163.717525,0,2.814529477,0.707763775,0.034820947,0.015364753,0.355299175,1.412900794,28.71834618,65.08402654
41,1930815477,0,1,-1,1000,0.028571429,0.028571429,7.26995335,49.42044013,0.054532241,0.112491193,0.805363947,0.958991174,1,0.982742123,0.980160582,0.980160582,0.528097298,0.528097298,0.528097298,0.528097298,8.72157E-05,7.44016E-05,0.814377577,0.814377577,0,4.299150072,4.224955869,4.213857437,4.213857437,4.299150072,4.224955869,4.213857437,4.213857437,0.024164874,0.387031009,0.005492812,0.015007862,0.975835126,0.612968991,0.979499326,0.984992138,4878588,4760697.536,44691.87547,250.6220021,684.7676785,0,70781.75451,396.9281852,1084.516083,0,0.94388395,1.02617909,0.008655144,0.005605442,1.059452277,0.974488771,115.5382321,178.3980711
42,1060859531,0,1,-1,1000,0.028571429,0.028571429,15.78239255,5.438297684,0.113335848,0.013141341,0.835309288,0.48918388,1,0.996660526,0.817304968,0.817304968,0.643090626,0.643090626,0.643090626,0.643090626,3.65547E-05,1.09688E-05,0.890237299,0.890237299,0,3.744972227,3.732465989,3.060784405,3.060784405,3.744972227,3.732465989,3.060784405,3.060784405,0.019142185,0.341488955,0.024992382,0.037946761,0.980857815,0.658511045,0.937060857,0.962053239,4878588,4785201.165,29883.40738,797.0213744,1210.143925,0,57625.74016,1536.938075,2333.583935,0,2.889402562,0.97101564,0.023705274,0.023673445,0.346092308,1.029849529,42.18470571,42.24142324
43,1007037475,0,1,-1,1000,0.028571429,0.028571429,24.24243959,35.91464394,0.09455535,0.16930288,0.889058634,0.040203692,1,0.991066613,0.919009065,0.919009065,0.647785925,0.647785925,0.647785925,0.647785925,7.87764E-06,9.1314E-05,0.819397933,0.819397933,0,3.994938775,3.959250439,3.671384951,3.671384951,3.994938775,3.959250439,3.671384951,3.671384951,0.012751243,0.043668979,0.027025228,0.02882713,0.987248757,0.956331021,0.944147643,0.97117287,4878588,4816379.94,2564.836064,73.41571991,78.3106989,0,56168.75709,1607.771271,1714.969111,0,2.748882879,0.889230171,0.023801085,0.020880928,0.363784142,1.12456823,42.01489112,47.89059288
44,388944897,0,1,-1,1000,0.028571429,0.028571429,6.2532188,21.3899865,0.1984492,0.076490471,0.679689047,0.640246396,1,0.999945625,0.963730841,0.963730841,0.656919378,0.656919378,0.656919378,0.656919378,2.03363E-05,3.80793E-05,0.925083566,0.925083566,0,3.150731868,3.150560546,3.036457473,3.036457473,3.150731868,3.150560546,3.036457473,3.036457473,0.018598823,0.170621081,0.001153253,0.027517084,0.981401177,0.829378919,0.971329663,0.972482916,4878588,4787852.007,15037.61417,17.85405703,426.0049961,0,73096.94753,86.78750864,2070.784932,0,4.316404863,1.133272035,0.02888408,0.011278682,0.231674283,0.882400668,34.62114771,88.66284464
45,924224462,0,1,-1,1000,0.028571429,0.028571429,22.31915771,26.768224,0.190813431,0.089139289,0.59360737,0.31652895,1,0.997943728,0.923461182,0.923461182,0.41971679,0.41971679,0.41971679,0.41971679,2.70721E-05,2.78822E-05,0.927852192,0.927852192,0,4.043665556,4.035350678,3.734168172,3.734168172,4.043665556,4.035350678,3.734168172,3.734168172,0.021618181,0.204490934,0.017094192,0.000128192,0.978381819,0.795509066,0.982777617,0.999871808,4878588,4773121.801,21195.44838,368.6684078,2.764693799,0,82454.37114,1434.19102,10.75519067,0,0.642774666,1.196694345,0.024076349,0.019004687,1.555755155,0.835635268,41.53453624,52.61859866
46,1088780901,0,1,-1,1000,0.028571429,0.028571429,16.00639658,45.41436417,0.071868666,0.105836362,0.935943128,0.403156294,1,0.99487795,0.772564592,0.772564592,0.587401359,0.587401359,0.587401359,0.587401359,2.33315E-05,6.71443E-06,0.816777837,0.816777837,0,4.588485439,4.56498299,3.544901383,3.544901383,4.588485439,4.56498299,3.544901383,3.544901383,0.012871028,0.24602437,0.018559086,0.014521279,0.987128972,0.75397563,0.966919635,0.985478721,4878588,4815795.558,14937.43001,286.7095073,224.3315599,0,45777.81543,878.6608471,687.4950202,0,2.468271422,0.66155764,0.010878775,0.021504473,0.40514183,1.511584085,91.9221132,46.50195401
47,1259796162,0,1,-1,1000,0.028571429,0.028571429,14.74666073,24.38785192,0.116054779,0.070680646,0.909244236,0.877223346,1,0.998507298,0.982734242,0.982734242,0.567094871,0.567094871,0.567094871,0.567094871,9.52933E-05,4.17758E-05,0.912276686,0.912276686,0,4.476463851,4.469781823,4.399174309,4.399174309,4.476463851,4.469781823,4.399174309,4.399174309,0.017374451,0.514128177,0.036863582,0.022567799,0.982625549,0.485871823,0.940568619,0.977432201,4878588,4793825.214,40988.98031,1606.475726,983.4806671,0,38736.23637,1518.184228,929.4288194,0,1.307365699,0.76955397,0.031223508,0.022614974,0.764896922,1.29945402,32.02715098,44.2184895
48,806996332,0,1,-1,1000,0.028571429,0.028571429,3.403407754,27.17181767,0.08891322,0.135358595,0.986067256,0.462133604,1,0.999782231,0.976582639,0.976582639,0.330858224,0.330858224,0.330858224,0.330858224,6.6094E-05,2.18401E-05,0.953327457,0.953327457,0,6.317344592,6.31596887,6.169409054,6.169409054,6.317344592,6.31596887,6.169409054,6.169409054,0.017461097,0.054106154,0.031262788,0.035259904,0.982538903,0.945893846,0.933477308,0.964740096,4878588,4793402.503,4302.452591,144.0920529,162.5150024,0,75216.27611,2519.044059,2841.117487,0,0.306637613,0.92482911,0.016974672,0.01296729,3.261178528,1.081280844,58.91130006,77.11711315
49,1299943527,0,1,-1,1000,0.028571429,0.028571429,7.705265563,20.41717664,0.129603455,0.001691055,0.363320166,0.444164387,1,0.997359618,0.729031683,0.729031683,0.637422884,0.637422884,0.637422884,0.637422884,9.78346E-05,4.39538E-06,0.890849141,0.890849141,0,3.541529276,3.532178287,2.581887048,2.581887048,3.541529276,3.532178287,2.581887048,2.581887048,0.025566954,0.47595793,0.004385374,0.004747746,0.974433046,0.52404207,0.99086688,0.995252254,4878588,4753857.363,58824.33396,260.3444632,281.8572511,0,64767.12288,286.6460308,310.3321701,0,3.999232699,0.942439972,0.02082926,0.036680966,0.250047965,1.061075537,48.00938636,27.26209569
50,584121082,0,1,-1,1000,0.028571429,0.028571429,1.077617938,48.67127264,0.182137317,0.087337492,0.527003702,0.065089587,1,0.999936145,0.559582057,0.559582057,0.614832475,0.614832475,0.614832475,0.614832475,4.35246E-05,6.44809E-05,0.827226412,0.827226412,0,4.288461197,4.288187356,2.399745938,2.399745938,4.288461197,4.288187356,2.399745938,2.399745938,0.019606905,0.426321839,0.034021532,0.038965156,0.980393095,0.573678161,0.927013312,0.961034844,4878588,4782933.99,37803.04077,1387.377428,1588.975456,0,50869.5002,1866.918504,2138.198029,0,4.572792587,0.671893904,0.013308482,0.005968813,0.218684749,1.488330218,75.14005175,167.5374947
51,1837118563,0,1,-1,1000,0.028571429,0.028571429,24.03209566,4.197980685,0.017903882,0.083415626,0.89624332,0.355154535,1,0.959967614,0.98616844,0.98616844,0.406593899,0.406593899,0.406593899,0.406593899,5.45609E-05,5.57386E-05,0.874304866,0.874304866,0,3.242112985,3.112323467,3.197269503,3.197269503,3.242112985,3.112323467,3.197269503,3.197269503,0.024108813,0.111709349,0.011750792,0.004637028,0.975891187,0.888290651,0.983612181,0.995362972,4878588,4760971.034,12923.5965,154.3926474,60.92550887,0,102765.8835,1227.699799,484.4675977,0,0.821936367,1.400921703,0.036059992,0.016391729,1.216639196,0.713815767,27.73156453,61.00637854
52,76213477,0,1,-1,1000,0.028571429,0.028571429,10.91098974,46.54733143,0.170850565,0.144677339,0.522199404,0.806727265,1,0.999399489,0.926991956,0.926991956,0.601112807,0.601112807,0.601112807,0.601112807,3.63114E-05,2.32193E-06,0.938853421,0.938853421,0,3.033798556,3.031976726,2.812306857,2.812306857,3.033798556,3.031976726,2.812306857,2.812306857,0.027392697,0.357982792,0.006298295,0.018546312,0.972607303,0.642017208,0.975155393,0.981453688,4878588,4744950.317,46651.42492,301.3103906,887.2553902,0,83666.08192,540.3792032,1591.230756,0,2.513378039,1.234460095,0.011271315,0.028029824,0.397870907,0.810070738,88.72079053,35.67628585
53,983502386,0,1,-1,1000,0.028571429,0.028571429,0.413649222,34.50174157,0.187979679,0.07521736,0.815875081,0.863435733,1,0.999983513,0.967543638,0.967543638,0.566669142,0.566669142,0.566669142,0.566669142,3.11403E-05,1.2102E-05,0.817716392,0.817716392,0,3.911196149,3.911131666,3.784252953,3.784252953,3.911196149,3.911131666,3.784252953,3.784252953,0.019894079,0.424891046,0.012853303,0.023030169,0.980105921,0.575108954,0.964116528,0.976969831,4878588,4781532.987,39758.05038,530.0420083,949.7136327,0,53814.29179,717.4354633,1285.479697,0,2.209525809,0.759473452,0.020730401,0.00362703,0.452585797,1.316701719,48.23833392,275.7076593
54,1099098346,0,1,-1,1000,0.028571429,0.028571429,4.007699629,39.06424853,0.150554718,0.088641616,0.69742375,0.833330025,1,0.999702575,0.954156406,0.954156406,0.579179752,0.579179752,0.579179752,0.579179752,6.33817E-05,1.28956E-05,0.891215181,0.891215181,0,3.823318894,3.822181744,3.648044213,3.648044213,3.823318894,3.822181744,3.648044213,3.648044213,0.018785721,0.226474234,0.007064293,0.025629759,0.981214279,0.773525766,0.967305948,0.974370241,4878588,4786940.205,20077.27085,146.6255101,531.9677968,0,68574.18638,500.8013854,1816.943105,0,1.379737505,1.118761278,0.011955776,0.032745386,0.724775543,0.893845738,83.64157957,30.53865377
55,1102593480,0,1,-1,1000,0.028571429,0.028571429,20.70511196,37.56650888,0.034675363,0.142195543,0.961869102,0.132148889,1,0.989862413,0.873431294,0.873431294,0.632612011,0.632612011,0.632612011,0.632612011,3.36615E-05,1.57912E-05,0.898355326,0.898355326,0,2.932551594,2.902822598,2.561382335,2.561382335,2.932551594,2.902822598,2.561382335,2.561382335,0.027146782,0.429906583,0.003473914,0.01908483,0.972853218,0.570093417,0.977441257,0.98091517,4878588,4746150.035,55651.54962,197.7905887,1086.612965,0,73798.78176,262.287476,1440.94304,0,4.530194571,1.127219413,0.025223051,0.0209705,0.220741071,0.887138731,39.6462747,47.68603617
56,1820464812,0,1,-1,1000,0.028571429,0.028571429,16.74165648,7.446242881,0.105053472,0.048822696,0.39006772,0.090527158,1,0.982010397,0.898768885,0.898768885,0.518002769,0.518002769,0.518002769,0.518002769,2.55415E-05,8.17601E-05,0.842380545,0.842380545,0,2.518569303,2.473261242,2.263611724,2.263611724,2.518569303,2.473261242,2.263611724,2.263611724,0.027862305,0.097039491,0.038525468,0.000379154,0.972137695,0.902960509,0.961095378,0.999620846,4878588,4742659.293,12677.283,508.1683584,5.00120723,0,117963.1693,4728.548706,46.53664791,0,1.509522618,1.886068718,0.028818159,0.032613937,0.662461091,0.530203375,34.70034259,30.66173814
57,1535134293,0,1,-1,1000,0.028571429,0.028571429,31.23282883,23.56821477,0.165122116,0.099177522,0.996946601,0.00253781,1,0.999868177,0.932383492,0.932383492,0.652776557,0.652776557,0.652776557,0.652776557,4.78073E-05,5.02012E-05,0.844072581,0.844072581,0,2.818529613,2.818158067,2.627950484,2.627950484,2.818529613,2.818158067,2.627950484,2.627950484,0.020213005,0.170684037,0.023622274,0.027276533,0.979786995,0.829315963,0.949101193,0.972723467,4878588,4779977.078,15974.61659,397.5938197,459.099793,0,77617.12694,1931.820385,2230.664298,0,3.745416582,1.362795687,0.02835447,0.032419221,0.266992997,0.733785709,35.26780808,30.84589841
58,618303434,0,1,-1,1000,0.028571429,0.028571429,16.14600352,17.25178841,0.000995134,0.049094492,0.878714066,0.236952262,1,0.940378362,0.872632806,0.872632806,0.61804462,0.61804462,0.61804462,0.61804462,1.2294E-05,6.80656E-05,0.879876691,0.879876691,0,4.370923124,4.110321529,3.814210912,3.814210912,4.370923124,4.110321529,3.814210912,3.814210912,0.024184694,0.602792906,0.004800772,0.031051804,0.975815306,0.397207094,0.964147424,0.968948196,4878588,4760600.844,68571.92039,341.4396481,2208.46087,0,45185.09251,224.9897917,1455.253231,0,2.764692334,0.712338962,0.027729148,0.004465076,0.3617039,1.403826063,36.06313437,223.9603413
59,944511287,0,1,-1,1000,0.028571429,0.028571429,13.02666645,23.67382105,0.169290164,0.140014738,0.192046252,0.036347117,1,0.998456834,0.976422527,0.976422527,0.558100635,0.558100635,0.558100635,0.558100635,7.95216E-05,6.1337E-05,0.823486507,0.823486507,0,2.254983555,2.25150374,2.201816741,2.201816741,2.254983555,2.25150374,2.201816741,2.201816741,0.026879841,0.128871093,0.031651738,0.018373953,0.973120159,0.871128907,0.949974308,0.981626047,4878588,4747452.329,16054.18317,534.9016315,310.5124101,0,108521.3349,3615.770324,2098.96828,0,3.446697199,1.494038514,0.016209609,0.027706123,0.290132826,0.669326788,61.69180282,36.09310541
60,961876511,0,1,-1,1000,0.028571429,0.028571429,35.60857219,4.579161108,0.100375045,0.124662103,0.938528899,0.306177392,1,0.988266037,0.997596727,0.997596727,0.672069814,0.672069814,0.672069814,0.672069814,2.74821E-05,5.78648E-05,0.939956621,0.939956621,0,4.339577421,4.28865698,4.32914823,4.32914823,4.339577421,4.28865698,4.32914823,4.32914823,0.016508915,0.383766937,0.008974972,0.012815944,0.983491085,0.616233063,0.978209084,0.987184056,4878588,4798047.804,30235.13633,277.4043842,396.1237267,0,48550.01541,445.4415876,636.0749569,0,3.987132617,0.775896252,0.02751828,0.021369677,0.250806807,1.288832105,36.33948017,46.79527828
61,2136922133,0,1,-1,1000,0.028571429,0.028571429,8.037190214,8.049523411,0.165279869,0.084156128,0.53354173,0.172366635,1,0.99954659,0.976440419,0.976440419,0.636513178,0.636513178,0.636513178,0.636513178,6.67575E-05,2.43064E-05,0.897341964,0.897341964,0,4.630743377,4.62864375,4.521645003,4.521645003,4.630743377,4.62864375,4.521645003,4.521645003,0.016204105,0.285404378,0.028956054,0.010872624,0.983795895,0.714595622,0.960171322,0.989127376,4878588,4799534.848,21663.49649,653.3098497,245.3093923,0,54241.07331,1635.757527,614.2057786,0,4.391469369,0.680587934,0.004183496,0.032986548,0.227714215,1.46931785,239.0345093,30.31538815
62,359255891,0,1,-1,1000,0.028571429,0.028571429,0.1847691,0.583414163,0.006718775,0.025121479,0.869828149,0.025081154,1,0.94570498,0.781421913,0.781421913,0.637872182,0.637872182,0.637872182,0.637872182,8.63406E-05,1.07943E-05,0.986700918,0.986700918,0,3.427545726,3.241447063,2.678359337,2.678359337,3.427545726,3.241447063,2.678359337,2.678359337,0.015692085,0.117798488,0.005399841,0.037187921,0.984307915,0.882201512,0.957412238,0.962812079,4878588,4802032.781,8634.028791,48.69624352,335.3639863,0,64660.87476,364.6897387,2511.565486,0,2.717592749,1.123477174,0.023154704,0.02072107,0.367972722,0.89009374,43.18776818,48.260055
63,242951675,0,1,-1,1000,0.028571429,0.028571429,26.52019276,6.604379613,0.114905693,0.017533957,0.899053274,0.282541007,1,0.993629021,0.771516559,0.771516559,0.597550496,0.597550496,0.597550496,0.597550496,3.93535E-06,3.1606E-05,0.852181124,0.852181124,0,3.061283634,3.041780259,2.361831016,2.361831016,3.061283634,3.041780259,2.361831016,2.361831016,0.021575974,0.303892813,0.005011508,0.03085575,0.978424026,0.696107187,0.964132742,0.96914425,4878588,4773327.714,30840.52803,160.3073429,987.0089182,0,70644.35989,367.2054387,2260.876116,0,2.690753825,1.180107475,0.017041298,0.033605572,0.371643066,0.847380448,58.68097549,29.75696985
64,159298795,0,1,-1,1000,0.028571429,0.028571429,27.22212225,41.77118265,0.0196493,0.054275002,0.985477224,0.813020001,1,0.994336819,0.927040331,0.927040331,0.477612559,0.477612559,0.477612559,0.477612559,4.17408E-05,1.6671E-05,0.853689023,0.853689023,0,4.204121321,4.180312621,3.897390022,3.897390022,4.204121321,4.180312621,3.897390022,3.897390022,0.020445053,0.067420387,0.025794332,0.037109485,0.979554947,0.932579613,0.937096183,0.962890515,4878588,4778845.011,6301.700945,173.4594295,249.5505589,0,87167.07301,2399.344382,3451.860376,0,0.644876367,1.303635697,0.033294325,0.003125076,1.55068483,0.767085469,30.03514867,319.9921977
65,1553690253,0,1,-1,1000,0.028571429,0.028571429,13.51847585,11.92121918,0.14666629,0.19174693,0.266824681,0.342246474,1,0.996535937,0.999556389,0.999556389,0.526889379,0.526889379,0.526889379,0.526889379,3.81914E-05,5.25988E-05,0.917237056,0.917237056,0,2.91139394,2.90130869,2.910102414,2.910102414,2.91139394,2.90130869,2.910102414,2.910102414,0.020532117,0.053766663,0.022498388,0.036712453,0.979467883,0.946233337,0.940789159,0.963287547,4878588,4778420.262,5066.794123,121.1692343,197.7217098,0,89169.92796,2132.443441,3479.681666,0,1.54377559,1.353191052,0.031666007,0.010409834,0.647762542,0.73899395,31.57960531,96.06300771
66,88836875,0,1,-1,1000,0.028571429,0.028571429,14.29249129,18.68374766,0.086431471,0.013585854,0.954299176,0.909899301,1,0.998003431,0.96439037,0.96439037,0.625352541,0.625352541,0.625352541,0.625352541,1.02487E-05,8.85479E-05,0.926903996,0.926903996,0,3.289530815,3.282963038,3.172391841,3.172391841,3.289530815,3.282963038,3.172391841,3.172391841,0.024814492,0.558354694,0.016287797,0.029309398,0.975185508,0.441645306,0.954402805,0.970690602,4878588,4757528.319,64512.13326,1100.961274,1981.146512,0,51027.56578,870.834229,1567.039855,0,4.136696713,0.967574489,0.035359213,0.008225413,0.241738776,1.03351216,28.28117227,121.5744384
67,1003172912,0,1,-1,1000,0.028571429,0.028571429,33.81668192,18.21279241,0.141138948,0.072088762,0.98408735,0.221021848,1,0.998528379,0.928454082,0.928454082,0.596091868,0.596091868,0.596091868,0.596091868,1.2803E-05,5.39458E-05,0.851047029,0.851047029,0,3.189267213,3.18457382,2.961088163,2.961088163,3.189267213,3.18457382,2.961088163,2.961088163,0.026103352,0.367488885,0.001956264,0.005830003,0.973896648,0.632511115,0.992213732,0.994169997,4878588,4751240.5,46434.40272,91.55081045,272.8370939,0,79921.53524,157.5745761,469.5992225,0,1.883468798,1.287598988,0.024712498,0.011329066,0.530935262,0.776639318,40.46535552,88.26853139
68,834987733,0,1,-1,1000,0.028571429,0.028571429,14.63955008,4.439588124,0.050386454,0.06771734,0.743115383,0.176614781,1,0.96297986,0.96399467,0.96399467,0.609007823,0.609007823,0.609007823,0.609007823,8.16262E-05,6.10409E-05,0.97789199,0.97789199,0,2.055964384,1.979852294,1.981938708,1.981938708,2.055964384,1.979852294,1.981938708,1.981938708,0.027252362,0.092493244,0.019100811,0.011504179,0.972747638,0.907506756,0.96939501,0.988495821,4878588,4745634.953,11920.90116,234.8876103,141.469865,0,116963.1189,2304.623378,1388.045788,0,4.137838581,1.815488193,0.014718639,0.028739271,0.241672066,0.550816031,67.94106467,34.79559415
