Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Resistant to G_A,Total: Received 1st Tx & Resistant to G_B,Total: Received 1st Tx & Resistant to G_AB,Total: Success 1st,Total: Success A or B,Total: Success M,Total: Success All,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence | Sym,Averge size: Prevalence | G_A,Averge size: Prevalence | G_B,Averge size: Prevalence | G_AB,Average ratio: Prevalence,Average ratio: % infection symptomatic,Average ratio: % infection resistant to G_A,Average ratio: % infection resistant to G_B,Average ratio: % infection resistant to G_AB,Average ratio: % received 1st Tx & symptomatic ,Average ratio: % received 1st Tx & resistant to G_A,Average ratio: % received 1st Tx & resistant to G_B,Average ratio: % received 1st Tx & resistant to G_AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-91673010,736373015,8966942,2003590,40071.8,8966942,6313814,35113,45797,0,8920547,6945352,2003590,8948942,4875292.581,70099.3706,1527.548571,291.3427473,394.6725275,0,0.014378282,0.02178515,0.003463459,0.005726354,6.32346E-10,0.703983452,0.003266796,0.005177286,0,0.009196057,0.74789158
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-140473528,1241886076,13848732,1986208,39724.16,13848732,9900296,45870,99302,0,13786969,11836196,1986208,13822404,4881126.375,151401.3655,5428.981154,674.932967,1238.358901,0.00043956,0.0310169,0.035860824,0.005135928,0.007538139,3.80361E-09,0.714872191,0.003825701,0.00651733,0,0.014185611,0.873634788
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-97283420,979268293,9105728,6226140,124522.8,9105728,6230975,23122,55110,0,9055177,2846029,6226140,9072169,4881153.012,52826.42692,4907.980165,167.2219231,608.5130769,0.00021978,0.010823005,0.093153319,0.002139051,0.008879256,3.98377E-09,0.684944011,0.00175145,0.004748918,0,0.009327714,0.238644244
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-82301160,1503392772,7785092,4450240,89004.8,7785092,5051934,76433,175557,0,7707973,3299982,4450240,7750222,4883692.224,63077.28879,3392.579725,808.1337363,1435.889396,0.001208791,0.012918668,0.053866409,0.008537914,0.022782541,1.48184E-08,0.64979658,0.006598455,0.022538136,0,0.007971977,0.284568873
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-125181106,2084214950,11701676,8164346,163286.92,11701676,7838180,40932,50035,3,11659635,3518392,8164346,11682738,4878027.654,90679.41313,2461.587308,371.9936264,412.4801648,0.020384615,0.018589351,0.027133217,0.003347219,0.004259332,1.79143E-07,0.669910828,0.002864845,0.004005893,2.02182E-07,0.011994195,0.254334239
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-164356467,1608095401,15129436,13062107,261242.14,15129436,9843001,21754,41518,0,15100662,2053681,13062107,15115788,4878991.205,71775.82,7001.37978,130.1835714,229.1583516,0,0.014710791,0.097578903,0.002284354,0.003697024,0,0.650592971,0.001810903,0.003167868,0,0.015504191,0.169378137
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-135328935,2014401626,12891077,6418165,128363.3,12891077,8414609,67280,62509,0,12823659,6429442,6418165,12847607,4878565.762,62019.50324,3854.153077,591.2162088,338.8067033,0.000659341,0.012712824,0.062160222,0.009025024,0.005365402,1.33527E-08,0.652804453,0.004988254,0.004759652,0,0.013212014,0.47958403
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-101178624,1991305249,10005149,1127134,22542.68,10005149,6989452,52028,32486,0,9961763,8855247,1127134,9982381,4877761.9,61991.33758,4816.406868,439.9397802,259.0243956,0.002032967,0.012709136,0.077636623,0.005971095,0.004734987,2.7041E-08,0.69830114,0.004480228,0.003709074,0,0.010255787,0.854101533
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-106506742,538718550,9897147,7535272,150705.44,9897147,6713464,22319,26946,0,9874400,2350555,7535272,9885827,4878491.486,41975.76209,2575.155824,118.5813187,149.0332418,0.00043956,0.008604624,0.061306371,0.002412172,0.003097245,1.08504E-08,0.678097949,0.001937062,0.002337935,0,0.010143833,0.204457523
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-95265378,481936084,9225084,3014538,60290.76,9225084,6259679,45825,54859,0,9183738,6190973,3014538,9205511,4878490.775,60378.90225,1146.144615,362.183956,379.1386264,0.000549451,0.01237666,0.018955994,0.005159398,0.006845482,1.05552E-08,0.678031498,0.004262991,0.006487425,0,0.009454744,0.634220015
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-155293370,62021583,14159776,13695610,273912.2,14159776,8926609,15397,80244,0,14144412,456646,13695610,14152256,4879964.028,83626.42929,5676.968571,103.7996154,491.1121429,0,0.017135903,0.067933942,0.001587795,0.006524888,0,0.630294374,0.001313361,0.006237358,0,0.01450721,0.039622404
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-155234420,259068172,14382758,11406840,228136.8,14382758,10519263,35301,78751,0,14331504,2953778,11406840,14360618,4876680.22,105796.5526,1907.158681,391.802033,730.0184615,0,0.021694747,0.018040274,0.004013903,0.007249358,0,0.731315301,0.002671127,0.00575629,0,0.01474665,0.223742515
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-162213941,1150069913,14806988,14144061,282881.22,14806988,10654687,118685,332304,0,14787873,656365,14144061,14800426,4879193.19,134235.6594,6736.237802,1122.182912,3062.762143,0.000494505,0.027511715,0.050214323,0.009379261,0.02363584,6.25223E-09,0.719650424,0.008956906,0.023213766,0,0.015173533,0.059262565
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-102084827,159298795,9298012,9104707,182094.14,9298012,6746749,283037,24901,0,9291471,190580,9104707,9295287,4878080.728,71780.47379,4974.235385,2194.362033,215.5069231,0,0.014714918,0.069344934,0.029715221,0.002233444,0,0.72571513,0.029595689,0.002004055,0,0.009530329,0.014908776
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-145559342,1937726802,13703929,8520052,170401.04,13703929,9415388,29853,51771,0,13673550,5168995,8520052,13689047,4878912.162,83089.53659,7553.727363,230.251978,381.0951099,0.001648352,0.017030174,0.090951196,0.003309169,0.004492758,2.52636E-08,0.686813331,0.002606491,0.003687311,0,0.014043741,0.424358325
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-130730949,1727375071,11986967,10861279,217225.58,11986967,8184483,23619,36826,0,11969617,1117381,10861279,11978660,4877928.262,58225.32445,1235.162747,144.5503846,198.5828022,0,0.011936399,0.021216978,0.002105766,0.002999013,0,0.682806241,0.001676068,0.002707335,0,0.012286792,0.079683684
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-158802461,1888936316,14676765,12034811,240696.22,14676765,10311635,51010,175260,0,14638634,2626855,12034811,14661666,4881605.24,97770.30654,4433.713022,436.7411538,1229.150989,0.00021978,0.020027133,0.045371085,0.005390885,0.012971709,3.74788E-09,0.7022389,0.004211527,0.012213904,0,0.015031573,0.219212553
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-125098706,1320565175,12154170,3557006,71140.12,12154170,8113989,17828,52321,0,12118063,8577615,3557006,12134621,4882710.861,87718.80995,5337.039396,176.6595055,511.6004396,0,0.017964422,0.060843718,0.002317777,0.005489823,0,0.667597838,0.001699905,0.004039809,0,0.012445572,0.728990279
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-119626147,1106572603,11005976,9566387,191327.74,11005976,6832142,65246,29486,0,10983033,1426796,9566387,10993183,4877069.214,82484.26148,5371.743187,511.6436264,298.284011,0.002692308,0.016912609,0.065126263,0.00596158,0.003435454,3.32332E-08,0.620757378,0.005723301,0.002551162,0,0.011283321,0.124481422
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-129496332,1065356996,12290675,6589582,131791.64,12290675,8696596,64991,278946,1,12273172,5694641,6589582,12284223,4880005.852,64956.05192,2143.593462,359.6084066,1479.429725,0.002307692,0.013310896,0.032976364,0.005229429,0.022945987,4.42669E-08,0.707190056,0.004960663,0.022815282,8.03381E-08,0.012592887,0.464591971
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-82456095,1197125116,7888674,3569355,71387.1,7888674,5267923,49562,88357,0,7843291,4293166,3569355,7862521,4879290.528,63079.05824,1906.919451,632.7326923,718.9340659,0.001593407,0.012928303,0.030231422,0.00860639,0.012520917,2.40688E-08,0.667858381,0.005492602,0.012289637,0,0.008083932,0.464540147
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-149642626,1544126642,13644126,13201366,264027.32,13644126,9009908,491137,27729,0,13630183,435658,13201366,13637024,4882209.929,147545.1916,6120.452363,5314.174396,371.264011,0.001758242,0.030219441,0.04151287,0.036063659,0.003358631,1.76882E-08,0.660475377,0.036059733,0.002706168,0,0.013972555,0.044583131
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-121978049,1570149555,11226562,9712429,194248.58,11226562,7926489,25629,47716,0,11190278,1495870,9712429,11208299,4874665.962,61322.77093,5381.933901,213.9398352,386.1293407,0.002142857,0.012579332,0.087860087,0.002613019,0.004967329,2.8053E-08,0.706334071,0.001741718,0.003401172,0,0.011514658,0.104154029
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-159167408,365766537,14785744,11309968,226199.36,14785744,9867961,32318,46980,5,14748389,3456930,11309968,14766898,4883943.668,125714.4085,2234.467198,316.1581319,578.9625824,0.050879121,0.025737692,0.017834499,0.003628558,0.005380147,5.92879E-07,0.667305418,0.003064348,0.003713554,4.88194E-07,0.0151354,0.308837406
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-113849104,900296315,10550018,8348924,166978.48,10550018,7600329,46132,35808,47,10514719,2185129,8348924,10534053,4881339.94,48842.3894,2117.157143,249.3999451,233.4197253,0.265,0.010006476,0.043361696,0.004093916,0.004013271,4.61574E-06,0.720537744,0.003524611,0.002868571,3.80357E-06,0.010806908,0.169205701
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-77210595,1105596576,7339188,3818715,76374.3,7339188,4627639,34232,39424,0,7304573,3499948,3818715,7318663,4874822.754,44231.97571,2996.868956,312.1078022,259.6605495,0.000659341,0.009073082,0.067649725,0.004681366,0.005822913,1.10282E-08,0.629982898,0.003100566,0.005379064,0,0.007527008,0.354556248
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-132418392,1363165108,12131396,11104432,222088.64,12131396,8892174,22871,40499,0,12106118,1014467,11104432,12118899,4882797.198,56035.22341,1425.282088,168.2549451,233.4187912,0,0.011476552,0.025443505,0.002609991,0.003708092,0,0.73304072,0.001660576,0.002995669,0,0.012423,0.074548022
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-135194486,1188037569,12923862,5955866,119117.32,12923862,8990346,24744,38826,0,12884716,6947629,5955866,12903495,4881116.054,73065.02286,5094.227802,198.2896154,314.4110989,0.000164835,0.014969427,0.069729587,0.002355656,0.004189683,3.24395E-09,0.695609409,0.001660375,0.002941009,0,0.013238931,0.504082097
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-87117550,285526872,8277625,4341300,86826,8277625,6045832,45865,41402,1,8226225,3915227,4341300,8256527,4880557.221,54158.29286,1010.681538,487.5863736,314.6823626,0.002692308,0.011097439,0.018590985,0.006843844,0.005567804,4.14657E-08,0.730325936,0.00424372,0.004797353,9.66744E-08,0.008480553,0.379106044
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-114351591,1714832567,10432805,10023541,200470.82,10432805,7514897,6896,46441,0,10421404,405214,10023541,10428755,4878962.418,53954.89527,3910.541593,44.55010989,255.7214286,0.000274725,0.011059235,0.072361018,0.000675626,0.004147164,4.89391E-09,0.719787807,0.000452484,0.003885249,0,0.010691848,0.029596184
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-88120668,440281267,8039491,7725758,154515.16,8039491,5188798,63320,14281,0,8030726,309623,7725758,8035381,4880561.673,59114.02396,2839.372582,468.8363187,123.9166484,0,0.012112186,0.048030097,0.006900841,0.001679991,0,0.645301999,0.006844392,0.001394974,0,0.008236148,0.029749237
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-109006587,1447657814,10784059,1165997,23319.94,10784059,7435799,87511,44685,0,10712278,9578207,1165997,10744204,4879768.477,86895.95962,4887.186374,1120.896099,420.9368681,0.000164835,0.01780741,0.05623923,0.012704793,0.004790983,2.55842E-09,0.689520141,0.007976515,0.004089112,0,0.011049752,0.894309617
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-134196189,1750828942,13259018,1606009,32120.18,13259018,8922853,76219,44816,0,13184075,11610839,1606009,13216848,4878728.605,88164.10703,3722.217912,809.4764286,385.2396154,5.49451E-05,0.018071271,0.042213948,0.008845637,0.004442012,2.36616E-09,0.672831718,0.005595074,0.003433788,0,0.01358851,0.869228797
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-84406765,1833319668,7902923,5377535,107550.7,7902923,5028462,14683,28408,0,7876869,2509999,5377535,7887534,4879239.083,61382.7744,3958.657912,154.531978,316.5514835,0.00010989,0.012580337,0.064410383,0.001847313,0.004460036,2.0356E-09,0.635772886,0.001288997,0.003128744,0,0.008098315,0.259168287
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-95465435,1153350790,9138861,4076825,81536.5,9138861,5601822,65896,155717,4830,9068522,5015497,4076825,9092322,4881448.706,52088.1161,1574.799231,624.8834066,900.2682967,27.61576923,0.010671477,0.030253747,0.009689397,0.020053144,0.000661731,0.61303924,0.005893946,0.019757439,0.000655213,0.009361341,0.459301996
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-150516206,1307689094,13747881,13037396,260747.92,13747881,10094673,579274,38465,28,13724742,700958,13037396,13738354,4877353.595,100662.0791,4976.081593,4247.968352,388.8417582,0.285384615,0.020639256,0.049445405,0.042070324,0.004404241,3.26875E-06,0.734243308,0.042001436,0.003197753,2.35138E-06,0.014093947,0.059274036
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-154847195,1480084698,14287315,11974045,239480.9,14287315,10395480,93603,47227,1,14245786,2296686,11974045,14270731,4878927.441,114771.3489,1602.238516,831.4701099,549.7391758,0.002087912,0.023524324,0.013985707,0.008335563,0.005594512,2.44001E-08,0.727310132,0.007506242,0.003808783,8.15262E-08,0.014641957,0.193826669
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-136893714,402177878,12761161,9282104,185642.08,12761161,9088809,29337,40306,0,12729688,3464609,9282104,12746713,4881210.297,58055.69703,5238.495055,170.8304396,247.5728022,0,0.011894018,0.090126211,0.00282466,0.004225948,0,0.711756178,0.002191973,0.003115012,0,0.013071725,0.269232392
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-85783914,1061377366,8047949,5304424,106088.48,8047949,5579787,39379,158357,2,8014487,2726301,5304424,8030725,4880500.118,71361.38286,1351.855604,492.5216484,1416.981099,0.008571429,0.014622167,0.018939832,0.005935684,0.020163093,1.07442E-07,0.693102419,0.004233485,0.01999503,1.61828E-07,0.00824511,0.279580084
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-101280691,1167156838,9311971,8160981,163219.62,9311971,6032486,19361,37604,0,9288230,1139070,8160981,9300051,4878729.127,74616.67989,2972.847802,205.4724725,323.238022,0,0.015294585,0.039797679,0.002450446,0.004063887,0,0.647334356,0.001779826,0.0037862,0,0.009543473,0.109431947
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-147105442,826620430,13544324,11662202,233244.04,13544324,9865036,73257,106238,3,13514759,1870320,11662202,13532522,4879407.369,94654.80071,4505.190549,568.3787912,790.7545604,0.007582418,0.019399137,0.047569687,0.005886304,0.008267506,8.48346E-08,0.728003162,0.005322,0.007743419,2.22823E-07,0.01387903,0.13454788
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-87417305,463876375,8244441,4972895,99457.9,8244441,5065870,78081,41591,0,8208924,3252539,4972895,8225434,4878553.864,73580.16027,3115.048736,738.211978,477.8799451,0.000549451,0.015082905,0.042394729,0.007186527,0.005325814,6.16685E-09,0.614948684,0.006808272,0.004201889,0,0.008449867,0.288958472
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-74194102,576643996,7056575,3628352,72567.04,7056575,4529455,35317,66499,0,7034211,3417720,3628352,7046072,4881741.932,36899.41714,1474.576209,210.5684615,350.6861538,0.000659341,0.007559614,0.03986939,0.00454981,0.01103245,1.46142E-08,0.641201917,0.004010609,0.010963008,0,0.007228137,0.36969644
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-88852794,437405256,8173598,7116814,142336.28,8173598,5833852,74994,25306,362,8161423,1051510,7116814,8168324,4881451.932,48660.35813,3775.461923,466.3391758,156.2159341,2.369505495,0.009968913,0.077450501,0.00912937,0.002505615,4.7251E-05,0.713076196,0.008797183,0.002325724,4.2871E-05,0.008372243,0.09972914
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-100334587,1559669855,9161006,8724527,174490.54,9161006,5964270,17147,26902,1,9149145,430667,8724527,9155194,4878188.527,65472.02698,4052.283352,143.4759341,206.8527473,0.002857143,0.013421699,0.061781003,0.002036905,0.003000749,4.13024E-08,0.650167234,0.001642842,0.002714532,1.02709E-07,0.009389753,0.039827748
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-80845794,2010773612,7438359,6462204,129244.08,7438359,4742676,23014,290909,0,7423243,968606,6462204,7430810,4876174.351,40732.49462,2163.913352,154.4470879,1600.792967,0,0.008353024,0.053043077,0.002696728,0.039653319,0,0.637111229,0.002214665,0.039478767,0,0.007626766,0.089752492
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-160655546,40563258,14799825,12657296,253145.92,14799825,9464715,24373,27566,0,14777921,2131712,12657296,14789008,4882190.945,71863.03462,3108.132418,136.6774176,179.7876923,0,0.014718231,0.043314398,0.002741045,0.00311752,0,0.639467843,0.002362809,0.002327598,0,0.01515548,0.199413028
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-91372582,1534320926,8943305,1939532,38790.64,8943305,5991964,54752,68138,0,8888538,6977060,1939532,8916592,4881551.889,73412.15489,4078.515714,572.5175824,587.5507143,0.001593407,0.015039079,0.055571178,0.0076974,0.008130992,2.40171E-08,0.670044167,0.006088007,0.007765328,0,0.009160453,0.769323554
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-87812998,538043198,8155819,6254808,125096.16,8155819,6149499,49779,94278,0,8108412,1879470,6254808,8134278,4881340.116,59072.32379,1981.308407,587.3518681,747.3489011,0.00021978,0.012103027,0.033560507,0.006317746,0.010984744,2.94596E-09,0.754372934,0.003920156,0.010174014,0,0.008354812,0.149202929
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-135005115,1410670789,12300775,11997365,239947.3,12300775,8440369,87894,26971,0,12289644,298544,11997365,12295909,4881113.721,50093.39088,4196.638077,370.4496154,127.2356593,5.49451E-05,0.010262724,0.083745493,0.008044473,0.002795894,2.45686E-09,0.685941004,0.007725551,0.002373035,0,0.012600182,0.024735955
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-116533818,556743573,11342173,3112088,62241.76,11342173,8111642,35286,93796,0,11311592,8218322,3112088,11330410,4876479.254,53910.63242,3815.032527,202.3091209,453.1818681,5.49451E-05,0.011054901,0.070675127,0.003084741,0.009289531,1.85899E-09,0.71484812,0.00257006,0.009144425,0,0.011628843,0.689543725
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-86989373,423368944,7929928,7690093,153801.86,7929928,5360009,74220,29186,0,7921719,236495,7690093,7926588,4878314.545,32288.13599,1002.821593,308.4383516,125.8443956,0,0.006618935,0.031021209,0.009264862,0.003694185,0,0.675413562,0.009037679,0.003411053,0,0.008127726,0.024812955
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-73418522,1912466598,7292392,494602,9892.04,7292392,4504400,12492,22758,0,7279345,6791393,494602,7285995,4873641.413,61523.94566,3394.541374,120.9939011,223.5565385,0.000989011,0.012622979,0.05516489,0.001327145,0.003805381,1.10819E-08,0.617563535,0.001136774,0.003364091,0,0.007480849,0.919227043
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-139213247,964415663,12761828,11594967,231899.34,12761828,7613537,33289,57221,0,12734750,1150647,11594967,12745614,4882956.231,93517.39956,6201.999505,332.5380769,449.8045055,0.00010989,0.019151987,0.066301601,0.003537664,0.004836938,1.75988E-09,0.596348824,0.002595192,0.004489189,0,0.013067714,0.089749534
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-115349523,1329496330,10756477,7784753,155695.06,10756477,8000740,478333,52952,154,10725007,2960139,7784753,10744892,4880510.709,65516.23907,4279.862692,2922.822527,408.573956,1.036098901,0.013424303,0.065307225,0.044563805,0.005961899,1.51153E-05,0.743691209,0.044452637,0.004734976,1.36399E-05,0.011019886,0.253786545
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-159068880,218120056,14948755,9581330,191626.6,14948755,10113484,32062,68282,0,14882256,5337302,9581330,14918632,4873945.275,142137.1631,5457.817363,395.0614286,880.985989,0,0.029165316,0.038458608,0.004053592,0.006682485,0,0.676669572,0.003115068,0.004925719,0,0.015336837,0.438094234
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-156488858,1701984613,14499141,11497448,229948.96,14499141,9072452,19564,56100,0,14455483,2977391,11497448,14474839,4880876.378,105185.13,3261.534505,198.9002198,560.0031319,0,0.021550592,0.031004292,0.001902522,0.005313684,0,0.625536407,0.001318265,0.003881194,0,0.014852929,0.208946025
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-78555174,322217915,7482543,3729744,74594.88,7482543,5261242,54943,31603,0,7457380,3742628,3729744,7472372,4880103.793,50826.37121,1894.055165,441.9506044,270.3380769,0.000164835,0.010414955,0.037167701,0.007316767,0.005070391,3.82312E-09,0.702183602,0.006299583,0.004007952,0,0.007666091,0.404254776
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-151810129,900952781,13895991,12850219,257004.38,13895991,10498332,54538,256643,0,13870599,1036700,12850219,13886919,4873052.473,100379.4119,2124.774945,494.3468132,1908.751429,0.00021978,0.020599361,0.021173914,0.00516115,0.019340374,2.88023E-09,0.755471017,0.004120849,0.018787014,0,0.01425831,0.079638552
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-113992042,1024381295,10498787,9004172,180083.44,10498787,7820078,342507,219658,1,10464112,1483832,9004172,10488004,4882906.781,92620.77082,1934.700604,3060.727802,2007.531484,0.000769231,0.018968892,0.020889192,0.032821322,0.02130295,8.92132E-09,0.744808923,0.032442561,0.020601381,8.94775E-08,0.010750794,0.133872319
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-104120291,961876511,9592326,8197031,163940.62,9592326,6815081,141316,51325,0,9565352,1384767,8197031,9581798,4874645.455,47584.78159,4219.440385,725.8755495,315.6482418,0.002912088,0.009761152,0.088638825,0.012605076,0.005346305,4.90574E-08,0.710445368,0.012218899,0.004377333,0,0.009838325,0.104289575
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-159110434,153488738,14616793,12942504,258850.08,14616793,8649833,56341,45894,0,14576537,1647777,12942504,14590281,4881294.422,127468.6447,2692.154396,526.7523077,591.3579121,0,0.02611286,0.021126639,0.004816009,0.005414169,0,0.591620768,0.004447143,0.003652581,0,0.014971672,0.134056744
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-150430919,922616827,14163671,8794209,175884.18,14163671,10430671,111675,72357,2,14106492,5346162,8794209,14140371,4880165.216,120393.7229,8463.992857,997.0300549,853.5602747,0.084065934,0.024670033,0.070302997,0.008277534,0.006991635,6.91416E-07,0.736430973,0.00789077,0.005052013,1.39618E-07,0.014511442,0.378037356
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-108382463,158521120,9941041,8972053,179441.06,9941041,7033144,85463,41587,0,9923334,962454,8972053,9934507,4878798.148,47365.96198,1357.11,419.1816484,231.121978,0.000824176,0.009708648,0.028605902,0.007520342,0.003728526,1.5347E-08,0.707037,0.007255014,0.003219548,0,0.010187821,0.069401627
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-129682356,1478479049,11884191,10840446,216808.92,11884191,8941002,21939,47948,0,11858727,1034008,10840446,11874454,4875885.243,102783.4078,5697.278407,238.0263736,553.8034615,0,0.021080285,0.055436581,0.002472577,0.005749218,0,0.752302571,0.001957295,0.004321068,0,0.012186837,0.093694689
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-163433831,734263403,14951920,13914631,278292.62,14951920,9009553,67977,161973,0,14924792,1022825,13914631,14937456,4876129.054,113309.2558,5221.60544,643.8666484,1252.208571,0,0.023238639,0.046072956,0.006594784,0.011850277,0,0.602477638,0.005293594,0.011621499,0,0.01533249,0.081930084
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-82650343,203881973,7762665,5023693,100473.86,7762665,4718003,14256,28691,0,7732908,2718254,5023693,7741947,4880732.188,38986.48599,3765.668901,100.5961538,236.7473626,0,0.007988599,0.096751045,0.001576187,0.00459794,0,0.608188536,0.001120378,0.002828177,0,0.007952955,0.249345223
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 125000.0%,91,0.035,1,1250,-132582277,43923809,12513341,7448867,148977.34,12513341,9316587,112169,88075,1,12432356,5025139,7448867,12474006,4881247.141,76631.29841,6013.19533,698.3209341,940.417967,0.056428571,0.015699152,0.078449101,0.009623904,0.013012176,8.27368E-07,0.744195467,0.009363778,0.007506636,8.97585E-08,0.012817582,0.441624971
