Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Resistant to G_A,Total: Received 1st Tx & Resistant to G_B,Total: Received 1st Tx & Resistant to G_AB,Total: Success 1st,Total: Success A or B,Total: Success M,Total: Success All,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence | Sym,Averge size: Prevalence | G_A,Averge size: Prevalence | G_B,Averge size: Prevalence | G_AB,Average ratio: Prevalence,Average ratio: % infection symptomatic,Average ratio: % infection resistant to G_A,Average ratio: % infection resistant to G_B,Average ratio: % infection resistant to G_AB,Average ratio: % received 1st Tx & symptomatic ,Average ratio: % received 1st Tx & resistant to G_A,Average ratio: % received 1st Tx & resistant to G_B,Average ratio: % received 1st Tx & resistant to G_AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of A and B
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-127050359,1549307980,11598978,11060579,221211.58,11598978,7947912,24451,34672,61,11582191,531409,11060579,11591988,4876433.947,84463.26593,1552.743956,213.5493956,288.1502198,0.51467033,0.017320675,0.01839116,0.002711584,0.003668936,6.63058E-06,0.685203799,0.002259049,0.003214234,5.70246E-06,0.011892824,0.04951009
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-126365082,357983897,11976488,6600202,132004.04,11976488,8260249,34436,46733,24,11935823,5358297,6600202,11958499,4882033.775,58598.94346,6175.632527,170.0980769,263.1167033,0.10021978,0.012002986,0.105386087,0.003315596,0.004535789,1.99751E-06,0.68952755,0.003199668,0.00391271,2.31654E-06,0.012265699,0.473252379
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-81635018,1007037475,8056777,1067248,21344.96,8056777,5710494,62655,28248,2,8038533,6979935,1067248,8047183,4878594.835,45081.03577,3147.564505,368.2292308,219.5322527,0.003406593,0.009240939,0.069887891,0.006656006,0.005205302,6.3046E-08,0.708957365,0.006370191,0.003995512,1.77354E-07,0.008257511,0.834156795
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-161608108,499545406,14861841,12989698,259793.96,14861841,10452293,42765,41333,0,14831262,1857998,12989698,14847696,4878502.707,74123.69582,4424.64,251.1030769,271.3282967,0.000164835,0.015193907,0.059701251,0.00379681,0.004011304,4.13719E-09,0.703213704,0.003211736,0.003051492,0,0.015231783,0.144248876
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-155453744,1369886119,14171715,13736594,274731.88,14171715,9876547,14778,35106,0,14156123,427712,13736594,14164306,4880157.542,93642.91132,2178.920165,130.416044,278.512967,0.000384615,0.019188498,0.023269732,0.001368617,0.002959912,5.13561E-09,0.696900896,0.001018388,0.002465699,0,0.014519609,0.029617585
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-91673010,736373015,8966942,2003590,40071.8,8966942,6313814,35113,45797,0,8920547,6945352,2003590,8948942,4875292.581,70099.3706,1527.548571,291.3427473,394.6725275,0,0.014378282,0.02178515,0.003463459,0.005726354,6.32346E-10,0.703983452,0.003266796,0.005177286,0,0.009196057,0.74789158
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-137126679,1241886076,13556430,1562379,31247.58,13556430,9688199,60003,73042,0,13494252,11967327,1562379,13529706,4881601.653,148078.2729,5315.831868,866.5137363,912.6568132,0.000879121,0.030333288,0.035902387,0.006541425,0.005725981,7.90173E-09,0.714634193,0.004959382,0.004924608,0,0.013884864,0.898897686
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-97283420,979268293,9105728,6226140,124522.8,9105728,6230975,23122,55110,0,9055177,2846029,6226140,9072169,4881153.012,52826.42692,4907.980165,167.2219231,608.5130769,0.00021978,0.010823005,0.093153319,0.002139051,0.008879256,3.98377E-09,0.684944011,0.00175145,0.004748918,0,0.009327714,0.238644244
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-84885526,1503392772,8028226,4603266,92065.32,8028226,5208862,79168,200921,0,7948099,3388674,4603266,7991940,4881615.93,65106.6861,3498.143516,836.9594505,1646.860275,0.001208791,0.013338181,0.053806199,0.008920667,0.025921873,1.48184E-08,0.649540691,0.006895841,0.025603399,0,0.008223389,0.29454731
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-125181106,2084214950,11701676,8164346,163286.92,11701676,7838180,40932,50035,3,11659635,3518392,8164346,11682738,4878027.654,90679.41313,2461.587308,371.9936264,412.4801648,0.020384615,0.018589351,0.027133217,0.003347219,0.004259332,1.79143E-07,0.669910828,0.002864845,0.004005893,2.02182E-07,0.011994195,0.254334239
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-164356467,1608095401,15129436,13062107,261242.14,15129436,9843001,21754,41518,0,15100662,2053681,13062107,15115788,4878991.205,71775.82,7001.37978,130.1835714,229.1583516,0,0.014710791,0.097578903,0.002284354,0.003697024,0,0.650592971,0.001810903,0.003167868,0,0.015504191,0.169378137
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-135328935,2014401626,12891077,6418165,128363.3,12891077,8414609,67280,62509,0,12823659,6429442,6418165,12847607,4878565.762,62019.50324,3854.153077,591.2162088,338.8067033,0.000659341,0.012712824,0.062160222,0.009025024,0.005365402,1.33527E-08,0.652804453,0.004988254,0.004759652,0,0.013212014,0.47958403
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-101165441,1991305249,10000340,1162041,23240.82,10000340,6985404,51213,29322,0,9958561,8816277,1162041,9978318,4877806.23,61976.45791,4812.972912,434.6618681,235.1052747,0.002032967,0.012706005,0.077589588,0.005860544,0.00426927,2.7041E-08,0.698214139,0.004374919,0.003329479,0,0.010250782,0.849208755
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-106506742,538718550,9897147,7535272,150705.44,9897147,6713464,22319,26946,0,9874400,2350555,7535272,9885827,4878491.486,41975.76209,2575.155824,118.5813187,149.0332418,0.00043956,0.008604624,0.061306371,0.002412172,0.003097245,1.08504E-08,0.678097949,0.001937062,0.002337935,0,0.010143833,0.204457523
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-95265378,481936084,9225084,3014538,60290.76,9225084,6259679,45825,54859,0,9183738,6190973,3014538,9205511,4878490.775,60378.90225,1146.144615,362.183956,379.1386264,0.000549451,0.01237666,0.018955994,0.005159398,0.006845482,1.05552E-08,0.678031498,0.004262991,0.006487425,0,0.009454744,0.634220015
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-155293370,62021583,14159776,13695610,273912.2,14159776,8926609,15397,80244,0,14144412,456646,13695610,14152256,4879964.028,83626.42929,5676.968571,103.7996154,491.1121429,0,0.017135903,0.067933942,0.001587795,0.006524888,0,0.630294374,0.001313361,0.006237358,0,0.01450721,0.039622404
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-156748424,259068172,14545591,11292514,225850.28,14545591,10638591,45156,72248,0,14492352,3229853,11292514,14522367,4879731.178,107045.2866,1928.782967,499.5691209,671.0751648,0,0.021936531,0.018033348,0.005091728,0.006623207,0,0.731319915,0.003403075,0.005249161,0,0.014903843,0.243927264
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-163782777,1150069913,14944503,14337747,286754.94,14944503,10755027,135280,317574,0,14927896,600948,14337747,14938695,4881664.812,135505.0135,6799.912912,1275.214231,2929.715659,0.000494505,0.027757311,0.050218041,0.010327638,0.022318746,6.25223E-09,0.719769458,0.009888691,0.021898142,0,0.015306396,0.054411383
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-104778228,159298795,9560211,9176118,183522.36,9560211,6937897,285326,37345,0,9546308,378457,9176118,9554575,4879711.914,73845.56951,5116.101703,2211.082143,317.4275275,0,0.015133733,0.069318551,0.029385612,0.003302138,5.44898E-10,0.725833513,0.029297267,0.003012312,0,0.009796123,0.02956236
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-145559342,1937726802,13703929,8520052,170401.04,13703929,9415388,29853,51771,0,13673550,5168995,8520052,13689047,4878912.162,83089.53659,7553.727363,230.251978,381.0951099,0.001648352,0.017030174,0.090951196,0.003309169,0.004492758,2.52636E-08,0.686813331,0.002606491,0.003687311,0,0.014043741,0.424358325
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-130730949,1727375071,11986967,10861279,217225.58,11986967,8184483,23619,36826,0,11969617,1117381,10861279,11978660,4877928.262,58225.32445,1235.162747,144.5503846,198.5828022,0,0.011936399,0.021216978,0.002105766,0.002999013,0,0.682806241,0.001676068,0.002707335,0,0.012286792,0.079683684
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-160479852,1888936316,14824355,12236302,244726.04,14824355,10418672,44900,168638,0,14791040,2574727,12236302,14811029,4877784.87,98750.88555,4478.631923,383.5441209,1179.514505,0.00021978,0.020244641,0.045377011,0.004746802,0.012322385,3.74788E-09,0.702468381,0.003711843,0.011619783,0,0.01519524,0.214323418
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-127133360,1320565175,12332061,3812750,76255,12332061,8237618,20625,47890,0,12295049,8499142,3812750,12311892,4879789.229,88988.22588,5418.590385,202.4643407,476.4404945,0,0.018235761,0.06089544,0.002663588,0.005030104,0,0.667994576,0.001971411,0.003636654,0,0.012635597,0.71904912
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-120726102,1106572603,11121671,9509392,190187.84,11121671,6903815,69626,40086,0,11092373,1595775,9509392,11105167,4877306.913,83444.80786,5432.005604,547.1140659,406.3176923,0.002857143,0.017108812,0.065099381,0.006342448,0.004649087,3.57048E-08,0.620749088,0.006080769,0.003457182,0,0.011401432,0.13925236
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-129071776,1065356996,12269158,6380196,127603.92,12269158,8682316,45847,256162,0,12254863,5883730,6380196,12263926,4879656.02,64852.48203,2138.530879,254.3994505,1356.641703,0.003516484,0.013290582,0.032952574,0.003707887,0.021141246,6.25349E-08,0.707265339,0.003497339,0.021041874,0,0.012571632,0.479803078
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-83583753,1197125116,7994699,3636763,72735.26,7994699,5340839,48654,110861,0,7947809,4331170,3636763,7967933,4877055.305,63910.18527,1933.533352,624.5441758,899.3535165,0.001593407,0.013103557,0.030257502,0.008458839,0.015454305,2.40688E-08,0.668153341,0.005361311,0.015195644,0,0.008195699,0.469426236
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-149642626,1544126642,13644126,13201366,264027.32,13644126,9009908,491137,27729,0,13630183,435658,13201366,13637024,4882209.929,147545.1916,6120.452363,5314.174396,371.264011,0.001758242,0.030219441,0.04151287,0.036063659,0.003358631,1.76882E-08,0.660475377,0.036059733,0.002706168,0,0.013972555,0.044583131
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-121978049,1570149555,11226562,9712429,194248.58,11226562,7926489,25629,47716,0,11190278,1495870,9712429,11208299,4874665.962,61322.77093,5381.933901,213.9398352,386.1293407,0.002142857,0.012579332,0.087860087,0.002613019,0.004967329,2.8053E-08,0.706334071,0.001741718,0.003401172,0,0.011514658,0.104154029
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-159167408,365766537,14785744,11309968,226199.36,14785744,9867961,32318,46980,5,14748389,3456930,11309968,14766898,4883943.668,125714.4085,2234.467198,316.1581319,578.9625824,0.050879121,0.025737692,0.017834499,0.003628558,0.005380147,5.92879E-07,0.667305418,0.003064348,0.003713554,4.88194E-07,0.0151354,0.308837406
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-113849104,900296315,10550018,8348924,166978.48,10550018,7600329,46132,35808,47,10514719,2185129,8348924,10534053,4881339.94,48842.3894,2117.157143,249.3999451,233.4197253,0.265,0.010006476,0.043361696,0.004093916,0.004013271,4.61574E-06,0.720537744,0.003524611,0.002868571,3.80357E-06,0.010806908,0.169205701
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-77950356,1105596576,7410020,3850156,77003.12,7410020,4671283,34232,63815,0,7373772,3538593,3850156,7388749,4875757.267,44671.98956,3026.408846,312.1078022,415.9603846,0.000659341,0.009161991,0.067643126,0.004681366,0.009869702,1.10282E-08,0.629822909,0.003100566,0.009207394,0,0.007598525,0.359446906
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-132418392,1363165108,12131396,11104432,222088.64,12131396,8892174,22871,40499,0,12106118,1014467,11104432,12118899,4882797.198,56035.22341,1425.282088,168.2549451,233.4187912,0,0.011476552,0.025443505,0.002609991,0.003708092,0,0.73304072,0.001660576,0.002995669,0,0.012423,0.074548022
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-135194486,1188037569,12923862,5955866,119117.32,12923862,8990346,24744,38826,0,12884716,6947629,5955866,12903495,4881116.054,73065.02286,5094.227802,198.2896154,314.4110989,0.000164835,0.014969427,0.069729587,0.002355656,0.004189683,3.24395E-09,0.695609409,0.001660375,0.002941009,0,0.013238931,0.504082097
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-87117550,285526872,8277625,4341300,86826,8277625,6045832,45865,41402,1,8226225,3915227,4341300,8256527,4880557.221,54158.29286,1010.681538,487.5863736,314.6823626,0.002692308,0.011097439,0.018590985,0.006843844,0.005567804,4.14657E-08,0.730325936,0.00424372,0.004797353,9.66744E-08,0.008480553,0.379106044
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-114351591,1714832567,10432805,10023541,200470.82,10432805,7514897,6896,46441,0,10421404,405214,10023541,10428755,4878962.418,53954.89527,3910.541593,44.55010989,255.7214286,0.000274725,0.011059235,0.072361018,0.000675626,0.004147164,4.89391E-09,0.719787807,0.000452484,0.003885249,0,0.010691848,0.029596184
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-90641785,440281267,8295412,7687665,153753.3,8295412,5349418,113896,27706,0,8276523,598752,7687665,8286417,4878041.32,61036.1544,2929.661813,847.1265934,237.9756044,5.49451E-05,0.012512589,0.047993175,0.013325435,0.003228906,1.48607E-09,0.644755086,0.013175941,0.002750568,0,0.008502826,0.059216012
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-110080227,1447657814,10829631,1783917,35678.34,10829631,7467548,70671,52169,0,10764905,9009294,1783917,10793211,4880764.325,87241.31335,4904.171429,944.7099451,492.8682967,0.000164835,0.017874439,0.056211389,0.010788044,0.005558799,2.55842E-09,0.689541038,0.006488127,0.004728084,0,0.011094084,0.839277096
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-134196189,1750828942,13259018,1606009,32120.18,13259018,8922853,76219,44816,0,13184075,11610839,1606009,13216848,4878728.605,88164.10703,3722.217912,809.4764286,385.2396154,5.49451E-05,0.018071271,0.042213948,0.008845637,0.004442012,2.36616E-09,0.672831718,0.005595074,0.003433788,0,0.01358851,0.869228797
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-84406765,1833319668,7902923,5377535,107550.7,7902923,5028462,14683,28408,0,7876869,2509999,5377535,7887534,4879239.083,61382.7744,3958.657912,154.531978,316.5514835,0.00010989,0.012580337,0.064410383,0.001847313,0.004460036,2.0356E-09,0.635772886,0.001288997,0.003128744,0,0.008098315,0.259168287
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-99606205,1153350790,9506530,4540905,90818.1,9506530,5831030,60434,93526,0,9443851,4923281,4540905,9464186,4883652.819,54172.58264,1638.434176,579.1234615,546.9724725,0,0.011094174,0.030258921,0.0088954,0.011084983,8.90355E-10,0.613393204,0.005347387,0.010795543,0,0.009734118,0.444552468
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-150516206,1307689094,13747881,13037396,260747.92,13747881,10094673,579274,38465,28,13724742,700958,13037396,13738354,4877353.595,100662.0791,4976.081593,4247.968352,388.8417582,0.285384615,0.020639256,0.049445405,0.042070324,0.004404241,3.26875E-06,0.734243308,0.042001436,0.003197753,2.35138E-06,0.014093947,0.059274036
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-154659069,1480084698,14298528,11673789,233475.78,14298528,10400668,81707,63970,1,14246294,2603596,11673789,14277385,4883239.219,114945.1913,1605.535824,728.4066484,741.4006593,0.002417582,0.023537868,0.01399443,0.007468991,0.007402523,2.80576E-08,0.727092866,0.00670964,0.005097935,8.15262E-08,0.014639708,0.218338371
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-136893714,402177878,12761161,9282104,185642.08,12761161,9088809,29337,40306,0,12729688,3464609,9282104,12746713,4881210.297,58055.69703,5238.495055,170.8304396,247.5728022,0,0.011894018,0.090126211,0.00282466,0.004225948,0,0.711756178,0.002191973,0.003115012,0,0.013071725,0.269232392
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-86121016,1061377366,8086675,5254266,105085.32,8086675,5604721,40442,190160,2,8049617,2813726,5254266,8067992,4881541.859,71719.92137,1358.505824,504.8051099,1708.484945,0.008571429,0.014692908,0.018936496,0.006091579,0.024179107,1.07442E-07,0.692845394,0.004354863,0.023876281,1.61828E-07,0.008283245,0.28934392
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-104045399,1167156838,9613282,7912579,158251.58,9613282,6226779,30438,47904,0,9577366,1682364,7912579,9594943,4879929.183,77056.83016,3072.525495,327.082033,416.3742308,0,0.015790877,0.039835002,0.003922972,0.005171045,0,0.647267899,0.002868594,0.004770341,0,0.009849872,0.164280781
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-147105442,826620430,13544324,11662202,233244.04,13544324,9865036,73257,106238,3,13514759,1870320,11662202,13532522,4879407.369,94654.80071,4505.190549,568.3787912,790.7545604,0.007582418,0.019399137,0.047569687,0.005886304,0.008267506,8.48346E-08,0.728003162,0.005322,0.007743419,2.22823E-07,0.01387903,0.13454788
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-87417305,463876375,8244441,4972895,99457.9,8244441,5065870,78081,41591,0,8208924,3252539,4972895,8225434,4878553.864,73580.16027,3115.048736,738.211978,477.8799451,0.000549451,0.015082905,0.042394729,0.007186527,0.005325814,6.16685E-09,0.614948684,0.006808272,0.004201889,0,0.008449867,0.288958472
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-74194102,576643996,7056575,3628352,72567.04,7056575,4529455,35317,66499,0,7034211,3417720,3628352,7046072,4881741.932,36899.41714,1474.576209,210.5684615,350.6861538,0.000659341,0.007559614,0.03986939,0.00454981,0.01103245,1.46142E-08,0.641201917,0.004010609,0.010963008,0,0.007228137,0.36969644
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-91276075,437405256,8402865,7247425,144948.5,8402865,5999640,32480,61275,0,8383926,1147717,7247425,8395142,4880360.364,50001.76077,3884.83967,209.2122527,389.3580769,0,0.010246139,0.07754905,0.003465845,0.006504227,0,0.713348806,0.003218887,0.006028198,0,0.008609125,0.104462168
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-100334587,1559669855,9161006,8724527,174490.54,9161006,5964270,17147,26902,1,9149145,430667,8724527,9155194,4878188.527,65472.02698,4052.283352,143.4759341,206.8527473,0.002857143,0.013421699,0.061781003,0.002036905,0.003000749,4.13024E-08,0.650167234,0.001642842,0.002714532,1.02709E-07,0.009389753,0.039827748
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-80845794,2010773612,7438359,6462204,129244.08,7438359,4742676,23014,290909,0,7423243,968606,6462204,7430810,4876174.351,40732.49462,2163.913352,154.4470879,1600.792967,0,0.008353024,0.053043077,0.002696728,0.039653319,0,0.637111229,0.002214665,0.039478767,0,0.007626766,0.089752492
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-160655546,40563258,14799825,12657296,253145.92,14799825,9464715,24373,27566,0,14777921,2131712,12657296,14789008,4882190.945,71863.03462,3108.132418,136.6774176,179.7876923,0,0.014718231,0.043314398,0.002741045,0.00311752,0,0.639467843,0.002362809,0.002327598,0,0.01515548,0.199413028
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-91372582,1534320926,8943305,1939532,38790.64,8943305,5991964,54752,68138,0,8888538,6977060,1939532,8916592,4881551.889,73412.15489,4078.515714,572.5175824,587.5507143,0.001593407,0.015039079,0.055571178,0.0076974,0.008130992,2.40171E-08,0.670044167,0.006088007,0.007765328,0,0.009160453,0.769323554
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-89190091,538043198,8265290,6537191,130743.82,8265290,6232936,46272,72382,1,8224177,1709051,6537191,8246242,4881025.076,59841.01176,2006.463297,548.893022,581.4028022,0.000659341,0.012260973,0.033556631,0.005886919,0.00815753,7.69495E-09,0.754422205,0.003629927,0.007469197,7.98505E-08,0.008467269,0.13442055
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-135005115,1410670789,12300775,11997365,239947.3,12300775,8440369,87894,26971,0,12289644,298544,11997365,12295909,4881113.721,50093.39088,4196.638077,370.4496154,127.2356593,5.49451E-05,0.010262724,0.083745493,0.008044473,0.002795894,2.45686E-09,0.685941004,0.007725551,0.002373035,0,0.012600182,0.024735955
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-116533818,556743573,11342173,3112088,62241.76,11342173,8111642,35286,93796,0,11311592,8218322,3112088,11330410,4876479.254,53910.63242,3815.032527,202.3091209,453.1818681,5.49451E-05,0.011054901,0.070675127,0.003084741,0.009289531,1.85899E-09,0.71484812,0.00257006,0.009144425,0,0.011628843,0.689543725
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-86989373,423368944,7929928,7690093,153801.86,7929928,5360009,74220,29186,0,7921719,236495,7690093,7926588,4878314.545,32288.13599,1002.821593,308.4383516,125.8443956,0,0.006618935,0.031021209,0.009264862,0.003694185,0,0.675413562,0.009037679,0.003411053,0,0.008127726,0.024812955
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-73418522,1912466598,7292392,494602,9892.04,7292392,4504400,12492,22758,0,7279345,6791393,494602,7285995,4873641.413,61523.94566,3394.541374,120.9939011,223.5565385,0.000989011,0.012622979,0.05516489,0.001327145,0.003805381,1.10819E-08,0.617563535,0.001136774,0.003364091,0,0.007480849,0.919227043
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-139213247,964415663,12761828,11594967,231899.34,12761828,7613537,33289,57221,0,12734750,1150647,11594967,12745614,4882956.231,93517.39956,6201.999505,332.5380769,449.8045055,0.00010989,0.019151987,0.066301601,0.003537664,0.004836938,1.75988E-09,0.596348824,0.002595192,0.004489189,0,0.013067714,0.089749534
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-115349523,1329496330,10756477,7784753,155695.06,10756477,8000740,478333,52952,154,10725007,2960139,7784753,10744892,4880510.709,65516.23907,4279.862692,2922.822527,408.573956,1.036098901,0.013424303,0.065307225,0.044563805,0.005961899,1.51153E-05,0.743691209,0.044452637,0.004734976,1.36399E-05,0.011019886,0.253786545
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-159068880,218120056,14948755,9581330,191626.6,14948755,10113484,32062,68282,0,14882256,5337302,9581330,14918632,4873945.275,142137.1631,5457.817363,395.0614286,880.985989,0,0.029165316,0.038458608,0.004053592,0.006682485,0,0.676669572,0.003115068,0.004925719,0,0.015336837,0.438094234
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-154168263,1701984613,14327106,10897203,217944.06,14327106,8967916,30255,41190,0,14286609,3407453,10897203,14304656,4877202.378,103851.7853,3223.718242,311.3347253,402.8109341,0,0.021293572,0.031037296,0.002949719,0.003856587,0,0.625746799,0.002049412,0.002864424,0,0.014687894,0.239244918
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-78774977,322217915,7509347,3681507,73630.14,7509347,5280428,51794,38662,0,7481089,3816471,3681507,7497978,4882065.301,51022.8728,1900.40511,419.2337912,329.6787912,0.000164835,0.010451875,0.037147624,0.006753328,0.006240709,3.82312E-09,0.702253338,0.005765483,0.004972068,0,0.007691093,0.414005247
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-149383987,900952781,13669544,12688547,253770.94,13669544,10329889,55617,230555,0,13646952,972836,12688547,13661383,4876898,98670.38115,2090.042308,503.0152198,1709.842637,0.00021978,0.020232304,0.021187174,0.00530222,0.017600242,2.88023E-09,0.755660068,0.004241514,0.017131843,0,0.014014583,0.074779017
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-114562832,1024381295,10535943,9203402,184068.04,10535943,7848645,246879,151491,0,10508792,1323988,9203402,10527390,4881051.246,92986.16896,1940.203462,2202.548571,1382.407692,0.020934066,0.019050671,0.020866999,0.023406616,0.014614338,2.12906E-07,0.744888326,0.023179008,0.01415358,0,0.010792766,0.11917396
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-104120291,961876511,9592326,8197031,163940.62,9592326,6815081,141316,51325,0,9565352,1384767,8197031,9581798,4874645.455,47584.78159,4219.440385,725.8755495,315.6482418,0.002912088,0.009761152,0.088638825,0.012605076,0.005346305,4.90574E-08,0.710445368,0.012218899,0.004377333,0,0.009838325,0.104289575
D:0.3yr| T: 3.5%| I: 100.00%| Obs: 250000.0%,91,0.035,1,2500,-159110434,153488738,14616793,12942504,258850.08,14616793,8649833,56341,45894,0,14576537,1647777,12942504,14590281,4881294.422,127468.6447,2692.154396,526.7523077,591.3579121,0,0.02611286,0.021126639,0.004816009,0.005414169,0,0.591620768,0.004447143,0.003652581,0,0.014971672,0.134056744
