Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,0,-186687089,1021959067,17283657,13850519,277010.38,17283657,11625315,659208,157656,2,17160041,13850519,11705480.69,230526.6394,4135.348462,225376.3874,8810.902802,2220.069176,0.032417582,0.019694354,0.017937987,0.037155865,0.008859544,1.30715E-07,0.672658907,0.037105765,0.008411901,1.06899E-07,0
Base,364,0.05,1,0,-200047934,1665299151,18464703,15400904,308018.08,18464703,12379323,238568,181683,0,18339454,15400904,11698558.51,240829.7982,1929.86511,237815.7541,3267.552308,2662.393462,0.007582418,0.020586316,0.008009591,0.013055252,0.010666608,3.0611E-08,0.670460336,0.012482085,0.009540795,0,0
Base,364,0.05,1,0,-200070817,1316010029,20007063,187,3.74,20007063,13978549,872185,653,1,19931803,187,11700433.35,278208.3871,1379.65989,275653.9712,12025.93473,9.639065934,0.005769231,0.023777675,0.004960112,0.042895159,3.58724E-05,2.1953E-08,0.698680499,0.043277713,3.34525E-05,4.84987E-08,0
Base,364,0.05,1,0,-181579454,586554547,16901190,12567554,251351.08,16901190,11476345,216431,224688,1,16750500,12567554,11699642.87,224784.6376,3417.752363,220374.5464,2960.248297,3094.342582,0.003461538,0.019213433,0.015176955,0.011387032,0.012554049,1.33842E-08,0.679092802,0.011086137,0.012132576,5.03066E-08,0
Base,364,0.05,1,0,-207129136,591960258,20712913,6,0.12,20712913,14394810,782532,386953,0,19928959,6,11699375.28,298553.3401,7870.817692,289466.1559,13231.92599,5577.566648,0.000494505,0.025518538,0.026364009,0.044185381,0.018952573,2.72526E-09,0.69497192,0.037670182,0.01894238,0,0
Base,364,0.05,1,0,-198586137,1150889865,18691246,11673677,233473.54,18691246,13133981,171106,210588,0,18505177,11673677,11701675.93,247381.6232,9302.870549,236981.1524,2363.786868,2906.726484,0.00010989,0.021140863,0.037594606,0.00896812,0.011446609,6.21806E-10,0.702705821,0.00859868,0.010990968,0,0
Base,364,0.05,1,0,-174400683,905214308,16412207,10278613,205572.26,16412207,11029014,844713,199773,4,16249050,10278613,11705218.39,230541.3681,1636.241978,227941.3886,11836.62527,2952.070659,0.046208791,0.019696522,0.0070837,0.050262739,0.011856961,1.79744E-07,0.672058681,0.050343808,0.011271882,2.09046E-07,0
Base,364,0.05,1,0,-161904734,570438708,14888369,13021044,260420.88,14888369,9878494,216028,378513,2,14802648,13021044,11698450.62,191798.1937,1237.358132,189686.5838,2852.652802,4930.570989,0.025989011,0.016395313,0.006432264,0.01268937,0.023341955,1.06903E-07,0.66359549,0.012391627,0.023086738,1.04866E-07,0
Base,364,0.05,1,0,-162582596,343552106,16256382,18776,375.52,16256382,10864522,1061689,36665,1,16164039,18776,11704250.58,235700.1212,5720.559451,229024.9051,15350.2572,600.3303846,0.010164835,0.020138039,0.024273805,0.065506126,0.002619014,4.44541E-08,0.668368929,0.065675681,0.002315819,6.10868E-08,0
Base,364,0.05,1,0,-192564079,1385046400,17761167,14952409,299048.18,17761167,11861598,131177,214941,0,17642095,14952409,11700080.77,244346.8912,4349.979835,238953.9949,1952.842747,3106.905275,0.00021978,0.020884286,0.017799741,0.007036567,0.011735421,1.18697E-09,0.667891658,0.006524188,0.011195713,0,0
Base,364,0.05,1,0,-205657042,1502290779,19357728,12079762,241595.24,19357728,12726696,143621,214116,250509,19071826,12079762,11699060.25,244988.5438,9552.108132,234299.761,2131.492967,3033.841429,3325.75033,0.020940889,0.038986277,0.008560854,0.012057183,0.013284202,0.657468137,0.007350673,0.010821789,0.0126993,0
Base,364,0.05,1,0,-176798711,1263205138,16282752,13971191,279423.82,16282752,10641353,121544,666386,0,16179855,13971191,11706748.92,224732.7199,5704.937582,218071.5357,1792.753187,9178.182692,0.000879121,0.019197477,0.025384035,0.006788023,0.040169786,3.74992E-09,0.653616828,0.006362073,0.040227616,0,0
Base,364,0.05,1,0,-173184157,20736168,17318381,347,6.94,17318381,11792903,194431,4197,0,17176737,347,11700709.36,224081.7995,4585.212308,218479.7367,2621.716374,63.03302198,0,0.01915189,0.020458526,0.010705259,0.000235044,0,0.681000132,0.010284547,0.000203399,0,0
Base,364,0.05,1,0,-150876509,20942859,13990647,10970039,219400.78,13990647,9414353,239236,550754,0,13871823,10970039,11700569.24,202724.7687,3272.308352,198630.8136,3646.469505,8082.902473,5.49451E-05,0.017326156,0.016150669,0.014455594,0.038214938,4.12973E-10,0.673179831,0.013790804,0.037720773,0,0
Base,364,0.05,1,0,-208247436,106136005,20523670,3010736,60214.72,20523670,14436632,192703,217143,0,20264508,3010736,11705431.64,260092.6529,1759.900879,257127.5427,2788.317143,3121.131758,0.000494505,0.022219827,0.006761939,0.010590384,0.011774112,2.13337E-09,0.703425423,0.009294913,0.010401057,0,0
Base,364,0.05,1,0,-181756083,130818337,17356339,8192693,163853.86,17356339,11735242,198245,263432,0,17142313,8192693,11698801.25,237440.865,5405.595659,231015.9714,3067.355,3739.853132,0.000989011,0.020296241,0.022766717,0.011514043,0.016010439,3.91916E-09,0.67627105,0.010213445,0.015409975,0,0
Base,364,0.05,1,0,-176147006,1082464937,17612770,19306,386.12,17612770,12210896,116764,52626,1,17517336,19306,11706686.24,226642.3761,2170.150275,223438.0286,1572.091209,744.6045055,0.012637363,0.019360621,0.009565996,0.006018165,0.003010298,4.91822E-08,0.693330152,0.005760199,0.002749993,4.93171E-08,0
Base,364,0.05,1,0,-169857721,1258086918,16982525,32471,649.42,16982525,12007339,162148,68537,0,16849606,32471,11704352.24,231547.468,5252.092363,225298.218,2201.330934,935.4231319,0.002692308,0.019783484,0.022678006,0.008606292,0.00401188,1.09648E-08,0.707067676,0.008634815,0.004021069,0,0
Base,364,0.05,1,0,-160506874,603977033,16050641,464,9.28,16050641,11044210,168026,2283,2,15956588,464,11702239.74,215210.1876,6007.041758,208260.5426,2320.090495,34.42807692,0.042692308,0.018390342,0.027916139,0.009705445,0.000137438,1.92744E-07,0.688159499,0.00941913,0.000123319,1.20196E-07,0
Base,364,0.05,1,0,-209072114,244445775,19458162,14490494,289809.88,19458162,13491765,167301,789457,0,19286679,14490494,11705724.24,271468.7558,3419.296868,266906.8347,2506.222857,11097.57192,0.00021978,0.023191123,0.012595693,0.009219751,0.040533935,1.06933E-09,0.693378464,0.008602929,0.040230541,0,0
Base,364,0.05,1,0,-190194028,1653009108,18143504,8758988,175179.76,18143504,12466949,150263,288132,0,17857779,8758988,11699309.92,257891.0968,2386.379286,254439.3544,2134.830165,4003.851758,0,0.022043363,0.009249757,0.007911223,0.015467623,0,0.687123121,0.00790391,0.01582121,0,0
Base,364,0.05,1,0,-180641622,672439558,17231262,8329002,166580.04,17231262,11124247,369261,150492,1852,17088117,8329002,11701602.42,232045.8731,4654.391978,226379.5909,5125.995055,2233.429121,24.95505495,0.019830249,0.020058378,0.020562757,0.009685462,0.000116621,0.645647932,0.019978309,0.008811624,0.000115937,0
Base,364,0.05,1,0,-141195374,986970555,14119431,1064,21.28,14119431,10100320,605028,3353,906,14052687,1064,11705750.65,193042.7342,1020.666703,191192.8921,8263.484835,52.70175824,13.83384615,0.016491939,0.005279412,0.042655543,0.000199904,9.26308E-05,0.71552016,0.042660977,0.000174914,8.21806E-05,0
Base,364,0.05,1,0,-188208050,61549216,18171531,6492740,129854.8,18171531,12629669,1502738,349900,2098,17828696,6492740,11697132.44,241278.7946,5955.562692,234256.1722,19778.08363,5122.744286,29.35857143,0.020627154,0.024674624,0.082079415,0.020912949,0.000121564,0.695031367,0.082797175,0.018981481,0.000114997,0
Base,364,0.05,1,0,-205832990,908785228,19151705,14315940,286318.8,19151705,12960934,216210,173658,0,19026027,14315940,11706659.95,242932.4029,9849.833571,231957.9276,2856.215934,2405.287418,0.000384615,0.020751908,0.040544753,0.011163069,0.009512565,1.69637E-09,0.676782289,0.010748825,0.008740703,0,0
Base,364,0.05,1,0,-201643454,349946347,18474895,16894504,337890.08,18474895,12836466,361967,261029,0,18389629,16894504,11702445.68,249770.7004,4672.606209,244013.3212,5007.148297,3643.707692,0,0.021343708,0.018701798,0.01930376,0.014049964,0,0.694814262,0.018884072,0.013622337,0,0
Base,364,0.05,1,0,-178300419,812684333,17152243,6777989,135559.78,17152243,12313891,168998,231210,0,16914978,6777989,11706984.61,244827.5246,3529.653791,240290.7002,2607.815549,3582.908462,0,0.020913608,0.014417324,0.009646511,0.014518055,0,0.717969048,0.008940146,0.013377378,0,0
Base,364,0.05,1,0,-169053553,1788657611,15623101,12822543,256450.86,15623101,10433808,131999,816321,0,15517457,12822543,11705144.82,197182.4997,4113.341758,192151.6295,1834.155,10284.04522,0,0.01684683,0.020831749,0.007361281,0.053009408,0,0.668025441,0.006728783,0.053050932,0,0
Base,364,0.05,1,0,-173320500,1382620599,17319662,123880,2477.6,17319662,11484547,167459,210608,0,17057938,123880,11704981.66,248559.7832,5151.49011,242391.3675,2450.455604,3178.722198,0,0.021235616,0.020726396,0.009397262,0.012997233,0,0.663101362,0.009228145,0.012360719,0,0
Base,364,0.05,1,0,-186779146,612724989,18677909,56,1.12,18677909,13369960,489619,10827,1,18228769,56,11713420.59,267252.6596,2576.041264,263579.8671,7137.461319,169.5660989,0.001813187,0.022816213,0.009639743,0.026765131,0.000610501,8.51751E-09,0.715816952,0.026267625,0.000557167,5.53604E-08,0
Base,364,0.05,1,0,-170779695,1450473872,15915974,11619955,232399.1,15915974,10716734,326647,181520,0,15794124,11619955,11706289.26,221069.6865,1183.400604,218951.6319,4597.737967,2624.272692,0.000494505,0.018885298,0.005334443,0.019372771,0.011143807,2.42256E-09,0.673367428,0.019137825,0.010718721,0,0
Base,364,0.05,1,0,-193746715,1983280492,19374658,135,2.7,19374658,12556664,164030,2415,4,19243976,135,11710917.75,271371.3916,8507.673791,261726.0888,2384.282967,37.48840659,0.024835165,0.023172497,0.031348201,0.008699641,0.000140807,9.45099E-08,0.648093561,0.008392463,0.000127546,2.05974E-07,0
Base,364,0.05,1,0,-162134439,164079679,15487389,7260549,145210.98,15487389,10085345,145912,159252,0,15313982,7260549,11696869.56,205968.9525,2694.353297,202365.0449,2086.974945,2356.005495,0,0.017608828,0.013081564,0.00840968,0.011086365,0,0.65130502,0.007843221,0.009988021,0,0
Base,364,0.05,1,0,-183019794,1691494749,18300949,10304,206.08,18300949,13055416,189221,26837,2,18216479,10304,11707860.64,256211.2552,5596.216538,249540.4402,2832.87044,447.304011,0.01978022,0.021883774,0.021839846,0.010803715,0.001728051,8.10383E-08,0.713383083,0.010129245,0.00145242,1.11993E-07,0
Base,364,0.05,1,0,-198206579,593135733,18194115,16265429,325308.58,18194115,12298774,116066,171077,0,18114366,16265429,11700150.22,217968.4131,3279.702527,213620.3591,1522.415604,2185.089835,0,0.018629573,0.015037692,0.006544294,0.00954792,0,0.67600721,0.006009291,0.008984696,0,0
Base,364,0.05,1,0,-202211684,592344293,18858120,13630484,272609.68,18858120,12715937,172124,322313,1,18656020,13630484,11698772.97,277556.2484,1223.366923,275225.6383,2866.057363,4956.416099,0.000604396,0.023725273,0.004407818,0.010300921,0.01777445,2.77547E-09,0.674294604,0.009134346,0.01703697,5.32239E-08,0
Base,364,0.05,1,0,-184465464,1196218952,18446128,4184,83.68,18446128,12558085,368538,9882,2,18356465,4184,11699512.67,260223.9681,9760.737637,249379.997,5328.322088,160.2371429,0.075549451,0.022242451,0.037503999,0.019541618,0.000617018,2.87167E-07,0.68083306,0.01908179,0.000537304,1.06484E-07,0
Base,364,0.05,1,0,-147149483,208601076,13518689,11962593,239251.86,13518689,9561943,322554,1126051,0,13419946,11962593,11697223.6,178322.8218,3755.699945,173773.2531,4420.347253,14828.03247,0,0.015244591,0.021032886,0.019636064,0.083389655,0,0.70759089,0.018961457,0.083497978,0,0
Base,364,0.05,1,0,-218776206,180214339,20282196,15954246,319084.92,20282196,13951953,257109,215883,0,20131181,15954246,11710293.63,295382.3753,3553.333681,290637.9646,3765.435824,3205.529286,5.49451E-05,0.025223948,0.012031154,0.012940887,0.010936527,3.94629E-10,0.687895066,0.012876403,0.010729992,0,0
Base,364,0.05,1,0,-148864780,1106163336,14116263,7702150,154043,14116263,9516019,508022,201375,4,13965481,7702150,11708654.37,207106.5601,6401.605,199875.9442,7473.196484,3047.129615,0.069285714,0.017690923,0.030886795,0.032989368,0.014091619,3.08619E-07,0.674311286,0.032890573,0.013664707,2.61415E-07,0
Base,364,0.05,1,0,-181217275,1145484262,18081322,404055,8081.1,18081322,11561720,222756,95686,0,17825168,404055,11708591.04,244839.6707,6700.985275,237076.9752,3391.757033,1375.33022,0.001263736,0.020911653,0.027369797,0.013801982,0.005643779,5.58456E-09,0.639442578,0.012290886,0.005325064,0,0
Base,364,0.05,1,0,-156477504,144057195,14430171,12175794,243515.88,14430171,9541335,438886,373993,0,14339192,12175794,11712528.12,213248.1229,4684.52967,207716.149,6509.909451,5563.171923,0,0.018208222,0.021946213,0.027868251,0.0242333,0,0.661324891,0.02776022,0.024066684,0,0
Base,364,0.05,1,0,-171558249,366516700,15870623,12852019,257040.38,15870623,11260669,124175,204479,1,15741582,12852019,11698541.42,218135.4743,5630.345769,211573.1135,1919.398242,3057.53544,0.007582418,0.0186463,0.025779794,0.00726697,0.01227374,2.93981E-08,0.709685878,0.006509353,0.011338514,5.17141E-08,0
Base,364,0.05,1,0,-183153177,2066560460,17441014,8743037,174860.74,17441014,12348014,149239,222881,0,17207658,8743037,11694337.54,216275.4094,5135.509835,210115.7773,2101.972637,3112.951703,0,0.018493774,0.023748942,0.008192344,0.013765394,0,0.708121414,0.007250424,0.012253006,0,0
Base,364,0.05,1,0,-236796131,1364848572,23676885,27281,545.62,23676885,16313634,207419,47246,0,23506227,27281,11699732.26,303248.4512,7685.555934,294172.6149,2901.991593,670.8484615,0.000659341,0.025918974,0.025353519,0.010014623,0.002114696,2.52607E-09,0.689033995,0.009182818,0.00190825,0,0
Base,364,0.05,1,0,-195514278,664077532,17951894,15995338,319906.76,17951894,12299599,292329,149192,50,17860539,15995338,11710319.76,212180.3287,8290.819451,202835.2102,3568.161209,1900.948352,0.609505495,0.018119404,0.039064673,0.015768189,0.008327942,2.66747E-06,0.685172036,0.015325604,0.00775884,2.57317E-06,0
Base,364,0.05,1,0,-181193715,1085889751,16923455,11959165,239183.3,16923455,11289373,349058,388315,0,16786753,11959165,11709264.63,251299.7491,7844.077857,242461.9585,5204.025495,5779.86467,0.00021978,0.021462793,0.031207419,0.019327106,0.022495951,9.81457E-10,0.667116763,0.019225772,0.022422252,0,0
Base,364,0.05,1,0,-169315620,1606902104,15860463,10710990,214219.8,15860463,11104052,146460,185672,1,15693629,10710990,11707029.52,229156.4109,1072.328407,227152.7423,2204.987802,2754.916209,0.013516484,0.019575705,0.00465609,0.008034909,0.011043075,4.67136E-08,0.700175178,0.007715845,0.010764766,5.09843E-08,0
Base,364,0.05,1,0,-211285542,1155151599,21128515,392,7.84,21128515,14258877,81688,7534,1,21078569,392,11708700.3,283224.9205,6387.806538,275596.4921,1115.208846,111.1926923,0.007307692,0.024188904,0.022565525,0.004384636,0.000461835,2.83937E-08,0.674861538,0.004307568,0.000418878,4.79853E-08,0
Base,364,0.05,1,0,-233412006,1473204640,22153228,11879726,237594.52,22153228,15744288,198239,246352,0,21905928,11879726,11705168.13,276260.6996,2083.17011,272876.7248,2767.663407,3352.451648,0,0.023601355,0.007547551,0.010460442,0.011922345,0,0.710700688,0.009363566,0.010941111,0,0
Base,364,0.05,1,0,-221132762,684634004,20382665,17306112,346122.24,20382665,13987819,147660,156651,0,20265541,17306112,11703687.01,244516.3991,9440.395385,233879.1241,1876.108626,2065.82533,0.000549451,0.020892136,0.038610593,0.007993341,0.008750357,2.57886E-09,0.686241151,0.007578307,0.007989073,0,0
Base,364,0.05,1,0,-170858306,191760704,16325882,7599486,151989.72,16325882,11053067,735937,188656,4,16142315,7599486,11705030.69,196851.403,3332.287418,192560.4052,8861.784341,2526.497802,0.031593407,0.016818381,0.016901737,0.04382648,0.01223864,1.53162E-07,0.677092029,0.043863519,0.01103348,2.34009E-07,0
Base,364,0.05,1,0,-217586330,1276513213,21758633,0,0,21758633,14381472,116750,135,0,21640308,0,11702592.63,300012.385,10042.01819,288692.747,1898.689396,2.247582418,0,0.025636343,0.033470113,0.006162016,7.97108E-06,0,0.66095786,0.005230831,6.58553E-06,0,0
Base,364,0.05,1,0,-151817104,2010095345,14219555,9621554,192431.08,14219555,9480033,557311,170492,0,14092357,9621554,11692443.46,204615.7298,2014.978846,201765.7248,8032.469725,2671.840989,0.000604396,0.017499346,0.009824713,0.037876976,0.011272921,2.80023E-09,0.666894176,0.037801625,0.01037335,0,0
Base,364,0.05,1,0,-236174698,562890537,21973634,16438358,328767.16,21973634,15545856,420693,230211,0,21790446,16438358,11704368.41,277729.6783,1608.928516,274830.4247,5486.318187,3331.672527,0,0.023727968,0.005800148,0.021061089,0.012626679,0,0.707470447,0.020438221,0.011059585,0,0
Base,364,0.05,1,0,-145405917,1991894016,14344731,1958607,39172.14,14344731,9917815,137618,249166,0,14069070,1958607,11713655.37,206804.0073,3825.894505,202135.6902,2138.497802,3873.192747,0,0.017656834,0.018512074,0.007910257,0.019901322,2.05849E-10,0.691545464,0.007359582,0.018462271,0,0
Base,364,0.05,1,0,-189425592,2059558335,17659774,12827852,256557.04,17659774,11846312,331865,541691,0,17529322,12827852,11703425,218256.4662,4507.09478,212712.4083,4165.92544,6754.981923,0.01532967,0.018649937,0.0206427,0.017480039,0.03011981,6.29149E-08,0.670876609,0.017233786,0.029864829,0,0
Base,364,0.05,1,0,-207174187,1548848132,19354380,13630387,272607.74,19354380,13356918,203394,213007,1,19185699,13630387,11698298.24,278471.7272,9191.678187,268143.5776,3082.91956,3443.421264,0.017692308,0.0238045,0.033006016,0.011066458,0.012356737,6.43259E-08,0.690119584,0.010531182,0.011031833,5.21503E-08,0
Base,364,0.05,1,0,-150266282,1445089264,14740959,2856692,57133.84,14740959,10210250,183075,215486,0,14510179,2856692,11705155.51,221042.0441,4469.98544,215706.5119,2881.552747,3664.137802,0.00010989,0.018884635,0.020222281,0.01116594,0.017496614,5.9173E-10,0.692719823,0.010642778,0.015431759,0,0
Base,364,0.05,1,0,-191808988,440333132,17791406,13894928,277898.56,17791406,12922758,170720,224754,2,17644014,13894928,11702492.19,253639.1823,8751.92978,243842.5411,2591.957418,3357.149451,0.035659341,0.021674121,0.034503833,0.009243579,0.012498496,1.29398E-07,0.72639679,0.008714052,0.011958845,1.02707E-07,0
Base,364,0.05,1,0,-183897718,1902626894,18389444,3278,65.56,18389444,13240170,468156,11529,0,18310146,3278,11697031.66,252056.3598,5212.411374,245764.0192,6472.586868,177.4081319,0.001648352,0.021548582,0.020675925,0.024715402,0.000660567,7.01568E-09,0.720012523,0.024522135,0.000589841,0,0
Base,364,0.05,1,0,-160852279,1050447574,16081992,32359,647.18,16081992,11318256,140814,67342,0,15978409,32359,11704723.5,223248.3317,6581.784725,215722.1679,2132.764121,1124.286923,0,0.019074415,0.029480526,0.007760922,0.004624615,0,0.703947791,0.007160452,0.00385691,0,0
Base,364,0.05,1,0,-204083147,955599795,20378480,298347,5966.94,20378480,13286407,219229,522184,4,19845071,298347,11696549.9,254717.3276,10312.38692,243208.3948,2791.958132,7624.265604,0.016648352,0.021777336,0.040483629,0.011555456,0.029756376,7.23292E-08,0.651981099,0.011337878,0.025473719,2.09611E-07,0
Base,364,0.05,1,0,-149837209,1011883393,13869308,11144129,222882.58,13869308,9004594,918305,148404,669,13746089,11144129,11705778.57,178915.4765,7088.469121,171012.4821,11885.05516,2098.870714,8.812527473,0.015285657,0.039582381,0.060962148,0.008792334,4.45748E-05,0.649565932,0.060797712,0.008058496,4.33156E-05,0
Base,364,0.05,1,0,-206954259,1031167160,19781195,9142309,182846.18,19781195,12928576,635526,179590,5,19652040,9142309,11714905.12,238638.1271,3163.901099,234312.603,7693.999615,2277.382637,0.067692308,0.020371206,0.013254711,0.031868655,0.009505872,2.79962E-07,0.653579078,0.031758672,0.009058281,2.41371E-07,0
Base,364,0.05,1,0,-227368899,185306462,20914817,18220729,364414.58,20914817,14092133,217928,1562071,1,20782344,18220729,11702929.48,279271.4854,6692.945714,271350.4654,2978.060495,20726.00242,0.002032967,0.023863115,0.023967604,0.011105049,0.073765308,7.89966E-09,0.673777527,0.010858759,0.074246981,4.84354E-08,0
Base,364,0.05,1,0,-217453223,1970666735,20063216,16821063,336421.26,20063216,13919036,114388,189743,0,19933193,16821063,11702726.03,245753.7055,9121.711484,235453.9609,1519.190934,2444.100824,0.011758242,0.020999734,0.037115407,0.006002261,0.009832675,4.72305E-08,0.693764356,0.005561699,0.009376671,0,0
Base,364,0.05,1,0,-222741578,1048507393,20694194,15799638,315992.76,20694194,14467676,172261,387491,0,20531898,15799638,11707927.51,293999.1335,1860.052308,290924.0532,2660.173352,5639.166044,0,0.025111106,0.006327854,0.009073716,0.019148052,0,0.699118551,0.008364803,0.018699203,0,0
Base,364,0.05,1,0,-194903171,1524233456,19490296,211,4.22,19490296,13405282,150805,7385,0,19386187,211,11704512.89,262504.0156,5335.996044,256023.5466,2109.195824,109.0651648,0,0.022427495,0.020330966,0.008183809,0.000434939,0,0.687792406,0.007885899,0.000395825,0,0
Base,364,0.05,1,0,-201630001,1913783328,20162950,501,10.02,20162950,14209486,342238,6997,0,20111636,501,11710037.26,248017.1526,2170.338626,244662.8764,4181.863956,100.8743407,0.000604396,0.021179916,0.008751213,0.016781417,0.000410881,2.84723E-09,0.704731532,0.016901015,0.000348303,0,0
Base,364,0.05,1,0,-168973759,921658859,16115938,7814379,156287.58,16115938,10405523,239540,145878,0,15943695,7814379,11707050.03,204768.4137,5870.342363,197951.7131,3144.923901,2034.179835,0.001648352,0.017492276,0.028657624,0.013037636,0.009647006,7.73429E-09,0.645784828,0.012629287,0.008806433,0,0
Base,364,0.05,1,0,-180051526,1500078746,16607221,13979316,279586.32,16607221,11184872,152028,390635,2,16495878,13979316,11707997.22,253387.4794,4765.048407,247647.1516,2502.009396,6053.824835,0.026593407,0.021642849,0.018786341,0.008748326,0.022902193,9.21911E-08,0.673542729,0.008140731,0.022570093,1.0456E-07,0
Base,364,0.05,1,0,-166906038,1578518994,16690491,1128,22.56,16690491,11284319,184802,4656,0,16589772,1128,11705346.39,255003.2949,8161.185769,245861.9514,2942.222802,78.8543956,0.00010989,0.02178591,0.032014818,0.010831102,0.000288582,7.95319E-10,0.676194369,0.010403656,0.000261716,0,0
Base,364,0.05,1,0,-232529884,1015235917,21895333,13576554,271531.08,21895333,15643404,221717,639310,0,21641307,13576554,11708629.65,305674.5026,10861.57489,293527.289,3101.108407,8896.845385,0.000274725,0.026106127,0.035540461,0.010497736,0.028330077,1.07168E-09,0.714460471,0.01047987,0.028431774,0,0
