Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
42,2126584341,0,1,-1,1000,0.05,0.05,1,0.815374251,0.986373911,0.984275234,0.224417311,0.224417311,0.224417311,0.224417311,1.20177E-05,1.40634E-05,0.817999267,0.817999267,0,4.755987687,3.877909899,4.691182174,4.681200894,4.755987687,3.877909899,4.691182174,4.681200894,0.022617998,0.018542149,0.022463068,0.022463068,0.977382002,0.981457851,0.955073864,0.977536932,10000000,9773820.022,4005.448726,94.20702444,94.20702444,0,212013.1371,4986.489193,4986.489193,0,0.315320337,1.922564194,0.033480872,0.013401418,3.171378065,0.520138679,29.86780009,74.61896999
43,244445775,0,1,-1,1000,0.05,0.05,1,0.881164852,0.981093097,0.779718269,0.294510071,0.294510071,0.294510071,0.294510071,1.44842E-05,1.45734E-05,0.972759797,0.972759797,0,3.539320685,3.118724987,3.472403091,2.759672999,3.539320685,3.118724987,3.472403091,2.759672999,0.021621229,0.016531506,0.015177603,0.015177603,0.978378771,0.983468494,0.969644794,0.984822397,10000000,9783787.715,3465.815646,54.24953011,54.24953011,0,206183.301,3227.334727,3227.334727,0,0.503294427,2.228782972,0.011085951,0.019826219,1.986908549,0.448675359,90.20426031,50.43826066
44,752250422,0,1,-1,1000,0.05,0.05,1,0.893773972,0.938963165,0.885809411,0.387700555,0.387700555,0.387700555,0.387700555,1.26219E-05,1.3851E-05,0.964898466,0.964898466,0,2.747696679,2.455819773,2.579985969,2.433935577,2.747696679,2.455819773,2.579985969,2.433935577,0.024807544,0.016693336,0.009126746,0.009126746,0.975192456,0.983306664,0.981746508,0.990873254,10000000,9751924.563,4065.61518,37.79574057,37.79574057,0,239481.5791,2226.325718,2226.325718,0,0.843773395,2.059922338,0.033009353,0.005861434,1.185152324,0.485455195,30.29444442,170.6067256
45,1145493271,0,1,-1,1000,0.05,0.05,1,0.754752712,0.938369835,0.77843165,0.363609779,0.363609779,0.363609779,0.363609779,5.69305E-06,9.11584E-06,0.930121881,0.930121881,0,3.124355393,2.358115707,2.931800856,2.432097124,3.124355393,2.358115707,2.931800856,2.432097124,0.023585033,0.000932136,0.006475124,0.006475124,0.976414967,0.999067864,0.987049752,0.993524876,10000000,9764149.667,216.997558,1.423521062,1.423521062,0,232579.0147,1525.736644,1525.736644,0,0.649371299,2.349306902,0.026034336,0.01417586,1.539951029,0.425657456,38.410812,70.54245577
46,1364848572,0,1,-1,1000,0.05,0.05,1,0.861476275,0.852096615,0.861072689,0.317166349,0.317166349,0.317166349,0.317166349,9.52815E-06,1.32219E-05,0.972278837,0.972278837,0,3.642388321,3.137831124,3.103666761,3.136361105,3.642388321,3.137831124,3.103666761,3.136361105,0.020896754,0.019733213,0.004818242,0.004818242,0.979103246,0.980266787,0.990363517,0.995181758,10000000,9791032.457,4083.864129,19.86850698,19.86850698,0,202869.9668,986.9876233,986.9876233,0,0.513695046,1.99053183,0.022148022,0.027437066,1.946680249,0.502378302,45.15075907,36.44704546
47,1174222617,0,1,-1,1000,0.05,0.05,1,0.775883418,0.841011722,0.823546739,0.287651137,0.287651137,0.287651137,0.287651137,9.37257E-06,9.01251E-06,0.846850482,0.846850482,0,3.826558711,2.968963453,3.218180732,3.15134995,3.826558711,2.968963453,3.218180732,3.15134995,0.026348941,0.012859335,0.013971393,0.013971393,0.973651059,0.987140665,0.972057213,0.986028607,10000000,9736510.591,3293.620152,47.33925313,47.33925313,0,252833.1608,3633.974911,3633.974911,0,0.440551671,2.068374022,0.035972058,0.00654936,2.269881301,0.483471553,27.79935433,152.6866746
48,2116170451,0,1,-1,1000,0.05,0.05,1,0.882955829,0.75955855,0.793026569,0.411325259,0.411325259,0.411325259,0.411325259,8.18176E-06,1.19836E-05,0.914735559,0.914735559,0,3.037981169,2.682403181,2.307524572,2.409199784,3.037981169,2.682403181,2.307524572,2.409199784,0.020831931,0.009007642,0.013555586,0.013555586,0.979168069,0.990992358,0.972888828,0.986444414,10000000,9791680.689,1825.592504,25.43659184,25.43659184,0,200845.9383,2798.453732,2798.453732,0,0.768437152,2.018965324,0.037988247,0.017927865,1.301342599,0.495303207,26.32393111,55.77909097
49,77531905,0,1,-1,1000,0.05,0.05,1,0.773802651,0.979759397,0.980066836,0.197381281,0.197381281,0.197381281,0.197381281,1.23212E-05,1.22399E-05,0.943448281,0.943448281,0,5.702470941,4.412587131,5.587049491,5.58880265,5.702470941,4.412587131,5.587049491,5.58880265,0.02060247,0.009720562,0.009374603,0.009374603,0.97939753,0.990279438,0.981250793,0.990625397,10000000,9793975.302,1965.127332,18.77429237,18.77429237,0,200196.7705,1912.625529,1912.625529,0,0.24656843,1.905346798,0.026950246,0.01366749,4.055669248,0.524838838,37.10541278,73.16632394
50,1448019430,0,1,-1,1000,0.05,0.05,1,0.773262991,0.795139356,0.912948011,0.367967891,0.367967891,0.367967891,0.367967891,1.30503E-05,6.05663E-06,0.82264835,0.82264835,0,3.442013344,2.661581532,2.736880273,3.142379235,3.442013344,2.661581532,2.736880273,3.142379235,0.021036553,0.006988572,0.031353978,0.031353978,0.978963447,0.993011428,0.937292044,0.968646022,10000000,9789634.467,1377.964352,46.09519968,46.09519968,0,195795.9764,6549.701098,6549.701098,0,0.585661958,2.088012278,0.034005793,0.018749402,1.707469619,0.478924387,29.40675431,53.33503398
51,1145484262,0,1,-1,1000,0.05,0.05,1,0.79376525,0.874880474,0.847576835,0.297520402,0.297520402,0.297520402,0.297520402,5.68529E-06,1.49952E-05,0.942237601,0.942237601,0,3.419619123,2.714374826,2.991758,2.898389954,3.419619123,2.714374826,2.991758,2.898389954,0.023411631,0.017525657,0.00525054,0.00525054,0.976588369,0.982474343,0.98949892,0.99474946,10000000,9765883.693,4059.955638,21.54318571,21.54318571,0,227597.8773,1207.693821,1207.693821,0,0.544244736,1.812448353,0.027439708,0.035939668,1.837408675,0.55173986,36.44353624,27.82440874
52,418949879,0,1,-1,1000,0.05,0.05,1,0.767638413,0.914301588,0.845258874,0.366562257,0.366562257,0.366562257,0.366562257,6.36779E-06,9.13537E-06,0.975265384,0.975265384,0,2.854099316,2.19091627,2.609507537,2.412452775,2.854099316,2.19091627,2.609507537,2.412452775,0.025142231,0.018448151,0.003506778,0.003506778,0.974857769,0.981551849,0.992986445,0.996493222,10000000,9748577.687,4605.746077,16.26540564,16.26540564,0,245053.2027,865.4167379,865.4167379,0,0.782653649,1.993740214,0.025353387,0.030858274,1.277704386,0.50156986,39.44246234,32.40621931
53,1553209993,0,1,-1,1000,0.05,0.05,1,0.893494389,0.794756262,0.96087899,0.392582547,0.392582547,0.392582547,0.392582547,1.0515E-05,5.47548E-06,0.962683881,0.962683881,0,3.006805371,2.686563727,2.389677397,2.889176106,3.006805371,2.686563727,2.389677397,2.889176106,0.022716122,0.017727909,0.030730827,0.030730827,0.977283878,0.982272091,0.938538346,0.969269173,10000000,9772838.778,3779.581544,123.7559098,123.7559098,0,209419.9358,6857.096315,6857.096315,0,0.76433824,1.949046962,0.027449765,0.005868438,1.308321301,0.51307127,36.43018471,170.4031094
54,1873269273,0,1,-1,1000,0.05,0.05,1,0.99858138,0.870206772,0.792875888,0.303665208,0.303665208,0.303665208,0.303665208,1.03296E-05,8.68231E-06,0.87534099,0.87534099,0,3.88028003,3.874775387,3.376645959,3.076580475,3.88028003,3.874775387,3.376645959,3.076580475,0.020460204,0.015096696,0.013008286,0.013008286,0.979539796,0.984903304,0.973983428,0.986991714,10000000,9795397.959,3008.454352,40.18018512,40.18018512,0,196270.5432,2621.341671,2621.341671,0,0.459819001,2.18363241,0.005782952,0.009383601,2.174768765,0.457952536,172.9220616,106.5688984
55,1491170646,0,1,-1,1000,0.05,0.05,1,0.983414447,0.978045127,0.838690235,0.396706444,0.396706444,0.396706444,0.396706444,1.0489E-05,6.11033E-06,0.847583035,0.847583035,0,2.815521983,2.768824994,2.753707556,2.361350794,2.815521983,2.768824994,2.753707556,2.361350794,0.021654413,0.002484411,0.031061072,0.031061072,0.978345587,0.997515589,0.937877855,0.968938928,10000000,9783455.871,504.5637567,16.7103757,16.7103757,0,202587.3794,6709.382466,6709.382466,0,0.870284681,1.910320491,0.014973549,0.020409122,1.149049296,0.523472373,66.78443232,48.99769861
56,1473204640,0,1,-1,1000,0.05,0.05,1,0.824673285,0.867951883,0.90459177,0.3553353,0.3553353,0.3553353,0.3553353,1.03627E-05,8.84929E-06,0.968016949,0.968016949,0,3.32105534,2.738785617,2.882516236,3.004199327,3.32105534,2.738785617,2.882516236,3.004199327,0.021243601,0.009104034,0.017016552,0.017016552,0.978756399,0.990895966,0.965966897,0.982983448,10000000,9787563.985,1868.203843,32.91043102,32.91043102,0,203337.9542,3582.017958,3582.017958,0,0.626361029,2.121809775,0.004756702,0.032451538,1.596523336,0.471295783,210.2296722,30.8151806
57,1303380957,0,1,-1,1000,0.05,0.05,1,0.809397501,0.86056379,0.781346809,0.384335644,0.384335644,0.384335644,0.384335644,6.39716E-06,8.05599E-06,0.882803001,0.882803001,0,2.58938626,2.095842767,2.228332055,2.023208691,2.58938626,2.095842767,2.228332055,2.023208691,0.024343297,0.003213707,0.038544178,0.038544178,0.975656703,0.996786293,0.922911644,0.961455822,10000000,9756567.028,722.0143843,30.15397112,30.15397112,0,223945.1096,9352.769857,9352.769857,0,0.874945643,2.314818011,0.03328307,0.007082469,1.142928144,0.431999403,30.0453053,141.1937028
58,502960044,0,1,-1,1000,0.05,0.05,1,0.865718495,0.84527006,0.989234215,0.38218824,0.38218824,0.38218824,0.38218824,1.45223E-05,1.24204E-05,0.836019539,0.836019539,0,2.877636996,2.491223571,2.432380395,2.846656976,2.877636996,2.491223571,2.432380395,2.846656976,0.020061696,0.019866605,0.013365199,0.013365199,0.979938304,0.980133395,0.973269603,0.986634801,10000000,9799383.045,3879.041781,53.26803994,53.26803994,0,191375.3426,2628.017425,2628.017425,0,0.869074471,1.69457986,0.022181525,0.027473787,1.150649379,0.590116774,45.0825624,36.39833173
59,1578518994,0,1,-1,1000,0.05,0.05,1,0.891836458,0.827457583,0.905432678,0.313831625,0.313831625,0.313831625,0.313831625,9.43852E-06,7.20029E-06,0.91885004,0.91885004,0,3.060082384,2.729093034,2.532088374,2.770698587,3.060082384,2.729093034,2.532088374,2.770698587,0.026241766,0.000972041,0.00311576,0.00311576,0.973758234,0.999027959,0.99376848,0.99688424,10000000,9737582.335,253.4911278,0.794770117,0.794770117,0,260528.913,816.8356679,816.8356679,0,0.60576743,2.266584162,0.035178545,0.004356011,1.650798558,0.44119253,28.42641757,229.5678546
60,562890537,0,1,-1,1000,0.05,0.05,1,0.940691356,0.807898694,0.815058725,0.425453196,0.425453196,0.425453196,0.425453196,1.41895E-05,7.54928E-06,0.982631939,0.982631939,0,2.715094605,2.554066026,2.193521386,2.212961547,2.715094605,2.554066026,2.193521386,2.212961547,0.019522616,0.012468189,0.028061526,0.028061526,0.980477384,0.987531811,0.943876948,0.971938474,10000000,9804773.844,2297.506531,68.30502604,68.30502604,0,181971.9617,5410.038848,5410.038848,0,0.984018839,2.133159044,0.003567486,0.006121552,1.016240706,0.468788299,280.3094019,163.3572572
61,486435514,0,1,-1,1000,0.05,0.05,1,0.993708252,0.979800533,0.959354852,0.306775767,0.306775767,0.306775767,0.306775767,1.06571E-05,9.58504E-06,0.902780588,0.902780588,0,3.273775572,3.253177803,3.207647052,3.140712481,3.273775572,3.253177803,3.207647052,3.140712481,0.020952534,0.008547586,0.027432701,0.027432701,0.979047466,0.991452414,0.945134598,0.972567299,10000000,9790474.66,1692.67553,49.13021074,49.13021074,0,196336.9724,5698.715826,5698.715826,0,0.584752188,1.982785809,0.017663697,0.003915791,1.710126136,0.50434091,56.61328899,255.3762756
62,1691494749,0,1,-1,1000,0.05,0.05,1,0.894362886,0.76347598,0.865847023,0.370030287,0.370030287,0.370030287,0.370030287,1.10937E-05,7.05538E-06,0.962739167,0.962739167,0,2.901491378,2.594986203,2.215218973,2.512247672,2.901491378,2.594986203,2.215218973,2.512247672,0.022281231,0.017204854,0.017970968,0.017970968,0.977718769,0.982795146,0.964058063,0.982029032,10000000,9777187.688,3695.671513,68.89086721,68.89086721,0,211108.3346,3935.262157,3935.262157,0,0.731037418,2.374145418,0.020023638,0.02941102,1.367919036,0.421204191,49.94097489,34.00086111
63,37809905,0,1,-1,1000,0.05,0.05,1,0.877723536,0.793203717,0.887883998,0.346689723,0.346689723,0.346689723,0.346689723,6.43101E-06,5.12492E-06,0.947371069,0.947371069,0,3.597956037,3.158010697,2.853912101,3.194567592,3.597956037,3.158010697,2.853912101,3.194567592,0.022030873,0.016472265,0.029620273,0.029620273,0.977969127,0.983527735,0.940759454,0.970379727,10000000,9779691.272,3414.00085,107.4914922,107.4914922,0,203843.5179,6418.1132,6418.1132,0,0.521506158,2.232531517,0.035332117,0.037075033,1.917522901,0.447922008,28.30286088,26.97232915
64,440333132,0,1,-1,1000,0.05,0.05,1,0.881194977,0.907414051,0.793508732,0.372663459,0.372663459,0.372663459,0.372663459,1.15056E-05,1.11225E-05,0.920803037,0.920803037,0,2.935312897,2.586582981,2.663544166,2.329196416,2.935312897,2.586582981,2.663544166,2.329196416,0.024452706,0.019201821,0.029511361,0.029511361,0.975547294,0.980798179,0.940977278,0.970488639,10000000,9755472.938,4418.231756,138.5666115,138.5666115,0,225676.1777,7077.759829,7077.759829,0,0.698339023,2.496151138,0.032747411,0.011285679,1.431969239,0.400616767,30.53676516,88.60787246
65,1015140137,0,1,-1,1000,0.05,0.05,1,0.783142933,0.793745305,0.766956077,0.349375765,0.349375765,0.349375765,0.349375765,1.33471E-05,6.62169E-06,0.827217987,0.827217987,0,2.749456108,2.153217122,2.182367877,2.10871207,2.749456108,2.153217122,2.182367877,2.10871207,0.023861435,0.008637354,0.004839115,0.004839115,0.976138565,0.991362646,0.990321771,0.995160885,10000000,9761385.646,2041.049954,9.973399462,9.973399462,0,234263.9392,1144.708801,1144.708801,0,0.75084651,2.361013662,0.03102428,0.028646842,1.331830124,0.423546893,32.23281943,34.90786167
66,507989609,0,1,-1,1000,0.05,0.05,1,0.92936538,0.979060381,0.847936193,0.394297476,0.394297476,0.394297476,0.394297476,1.13612E-05,7.15355E-06,0.856414365,0.856414365,0,2.946191171,2.738088079,2.884499049,2.498182125,2.946191171,2.738088079,2.884499049,2.498182125,0.019179559,0.019447134,0.027301349,0.027301349,0.980820441,0.980552866,0.945397302,0.972698651,10000000,9808204.409,3526.213361,101.830608,101.830608,0,177796.8207,5134.447777,5134.447777,0,0.859981961,1.689659409,0.021965264,0.037108565,1.162815089,0.591835251,45.52642662,26.94795679
67,1221317410,0,1,-1,1000,0.05,0.05,1,0.807255166,0.841674515,0.938900536,0.279062033,0.279062033,0.279062033,0.279062033,1.14799E-05,1.03749E-05,0.932807349,0.932807349,0,3.707012563,2.992505043,3.120098,3.480516083,3.707012563,2.992505043,3.120098,3.480516083,0.024893419,0.012150006,0.026577488,0.026577488,0.975106581,0.987849994,0.946845023,0.973422512,10000000,9751065.806,2863.781974,80.38499443,80.38499443,0,232838.321,6535.660642,6535.660642,0,0.468178252,2.218990642,0.005492341,0.006700241,2.135938601,0.450655348,182.0717089,149.2483624
68,1055363844,0,1,-1,1000,0.05,0.05,1,0.877054881,0.934509488,0.910390482,0.441439988,0.441439988,0.441439988,0.441439988,9.10914E-06,1.00884E-05,0.844064361,0.844064361,0,2.734070853,2.397930186,2.555015153,2.489072081,2.734070853,2.397930186,2.555015153,2.489072081,0.021377744,0.005841774,0.017523515,0.017523515,0.978622256,0.994158226,0.96495297,0.982476485,10000000,9786222.556,1205.071378,21.88405749,21.88405749,0,205080.108,3724.248168,3724.248168,0,0.953865502,2.168761392,0.020699356,0.013922011,1.048365832,0.461092679,48.31068148,71.82870407
69,1848018347,0,1,-1,1000,0.05,0.05,1,0.835825158,0.897236306,0.803663942,0.381090193,0.381090193,0.381090193,0.381090193,6.66331E-06,1.13695E-05,0.825587045,0.825587045,0,2.520181538,2.106431132,2.261198373,2.025379029,2.520181538,2.106431132,2.261198373,2.025379029,0.026240979,0.004616945,0.022024046,0.022024046,0.973759021,0.995383055,0.955951908,0.977975954,10000000,9737590.211,1158.165969,26.68282849,26.68282849,0,249692.9725,5752.642488,5752.642488,0,0.974050358,2.025654374,0.01451197,0.024822151,1.026640965,0.493667633,68.90862976,40.28659702
70,191760704,0,1,-1,1000,0.05,0.05,1,0.98835606,0.778821787,0.965567956,0.374501259,0.374501259,0.374501259,0.374501259,5.53812E-06,1.03286E-05,0.890899252,0.890899252,0,3.116044885,3.079761845,2.426843647,3.00875309,3.116044885,3.079761845,2.426843647,3.00875309,0.021100144,0.01684215,0.012735295,0.012735295,0.978899856,0.98315785,0.974529411,0.987264705,10000000,9788998.556,3463.202703,45.25764581,45.25764581,0,202163.9106,2641.907923,2641.907923,0,0.7289752,1.820849246,0.01343602,0.029004661,1.371788781,0.549194285,74.42680424,34.47721713
71,1471868215,0,1,-1,1000,0.05,0.05,1,0.906553462,0.961817243,0.760480793,0.10014266,0.10014266,0.10014266,0.10014266,6.05479E-06,7.01808E-06,0.958411592,0.958411592,0,10.53086825,9.54679507,10.12877067,8.008523038,10.53086825,9.54679507,10.12877067,8.008523038,0.022232624,0.018573825,0.000686985,0.000686985,0.977767376,0.981426175,0.998626031,0.999313015,10000000,9777673.759,4123.774878,2.836868037,2.836868037,0,217896.9965,149.8978589,149.8978589,0,0.111107909,2.03015955,0.016895962,0.018838225,9.000259411,0.492572123,59.18573843,53.08355882
72,1084822030,0,1,-1,1000,0.05,0.05,1,0.825480126,0.890046521,0.911866336,0.170515774,0.170515774,0.170515774,0.170515774,1.42304E-05,9.78528E-06,0.939396916,0.939396916,0,5.998284481,4.951464632,5.338752234,5.469633692,5.998284481,4.951464632,5.338752234,5.469633692,0.02705015,0.004378971,0.017150215,0.017150215,0.97294985,0.995621029,0.965699571,0.982849785,10000000,9729498.5,1143.88863,20.31473984,20.31473984,0,260079.2933,4618.84404,4618.84404,0,0.21912211,2.455007915,0.024514458,0.004998049,4.563665448,0.407330662,40.79225373,200.0780639
73,1653009108,0,1,-1,1000,0.05,0.05,1,0.960962518,0.920695641,0.795928368,0.133355189,0.133355189,0.133355189,0.133355189,6.13828E-06,8.4162E-06,0.866549386,0.866549386,0,7.768137898,7.464889359,7.152090705,6.182881322,7.768137898,7.464889359,7.152090705,6.182881322,0.024542867,0.017913665,0.038015701,0.038015701,0.975457133,0.982086335,0.923968598,0.961984299,10000000,9754571.331,4062.252948,167.1370585,167.1370585,0,222706.1299,9163.005831,9163.005831,0,0.160514222,2.221280599,0.007732031,0.02281205,6.229977562,0.45019076,129.3321281,43.83648026
74,2093518644,0,1,-1,1000,0.05,0.05,1,0.808118234,0.832895495,0.762142857,0.233947274,0.233947274,0.233947274,0.233947274,1.23435E-05,1.48828E-05,0.949414778,0.949414778,0,5.568534569,4.500034323,4.638007358,4.244018845,5.568534569,4.500034323,4.638007358,4.244018845,0.023381323,0.005806393,0.037658994,0.037658994,0.976618677,0.994193607,0.924682011,0.962341006,10000000,9766186.77,1255.358949,51.12628446,51.12628446,0,214947.5288,8754.044818,8754.044818,0,0.258481153,2.031058987,0.03520273,0.024573449,3.868754015,0.492353992,28.40688748,40.69432846
75,760520783,0,1,-1,1000,0.05,0.05,1,0.912201664,0.751667548,0.871745328,0.129197879,0.129197879,0.129197879,0.129197879,1.12832E-05,5.42363E-06,0.912667057,0.912667057,0,7.56938599,6.904806494,5.68966181,6.598576875,7.56938599,6.904806494,5.68966181,6.598576875,0.023436425,0.011316153,0.012498106,0.012498106,0.976563575,0.988683847,0.975003787,0.987501894,10000000,9765635.753,2585.809085,33.14624767,33.14624767,0,225920.2193,2895.963043,2895.963043,0,0.165354428,2.036928125,0.009720495,0.018124297,6.047615486,0.490935339,102.8754242,55.1745538
76,1316120340,0,1,-1,1000,0.05,0.05,1,0.920162882,0.757688055,0.793156958,0.370193267,0.370193267,0.370193267,0.370193267,5.67474E-06,1.44717E-05,0.988197057,0.988197057,0,2.617258307,2.408303947,1.983065355,2.075896637,2.617258307,2.408303947,1.983065355,2.075896637,0.026459888,0.016520807,0.002649563,0.002649563,0.973540112,0.983479193,0.994700875,0.997350437,10000000,9735401.118,4348.222481,11.58226345,11.58226345,0,258848.5173,689.4890347,689.4890347,0,0.823705346,2.52635004,0.020780188,0.036884646,1.214026357,0.395827967,48.1227598,27.11155194
77,1869302732,0,1,-1,1000,0.05,0.05,1,0.889966942,0.940177188,0.75806443,0.12020818,0.12020818,0.12020818,0.12020818,7.68094E-06,6.81331E-06,0.899578474,0.899578474,0,9.858701597,8.773918511,9.268926345,7.473531012,9.858701597,8.773918511,9.268926345,7.473531012,0.022795844,0.002769135,0.02066809,0.02066809,0.977204156,0.997230865,0.958663819,0.97933191,10000000,9772041.562,605.1542482,13.04668272,13.04668272,0,217930.3529,4698.418919,4698.418919,0,0.123065061,1.684910742,0.014214964,0.034848605,8.125783137,0.593503249,70.34840323,28.69555308
78,598655489,0,1,-1,1000,0.05,0.05,1,0.880872375,0.967256502,0.867410306,0.353371468,0.353371468,0.353371468,0.353371468,1.42699E-05,8.88439E-06,0.870380022,0.870380022,0,3.501292767,3.084192075,3.386648195,3.03705743,3.501292767,3.084192075,3.386648195,3.03705743,0.022577533,0.01076212,0.01893043,0.01893043,0.977422467,0.98923788,0.96213914,0.98106957,10000000,9774224.666,2337.826179,45.99756158,45.99756158,0,214889.4592,4228.026541,4228.026541,0,0.546262171,2.228440864,0.032097382,0.018051884,1.830622829,0.448744239,31.15518892,55.39588011
79,719594290,0,1,-1,1000,0.05,0.05,1,0.832695467,0.885127462,0.76949555,0.255841651,0.255841651,0.255841651,0.255841651,1.31216E-05,6.97691E-06,0.811442204,0.811442204,0,4.246118311,3.535723468,3.758355923,3.267369145,4.246118311,3.535723468,3.758355923,3.267369145,0.022618496,0.011691654,0.03052629,0.03052629,0.977381504,0.988308346,0.93894742,0.96947371,10000000,9773815.041,2483.024104,80.72604733,80.72604733,0,209892.76,6823.861617,6823.861617,0,0.38303954,1.773256839,0.037680192,0.020706443,2.610696538,0.5639341,26.53914267,48.29414747
80,166058782,0,1,-1,1000,0.05,0.05,1,0.811812057,0.91810623,0.893284899,0.394140457,0.394140457,0.394140457,0.394140457,7.56027E-06,1.03503E-05,0.822046644,0.822046644,0,2.804151242,2.276443788,2.574508725,2.504905958,2.804151242,2.276443788,2.574508725,2.504905958,0.025374555,0.016216544,0.031495769,0.031495769,0.974625445,0.983783456,0.937008463,0.968504231,10000000,9746254.451,3855.673405,129.6011743,129.6011743,0,233906.0532,7862.309895,7862.309895,0,0.816995054,2.183014413,0.019713577,0.019598748,1.223997619,0.458082179,50.72646041,51.02366791
81,496364008,0,1,-1,1000,0.05,0.05,1,0.932550695,0.915302371,0.87336511,0.384174392,0.384174392,0.384174392,0.384174392,1.02581E-05,8.2625E-06,0.880089888,0.880089888,0,2.947299167,2.748505886,2.697669915,2.574068262,2.947299167,2.748505886,2.697669915,2.574068262,0.022794145,0.004373146,0.037524722,0.037524722,0.977205855,0.995626854,0.924950556,0.962475278,10000000,9772058.55,922.0102663,37.40543603,37.40543603,0,209912.5608,8516.034096,8516.034096,0,0.751109375,2.402169946,0.007460529,0.024122608,1.331364025,0.41629028,134.0387583,41.45488752
82,1931305835,0,1,-1,1000,0.05,0.05,1,0.947083124,0.929135427,0.929592176,0.279738337,0.279738337,0.279738337,0.279738337,5.59067E-06,1.30821E-05,0.855351517,0.855351517,0,3.902918617,3.696388357,3.626339957,3.628122609,3.902918617,3.696388357,3.626339957,3.628122609,0.025242019,0.009504854,0.013788672,0.013788672,0.974757981,0.990495146,0.972422656,0.986211328,10000000,9747579.812,2333.052898,33.0820147,33.0820147,0,243126.0573,3447.457111,3447.457111,0,0.43127716,2.185647063,0.014655016,0.010036168,2.318694549,0.457530411,68.2360225,99.63962554
83,1521020414,0,1,-1,1000,0.05,0.05,1,0.795112075,0.970618609,0.784594603,0.246709333,0.246709333,0.246709333,0.246709333,1.05542E-05,1.38943E-05,0.976891493,0.976891493,0,4.769830327,3.792549688,4.629686078,3.742383131,4.769830327,3.792549688,4.629686078,3.742383131,0.025897298,0.019125689,0.027804067,0.027804067,0.974102702,0.980874311,0.944391866,0.972195933,10000000,9741027.023,4677.607374,137.714558,137.714558,0,239894.3653,7062.787412,7062.787412,0,0.312800286,2.348806596,0.033379136,0.022551483,3.19692802,0.425748123,29.95883413,44.3429822
84,1843377497,0,1,-1,1000,0.05,0.05,1,0.770725374,0.958542148,0.9684432,0.27867609,0.27867609,0.27867609,0.27867609,1.29351E-05,1.12325E-05,0.86855596,0.86855596,0,4.278936929,3.297885266,4.101541396,4.143907372,4.278936929,3.297885266,4.101541396,4.143907372,0.021364482,0.010911266,0.027952723,0.027952723,0.978635518,0.989088734,0.944094555,0.972047277,10000000,9786355.182,2200.812206,65.16158039,65.16158039,0,199500.0968,5906.792755,5906.792755,0,0.374097085,2.407852268,0.031963586,0.023460164,2.67310289,0.415307871,31.28560095,42.6254471
85,1966604530,0,1,-1,1000,0.05,0.05,1,0.894061469,0.954031877,0.851809426,0.40165165,0.40165165,0.40165165,0.40165165,1.44038E-05,1.38978E-05,0.964334866,0.964334866,0,2.648293681,2.367737339,2.52655659,2.25584152,2.648293681,2.367737339,2.52655659,2.25584152,0.021095632,0.00542833,0.039441487,0.039441487,0.978904368,0.99457167,0.921117025,0.960558513,10000000,9789043.684,1054.808426,45.16604537,45.16604537,0,193260.6457,8275.26485,8275.26485,0,0.918378732,2.239687105,0.029948183,0.005755984,1.088875389,0.44649094,33.39100737,173.7322379
86,1113261983,0,1,-1,1000,0.05,0.05,1,0.80484841,0.904589629,0.982041944,0.21971366,0.21971366,0.21971366,0.21971366,1.02513E-05,7.70071E-06,0.910561281,0.910561281,0,6.189710048,4.981778292,5.599147514,6.078554886,6.189710048,4.981778292,5.599147514,6.078554886,0.020089513,0.008366164,0.02482606,0.02482606,0.979910487,0.991633836,0.95034788,0.97517394,10000000,9799104.871,1597.270301,41.72569767,41.72569767,0,189322.9899,4945.708836,4945.708836,0,0.228561153,1.978720176,0.024364726,0.021842593,4.375196688,0.505377169,41.0429406,45.78211054
