Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,% of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx | Rst to A,Total: Received 1st Tx | Rst to B,Total: Received 1st Tx | Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx | Rst to A,Average ratio: % Received 1st Tx | Rst to B,Average ratio: % Received 1st Tx | Rst to AB,Average ratio: Annual rate of gonorrhea cases
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-5878675,704490682,10977600,5878675,235147,7098890,480834,345128,0,6557049,467703,360961,1,6967356,471815,338736,0,2844724,199946,155023,0,0,57504,99115,2,0,0,0,0,13655939,922402,657326,0,1079908,59268,6834,0,443435,24369,3192,0,2201449,230992,102144,0,901468,98278,45725,0,0,57504,0,0,0,0,0,0,2,59268,0,0,0,24369,0,0,4,2,102144,0,5,1,45725,0,4965542,5779558,99117,12497058,10977600,671761,493759,0,10745100,5878675,10001435.88,176758.8955,6403.114163,169067.1048,10977.38128,8500.61224,0.004724756,0.017673862,0.036189872,0.05854564,0.046791771,2.25734E-08,0.057742044,0.043920815,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-23546383,730260568,30387411,23546383,941855.32,20848834,1650637,1278291,0,23807683,1893688,1475929,0,20395865,1614279,1250852,0,6245810,493065,387540,0,0,65718,145222,2,0,0,0,0,44656517,3512289,2682170,0,1490247,78116,12521,0,443755,19636,3942,0,3323306,298885,172057,0,1002896,91310,45199,0,0,65718,0,0,0,0,0,0,2,78116,1,0,0,19636,0,0,12,1,172057,0,4,0,45199,0,6666842,23401159,145224,12485317,30387411,2107344,1638392,0,30068001,23546383,10000534,503138.2628,13880.19009,485690.4338,34630.70212,27164.28381,0.000329634,0.050309419,0.027711247,0.067787,0.050556112,1.01808E-09,0.068547018,0.050760618,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-9872694,180519185,16750219,9872694,394907.76,11194236,391516,447152,0,15170205,551581,625715,0,10931437,382318,436693,0,4638152,169631,191988,0,0,105020,112072,1,0,0,0,0,26364441,872968,998126,0,1790677,125898,10750,0,759515,49250,5011,0,2631828,209471,134302,0,1119950,98471,52500,0,0,105020,0,0,0,0,0,0,0,125898,0,0,1,49250,0,0,8,0,134302,0,3,0,52500,0,6625661,9760621,112073,12494996,16750219,551949,628681,0,16386282,9872694,10003017.85,235743.3485,6388.05439,227388.6619,7936.334029,8972.243929,0.000109878,0.023567513,0.027090898,0.032037196,0.037231624,4.5836E-10,0.031414788,0.036747653,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-18149463,701541988,26333580,18149463,725978.52,17061215,2145999,1009331,0,15863987,2021209,971038,0,16985594,2135720,1004640,0,5225248,661939,320439,0,0,130676,162708,2,0,0,0,0,32925202,4111603,1908519,0,1909682,147026,12894,0,576661,39253,4161,0,3575827,572178,182746,0,1092604,178156,51785,0,0,130676,0,0,0,0,0,0,2,147026,0,0,0,39253,0,0,19,2,182746,0,8,0,51785,0,7922132,17986753,162710,12490738,26333580,2797659,1325079,0,25908885,18149463,9998182.054,428011.6692,4528.077904,420392.175,45337.14218,22007.41732,0.000988902,0.042809659,0.010705672,0.104060139,0.047482744,2.89195E-09,0.104692754,0.046694593,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-10666431,1336811015,15645861,10666431,426657.24,10296832,362472,1391348,0,7697031,289189,1066403,0,10123513,356233,1366785,0,3241794,121628,435908,0,0,72693,118899,0,0,0,0,0,17993863,616893,2404038,0,1580769,82408,14228,0,508853,25052,4620,0,1897802,148102,134924,0,609738,52684,37676,0,0,72693,0,0,0,0,0,0,1,82408,0,0,0,25052,0,0,10,0,134924,0,2,0,37676,0,4816783,10547532,118899,12490753,15645861,477861,1802693,0,15364315,10666431,9997615.911,211656.9173,8499.980661,201319.9678,6729.670036,24132.94275,0,0.021171199,0.040102557,0.028664227,0.118622518,0,0.027563574,0.119637841,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-13491625,453908642,18626070,13491625,539665,11248145,363936,2382964,0,11406876,385559,2448444,0,11056713,357791,2340481,0,3918506,132780,819799,0,0,72945,155097,1,0,0,0,0,22655021,709947,4752157,0,1520044,85044,14012,0,536819,27445,4971,0,1955677,153866,180682,0,695844,59459,53656,0,0,72945,0,0,0,0,0,0,4,85044,0,0,0,27445,0,0,6,1,180682,0,4,0,53656,0,4940677,13336527,155098,12491651,18626070,490571,3160280,0,18277204,13491625,10002306.95,262631.6734,7401.002527,253044.0953,7143.821888,43955.43753,0.000219756,0.0262574,0.028162432,0.026463939,0.167491849,8.0573E-10,0.025646371,0.169827598,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-28809841,579994687,36493031,28809841,1152393.64,21728267,861510,2042848,0,24362518,1004174,2330015,0,21548229,854403,2025389,0,10604617,446732,1013661,0,0,128317,155308,3,0,0,0,0,46090785,1772821,4265188,0,1931361,154379,16468,0,915501,66799,8069,0,2690402,317417,187221,0,1299395,170321,75747,0,0,128317,0,0,0,0,0,0,1,154379,0,0,1,66799,0,0,8,3,187221,0,7,0,75747,0,7348914,28654530,155311,12477260,36493031,1301135,3039050,0,36003444,28809841,9993772.679,631740.8547,9822.633227,617633.9989,23259.11889,52749.8877,0.001977805,0.063214401,0.015750074,0.043527019,0.075742307,3.72431E-09,0.042206932,0.076000932,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-4303808,1100377843,9203676,4303808,172152.32,6262422,476886,368519,6,4597765,383210,291169,4,6168703,469389,362779,6,1929739,155855,117203,2,0,107826,74591,8,0,0,0,0,10860187,818283,631288,6,1768137,113872,13399,0,557238,35766,4437,0,1595373,210951,78739,6,500399,71448,24239,2,0,107826,0,0,0,0,0,0,1,113872,0,0,0,35766,0,0,12,2,78739,6,1,1,24239,2,4721365,4229209,74599,12498059,9203676,625244,479982,8,8950574,4303808,10001975.97,136376.8123,4996.229755,130300.0761,9618.687837,7214.493902,0.120096693,0.013636107,0.03644442,0.060235532,0.06013904,6.75418E-07,0.058055411,0.059093769,6.55436E-07,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-4172506,1611843192,8391216,4172506,166900.24,5248617,569585,442156,0,3512587,417904,313783,0,5230954,567223,440171,0,1794836,205226,152806,0,0,118044,63670,2,0,0,0,0,8761204,935491,728999,0,1581787,126973,14687,0,545491,43065,5196,0,1155080,234580,68493,0,398048,86483,22105,0,0,118044,0,0,0,0,0,0,2,126973,0,0,2,43065,0,0,8,0,68493,0,4,0,22105,0,4021336,4108834,63672,12497204,8391216,772449,592977,0,8130170,4172506,10000800.22,108765.3492,1723.146687,106056.8873,10310.36073,7653.151632,0.000439512,0.010876034,0.015729603,0.079368581,0.084804027,2.36977E-09,0.077060569,0.084813695,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-12220843,609450381,17798391,12220843,488833.72,11430172,1012545,414762,0,16804599,1499075,620464,0,11142936,986743,404511,0,4674794,415001,174406,0,0,66507,81236,0,0,0,0,0,28234771,2469186,980674,0,1207730,80763,9391,0,498282,28176,4128,0,2319350,284032,99145,0,967727,120796,36630,0,0,66507,0,0,0,0,0,0,1,80763,0,0,1,28176,0,0,9,0,99145,0,4,0,36630,0,5411421,12139607,81236,12487475,17798391,1401744,578917,0,17551028,12220843,9997794.951,370092.2396,9237.43259,358765.2146,28996.84562,12201.51324,0,0.037017616,0.025033526,0.077982453,0.031313648,0,0.078702307,0.031026287,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-14119179,23861028,20106592,14119179,564767.16,12432502,1277484,1673018,6,8924155,931090,1231437,3,12390486,1272602,1666403,6,3861594,394669,520832,0,0,78669,177625,5,0,0,0,0,21356657,2170568,2817627,8,1539841,92362,14508,0,476622,24310,4695,0,2558210,297232,208697,5,797311,93258,55740,0,0,78669,0,0,0,0,0,0,2,92362,0,0,1,24310,0,0,11,0,208697,5,5,1,55740,0,5781657,13941549,177630,12491555,20106592,1667271,2187235,6,19723206,14119179,10000714.88,294965.2571,3664.438194,288940.2035,24171.38413,31974.36886,0.075046698,0.029494277,0.012430153,0.08146376,0.105370466,2.3117E-07,0.082538913,0.105965049,2.73871E-07,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-17810759,1194077182,23441892,17810759,712430.36,15007138,262903,1316174,0,15413706,294366,1388137,0,14939232,261718,1309883,0,6248043,121755,561261,0,0,67149,125813,0,0,0,0,0,30420844,517067,2635564,0,1522228,75385,11960,0,629899,31962,5112,0,2188203,122638,141191,0,912818,59164,53358,0,0,67149,0,0,0,0,0,0,3,75385,0,0,1,31962,0,0,8,0,141191,0,3,0,53358,0,5452007,17684946,125813,12489777,23441892,383473,1871144,0,23136953,17810759,9996479.819,323252.5136,3605.539281,316894.8746,5624.926492,25978.7408,0,0.032336603,0.011182901,0.019034434,0.077585658,0,0.017918651,0.077226525,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-3539142,1082177232,9800909,3539142,141565.68,7505149,646610,203675,1,5171460,453291,154640,0,7326552,630651,198753,1,1476112,125416,43424,0,0,63879,93579,1,0,0,0,0,12676609,1080782,327142,0,1401234,70682,8809,0,283595,12315,2177,0,3379485,323452,103622,1,682760,65493,21106,0,0,63879,0,0,0,0,0,0,1,70682,0,0,0,12315,0,0,21,1,103622,1,3,0,21106,0,6146979,3445562,93580,12497284,9800909,756067,242177,1,9592541,3539142,9999152.589,131117.6614,6443.175365,123523.8294,9957.996814,3493.916163,0.002197561,0.013113022,0.049020002,0.078038214,0.02787823,1.39413E-08,0.079047336,0.025822234,8.40852E-08,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-3165157,637869938,6280864,3165157,126606.28,3894682,262193,235439,0,4738064,327530,297085,0,3853528,259033,232690,0,1716783,114832,103998,0,0,42151,49567,0,0,0,0,0,8632746,562528,500331,0,887897,50357,7866,0,397528,18988,3817,0,1077248,108418,59094,0,481161,49966,22660,0,0,42151,0,0,0,0,0,0,1,50357,0,0,0,18988,0,0,4,0,59094,0,2,0,22660,0,3013894,3115590,49567,12496540,6280864,373865,336688,0,6129484,3165157,9999701.814,111664.2788,1918.662565,109008.2281,6606.111306,5994.269751,0,0.011166907,0.017036619,0.053004187,0.057510078,0,0.05309049,0.057080521,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-2791409,323080123,6567844,2791409,111656.36,4563001,371349,207070,0,3217684,271729,155811,0,4512749,366771,204591,0,1318161,105082,60490,0,0,57506,50519,2,0,0,0,0,7780685,615082,337300,0,1278641,68513,11546,0,375945,16989,3503,0,1405351,137340,60219,0,411926,40930,15868,0,0,57506,0,0,0,0,0,0,0,68513,0,0,0,16989,0,0,7,2,60219,0,6,0,15868,0,3665167,2740888,50521,12495659,6567844,471853,265081,0,6406055,2791409,9998080.295,100181.7496,2907.854961,96502.84595,7025.689265,4053.541918,0.000329634,0.010020451,0.028998551,0.073101855,0.045823768,2.20285E-09,0.074041817,0.045200195,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-6397550,1985024938,11721402,6397550,255902,7548186,648064,896728,14,5042798,463764,634675,14,7450322,639195,884258,13,2271441,202664,273500,9,0,110556,131858,9,0,0,0,0,12590984,1070436,1483078,20,1820256,117018,17369,0,557487,34925,5466,0,1823617,257245,139513,8,558375,83009,40661,5,0,110556,0,0,0,0,0,0,4,117018,0,0,1,34925,0,0,8,2,139513,8,1,1,40661,5,5122807,6265683,131867,12500119,11721402,841859,1157758,22,11388490,6397550,10004512.8,178333.077,6579.805516,170377.2289,13121.80837,17646.14932,0.343808373,0.017826496,0.036740913,0.068147985,0.108969522,1.57984E-06,0.06651615,0.108617619,1.55111E-06,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-11393682,1997274135,15487886,11393682,455747.28,10011187,954670,534304,41,6753149,664939,382794,31,9983193,951727,532668,41,3486824,337750,195669,14,0,62883,64363,17,0,0,0,0,16764336,1596076,892163,66,1164062,64454,10046,0,404649,21961,3732,0,1579328,198533,65903,15,550317,70404,23376,5,0,62883,0,0,0,0,0,0,1,64454,0,0,0,21961,0,0,17,2,65903,15,2,1,23376,5,3981048,11329302,64380,12492083,15487886,1289477,728337,55,15310350,11393682,9999242.362,216316.9592,2714.887265,211783.7541,18035.89847,10494.37359,0.696516866,0.02163332,0.012560383,0.08272135,0.047366782,3.03638E-06,0.082657287,0.045981981,3.3617E-06,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-3479377,428228549,7785167,3479377,139175.08,5302053,585212,189152,0,3823739,435706,145156,0,5269658,581034,187840,0,1524450,166227,55958,0,0,82641,48238,3,0,0,0,0,9125792,981241,310201,0,1413187,97931,10391,0,411462,24387,3172,0,1567399,231732,57267,0,453738,67841,15068,0,0,82641,0,0,0,0,0,0,0,97931,0,0,0,24387,0,0,8,3,57267,0,2,0,15068,0,4158909,3431136,48241,12497358,7785167,747261,243798,0,7590045,3479377,10001805.85,122283.6878,2222.607845,119147.0024,11616.55598,3906.903088,0.000659268,0.012227325,0.018105784,0.095035198,0.034543408,4.28043E-09,0.09553179,0.03364625,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-8684212,3152658,13374118,8684212,347368.48,8401896,264036,386159,0,6841451,237230,346807,0,8325284,261604,382572,0,4058183,141774,204701,0,0,52429,77588,1,0,0,0,0,15243347,463534,678555,0,1124389,60544,6447,0,549587,29615,3605,0,1778934,134909,89504,0,871029,75187,42486,0,0,52429,0,0,0,0,0,0,1,60544,0,0,1,29615,0,0,4,0,89504,0,5,0,42486,0,4544076,8606623,77589,12495622,13374118,403378,587273,0,13150699,8684212,10003253.49,195339.5941,5646.896934,188122.4463,6228.876058,9028.699923,0.000109878,0.019528249,0.02890176,0.029085269,0.044447831,5.18878E-10,0.027593437,0.04231598,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-1833624,108170216,5416087,1833624,73344.96,3644047,256474,135906,0,2471560,204276,105291,0,3588094,252281,133742,0,1289044,100665,52261,0,0,86483,39277,0,0,0,0,0,6115607,418316,222483,0,1366648,93638,9324,0,495462,35279,3807,0,1014529,128460,42533,0,363455,53030,15456,0,0,86483,0,0,0,0,0,0,0,93638,0,0,0,35279,0,0,2,0,42533,0,0,0,15456,0,3434713,1794347,39277,12498588,5416087,352946,186003,0,5229060,1833624,9998529.813,71547.88858,3312.289748,67599.68806,4974.722338,2605.18921,0,0.007155924,0.045994494,0.045932889,0.041293496,0,0.043053453,0.038935743,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-6117053,2121852888,11700605,6117053,244682.12,8402128,753846,520068,7,5757902,526329,371545,3,8236289,738465,509379,7,1925662,169671,121131,1,0,70408,116789,8,0,0,0,0,14160030,1251229,842005,5,1625858,82830,12738,0,383426,16523,3225,0,2511622,249644,137220,7,588260,59043,29159,1,0,70408,0,0,0,0,0,0,1,82830,0,0,0,16523,0,0,13,4,137220,7,5,1,29159,1,5433792,6000256,116797,12491357,11700605,908136,630510,8,11434048,6117053,9996812.791,152998.3378,6748.826393,144875.8567,11638.42797,8279.067465,0.063289748,0.015304405,0.044093007,0.078630195,0.056491105,3.2093E-07,0.079893661,0.055933649,5.31063E-07,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-23801937,1921799633,34864538,23801937,952077.48,21378927,2385948,1066515,1,29470718,3333677,1527823,0,21135146,2358724,1054465,1,8847625,1005594,462983,0,0,191872,207552,6,0,0,0,0,50849645,5614335,2474136,0,2146825,218106,13707,0,869749,79055,6045,0,4509379,851712,235679,1,1877849,365183,92045,0,0,191872,0,0,0,0,0,0,0,218106,0,0,1,79055,0,0,24,6,235679,1,6,0,92045,0,10640412,23594379,207558,12485582,34864538,3364318,1517448,1,34234791,23801937,9996784.289,608332.1684,8867.881881,595371.2632,58985.59246,27243.95451,0.004175365,0.060852123,0.014759858,0.097591907,0.041141554,7.19005E-09,0.097399645,0.040198212,2.80338E-08,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-8696423,951845698,14102718,8696423,347856.92,9957412,624259,537014,9,6963044,458293,386660,7,9837540,616439,530181,9,2786738,181269,150538,4,0,114458,64298,5,0,0,0,0,16920456,1030274,895259,14,2028408,132498,18271,0,578214,34235,5185,0,1790404,216500,74289,3,507393,65543,18408,1,0,114458,0,0,0,0,0,0,3,132498,0,0,0,34235,0,0,11,1,74289,3,5,1,18408,1,5209897,8632120,64303,12493361,14102718,797708,680719,13,13842017,8696423,10002258.75,198939.1614,6191.800571,191091.6527,11519.89221,9577.349852,0.170201077,0.019890282,0.031056366,0.053365298,0.050486878,7.60352E-07,0.052095762,0.050510821,8.20011E-07,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-2726746,236708609,6966498,2726746,109069.84,4487254,575268,395368,0,3190861,439055,299895,0,4412390,565200,388453,0,1313173,170950,116332,0,0,111158,75533,1,0,0,0,0,7678115,974731,668610,0,1624363,116771,14194,0,487148,33978,4364,0,1239415,248633,79380,0,368155,75902,22796,0,0,111158,0,0,0,0,0,0,1,116771,0,0,0,33978,0,0,8,1,79380,0,2,0,22796,0,4062162,2651212,75534,12497919,6966498,736150,504785,0,6713374,2726746,10000022.35,92006.37864,3693.714757,87494.86474,9777.850456,6641.198659,0.000109878,0.009201198,0.040085938,0.101442294,0.097444196,7.85079E-10,0.100670896,0.09737742,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-8176837,24039889,13246234,8176837,327073.48,8097995,470909,505952,0,7075928,448695,474203,0,7995131,465080,499488,0,3791795,241105,253635,0,0,101432,91410,0,0,0,0,0,15173923,844598,913857,0,1363560,121380,9329,0,648159,55055,5003,0,1652375,234496,109570,0,785837,126510,48124,0,0,101432,0,0,0,0,0,0,3,121380,0,0,0,55055,0,0,10,0,109570,0,4,0,48124,0,4825252,8085427,91410,12495154,13246234,706185,753123,0,12910679,8176837,9991595.98,196064.6871,6408.714647,188100.8433,10950.39985,11488.55159,0,0.019622333,0.032661096,0.051344202,0.056656968,0,0.049166551,0.055069831,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-17533979,1765848261,26272232,17533979,701359.16,17341451,1166961,1796740,232,14543107,1001638,1548609,192,16990117,1143604,1760415,225,5424640,376246,576916,69,0,129243,268254,11,0,0,0,0,31884558,2098460,3199789,421,2131468,156795,16968,0,672890,42585,5695,0,3759032,454748,324874,6,1196335,152812,88916,2,0,129243,0,0,0,0,0,0,1,156795,0,0,1,42585,0,0,17,6,324874,6,7,0,88916,2,8389916,17265714,268265,12488945,26272232,1519850,2337331,294,25655630,17533979,10000384.76,417618.2287,16504.2547,398029.6842,24513.56302,37594.55214,4.42731568,0.041759119,0.03964353,0.060325562,0.083237604,9.57869E-06,0.059596,0.082682221,1.01543E-05,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-5912782,2074392176,11888472,5912782,236511.28,8429185,497490,260773,1,6373096,399373,220128,0,8265818,487798,255712,1,2628201,161800,89142,0,0,83115,82348,1,0,0,0,0,14802281,860557,442968,0,1637077,91033,11101,0,524797,28387,4146,0,2517765,238474,90514,1,803579,80681,29752,0,0,83115,0,0,0,0,0,0,0,91033,0,0,1,28387,0,0,9,1,90514,1,6,0,29752,0,5817603,5830433,82349,12490658,11888472,649598,344854,1,11648036,5912782,10001069.62,160672.7054,7021.498297,152255.507,8910.40556,4944.598176,0.000769146,0.016067405,0.043709103,0.048476577,0.029856578,3.85304E-09,0.04774504,0.028132741,6.66586E-08,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-20320088,641447917,27349064,20320088,812803.52,17642651,1102981,1373390,0,14442259,958990,1168902,0,17514817,1095136,1363148,0,6428262,431009,516692,0,0,154078,120338,0,0,0,0,0,32084910,1998844,2494708,0,2127633,157673,19438,0,770500,59530,7268,0,2439467,362157,123180,0,890838,143196,44721,0,0,154078,0,0,0,0,0,0,1,157673,0,0,1,59530,0,0,16,0,123180,0,5,0,44721,0,6760474,20199750,120338,12488373,27349064,1526145,1879840,0,26960224,20320088,9998578.858,409790.0512,7697.783101,398881.2957,23840.67795,28491.80519,0,0.040984619,0.018866823,0.060824364,0.065680987,0,0.058388433,0.065062275,0,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-21688926,2024402892,33607469,21688926,867557.04,22485737,945311,873804,49,22698253,989996,945361,49,22090452,929268,859001,49,8953567,396859,378255,18,0,134059,227011,23,0,0,0,0,45183990,1853968,1675561,81,2265600,157112,12749,0,897353,58283,5797,0,5463058,495232,266071,26,2198618,216348,104499,9,0,134059,0,0,0,0,0,0,2,157112,0,0,1,58283,0,0,37,1,266071,26,8,3,104499,9,11554703,21461892,227034,12484166,33607469,1326127,1237256,67,33016595,21688926,10001983.95,521846.5294,15709.61905,502191.2906,21080.48105,20137.63542,1.203054609,0.052170731,0.030207095,0.044484671,0.035900915,2.16376E-06,0.043551678,0.034462166,1.88426E-06,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-9473451,2134447974,17671763,9473451,378938.04,12298735,506810,487267,3,8944002,397700,385015,4,12133927,500189,480727,3,4189287,187317,180311,2,0,122552,128460,3,0,0,0,0,21242737,831785,795645,2,2091670,147877,10682,1,723750,47398,4418,2,3498291,276285,154892,2,1209686,109754,50181,0,0,122552,0,0,0,0,0,0,1,147877,0,1,1,47398,1,2,17,1,154892,2,7,0,50181,0,7924508,9344988,128463,12493072,17671763,687506,661038,5,17269496,9473451,10001541.36,261890.7297,9463.322822,250352.5959,10742.04219,10334.50093,0.120426327,0.026184897,0.036089714,0.038465333,0.038928246,4.41495E-07,0.036532902,0.036937177,2.67757E-07,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-6302309,1905207408,16017493,6302309,252092.36,11777816,783044,434300,1,10344119,698302,401345,1,11507344,764948,424348,1,3002471,202019,116362,0,0,135693,179310,1,0,0,0,0,22121935,1413803,741464,1,2208824,166138,10943,0,579453,37093,3336,0,4767268,472120,219449,1,1244231,130134,54013,0,0,135693,0,0,0,0,0,0,5,166138,0,0,0,37093,0,0,22,0,219449,1,7,1,54013,0,9416274,6122998,179311,12497452,16017493,966967,540710,1,15539272,6302309,9998208.023,214632.3466,8302.636853,204449.077,12981.2291,7498.586529,0.018019998,0.021466833,0.038631273,0.056683764,0.035442972,7.0967E-08,0.05648493,0.034216706,5.24999E-08,0
D:1.0yr| T: 8%| Obs: 0.1%,364,0.08,1,0.001,-10467412,788867456,14701937,10467412,418696.48,8270717,531332,851386,29,8843116,620855,934805,39,8189682,526185,842442,29,4381315,307705,454559,20,0,113186,58089,12,0,0,0,0,17113833,1069523,1747058,58,1383086,128232,14014,0,741001,67616,7553,0,1002561,194034,65762,14,538376,117376,31454,7,0,113186,0,0,0,0,0,0,2,128232,0,0,0,67616,0,0,5,0,65762,14,1,1,31454,7,3997992,10409311,58101,12497462,14701937,833890,1297001,49,14407303,10467412,10002032.82,225351.8058,4679.953631,218945.9898,13420.24437,19798.22569,0.680364795,0.022530605,0.02075477,0.055788784,0.088080275,2.69552E-06,0.053406258,0.088415706,3.00786E-06,0
