Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,% of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx | Rst to A,Total: Received 1st Tx | Rst to B,Total: Received 1st Tx | Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx | Rst to A,Average ratio: % Received 1st Tx | Rst to B,Average ratio: % Received 1st Tx | Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,0.001,-7981408,1382616222,11029347,7981408,319256.32,6561944,138340,255762,275,8522248,205316,349993,389,6492569,136926,252926,274,3892527,94756,159204,165,0,38621,31831,28,0,0,0,0,15084192,315072,584190,638,916438,40116,8754,0,548517,27088,5438,0,863613,56797,33068,29,518763,39688,20322,24,0,38621,0,0,0,0,0,0,1,40116,0,0,0,27088,0,0,5,0,33068,29,1,1,20322,24,2958000,7949549,31859,12495901,11029347,231682,412130,439,10907549,7981408,10000369.29,188431.8106,3270.995715,183865.9712,4266.272937,7188.481156,7.905724646,0.01884268,0.017352074,0.019919556,0.037513457,4.36774E-05,0.018556321,0.036765923,4.11916E-05,0
Base,364,0.05,1,0.001,-9443893,1318242002,13381636,9443893,377755.72,8946006,495729,358167,0,10909244,625289,455368,0,8855492,490704,354508,0,3350108,191538,139286,0,0,56189,54526,3,0,0,0,0,19855250,1098988,791974,0,1143428,56938,9217,0,432640,21281,3599,0,1481796,146187,55220,0,562188,57482,20857,0,0,56189,0,0,0,0,0,0,0,56938,0,0,0,21281,0,0,8,2,55220,0,2,0,20857,0,3836525,9389364,54529,12489720,13381636,682242,493794,0,13225889,9443893,10001303.06,213691.3519,3208.392045,208912.0878,11069.09219,8035.521921,0.000988902,0.021366618,0.014995995,0.050499999,0.036993358,4.30595E-09,0.049757654,0.036338062,0,0
Base,364,0.05,1,0.001,-12614990,629284147,17372382,12614990,504599.6,10930575,270441,289074,0,12808039,337257,358085,0,10793318,267192,285455,0,5712924,152374,161119,0,0,53768,52799,1,0,0,0,0,23738614,566875,607919,0,1232316,63059,8196,0,650829,31532,4755,0,1661201,116018,61751,0,878881,69310,30269,0,0,53768,0,0,0,0,0,0,0,63059,0,0,0,31532,0,0,11,1,61751,0,8,0,30269,0,4621486,12562190,52800,12489170,17372382,419566,446574,0,17183676,12614990,9998286.161,285459.3937,6148.313262,277271.6753,7195.700143,7581.705747,0.000769146,0.028550856,0.021540671,0.025147285,0.026295568,2.67029E-09,0.024142127,0.025495111,0,0
Base,364,0.05,1,0.001,-17883584,1940218770,21863186,17883584,715343.36,12979618,232894,1401275,0,14584118,281513,1597085,0,12747367,228871,1375380,0,6660473,131273,719822,0,0,45010,60398,0,0,0,0,0,27563736,480772,2957384,0,1152156,51916,11189,0,593945,26726,5870,0,1289019,84544,69521,0,670346,49867,31842,0,0,45010,0,0,0,0,0,0,1,51916,0,0,2,26726,0,0,10,0,69521,0,1,0,31842,0,3856922,17823186,60398,12490551,21863186,360144,2095202,0,21680108,17883584,9996955.162,346853.6254,10593.00319,333694.0081,6001.363147,32964.79585,0,0.034696139,0.030581287,0.020106343,0.090019604,0,0.019159357,0.090940451,0,0
Base,364,0.05,1,0.001,-11383367,701982876,17954766,11383367,455334.68,12268653,472818,231345,0,16403259,659748,342517,0,11936692,459911,225247,0,5023551,203148,106217,0,0,66674,74105,1,0,0,0,0,28671912,1101673,537623,0,1441544,67766,8888,0,607536,29800,4133,0,2858026,216388,75285,0,1203217,95843,35043,0,0,66674,0,0,0,0,0,0,0,67766,0,0,1,29800,0,0,8,1,75285,0,8,0,35043,0,6435557,11309261,74106,12492115,17954766,663059,331464,0,17744818,11383367,9996330.814,280949.3929,8626.168004,270215.3768,10622.20943,5529.67564,0.000439512,0.028105234,0.030701066,0.037063648,0.019292708,1.49724E-09,0.036253603,0.018136954,0,0
Base,364,0.05,1,0.001,-12164551,1203503846,16269744,12164551,486582.04,10141875,718459,153828,1,12451390,899484,201665,0,10070821,713284,152731,1,4899780,352508,80619,0,0,52132,34179,1,0,0,0,0,22593265,1584822,331779,0,1043820,59689,7930,0,503377,25564,4279,0,1477300,160066,39251,1,717608,79731,18627,0,0,52132,0,0,0,0,0,0,0,59689,0,0,0,25564,0,0,11,1,39251,1,4,0,18627,0,3994095,12130371,34180,12496306,16269744,1065792,233350,1,16124466,12164551,10001667.55,293097.4016,3536.046808,287651.2463,19294.67674,4407.794748,0.000988902,0.029304575,0.012086731,0.065957365,0.015171992,3.49837E-09,0.065739455,0.014487915,6.36231E-08,0
Base,364,0.05,1,0.001,-10212336,1054380660,14242900,10212336,408493.44,9526090,399844,576258,0,12117796,517313,763844,0,9468058,397241,572451,0,3444792,145150,215208,0,0,24984,90973,0,0,0,0,0,21643886,907517,1303506,0,813298,25636,7823,0,295006,8988,2981,0,1981348,98870,93237,0,722039,36431,34313,0,0,24984,0,0,0,0,0,0,0,25636,0,0,0,8988,0,0,14,0,93237,0,5,0,34313,0,3957777,10121363,90973,12500817,14242900,542391,787659,0,14079140,10212336,10009844.03,248288.8006,2425.908142,244190.6287,9433.021866,13989.6207,0,0.024804894,0.009764806,0.037853161,0.055673031,0,0.037951111,0.054695854,0,0
Base,364,0.05,1,0.001,-5718904,247550638,9518558,5718904,228756.16,6128881,183685,159703,1112,6006081,203199,177267,1287,6052660,181499,157701,1098,2939108,99372,86503,617,0,45585,41711,333,0,0,0,0,12134962,359780,312523,2209,961442,47392,6133,0,467374,25296,3392,0,1418450,99553,43327,345,690327,54888,22818,176,0,45585,0,0,0,0,0,0,1,47392,0,0,0,25296,0,0,11,0,43327,345,2,2,22818,176,3701543,5676860,42044,12494760,9518558,280871,244204,1715,9378403,5718904,10002064.74,146752.8391,3919.545874,141715.8288,4636.900231,4022.722778,28.5157675,0.014673306,0.026683011,0.026072395,0.025976763,0.000181656,0.024454207,0.024360619,0.000167711,0
Base,364,0.05,1,0.001,-21308336,1816778380,25723086,21308336,852333.44,15304209,333167,1244076,1,21749775,502898,1793144,1,15132953,329547,1229608,1,8172525,192640,665812,0,0,55570,56581,1,0,0,0,0,37053984,801343,3004992,1,1233993,58013,12091,0,651222,32275,6316,0,1446111,104880,59026,1,772409,61581,29767,0,0,55570,0,0,0,0,0,0,4,58013,0,0,0,32275,0,0,12,0,59026,1,4,1,29767,0,4288582,21251754,56582,12486699,25723086,522187,1895420,1,25540336,21308336,9995229.963,491074.913,7192.713328,480862.3716,10426.36743,35980.81892,0.052301945,0.049132237,0.014724209,0.024814962,0.068801021,1.20572E-07,0.023663033,0.069315813,4.5492E-08,0
Base,364,0.05,1,0.001,-6788147,779015625,10961342,6788147,271525.88,6940945,167482,254045,0,7258207,194565,283179,0,6861917,165598,251002,0,3457449,92319,133057,0,0,47056,48932,0,0,0,0,0,14199152,326380,502333,0,1220814,55199,8843,0,618320,27521,4886,0,1377398,79428,57211,0,698647,46477,26599,0,0,47056,0,0,0,0,0,0,2,55199,0,0,1,27521,0,0,8,0,57211,0,5,0,26599,0,4054797,6739215,48932,12499135,10961342,257917,384059,0,10794012,6788147,10001858.32,172690.5637,4008.742885,167394.8845,4305.136688,6211.968465,0,0.017266662,0.023163113,0.019263419,0.034559416,0,0.018205565,0.033603137,0,0
Base,364,0.05,1,0.001,-14415172,1542585107,19788904,14415172,576606.88,13688725,327096,199878,0,14749882,372038,236791,0,13482565,322366,196958,0,5554630,141983,90402,0,0,52615,56277,0,0,0,0,0,28438607,673326,408248,0,1243604,55188,7622,0,506902,23234,3609,0,2330877,147243,59048,0,958851,65496,25638,0,0,52615,0,0,0,0,0,0,1,55188,0,0,0,23234,0,0,9,0,59048,0,3,0,25638,0,5264191,14358895,56277,12488539,19788904,464349,287360,0,19623086,14415172,9999501.712,297351.9035,7312.232502,287716.2377,7258.932425,4642.15284,0,0.029736017,0.024622055,0.026485716,0.016010871,0,0.025485577,0.014921231,0,0
Base,364,0.05,1,0.001,-8511939,408491189,12797809,8511939,340477.56,8967441,246336,232892,0,11667154,325100,315677,0,8728379,239780,226665,0,3416183,94714,92088,0,0,26088,59471,0,0,0,0,0,20634595,556133,512243,0,901919,30875,6395,0,354718,10516,2676,0,2021686,89687,70255,0,793893,35984,25528,0,0,26088,0,0,0,0,0,0,0,30875,0,0,0,10516,0,0,9,0,70255,0,5,0,25528,0,4206944,8452468,59471,12494404,12797809,334494,318753,0,12659412,8511939,9997836.531,208227.7641,6309.079881,200416.0508,5458.86507,5293.944292,0,0.020827085,0.030291683,0.024557272,0.024035562,0,0.024465811,0.023531082,0,0
Base,364,0.05,1,0.001,-21111034,1096699830,26198565,21111034,844441.36,17962176,538138,525460,0,20149633,609592,607078,0,17784024,532756,520462,0,6937019,212259,212045,0,0,26697,88231,1,0,0,0,0,38111809,1132046,1078980,0,831618,31841,7320,0,314748,10539,3034,0,2639292,126461,105161,0,1015100,50076,36609,0,0,26697,0,0,0,0,0,0,1,31841,0,0,0,10539,0,0,13,1,105161,0,6,0,36609,0,4987628,21022802,88232,12485587,26198565,745015,732507,0,26010430,21111034,9998403.766,482593.7953,7531.014614,471987.0936,13788.55741,13823.42655,0.000219756,0.048266235,0.015674935,0.030338205,0.029303625,5.86803E-10,0.030246984,0.02870395,0,0
Base,364,0.05,1,0.001,-10582271,234316870,14648095,10582271,423290.84,9365843,304029,213016,1,11638713,390962,275567,2,9233387,299729,209996,1,4637259,156815,110907,1,0,50138,40971,1,0,0,0,0,21004556,657214,457480,1,1060187,60871,7204,0,531233,27043,3956,0,1437365,118378,49837,1,722033,64599,22231,1,0,50138,0,0,0,0,0,0,0,60871,0,0,1,27043,0,0,4,0,49837,1,2,1,22231,1,3944947,10541299,40972,12493594,14648095,456544,320903,2,14486246,10582271,10001100.11,245168.0153,5205.032744,238243.3824,7826.732117,5511.269531,0.031425118,0.024514072,0.02123074,0.031535769,0.022094025,1.23544E-07,0.03084754,0.021559636,1.28867E-07,0
Base,364,0.05,1,0.001,-4717420,323820142,7162100,4717420,188696.8,4278898,135529,297259,0,5052793,174877,360662,0,4206553,133194,291948,0,2292584,78659,159162,0,0,33588,27822,0,0,0,0,0,9331691,283672,637752,0,788601,39256,7802,0,431639,21062,4273,0,676025,52705,32498,0,370330,32328,15487,0,0,33588,0,0,0,0,0,0,2,39256,0,0,2,21062,0,0,2,0,32498,0,4,0,15487,0,2363693,4689598,27822,12499665,7162100,211853,451110,0,7053291,4717420,10002168.24,119931.4051,3318.390067,115772.2632,3691.574552,7494.426107,0,0.011991349,0.027669402,0.02386939,0.067046657,0,0.022924445,0.067362277,0,0
Base,364,0.05,1,0.001,-12982867,245939869,20247854,12982867,519314.68,14919569,1221217,237376,63,13222162,1090611,223217,64,14618079,1196183,232733,60,3822997,311933,65853,16,0,67405,76602,45,0,0,0,0,28141731,2283897,425993,103,1471932,78204,8699,0,382044,17129,2664,0,3823223,352910,88602,53,998579,92421,22577,15,0,67405,0,0,0,0,0,0,3,78204,0,0,0,17129,0,0,21,0,88602,53,2,1,22577,15,7132445,12906220,76647,12492086,20247854,1508116,298586,76,20038665,12982867,9999565.886,333168.7771,11182.61444,319609.1433,24577.20141,5179.57631,1.179870344,0.033318251,0.033617826,0.073110124,0.015459174,3.60375E-06,0.073957274,0.014697506,3.80837E-06,0
Base,364,0.05,1,0.001,-8144631,496561535,11158463,8144631,325785.24,7337239,172017,617748,0,7789060,187263,664584,0,7179219,168352,604136,0,2896280,69778,240698,0,0,25882,54765,0,0,0,0,0,15126299,342206,1247861,0,859212,31744,9201,0,350524,11211,3729,0,1161687,55729,67193,0,471446,24008,22040,0,0,25882,0,0,0,0,0,0,1,31744,0,0,0,11211,0,0,2,0,67193,0,1,0,22040,0,2935532,8089866,54765,12499153,11158463,238130,844834,0,11025398,8144631,10006123.03,176258.4784,5929.307109,169019.1427,3799.372047,13178.1246,0,0.017616295,0.033569886,0.018471591,0.077591963,0,0.018228314,0.078331841,0,0
Base,364,0.05,1,0.001,-13712650,1692788839,16860608,13712650,548506,11543497,135705,479960,0,8993674,114904,386086,0,11386730,133951,473402,0,4608747,60624,197154,0,0,24380,43617,0,0,0,0,0,20537171,235687,841707,0,840290,27840,7737,0,339182,11457,3279,0,1297457,48083,49683,0,523929,22376,18265,0,0,24380,0,0,0,0,0,0,4,27840,0,0,1,11457,0,0,6,0,49683,0,2,0,18265,0,3082320,13669033,43617,12489786,16860608,194575,670556,0,16751353,13712650,9998235.674,243641.821,8917.599934,232744.808,3027.553675,9798.882321,0,0.024368455,0.036606927,0.012770868,0.039995063,0,0.011876386,0.039578559,0,0
Base,364,0.05,1,0.001,-4505249,552205739,8536496,4505249,180209.96,5323234,448533,351142,0,6451404,562039,450577,0,5279346,444246,347725,0,2139248,180526,145405,0,0,54647,67458,1,0,0,0,0,11774638,986092,770433,0,1168854,56900,9857,0,475792,22226,4040,0,1446592,160753,70373,0,588322,66176,28355,0,0,54647,0,0,0,0,0,0,0,56900,0,0,1,22226,0,0,13,1,70373,0,3,0,28355,0,3920368,4437790,67459,12498648,8536496,624772,493130,0,8358158,4505249,9996112.697,142423.8245,1967.757829,139453.9437,10400.71564,8321.123063,0.000109878,0.014247535,0.013746823,0.07225523,0.063184242,5.71921E-10,0.072448947,0.062426332,0,0
Base,364,0.05,1,0.001,-22484742,1021664435,28133500,22484742,899389.68,17836168,235417,657211,0,25295294,353048,960192,0,17399705,230023,641144,0,9370726,134045,357857,0,0,45368,74366,1,0,0,0,0,43131462,555534,1565866,0,1294186,51038,9302,0,682586,27257,5217,0,2197228,99948,84017,0,1167151,59307,41869,0,0,45368,0,0,0,0,0,0,4,51038,0,0,0,27257,0,0,10,1,84017,0,7,0,41869,0,5514903,22410375,74367,12492184,28133500,364068,999001,0,27925278,22484742,10006066.94,498888.5763,14216.44742,481369.2279,6720.588727,18033.81178,0.000439512,0.049855317,0.028570798,0.016590308,0.035427309,1.18765E-09,0.01591211,0.034880516,0,0
Base,364,0.05,1,0.001,-5415663,1897632898,10086656,5415663,216626.52,6589063,247980,137583,0,8218058,330259,193615,0,6565401,246983,137004,0,2949874,118294,69100,0,0,50429,50313,1,0,0,0,0,14807121,551290,302677,0,1132995,53180,7842,0,509998,24197,4084,0,1872918,127769,53004,0,846301,62426,25816,0,0,50429,0,0,0,0,0,0,1,53180,0,0,0,24197,0,0,13,1,53004,0,1,0,25816,0,4564317,5365349,50314,12494656,10086656,365277,206104,0,9929666,5415663,9998678.415,176184.3052,1437.015822,173563.0104,6602.253708,3893.04483,0.000109878,0.017620805,0.008120602,0.032342817,0.020945531,4.45025E-10,0.031316906,0.019395784,0,0
Base,364,0.05,1,0.001,-3051538,856897054,6993002,3051538,122061.52,4808261,315280,117028,0,4385134,302057,121439,0,4783153,313334,116341,0,1627810,108399,43965,0,0,53559,44225,2,0,0,0,0,9193395,596252,219168,0,1122726,56663,7837,0,384714,17980,3000,0,1582284,153122,46671,0,539610,53916,16838,0,0,53559,0,0,0,0,0,0,1,56663,0,0,0,17980,0,0,10,1,46671,0,5,0,16838,0,3847192,3007311,44227,12501244,6993002,421733,160306,0,6854503,3051538,10002260.96,105293.0299,1454.664872,103017.2558,6418.053181,2624.18009,0.00109878,0.010526912,0.013605628,0.054121039,0.023720784,8.12196E-09,0.05354037,0.021797227,0,0
Base,364,0.05,1,0.001,-5520750,460116106,8174812,5520750,220830,5365931,203043,197031,0,7777698,297409,290004,0,5307844,200629,194748,0,2300202,86891,84498,0,0,21190,35983,0,0,0,0,0,13143629,486624,463149,0,639082,25731,5767,0,278811,9287,2584,0,1105867,56670,43769,0,480426,25373,16086,0,0,21190,0,0,0,0,0,0,0,25731,0,0,0,9287,0,0,9,0,43769,0,5,0,16086,0,2594566,5484767,35983,12499674,8174812,287520,279246,0,8079333,5520750,9997091.07,155718.4851,2085.979343,152672.7676,5451.628832,5308.42369,0,0.015576209,0.013351705,0.033405374,0.032972405,0,0.033445425,0.032877705,0,0
Base,364,0.05,1,0.001,-6795443,704490682,10956911,6795443,271817.72,7316567,478506,122144,0,6767311,465462,126786,1,7181380,469466,119919,0,2931856,199102,55188,0,0,57504,31909,1,0,0,0,0,14083878,917833,233161,0,1079908,59268,6834,0,443435,24369,3192,0,1611094,180308,32884,0,659642,76673,14788,0,0,57504,0,0,0,0,0,0,2,59268,0,0,0,24369,0,0,1,1,32884,0,5,1,14788,0,4061076,6763533,31910,12496332,10956911,668568,175107,0,10824609,6795443,10000033.6,175984.673,6367.664542,168330.821,10917.07944,3020.906714,0.004285243,0.017598338,0.036166858,0.058702288,0.016425071,2.04456E-08,0.057835776,0.015322119,0,0
Base,364,0.05,1,0.001,-24463778,730260568,30222384,24463778,978551.12,21199060,1678121,774783,0,24220111,1925100,893903,0,20737699,1640771,757924,0,6348326,502120,235544,0,0,65718,76513,2,0,0,0,0,45419171,3571185,1630708,0,1490247,78116,12521,0,443755,19636,3942,0,2583722,234365,90574,0,778365,71549,23908,0,0,65718,0,0,0,0,0,0,2,78116,1,0,0,19636,0,0,7,1,90574,0,2,0,23908,0,5618453,24387263,76515,12480141,30222384,2142891,993468,0,30005716,24463778,9998386.482,500431.488,13793.71355,483089.8352,35199.6318,16492.09999,0.000329634,0.050051061,0.027683457,0.06914322,0.031645939,1.01808E-09,0.069952895,0.031708568,0,0
Base,364,0.05,1,0.001,-11894749,180519185,16605033,11894749,475789.96,11537359,209584,187560,0,15627121,293340,264323,0,11265578,204867,183250,0,4779374,90496,81468,0,0,51362,41850,1,0,0,0,0,27164480,468622,423689,0,1344887,61520,8883,0,570237,24144,4167,0,1774940,94170,50256,0,753656,43574,19777,0,0,51362,0,0,0,0,0,0,0,61520,0,0,0,24144,0,0,8,0,50256,0,3,0,19777,0,4594503,11852898,41851,12490526,16605033,295363,264718,0,16447401,11894749,10000661.9,233308.1888,6311.805296,225047.0123,4244.722778,3811.416108,0.000109878,0.023329427,0.027052339,0.017794666,0.016112796,4.5836E-10,0.017417984,0.015739074,0,0
Base,364,0.05,1,0.001,-19303724,701541988,25294384,19303724,772148.96,17663663,1171210,594193,2,16413683,1097466,569907,1,17585407,1165787,591486,2,5402807,359933,188962,0,0,61680,83325,3,0,0,0,0,34077346,2242407,1127128,2,1392379,69404,9958,0,419500,18544,3236,0,2846899,247402,93685,2,866382,76346,26604,0,0,61680,0,0,0,0,0,0,1,69404,0,0,0,18544,0,0,6,1,93685,2,2,1,26604,0,5862091,19220396,83328,12491412,25294384,1525720,780448,2,25082487,19303724,10005639.09,410173.2083,4271.583233,402931.8854,24647.17427,12957.04417,0.007032194,0.040991341,0.010506024,0.060339581,0.030695781,2.29286E-08,0.060711222,0.030073792,1.02342E-07,0
Base,364,0.05,1,0.001,-10613993,1336811015,14927255,10613993,424559.72,10447547,383318,667230,0,7805731,305327,509790,0,10271858,376801,655499,0,3285756,128641,208700,0,0,72693,51500,0,0,0,0,0,18253278,653877,1153935,0,1580769,82408,14228,0,508853,25052,4620,0,1444524,120984,58499,0,464464,42939,16078,0,0,72693,0,0,0,0,0,0,1,82408,0,0,0,25052,0,0,8,0,58499,0,0,0,16078,0,4181372,10562493,51500,12495439,14927255,505442,864199,0,14743865,10613993,9994755.204,201852.6874,8071.745742,192028.3995,7122.908691,11572.39172,0,0.020195602,0.039950735,0.03172228,0.059574879,0,0.030468386,0.060031636,0,0
Base,364,0.05,1,0.001,-13371018,453908642,17772049,13371018,534840.72,11881038,377370,1094208,0,12061089,399837,1121098,0,11678840,370943,1074620,0,4133869,137296,376481,0,0,72945,64287,1,0,0,0,0,23942127,737659,2182465,0,1520044,85044,14012,0,536819,27445,4971,0,1477752,125876,74838,0,525771,48558,22284,0,0,72945,0,0,0,0,0,0,4,85044,0,0,0,27445,0,0,2,1,74838,0,4,0,22284,0,4253792,13306730,64288,12491362,17772049,508239,1451101,0,17560522,13371018,9999156.3,250576.4427,7021.426327,241468.5124,7403.592792,20141.93177,0.000219756,0.025059864,0.028007671,0.028371607,0.081102948,8.0573E-10,0.027488335,0.082358854,0,0
Base,364,0.05,1,0.001,-29990243,579994687,36209193,29990243,1199609.72,21762867,442698,2244898,0,24386103,512884,2557830,0,21581718,439232,2225782,0,10619925,228559,1113977,0,0,57905,153937,1,0,0,0,0,46148970,913978,4695958,0,1376476,69545,11968,0,650674,29962,5946,0,2510959,159333,185515,0,1208038,83955,75176,0,0,57905,0,0,0,0,0,0,1,69545,0,0,1,29962,0,0,7,1,185515,0,9,0,75176,0,6007330,29836305,153938,12481284,36209193,667791,3339759,0,35843635,29990243,9997608.552,626088.6606,9707.321173,612130.4851,11956.74322,57982.26744,0.000109878,0.062622338,0.015683322,0.024122388,0.085488922,2.54101E-10,0.02325912,0.085621573,0,0
Base,364,0.05,1,0.001,-5355721,1100377843,8774316,5355721,214228.84,6348988,152215,278512,0,4664010,120443,219219,0,6253706,149888,274120,0,1957500,49950,89152,0,0,27372,53236,2,0,0,0,0,11012998,262001,477464,0,950100,28929,7953,0,300063,9099,2650,0,1533358,62561,56203,0,482050,21129,17287,0,0,27372,0,0,0,0,0,0,1,28929,0,0,0,9099,0,0,13,1,56203,0,0,0,17287,0,3359849,5302483,53238,12495499,8774316,199838,363272,0,8662332,5355721,10001565.24,129649.1891,4702.15295,123916.91,3084.114823,5467.330953,0.000659268,0.01296387,0.036215949,0.018546809,0.041860234,3.08211E-09,0.017772563,0.041000203,0,0
Base,364,0.05,1,0.001,-4711834,1611843192,7924840,4711834,188473.36,5331089,301115,283617,0,3567478,220179,201257,0,5312955,299895,282425,0,1821952,109180,98433,0,0,56976,34846,0,0,0,0,0,8898567,496087,469783,0,1231130,61208,11694,0,424150,20973,4139,0,974613,98162,37601,0,335221,36298,12327,0,0,56976,0,0,0,0,0,0,0,61208,0,0,2,20973,0,0,7,0,37601,0,2,0,12327,0,3115396,4676988,34846,12501839,7924840,409075,380858,0,7792384,4711834,10004312.9,102429.0481,1608.402923,99890.3126,5460.223162,4937.298429,0,0.010239922,0.015645503,0.043803356,0.05316024,0,0.042394751,0.052884099,0,0
Base,364,0.05,1,0.001,-13443830,609450381,17571757,13443830,537753.2,11854108,620581,226259,0,17422074,913959,337519,0,11554678,604804,220715,0,4842695,253484,95381,0,0,32736,42979,1,0,0,0,0,29276182,1513799,535200,0,877639,39768,7323,0,361808,13708,3229,0,1843995,129745,52391,0,764957,54510,19154,0,0,32736,0,0,0,0,0,0,0,39768,0,0,1,13708,0,0,11,1,52391,0,1,0,19154,0,4043192,13400850,42980,12492117,17571757,858288,316096,0,17444042,13443830,9994664.009,365105.0426,9113.383255,353928.8338,17759.50148,6644.630041,0.000439512,0.036531889,0.025023166,0.049218439,0.018563082,1.64301E-09,0.049590178,0.018408018,0,0
Base,364,0.05,1,0.001,-14673203,23861028,19103902,14673203,586928.12,12793835,1330334,497069,0,9181948,970360,365458,0,12750671,1325064,495191,0,3967845,409631,155500,0,0,78669,44010,0,0,0,0,0,21975783,2262688,840890,0,1539841,92362,14508,0,476622,24310,4695,0,1538606,180687,51756,0,478684,56530,13881,0,0,78669,0,0,0,0,0,0,2,92362,0,0,1,24310,0,0,8,0,51756,0,2,0,13881,0,4290160,14629193,44010,12489613,19103902,1734695,650691,0,18919353,14673203,10001611.33,279840.5616,3445.63059,274152.2096,25134.72805,9530.822767,0,0.027979456,0.012318088,0.089327036,0.033744928,0,0.090400434,0.033779694,0,0
Base,364,0.05,1,0.001,-18309738,1194077182,23070158,18309738,732389.52,15469853,262798,598832,0,15885454,293053,631071,0,15399690,261668,595980,0,6435621,121367,255832,0,0,67149,50693,0,0,0,0,0,31355307,515649,1202312,0,1522228,75385,11960,0,629899,31962,5112,0,1624464,102943,56833,0,676428,49461,21441,0,0,67149,0,0,0,0,0,0,3,75385,0,0,1,31962,0,0,7,0,56833,0,3,0,21441,0,4622481,18259045,50693,12486222,23070158,383035,851812,0,22881526,18309738,9996849.516,317598.3917,3519.330843,311370.6102,5604.545654,11834.1835,0,0.031769535,0.011106953,0.019324011,0.036891554,0,0.018218077,0.03660091,0,0
