Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,0,-4716804.29,312313552,8101184.07,4716804.29,183320.9309,15204617,10607589,114144,163862,0,15070063,11191908,9995925.785,195969.6186,1891.780659,193184.9162,1504.57522,2129.836484,0.014395604,0.019604805,0.009646348,0.006850255,0.010219859,6.49854E-08,0.697686008,0.00669331,0.010137464,0,0
Base,364,0.05,1,0,-4605514.152,1850831212,6441259.195,4605514.152,178995.5847,11314390,7495185,104957,189849,0,11237261,9313724,10009804.58,160877.2776,4201.696978,156011.1033,1581.478736,2758.034176,0,0.016073528,0.026090277,0.006881902,0.014156146,0,0.662749054,0.006530102,0.013888071,0,0
Base,364,0.05,1,0,-3263417.263,1473204640,9628088.198,3263417.263,126834.3255,18888867,13424926,154402,201564,0,18692846,9789419,10002595.16,235516.2048,1769.756593,232637.3103,2169.097308,2728.742637,0.000274725,0.02354537,0.007522494,0.009632487,0.011408626,1.5184E-09,0.710730902,0.008567942,0.010522013,0,0
Base,364,0.05,1,0,-5011866.472,308849058,6308266.887,5011866.472,194788.6685,10896568,7778127,183724,271908,3,10829234,9522398,10003572.28,140355.5378,3962.824396,135752.7486,2484.133187,3595.79,0.075824176,0.014031789,0.028213603,0.012720163,0.021257325,3.57995E-07,0.714185439,0.012177069,0.020750585,1.81363E-07,0
Base,364,0.05,1,0,-5238699.476,598655489,8270162.511,5238699.476,203604.6454,15428589,11222751,152544,352402,0,15294694,11928814,10003532.63,196447.5129,7464.947418,188076.5785,2027.96467,4497.105769,0,0.019638254,0.03798825,0.009092949,0.022136377,0,0.727444316,0.008725888,0.022090455,0,0
Base,364,0.05,1,0,-1822256.272,696108165,9008803.877,1822256.272,70822.89099,17672476,11680437,171150,224070,0,17481682,6229470,10007596.08,278017.8992,4528.762198,272451.3796,2977.304176,3673.701044,0.000274725,0.027780169,0.01628934,0.010805627,0.012750664,1.18951E-09,0.660944731,0.009789318,0.012238864,0,0
Base,364,0.05,1,0,-3113075.253,2010095345,6775344.882,3113075.253,120991.2089,12131078,8087361,719900,135822,0,12003902,7622268,9998461.091,174486.7939,1724.485714,172049.8334,10350.39495,2123.630989,0.000549451,0.017451494,0.009854656,0.057538928,0.010770224,2.84399E-09,0.666831799,0.057537084,0.009933722,0,0
Base,364,0.05,1,0,-5543887.328,309444972,7278747.718,5543887.328,215465.9222,13404959,9533722,142890,685769,0,13314295,11510261,10010192.85,167005.9512,5012.802143,161205.9401,1843.15467,8537.954011,0.000164835,0.016684787,0.029998918,0.009459074,0.050027152,1.09871E-09,0.711285152,0.009146271,0.050031184,0,0
Base,364,0.05,1,0,-3614712.044,261067697,7781712.475,3614712.044,140487.5709,14695094,9922133,289498,148251,2,14576297,9394171,9998075.934,188976.4776,6867.583022,181245.9565,3785.95033,1979.164011,0.003461538,0.018901227,0.036339827,0.018962271,0.010244239,1.83311E-08,0.675232342,0.018649256,0.00987894,1.28022E-07,0
Base,364,0.05,1,0,-2085161.627,1409394844,5019635.314,2085161.627,81040.83761,8112654,5520246,578315,125875,0,7999502,4624279,9999577.449,111606.947,4158.893681,106971.5707,7932.69456,1841.837308,0,0.0111614,0.037306879,0.069531964,0.012572066,2.83449E-10,0.681133844,0.069660433,0.011833087,0,0
Base,364,0.05,1,0,-409055.0727,1601154453,5841520.507,409055.0727,15898.12765,9518821,6878441,355558,119050,1,9365333,1442718,10003176.25,126512.1185,2689.743077,123263.2748,4706.990604,1698.811923,0.001263736,0.01264866,0.021266148,0.030570934,0.016100276,1.24131E-08,0.723037131,0.030578605,0.014975668,1.31023E-07,0
Base,364,0.05,1,0,-5226670.085,328537764,8387337.027,5226670.085,203137.1171,16355023,10961061,145021,375876,0,16207777,12586063,10006354.4,262186.2353,2784.746868,258441.1024,2447.443736,6052.309121,0,0.026201767,0.010625895,0.00960371,0.023219016,0,0.670193583,0.009119634,0.023114975,0,0
Base,364,0.05,1,0,-3608404.028,185299774,6913498.011,3608404.028,140242.4067,12473883,8306355,132386,394242,0,12373596,8507249,9991089.877,151417.5271,2399.714835,148285.291,1701.442143,4871.698901,0.000659341,0.015154259,0.015830724,0.00936054,0.03191058,4.28208E-09,0.66601584,0.008855835,0.031353807,0,0
Base,364,0.05,1,0,-1413194.181,848326003,5972376.529,1413194.181,54924.49057,10391514,6697886,202653,113333,0,10260191,4150125,9999505.587,156767.388,998.4424725,155158.5767,3072.247198,1742.025879,0,0.015677713,0.006366858,0.015604737,0.010936581,0,0.644820394,0.015500762,0.010731211,0,0
Base,364,0.05,1,0,-1526910.679,375862548,5362933.722,1526910.679,59344.13851,8787336,5704745,317520,84118,0,8701816,3924901,10000397.57,121917.5892,2165.645385,119235.8649,4400.439231,1260.321209,0.000769231,0.012191357,0.017736266,0.032602044,0.009580803,3.64036E-09,0.649739886,0.032602802,0.00886677,0,0
Base,364,0.05,1,0,-7249239.544,185306462,9036373.75,7249239.544,281745.2792,17607636,11861843,127403,1333648,0,17516871,15652787,10010462.35,235102.749,5629.243516,228439.5984,1744.694725,17694.07478,0.010824176,0.023485365,0.023944979,0.007703089,0.074922853,4.8678E-08,0.673669915,0.007515109,0.075413619,0,0
Base,364,0.05,1,0,-3507473.013,222233955,4459748.821,3507473.013,136319.6729,6885547,4574314,286318,249610,0,6830037,5891223,10004901.31,77617.1311,684.4887363,76528.21654,3243.057143,2881.158462,0.000934066,0.007759563,0.008729431,0.034736607,0.022901079,5.56592E-09,0.664993102,0.034587291,0.022422397,0,0
Base,364,0.05,1,0,-2657863.247,2044017030,5669400.588,2657863.247,103299.1693,9414685,6984603,142232,151460,0,9281967,5877727,9999852.097,137353.289,4080.81489,132719.4857,2204.716429,2468.755055,0,0.013736784,0.029746512,0.01021996,0.012556001,0,0.742636106,0.009682674,0.011291778,0,0
Base,364,0.05,1,0,-2139994.509,1052299988,5165894.995,2139994.509,83171.94468,8143148,5356204,143353,104114,0,8047391,4605038,10004118.64,108049.9325,2988.91511,104582.6687,1994.442088,1534.231758,0,0.010802781,0.027771887,0.010671775,0.009702251,5.43493E-10,0.658862187,0.010207323,0.008762186,0,0
Base,364,0.05,1,0,-4178449.805,1873814012,5996301.279,4178449.805,162397.5177,10235835,7288837,104744,270817,0,10145867,8256309,10000520.76,150507.6118,2733.542418,147172.8959,1657.122582,4034.068736,0.001373626,0.01505064,0.018098481,0.007082556,0.022734761,6.10758E-09,0.712493728,0.006591596,0.022406295,0,0
Base,364,0.05,1,0,-3914899.293,1039786972,7759298.964,3914899.293,152154.4967,14883923,10982711,135580,182801,0,14740943,10054100,9996523.235,217358.4742,7432.697143,209051.7576,2049.945824,2784.236374,0,0.021743357,0.034195756,0.009163876,0.012673366,0,0.737895368,0.008860217,0.012163737,0,0
Base,364,0.05,1,0,-5284860.252,1812526774,7416847.789,5284860.252,205398.7067,13791902,9939725,88724,119744,3,13693285,11439915,10006206.35,162066.8187,7834.984725,153421.8466,1037.130165,1404.191923,0.01478022,0.016197174,0.048319787,0.005068343,0.00768643,8.48393E-08,0.720760518,0.005112149,0.007717923,1.96322E-07,0
Base,364,0.05,1,0,-5146775.31,639818473,6634549.25,5146775.31,200031.9672,11965813,7463110,566600,231707,0,11870602,10364686,9999186.936,152279.5349,3632.636374,147944.1599,7278.644286,3051.413407,0,0.015229202,0.023820825,0.042738006,0.016416816,0,0.623850861,0.042417942,0.015920124,0,0
Base,364,0.05,1,0,-5543114.416,1751224360,7226585.614,5543114.416,215435.8825,12927613,8828872,142740,228226,0,12839711,11117714,10001502.97,165402.5886,4523.042912,160120.3117,1962.436154,3060.042033,0,0.01653819,0.027352238,0.008888944,0.014914003,0,0.683251272,0.00833229,0.014306035,0,0
Base,364,0.05,1,0,-5416258.615,1690033234,9069313.02,5416258.615,210505.5691,17186193,12559722,158505,325289,0,17041761,12840461,9997792.247,229415.5999,5623.805165,222782.5415,2286.018242,4436.319176,0,0.022946597,0.02449742,0.009383969,0.018851366,0,0.730816295,0.008699511,0.018456227,0,0
Base,364,0.05,1,0,-4683871.723,1011883393,6771925.089,4683871.723,182040.9904,12079324,7843688,823868,143534,0,11968642,9769362,10006937.32,155858.4319,6172.727582,148976.2649,10626.72802,2017.485714,0.003296703,0.015576013,0.039560107,0.064473086,0.010066108,1.51564E-08,0.649579509,0.064504624,0.009281944,0,0
Base,364,0.05,1,0,-5276876.133,1208555834,7374900.979,5276876.133,205088.4,13465812,9751815,263624,338829,0,13357338,11144650,10006705.98,206086.6991,1851.41989,203444.3986,4216.421703,5372.383352,0.030549451,0.020595484,0.008976977,0.01800654,0.023873817,1.15772E-07,0.724315056,0.017272576,0.023084343,0,0
Base,364,0.05,1,0,-4753974.065,1953107222,7700661.734,4753974.065,184765.5526,14543194,10800006,250113,160622,0,14423267,11089567,10003672.33,199050.8751,6256.323516,191940.4768,3486.743297,2342.528132,5.49451E-05,0.019898082,0.031427326,0.01670731,0.011034064,4.94229E-10,0.742641263,0.016411798,0.010362998,0,0
Base,364,0.05,1,0,-4116502.735,1801904851,5707241.416,4116502.735,159989.9142,9449206,6916564,203012,285100,0,9357720,7740877,9997920.767,111421.1969,4532.065769,106334.0548,2463.552527,3412.958352,0.00010989,0.011144159,0.040757519,0.01454862,0.022659251,1.00979E-09,0.732598581,0.014207908,0.022391196,0,0
Base,364,0.05,1,0,-3203226.773,1149335778,6839851.274,3203226.773,124494.9923,12115123,8152312,99465,95242,0,12018668,7725830,10011878.69,131555.3727,3585.453516,127258.4234,1127.415604,1069.592582,0,0.013141773,0.02722486,0.00635619,0.007241417,0,0.673093547,0.006104381,0.007012708,0,0
Base,364,0.05,1,0,-5034001.454,1482106959,6713348.132,5034001.454,195648.9555,12278857,9152532,326286,143111,0,12188638,10446286,10003008.24,154828.9188,3710.70467,150397.1094,4160.647418,1882.765,0.000164835,0.015478811,0.023933133,0.023839587,0.010209894,1.13831E-09,0.745490967,0.023589833,0.009809281,0,0
Base,364,0.05,1,0,-3460110.372,683275498,9016195.122,3460110.372,134478.9004,18137348,12786750,127835,223435,0,17941564,10238522,10006797.8,234345.4421,2662.925275,230617.558,1773.833077,3407.105,0,0.023417706,0.01138727,0.008749232,0.014869218,0,0.705014613,0.008139027,0.012632808,0,0
Base,364,0.05,1,0,-1986740.904,645940390,6717789.275,1986740.904,77215.66756,12083985,8451269,142741,266619,0,11951174,5658813,10003832.26,177205.622,6319.862857,170176.1858,2206.949286,3938.073626,0,0.017714378,0.035663021,0.010918206,0.024010937,0,0.699511626,0.010354233,0.023778296,0,0
Base,364,0.05,1,0,-2074978.031,796493727,5998901.349,2074978.031,80645.04713,10223244,7486470,412621,131422,16,10080113,5256872,9997578.25,115255.3327,1642.772308,113012.112,4689.942527,1707.135275,0.213901099,0.011528525,0.014156286,0.03381624,0.012443644,1.71891E-06,0.732616832,0.033576374,0.010833559,1.45233E-06,0
Base,364,0.05,1,0,-3806827.229,944235198,7962320.006,3806827.229,147954.2225,15207876,11141185,140435,153356,1,15070884,9926586,10000879.36,179294.3607,1543.364066,176857.9296,1719.065165,1937.898571,0.002527473,0.017927899,0.008598362,0.009154989,0.01065872,1.44799E-08,0.732599309,0.00883276,0.009961842,6.33635E-08,0
Base,364,0.05,1,0,-5931060.849,2134698911,7897866.581,5931060.849,230513.6125,15190466,9348477,78237,136128,0,15108145,13010111,10002482.95,186587.9909,6927.114011,178768.8863,1093.626429,1795.980165,0,0.018654188,0.03712834,0.00561672,0.009375607,0,0.615437473,0.004976121,0.008762223,0,0
Base,364,0.05,1,0,-2271419.542,1248176392,5954806.219,2271419.542,88279.84358,10370953,7284070,129382,112253,0,10263503,5782378,10009110.92,150905.6554,2949.046593,147347.4484,1904.223077,1647.512253,0.000384615,0.015079023,0.019494482,0.009524548,0.010241429,2.29532E-09,0.702582491,0.00941151,0.010152913,0,0
Base,364,0.05,1,0,-3794787.049,1289418182,8626554.489,3794787.049,147486.275,16235152,10461975,119387,178128,0,16063614,10020536,10001142.38,223632.6357,6329.672473,216349.7141,1842.042473,2798.498077,0.000879121,0.022361083,0.028301729,0.007393091,0.011940554,3.87E-09,0.644482368,0.006642166,0.010506588,0,0
Base,364,0.05,1,0,-3671946.37,1048543459,7650665.957,3671946.37,142712.0112,14662324,9890859,369645,148075,0,14559318,9587177,9999586.322,197548.3651,4715.646978,191971.7596,4995.912582,2032.92967,0.000549451,0.019755663,0.023870142,0.024995066,0.010151793,3.19262E-09,0.674576658,0.02491488,0.009963996,0,0
Base,364,0.05,1,0,-2633882.841,712838307,5168109.577,2633882.841,102367.1589,8054516,5196006,169973,222478,2,7962487,5189793,9999136.303,92508.12077,2629.955714,89405.04736,2045.584615,2633.680659,0.007417582,0.009252429,0.028364462,0.01294034,0.02218097,4.7331E-08,0.646088814,0.012408412,0.021508048,1.42921E-07,0
Base,364,0.05,1,0,-3144549.126,1420897005,4849327.801,3144549.126,122214.4566,7664646,5368657,180114,213619,0,7583620,5808578,9992973.245,97112.90451,4044.647747,92618.00022,2395.421648,2782.554725,0,0.009717346,0.041683832,0.014959873,0.021648699,0,0.701351008,0.0143177,0.021059312,0,0
Base,364,0.05,1,0,-4526820.647,403021635,6480067.775,4526820.647,175937.1227,11555766,8830063,164857,337122,0,11465241,9395483,10008582.2,164335.4199,5895.395934,157761.3781,2423.598132,4844.137967,0,0.016420739,0.035857134,0.011912227,0.026934228,0,0.764315051,0.011548672,0.026646216,0,0
Base,364,0.05,1,0,-3883959.909,908304549,6229526.851,3883959.909,150952.0222,10682082,6940802,295427,115968,0,10589497,8056099,10009869.83,129765.1251,4013.162253,125124.5899,3614.64022,1520.402418,0,0.012966503,0.030875767,0.022118156,0.008402243,0,0.650122527,0.021966827,0.007799879,0,0
Base,364,0.05,1,0,-4876928.904,2098419615,7694424.088,4876928.904,189544.2532,13854888,10141989,115494,158426,0,13744082,10653492,10002859.34,162342.7198,4309.757802,157219.2896,1502.744396,2061.766538,0,0.016230598,0.026503195,0.007115086,0.010593189,0,0.732233372,0.006457857,0.009590615,0,0
Base,364,0.05,1,0,-2225216.374,959414042,7520676.092,2225216.374,86484.1346,14011651,10468344,132261,459733,0,13879301,6642894,9999366.403,183239.3967,4568.531154,177848.0339,1785.35044,5973.778242,0,0.018325578,0.02493855,0.009665175,0.034307517,0,0.747176147,0.009366665,0.034493725,0,0
Base,364,0.05,1,0,-2791715.625,1453649918,5247606.744,2791715.625,108501.4081,8034366,5749633,182285,213193,17,7927497,5295618,9998299.544,89275.22857,900.7605495,87902.52742,2161.128022,2436.162033,0.203241758,0.008929298,0.009807524,0.01322739,0.020700313,1.17269E-06,0.716504864,0.01241241,0.020077449,1.08185E-06,0
Base,364,0.05,1,0,-3962668.151,35478133,7137279.346,3962668.151,154011.057,12199177,8788886,178692,721424,0,12058070,8556331,9998337.833,142065.5868,1046.971044,140302.2353,2172.85022,8363.129505,0,0.014208589,0.007353615,0.010871103,0.061873151,2.61074E-10,0.720759409,0.010443305,0.062038091,0,0
Base,364,0.05,1,0,-1041444.894,596828726,5079934.912,1041444.894,40476.27073,7611678,5023509,164248,56759,0,7526557,2572387,10000878.87,87472.80687,2414.858187,84610.82341,1919.487033,703.2225824,0.000494505,0.008746792,0.027562516,0.012673464,0.007256847,2.98415E-09,0.661119682,0.012402806,0.00669617,0,0
Base,364,0.05,1,0,-4226954.482,629849110,6784503.06,4226954.482,164282.6759,12407682,8573097,771400,240813,16,12309446,9451856,9996933.984,204501.7513,4558.112253,199214.8926,12683.82412,4109.422418,0.289615385,0.020456447,0.022279304,0.061975452,0.01864819,1.19621E-06,0.691047124,0.062109465,0.018033483,1.08043E-06,0
Base,364,0.05,1,0,-6013307.942,1976565441,7789892.686,6013307.942,233710.1864,14686776,11134226,117185,766131,0,14591409,12746290,10004949.86,176917.0817,2821.647363,173232.9532,1527.246154,9141.889121,0.001318681,0.017683383,0.015934922,0.00783148,0.051587383,7.19342E-09,0.758131685,0.007247378,0.052037279,0,0
Base,364,0.05,1,0,-2828351.711,1520840680,6582941.231,2828351.711,109925.2877,11931917,8906961,589601,191423,15,11771558,7184227,10001496.66,193403.3952,3829.373846,188873.2022,9506.27511,3462.333022,0.258406593,0.019337711,0.019757172,0.048450309,0.015864481,1.09921E-06,0.746627755,0.048705374,0.01425945,1.02794E-06,0
Base,364,0.05,1,0,-5787184.123,502960044,9232171.879,5787184.123,224921.7724,18127013,11722465,135954,146487,0,18015847,14017516,9997401.932,224257.6707,5505.234835,217688.096,1766.217033,1918.348022,0.000549451,0.022431494,0.024556341,0.008268808,0.008786165,3.08287E-09,0.646678839,0.007881125,0.008307648,0,0
Base,364,0.05,1,0,-2054401.258,883745225,6671517.994,2054401.258,79845.32068,11188816,7631054,127424,123428,0,11054729,5303467,10002224.1,117807.1673,3457.427692,113692.689,1489.292088,1520.511099,0,0.011778862,0.029405999,0.008036969,0.011071538,0,0.682614214,0.00728748,0.009495739,0,0
Base,364,0.05,1,0,-3787034.134,137324251,8799076.978,3787034.134,147184.9541,16759418,12298547,255746,232588,5,16617612,10200123,9999601.674,263357.7809,5448.279231,256925.3886,4112.952143,3735.000659,0.139945055,0.026337159,0.020680708,0.015168262,0.014082269,5.19196E-07,0.733836888,0.014819251,0.013787646,2.90534E-07,0
Base,364,0.05,1,0,-6228590.936,2059166616,7635753.754,6228590.936,242077.2664,14511346,8920970,928796,144123,0,14435732,12995048,9998813.212,209146.5132,3510.11522,204784.256,13382.78874,2205.926264,0.000659341,0.020917244,0.016779496,0.063197293,0.00998381,3.40331E-09,0.614771993,0.063229886,0.00942418,0,0
Base,364,0.05,1,0,-4237316.848,956254015,7878505.365,4237316.848,164685.4144,14086833,10399394,127072,197268,0,13930816,9783720,10006796.38,187100.6152,5689.200824,180584.1699,1887.657967,2832.954066,0.000164835,0.018697979,0.030391739,0.007596581,0.012805138,8.32841E-10,0.738524823,0.006842838,0.011880445,0,0
Base,364,0.05,1,0,-6559717.863,1724022647,9127841.553,6559717.863,254946.6782,18052760,13438028,142652,324029,0,17939766,15117354,10003761.41,290173.9317,7799.132637,281314.7874,2419.447857,5288.511319,0,0.029005972,0.02688841,0.009002393,0.018815681,0,0.744375393,0.008540561,0.018542977,0,0
Base,364,0.05,1,0,-1439957.224,1728028347,6978672.608,1439957.224,55964.64947,11934298,8143139,160299,113879,0,11805532,4298013,9996486.041,127554.956,1461.141758,125392.8715,1839.938571,1310.899615,0,0.012759694,0.011435661,0.011251546,0.011215656,0,0.682574285,0.010510604,0.010409424,0,0
Base,364,0.05,1,0,-1779997.343,82891174,5727471.261,1779997.343,69180.47684,9435019,5700345,165178,107286,0,9314003,4483483,9997467.565,124944.7704,1370.75489,123019.7812,2261.637143,1587.338462,0.003241758,0.012497829,0.010972421,0.011370112,0.010408214,1.3359E-08,0.604957984,0.011004727,0.009337979,0,0
Base,364,0.05,1,0,-3185839.695,642941870,7944932.606,3185839.695,123819.235,14365318,10974734,174184,247945,0,14184848,8294043,10003326.85,198607.16,7107.495549,190656.0544,2755.007033,3613.913901,0.000494505,0.019854643,0.035756645,0.011595188,0.017631521,2.29058E-09,0.764139658,0.010185825,0.016736668,0,0
Base,364,0.05,1,0,-5970971.009,628074197,9176440.6,5970971.009,232064.7406,18332415,10959839,153198,1004872,0,18186471,14492769,10004343.88,273571.128,7886.011099,264608.7443,2560.04478,14936.45962,0,0.027344519,0.028842509,0.010462705,0.053559411,0,0.597808766,0.009364496,0.053759901,0,0
Base,364,0.05,1,0,-5183677.764,1689866430,10928868.38,5183677.764,201466.1993,22158932,14763721,222356,559783,2,21916238,14387639,10007136.53,351492.2079,2916.646648,347274.493,3797.588077,8978.310055,0.01467033,0.035122476,0.008319147,0.01216424,0.024808437,5.84808E-08,0.666360731,0.01130999,0.024551865,1.26024E-07,0
Base,364,0.05,1,0,-3118231.178,1084506415,5689632.912,3118231.178,121191.5965,9685835,6561004,79691,121424,0,9581803,6739735,10000474.49,131902.3827,2149.117747,129184.4097,1182.922473,1758.43456,0.008791209,0.013190059,0.016239809,0.005476394,0.00963213,3.9617E-08,0.677806428,0.005056867,0.009096629,0,0
Base,364,0.05,1,0,-4767348.629,1268112090,5887238.432,4767348.629,185285.3616,10403744,6133820,140058,737215,0,10340751,9216392,10003942.88,158084.8404,754.0124725,156719.78,2189.789451,11119.15747,0.002417582,0.015803138,0.004752597,0.010569631,0.070236466,1.09398E-08,0.589730992,0.010278329,0.070686212,0,0
Base,364,0.05,1,0,-3412551.978,1154810681,7574622.067,3412551.978,132630.5199,13775308,10747220,244519,236032,3,13639860,8582041,10006938.4,168103.8561,5844.768626,161450.0916,3024.293187,2917.184231,0.023901099,0.016799845,0.034739534,0.015736421,0.017055435,1.29178E-07,0.780220969,0.015533128,0.016812794,1.95344E-07,0
Base,364,0.05,1,0,-4137859.995,1512240659,5594711.981,4137859.995,160819.9746,9524031,5593993,157561,540026,0,9445187,7958753,10003501.19,148146.6375,2420.927143,145166.3268,2473.820934,8377.649121,0.00032967,0.014810735,0.016321567,0.011914519,0.05364082,1.51481E-09,0.587766597,0.011798216,0.053649994,0,0
Base,364,0.05,1,0,-3858674.85,1987120862,8250695.873,3858674.85,149969.3059,15904241,11953106,356569,223836,6,15711808,10220236,10004263.1,249444.722,3747.316978,244763.4829,5617.692363,3603.487033,0.07043956,0.024933829,0.015022405,0.022427735,0.014313656,2.83478E-07,0.751567778,0.022331412,0.013949462,3.72554E-07,0
Base,364,0.05,1,0,-2210208.462,527815777,5134392.089,2210208.462,85900.84469,8275535,5122467,102960,91705,0,8181177,4861012,10004294.63,107139.5966,2881.223022,103772.3176,1365.744835,1218.394835,0.000934066,0.010710729,0.02687421,0.007028091,0.0083272,5.53925E-09,0.619599674,0.006858064,0.008112758,0,0
Base,364,0.05,1,0,-5790057.635,704842472,7037805.257,5790057.635,225033.4528,13571369,9837367,633639,162715,1,13511478,12226550,9999069.527,206269.3904,7334.734396,198137.6972,9601.045055,2483.067088,0.005934066,0.020628866,0.035557405,0.046496209,0.011912263,2.89431E-08,0.724855169,0.046644648,0.011873337,7.0598E-08,0
Base,364,0.05,1,0,-4099133.264,132651429,9276082.807,4099133.264,159314.8411,18232880,12353686,156411,158758,0,18094784,11285921,10001585.63,242225.0293,9152.50978,232001.9414,2090.641209,2137.043736,0,0.024218384,0.037791087,0.009169021,0.008631109,0,0.677556923,0.00911949,0.008522014,0,0
Base,364,0.05,1,0,-1970030.854,536784990,6001075.495,1970030.854,76566.22322,10083453,5878520,172953,88697,0,9981240,5012750,10006296.01,124909.1298,741.5152747,123575.3708,2203.996538,1193.478407,0.00010989,0.012484907,0.005881347,0.012121753,0.008437034,1.15418E-09,0.58339905,0.011788572,0.007776056,0,0
Base,364,0.05,1,0,-4352331.273,250398287,7359707.534,4352331.273,169155.5069,13438426,10383822,325846,261397,0,13324037,9915556,10002777.17,164295.473,6623.827912,156882.4982,4017.382363,3226.144396,0.001538462,0.01642594,0.040277088,0.022293974,0.018507086,8.41384E-09,0.772740979,0.022082705,0.01830482,0,0
Base,364,0.05,1,0,-4860302.428,2069312407,7345778.724,4860302.428,188898.057,13659680,10588890,132365,236424,1,13548622,10830206,9999934.006,177195.2433,3859.796978,172533.2585,1828.335659,3139.14011,0.001648352,0.017719858,0.021761121,0.008994442,0.016742205,9.20542E-09,0.775223924,0.008462217,0.016361177,6.33525E-08,0
Base,364,0.05,1,0,-1921513.416,1155089814,8015790.033,1921513.416,74680.56897,14269569,9073253,134861,185652,0,14110253,5781478,10002389.48,162560.4215,3484.482308,158238.0244,1760.129011,2213.171044,0,0.016252184,0.021443837,0.009131191,0.014370609,0,0.636100727,0.007996765,0.013718149,0,0
Base,364,0.05,1,0,-3746118.974,2114942665,7352029.213,3746118.974,145594.7662,13470199,7952166,147199,315515,0,13344865,9077966,10006206.89,220517.844,5605.103132,214121.569,2537.71033,5223.621429,0.00021978,0.022038842,0.025411552,0.009924255,0.022991149,1.32479E-09,0.590481609,0.009435618,0.022723389,0,0
Base,364,0.05,1,0,-1165285.317,574104378,6629146.232,1165285.317,45289.39002,12191027,8291225,161532,248707,0,12024776,3907057,10005573.43,197058.7403,2965.927473,193376.8834,2774.141484,4000.622198,0.003791209,0.019695763,0.015050344,0.013626232,0.022237018,1.95888E-08,0.680178068,0.012824197,0.022267854,0,0
Base,364,0.05,1,0,-4066621.245,1980409882,6008264.517,4066621.245,158051.2454,11013979,7104309,115465,106862,0,10926806,8840356,10005993.29,148000.6441,3290.452308,144063.3231,1580.717692,1546.10544,0,0.014791632,0.022212314,0.008771404,0.008693527,0,0.645140831,0.008638983,0.008104103,0,0
Base,364,0.05,1,0,-4187466.231,105363668,5906969.217,4187466.231,162747.9455,10240684,6077245,87997,156733,0,10159652,8367570,10006759.38,141957.7512,3074.214066,138282.0362,1382.485495,2301.740879,0,0.014187974,0.021665451,0.006353409,0.012171771,0,0.593988809,0.005663949,0.011545646,0,0
Base,364,0.05,1,0,-1820549.939,1525435099,4450137.999,1820549.939,70756.57354,6510703,4465222,160822,173300,8,6423317,3518284,10007810.93,77064.39027,2212.801923,74469.15764,1959.21956,2110.34,0.05032967,0.007704002,0.0287809,0.014818868,0.02169827,2.49904E-07,0.686903843,0.014441532,0.021101341,4.73486E-07,0
Base,364,0.05,1,0,-3183380.088,1516425894,6854684.317,3183380.088,123723.6411,12328757,9515429,173014,587854,0,12157721,7812671,10004450.06,168738.0578,6433.776538,161580.2257,2570.436429,7969.335549,0,0.01686732,0.038135057,0.012636254,0.049283695,0,0.771969011,0.011663983,0.049652276,0,0
Base,364,0.05,1,0,-4440076.77,112323466,11130723.01,4440076.77,172565.779,22366046,13627281,291656,390335,1,22231865,12928631,9998611.698,312804.9197,5330.252143,306161.3896,4183.123407,5496.63533,0.004230769,0.031284862,0.017049469,0.013741971,0.016608102,1.47459E-08,0.609353521,0.013422008,0.016516657,4.58271E-08,0
Base,364,0.05,1,0,-1949805.288,591647659,5877829.621,1949805.288,75780.1466,9244371,5881294,337090,95210,0,9141540,4492823,10004186.2,100462.9399,3861.781264,96058.18495,3744.271538,1104.898736,0,0.010042823,0.038545616,0.026921798,0.009233222,2.45403E-10,0.637064948,0.026359664,0.008673143,0,0
Base,364,0.05,1,0,-5295583.848,1176448045,7704191.996,5295583.848,205815.4846,14714598,10451298,397547,158821,0,14599474,11967973,10005678.33,257885.082,2766.484121,254254.5248,7033.704341,2898.759615,0.001373626,0.025774047,0.010718604,0.02678885,0.010824373,5.47638E-09,0.710272108,0.026545457,0.010397587,0,0
Base,364,0.05,1,0,-3729834.779,1939693204,5618928.456,3729834.779,144961.8729,9077847,5229769,122834,438108,0,8995672,7021449,9995091.091,122222.811,680.9507143,121008.6587,1786.900934,5965.394176,0,0.012227458,0.005494042,0.008507189,0.044590104,0,0.576961275,0.007916185,0.044067435,0,0
