Replication,Simulation Period,To: W to 1st Tx | Sym|G-0,To: W to 1st Tx | Sym|G-A,To: W to 1st Tx | Sym|G-B,To: W to 1st Tx | Sym|G-AB,To: W to 1st Tx | Asym|G-0,To: W to 1st Tx | Asym|G-A,To: W to 1st Tx | Asym|G-B,To: W to 1st Tx | Asym|G-AB,To: If R | Tx-A --> I | Sym|G-0,To: If F | Tx-A --> I | Sym|G-A,To: If R | Tx-A --> I | Sym|G-B,To: If F | Tx-A --> I | Sym|G-AB,To: If R | Tx-A --> I | Asym|G-0,To: If F | Tx-A --> I | Asym|G-A,To: If R | Tx-A --> I | Asym|G-B,To: If F | Tx-A --> I | Asym|G-AB,To: If R | Tx-B  --> I | Sym|G-0,To: If R | Tx-B  --> I | Sym|G-A,To: If F | Tx-B  --> I | Sym|G-B,To: If F | Tx-B  --> I | Sym|G-AB,To: If R | Tx-B  --> I | Asym|G-0,To: If R | Tx-B  --> I | Asym|G-A,To: If F | Tx-B  --> I | Asym|G-B,To: If F | Tx-B  --> I | Asym|G-AB,To: If R | 2nd Tx-B  --> I | Sym|G-0,To: If R | 2nd Tx-B  --> I | Sym|G-A,To: If F | 2nd Tx-B  --> I | Sym|G-B,To: If F | 2nd Tx-B  --> I | Sym|G-AB,To: If R | 2nd Tx-B  --> I | Asym|G-0,To: If R | 2nd Tx-B  --> I | Asym|G-A,To: If F | 2nd Tx-B  --> I | Asym|G-B,To: If F | 2nd Tx-B  --> I | Asym|G-AB,To: If retreat after R | Tx-A --> I | Sym|G-0,To: If retreat after F | Tx-A --> I | Sym|G-A,To: If retreat after R | Tx-A --> I | Sym|G-B,To: If retreat after F | Tx-A --> I | Sym|G-AB,To: If retreat after R | Tx-A --> I | Asym|G-0,To: If retreat after F | Tx-A --> I | Asym|G-A,To: If retreat after R | Tx-A --> I | Asym|G-B,To: If retreat after F | Tx-A --> I | Asym|G-AB,To: If retreat after R | Tx-B --> I | Sym|G-0,To: If retreat after R | Tx-B --> I | Sym|G-A,To: If retreat after F | Tx-B --> I | Sym|G-B,To: If retreat after F | Tx-B --> I | Sym|G-AB,To: If retreat after R | Tx-B --> I | Asym|G-0,To: If retreat after R | Tx-B --> I | Asym|G-A,To: If retreat after F | Tx-B --> I | Asym|G-B,To: If retreat after F | Tx-B --> I | Asym|G-AB,To: Success with 1st-A or 1st-B,To: Success with 2st-B,To: Treated with 1st-line M,To: Treated with 2nd-line M,To: Death,Received 1st Tx,Received 1st Tx & Symptomatic,Received 1st Tx & Rst to A,Received 1st Tx & Rst to B,Received 1st Tx & Rst to AB,Sucessful 1st-line treatment,Sucessful A or B,Treated with M,"All A, B, M",% Received 1st Tx & Symptomatic,% Received 1st Tx & Rst to A,% Received 1st Tx & Rst to B,% Received 1st Tx & Rst to AB,Annual rate of gonorrhea cases,Effective life of AB,Simulation Time,In: S,In: I | Sym|G-0,In: I | Sym|G-A,In: I | Sym|G-B,In: I | Sym|G-AB,In: I | Asym|G-0,In: I | Asym|G-A,In: I | Asym|G-B,In: I | Asym|G-AB,In: W to RTx | Sym|G-0,In: W to RTx | Sym|G-A,In: W to RTx | Sym|G-B,In: W to RTx | Sym|G-AB,In: W to RTx | Asym|G-0,In: W to RTx | Asym|G-A,In: W to RTx | Asym|G-B,In: W to RTx | Asym|G-AB,Population size,Prevalence,Prevalence - Symptomatic,Prevalence - Assymptomatic,Prevalence - A,Prevalence - B,Prevalence - AB,Prevalence G,% infection symptomatic,% infection resistant to A,% infection resistant to B,% infection resistant to AB,Action Code,Replication,Observation Period,Obs: % Received 1st Tx & Symptomatic,Obs: % Received 1st Tx & Rst to A,Obs: % Received 1st Tx & Rst to B,Obs: % Received 1st Tx & Rst to AB,Obs: Annual rate of gonorrhea cases,Epidemic Time,Action Code
0,35,174407,0,25,19,81653,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256150,0,139336,256128,174451,0,42,26,256150,0,256150,256150,0.681108664,0,0.000163981,0.000101512,0.052456739,0,35,4785373,1922,0,0,0,94591,0,16,7,0,0,0,0,0,0,0,0,4882652,97279,1922,94614,0,16,7,0.019923394,0.019757604,0,0.000164475,7.1958E-05,"1,0,0,0,1,0,1,1",0,35,0.683756096,0,0,0.000231506,0.052456739,35,"1,0,0,0,1,0,1,1"
0,36,175899,0,22,5,81851,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257768,0,139712,257795,175926,0,35,10,257768,0,257768,257768,0.682425959,0,0.000135767,3.87905E-05,0.052798227,0,36,4784592,2023,0,0,0,95245,0,10,5,0,0,0,0,0,0,0,0,4882645,98053,2023,95260,0,10,5,0.020081943,0.020631699,0,0.000101986,5.09928E-05,"1,0,0,0,1,0,1,1",0,36,0.686727819,0,0.00011993,0,0.052798227,36,"1,0,0,0,1,0,1,1"
0,37,175763,0,17,7,82172,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257989,0,139407,257967,175787,0,23,9,257989,0,257989,257989,0.681432121,0,8.91587E-05,3.48882E-05,0.052830662,0,37,4785291,1965,0,0,0,94895,0,3,1,0,0,0,0,0,0,0,0,4882903,97612,1965,94899,0,3,1,0.019990567,0.020130722,0,3.07339E-05,1.02446E-05,"1,0,0,0,1,0,1,1",0,37,0.688996255,0,8.965E-05,0,0.052830662,37,"1,0,0,0,1,0,1,1"
0,38,176267,0,2,0,81913,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258193,0,139382,258187,176269,0,6,1,258193,0,258193,258193,0.68271834,0,2.3239E-05,3.87316E-06,0.052878122,0,38,4784671,1940,0,0,0,95325,0,2,1,0,0,0,0,0,0,0,0,4882681,98010,1940,95328,0,2,1,0.020072989,0.019793899,0,2.04061E-05,1.0203E-05,"1,0,0,0,1,0,1,1",0,38,0.685343953,0,0,0,0.052878122,38,"1,0,0,0,1,0,1,1"
0,39,176074,0,0,1,82306,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258349,0,140078,258383,176075,0,2,1,258349,0,258349,258349,0.681449631,0,7.74045E-06,3.87022E-06,0.052926621,0,39,4783382,1900,0,0,0,95851,0,0,1,0,0,0,0,0,0,0,0,4881910,98528,1900,95852,0,0,1,0.020182265,0.019283858,0,0,1.01494E-05,"1,0,0,0,1,0,1,1",0,39,0.678495525,0,0,1.9757E-06,0.052926621,39,"1,0,0,0,1,0,1,1"
0,40,178237,0,0,1,82635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260804,0,139537,260874,178238,0,0,2,260804,0,260804,260804,0.683234052,0,0,7.66654E-06,0.053440331,0,40,4782123,2030,0,0,0,96593,0,0,2,0,0,0,0,0,0,0,0,4881594,99471,2030,96595,0,0,2,0.020376746,0.020407958,0,0,2.01064E-05,"1,0,0,0,1,0,1,1",0,40,0.68940399,0,0,3.73443E-05,0.053440331,40,"1,0,0,0,1,0,1,1"
0,41,179074,0,0,3,82762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261928,0,139864,261840,179077,0,0,4,261928,0,261928,261928,0.68391766,0,0,1.52765E-05,0.053634163,0,41,4782666,1947,0,0,0,96591,0,0,1,0,0,0,0,0,0,0,0,4881963,99297,1947,96592,0,0,1,0.020339564,0.019607843,0,0,1.00708E-05,"1,0,0,0,1,0,1,1",0,41,0.672452954,0,0,6.17017E-05,0.053634163,41,"1,0,0,0,1,0,1,1"
0,42,178561,0,0,0,83518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262037,0,139214,262080,178561,0,0,1,262037,0,262037,262037,0.681322497,0,0,3.81563E-06,0.053682136,0,42,4783332,2009,0,0,0,95929,0,0,0,0,0,0,0,0,0,0,0,4882071,98739,2009,95929,0,0,0,0.020224819,0.02034657,0,0,0,"1,0,0,0,1,0,1,1",0,42,0.688595166,0,0,0,0.053682136,42,"1,0,0,0,1,0,1,1"
0,43,176144,0,0,0,82639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258810,0,140029,258783,176144,0,0,0,258810,0,258810,258810,0.680662949,0,0,0,0.053012454,0,43,4783364,2010,0,0,0,95403,0,0,0,0,0,0,0,0,0,0,0,4881551,98187,2010,95403,0,0,0,0.020113894,0.020471142,0,0,0,"1,0,0,0,1,0,1,1",0,43,0.690250825,0,0,0,0.053012454,43,"1,0,0,0,1,0,1,1"
0,44,175746,0,0,0,81775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257531,0,139218,257521,175746,0,0,0,257531,0,257531,257531,0.682453081,0,0,0,0.052752428,0,44,4783296,1995,0,0,0,95635,0,0,0,0,0,0,0,0,0,0,0,4881690,98394,1995,95635,0,0,0,0.020155725,0.020275627,0,0,0,"1,0,0,0,1,0,1,1",0,44,0.680167817,0,0,0,0.052752428,44,"1,0,0,0,1,0,1,1"
0,45,176283,0,0,0,82417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258695,0,139893,258700,176283,0,0,0,258695,0,258695,258695,0.681418632,0,0,0,0.052999252,0,45,4783096,2025,0,0,0,95311,0,0,0,0,0,0,0,0,0,0,0,4881201,98105,2025,95311,0,0,0,0.020098537,0.02064115,0,0,0,"1,0,0,0,1,0,1,1",0,45,0.683823104,0,0,0,0.052999252,45,"1,0,0,0,1,0,1,1"
0,46,177008,0,0,0,82776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259796,0,139428,259784,177008,0,0,0,259796,0,259796,259796,0.681366058,0,0,0,0.053222266,0,46,4782068,1887,0,0,0,96403,0,0,0,0,0,0,0,0,0,0,0,4881115,99047,1887,96403,0,0,0,0.02029188,0.019051561,0,0,0,"1,0,0,0,1,0,1,1",0,46,0.6755985,0,0,0,0.053222266,46,"1,0,0,0,1,0,1,1"
0,47,178573,0,0,0,82754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261303,0,139652,261327,178573,0,0,0,261303,0,261303,261303,0.683331611,0,0,0,0.053541388,0,47,4781712,1963,0,0,0,96385,0,0,0,0,0,0,0,0,0,0,0,4880841,99129,1963,96385,0,0,0,0.02030982,0.01980248,0,0,0,"1,0,0,0,1,0,1,1",0,47,0.683221115,0,0,0,0.053541388,47,"1,0,0,0,1,0,1,1"
0,48,178484,0,0,0,82792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261314,0,139545,261276,178484,0,0,0,261314,0,261314,261314,0.683124359,0,0,0,0.053535008,0,48,4781637,2021,0,0,0,96069,0,0,0,0,0,0,0,0,0,0,0,4880470,98833,2021,96069,0,0,0,0.020250714,0.020448636,0,0,0,"1,0,0,0,1,0,1,1",0,48,0.685086408,0,0,0,0.053535008,48,"1,0,0,0,1,0,1,1"
0,49,176917,0,0,0,82186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259076,0,139280,259103,176917,0,0,0,259076,0,259076,259076,0.68280568,0,0,0,0.053091613,0,49,4782072,1986,0,0,0,95472,0,0,0,0,0,0,0,0,0,0,0,4880300,98228,1986,95472,0,0,0,0.020127451,0.020218268,0,0,0,"1,0,0,0,1,0,1,1",0,49,0.696436454,0,0,0,0.053091613,49,"1,0,0,0,1,0,1,1"
0,50,177231,0,0,0,82771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260018,0,139164,260002,177231,0,0,0,260018,0,260018,260018,0.681652449,0,0,0,0.053272079,0,50,4781674,1988,0,0,0,96227,0,0,0,0,0,0,0,0,0,0,0,4880643,98969,1988,96227,0,0,0,0.020277861,0.020087098,0,0,0,"1,0,0,0,1,0,1,1",0,50,0.685473566,0,0,0,0.053272079,50,"1,0,0,0,1,0,1,1"
1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4774541,1240,49,8,0,98166,3903,677,0,0,0,0,0,0,0,0,0,4878584,104043,1297,102746,3952,685,0,0.021326475,0.012466,0.037984295,0.006583816,0,"1,0,1,0,0,1,0,1",1,0,-1,-1,-1,-1,-1,0,"1,0,1,0,0,1,0,1"
1,1,159686,6207,275,0,77562,3917,365,0,159223,6190,275,0,77352,3906,364,0,0,0,0,0,0,0,0,0,0,5125,0,0,0,0,0,0,5,6190,0,0,1,3906,0,0,0,0,0,0,0,0,0,0,237208,5125,0,0,139681,248012,166168,10124,640,0,237208,242333,0,242333,0.669999839,0.040820605,0.00258052,0,0.050854885,1,1,4772473,1176,55,0,0,96683,5452,254,0,0,62,0,0,0,0,0,0,4876857,104384,1293,102389,5569,254,0,0.021403949,0.012386956,0.053351088,0.002433323,0,"1,0,1,0,0,1,0,1",1,1,0.681241472,0.046012787,0.002742459,0,0.050854885,1,"1,0,1,0,0,1,0,1"
1,2,156102,8382,96,0,76090,4988,150,0,156093,8368,96,0,76091,4981,151,0,0,0,0,0,0,0,0,0,0,7022,0,0,0,0,0,0,3,8368,0,0,1,4981,0,0,0,0,0,0,0,0,0,0,232427,7022,0,0,138792,245808,164580,13370,246,0,232427,239449,0,239449,0.669546963,0.054392046,0.001000781,0,0.050395876,1,2,4774013,1119,65,0,0,94180,7253,100,0,0,82,0,0,0,0,0,0,4877542,103529,1266,101533,7400,100,0,0.02122565,0.012228458,0.071477557,0.000965913,0,"1,0,1,0,0,1,0,1",1,2,0.665387771,0.056852293,0.000221363,0,0.050395876,2,"1,0,1,0,0,1,0,1"
1,3,153831,11365,41,0,74464,6629,55,0,153839,11360,41,0,74469,6628,55,0,0,0,0,0,0,0,0,0,0,9494,0,0,0,0,0,0,1,11360,0,0,0,6628,0,0,0,0,0,0,0,0,0,0,228403,9494,0,0,139251,246385,165237,17994,96,0,228403,237897,0,237897,0.670645534,0.073032043,0.000389634,0,0.050507297,1,3,4773487,1141,100,1,0,92523,10065,41,0,0,125,0,0,0,0,0,0,4878206,104719,1367,102629,10290,42,0,0.021466703,0.013053983,0.09826297,0.000401073,0,"1,0,1,0,0,1,0,1",1,3,0.668899746,0.070951343,7.91881E-05,0,0.050507297,3,"1,0,1,0,0,1,0,1"
1,4,151238,15581,16,0,72987,9539,17,0,151264,15560,16,0,72976,9528,17,0,0,0,0,0,0,0,0,0,0,13069,0,0,0,0,0,0,2,15560,0,0,2,9528,0,0,0,0,0,0,0,0,0,0,224269,13069,0,0,139711,249378,166835,25120,33,0,224269,237338,0,237338,0.669004483,0.100730618,0.000132329,0,0.051118024,1,4,4771227,1082,132,0,0,91103,14013,8,0,0,170,0,0,0,0,0,0,4878475,107248,1384,105124,14315,8,0,0.021983919,0.01290467,0.133475683,7.45935E-05,0,"1,0,0,1,0,1,0,1",1,4,0.677415425,0.100662789,0.000132207,0,0.051118024,4,"1,0,0,1,0,1,0,1"
1,5,148700,12308,7,1,72607,8797,5,1,0,0,0,0,0,0,0,0,148703,12342,7,1,72606,8807,5,1,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,1,5,1,242455,170,0,9,139617,242426,161016,21105,12,2,242455,242625,9,242634,0.664186185,0.087057494,4.94996E-05,8.24994E-06,0.049695586,0.999962907,5,4777911,1104,63,0,0,90036,8402,9,1,0,0,0,0,0,0,0,0,4878220,100309,1167,98448,8465,9,1,0.020562623,0.011634051,0.084389237,8.97228E-05,9.9692E-06,"1,0,0,1,0,1,0,1",1,5,0.662922089,0.08600353,0.000117879,0,0.049695586,5,"1,0,0,1,0,1,0,1"
1,6,145821,7435,6,1,71028,5263,11,0,0,0,0,0,0,0,0,0,145833,7440,6,1,71047,5274,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,11,0,229592,0,0,6,139197,229565,153263,12698,17,1,229592,229592,6,229598,0.667623549,0.05531331,7.40531E-05,4.35606E-06,0.047058025,0.999973867,6,4783048,1101,48,0,0,88362,5121,11,1,0,0,0,0,0,0,0,0,4878339,95291,1149,93495,5169,11,1,0.019533493,0.012057802,0.054244367,0.000115436,1.04942E-05,"1,0,0,1,0,1,0,1",1,6,0.666279778,0.055104344,0.000112254,0,0.047058025,6,"1,0,0,1,0,1,0,1"
1,7,144759,4491,17,1,70253,3187,11,2,0,0,0,0,0,0,0,0,144752,4497,17,1,70229,3189,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,11,2,222667,0,0,13,138812,222721,149268,7678,28,3,222667,222667,13,222680,0.670201732,0.034473624,0.000125718,1.34698E-05,0.045653591,0.99994162,7,4785869,1092,30,1,0,87742,3081,13,1,0,0,0,0,0,0,0,0,4878499,92630,1123,90837,3111,14,1,0.018987398,0.012123502,0.033585232,0.000151139,1.07956E-05,"1,0,0,1,0,1,0,1",1,7,0.657593446,0.034455854,0,0,0.045653591,7,"1,0,0,1,0,1,0,1"
1,8,142419,2808,12,0,69307,1989,13,0,0,0,0,0,0,0,0,0,142467,2816,12,0,69306,1989,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,216578,0,0,8,139122,216548,145239,4797,25,0,216578,216578,8,216586,0.670701184,0.022152133,0.000115448,0,0.044384622,0.999963063,8,4789737,1010,11,0,0,85473,2038,13,0,0,0,0,0,0,0,0,0,4878897,89160,1021,87524,2049,13,0,0.018274622,0.011451323,0.022981157,0.000145805,0,"1,0,0,1,0,1,0,1",1,8,0.669624893,0.022606642,0.000187185,0,0.044384622,8,"1,0,0,1,0,1,0,1"
1,9,139411,1927,16,0,67671,1355,12,0,0,0,0,0,0,0,0,0,139392,1926,16,0,67717,1358,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,12,0,210392,0,0,14,139916,210392,141354,3282,28,0,210392,210392,14,210406,0.671860147,0.015599452,0.000133085,0,0.043128537,0.999933462,9,4790666,1013,12,0,0,84626,1336,16,0,0,0,0,0,0,0,0,0,4878255,87589,1025,85978,1348,16,0,0.017954986,0.011702383,0.01539006,0.000182671,0,"1,0,0,1,0,1,0,1",1,9,0.671308307,0.014402274,7.66334E-05,0,0.043128537,9,"1,0,0,1,0,1,0,1"
1,10,137963,1238,18,0,67334,833,17,0,0,0,0,0,0,0,0,0,137883,1241,18,0,67336,835,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,17,0,207293,0,0,16,139369,207403,139219,2071,35,0,207293,207293,16,207309,0.671248728,0.009985391,0.000168754,0,0.042515225,0.999922821,10,4792593,963,7,0,0,83168,908,25,0,0,0,0,0,0,0,0,0,4878323,85730,970,84101,915,25,0,0.017573662,0.011314592,0.010673043,0.000291613,0,"1,0,0,1,0,1,0,1",1,10,0.677601824,0.010047696,6.42159E-05,0,0.042515225,10,"1,0,0,1,0,1,0,1"
1,11,135672,834,26,0,65378,591,17,0,0,0,0,0,0,0,0,0,135735,834,26,0,65342,591,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,16,0,202501,0,0,21,140064,202518,136532,1425,43,0,202501,202501,21,202522,0.674172172,0.007036412,0.000212327,0,0.04151778,0.999896308,11,4793714,983,8,0,0,81883,611,26,0,0,0,3,0,0,0,0,0,4877862,84147,994,82520,619,29,0,0.017250796,0.011812661,0.007356174,0.000344635,0,"1,0,0,1,0,1,0,1",1,11,0.6790757,0.006156554,0.000108202,0,0.04151778,11,"1,0,0,1,0,1,0,1"
1,12,135227,542,21,0,65285,418,21,0,0,0,0,0,0,0,0,0,135243,543,21,0,65294,418,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,22,0,201496,0,0,24,139100,201514,135790,960,42,0,201496,201496,24,201520,0.673848963,0.004763937,0.000208422,0,0.041317466,0.999880905,12,4793095,1040,3,0,0,82055,379,32,0,0,0,0,0,0,0,0,0,4877211,84115,1043,82466,382,32,0,0.017246537,0.012399691,0.004541402,0.000380432,0,"1,0,0,1,0,1,0,1",1,12,0.661009091,0.005145085,2.34801E-05,0,0.041317466,12,"1,0,0,1,0,1,0,1"
1,13,133850,356,32,0,64895,245,25,0,0,0,0,0,0,0,0,0,133866,357,32,0,64885,247,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,25,0,199354,0,0,31,139344,199403,134238,601,57,0,199354,199354,31,199385,0.673199501,0.003013997,0.000285853,0,0.040881267,0.999844522,13,4794152,957,5,0,0,81623,246,33,0,0,0,0,0,0,0,0,0,4877613,83461,962,81902,251,33,0,0.017111034,0.011526342,0.003007393,0.000395394,0,"1,0,0,1,0,1,0,1",1,13,0.665764307,0.002452536,0,0,0.040881267,13,"1,0,0,1,0,1,0,1"
1,14,133490,232,23,0,64904,160,19,0,0,0,0,0,0,0,0,0,133469,232,23,0,64926,159,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,1,0,19,0,198784,0,0,20,139740,198828,133745,392,42,0,198784,198784,20,198804,0.672666828,0.001971553,0.000211238,0,0.040769308,0.999899398,14,4794360,1026,3,0,0,80700,192,25,0,0,0,1,0,0,0,0,0,4876904,82544,1030,80917,195,26,0,0.016925492,0.012478193,0.002362376,0.000314984,0,"1,0,0,1,0,1,0,1",1,14,0.67584297,0.001015155,0.000241604,0,0.040769308,14,"1,0,0,1,0,1,0,1"
1,15,132499,189,26,0,64051,134,30,0,0,0,0,0,0,0,0,0,132516,189,26,0,64047,135,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,30,0,196886,0,0,26,139149,196929,132714,323,56,0,196886,196886,26,196912,0.673918011,0.001640185,0.000284366,0,0.040377264,0.999867961,15,4794826,1006,3,0,0,80677,90,40,0,0,0,0,0,0,0,0,0,4877225,82399,1009,80807,93,40,0,0.016894648,0.012245294,0.001128654,0.000485443,0,"1,0,0,1,0,1,0,1",1,15,0.677565443,0.002501184,0.000227206,0,0.040377264,15,"1,0,0,1,0,1,0,1"
1,16,131945,102,76,0,63632,63,48,0,0,0,0,0,0,0,0,0,131959,102,76,0,63643,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,48,0,195767,0,0,61,139424,195866,132123,165,124,0,195767,195767,61,195828,0.674558116,0.000842413,0.000633086,0,0.040161642,0.999688502,16,4795649,978,0,0,0,79634,60,63,0,0,0,0,0,0,0,0,0,4876942,81293,978,79757,60,63,0,0.016668847,0.012030556,0.000738071,0.000774974,0,"1,0,0,1,0,1,0,1",1,16,0.672434816,0.000830323,0.000875594,0,0.040161642,16,"1,0,0,1,0,1,0,1"
1,17,131577,61,66,0,63136,47,53,0,0,0,0,0,0,0,0,0,131554,61,66,0,63116,47,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,53,0,194777,0,0,57,139547,194940,131704,108,119,0,194777,194777,57,194834,0.675613009,0.000554017,0.000610444,0,0.039977696,0.999707443,17,4794955,999,0,0,0,79539,45,77,0,0,0,2,0,0,0,0,0,4876219,81263,1001,79661,45,79,0,0.016665166,0.012318029,0.000553758,0.000972152,0,"1,0,0,1,0,1,0,1",1,17,0.674860821,0.000196033,0.000367517,0,0.039977696,17,"1,0,0,1,0,1,0,1"
1,18,130303,35,143,0,63176,21,81,0,0,0,0,0,0,0,0,0,130319,35,143,0,63203,21,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143,0,2,0,81,0,193575,0,0,127,139403,193759,130481,56,224,0,193575,193575,127,193702,0.673419041,0.000289019,0.001156075,0,0.039734913,0.999344354,18,4795936,948,0,3,0,78711,21,113,0,0,0,1,0,0,0,0,0,4876291,80355,952,78845,21,117,0,0.016478713,0.011847427,0.00026134,0.001456039,0,"1,0,0,1,0,1,0,1",1,18,0.670497607,0.000350613,0.001526036,0,0.039734913,18,"1,0,0,1,0,1,0,1"
1,19,128963,31,236,0,62074,17,142,0,0,0,0,0,0,0,0,0,128986,31,236,0,62070,17,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,236,0,0,0,141,0,191103,0,0,194,139152,191463,129230,48,378,0,191103,191103,194,191297,0.674960697,0.000250701,0.001974272,0,0.039263814,0.99898587,19,4796585,961,0,1,0,78040,17,177,0,0,0,0,0,0,0,0,0,4876322,79736,962,78234,17,178,0,0.016351668,0.012064814,0.000213204,0.002232367,0,"1,0,0,1,0,1,0,1",1,19,0.691343685,0.000284426,0.001485394,0,0.039263814,19,"1,0,0,1,0,1,0,1"
1,20,128175,14,333,0,61865,16,175,0,0,0,0,0,0,0,0,0,128156,14,331,0,61861,16,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,331,0,0,0,176,0,190046,0,0,275,139172,190578,128522,30,508,0,190046,190046,275,190321,0.674380044,0.000157416,0.002665575,0,0.039079287,0.998555073,20,4797994,911,0,1,0,76945,12,267,0,0,0,5,0,0,0,0,0,4876701,78705,917,77224,12,273,0,0.016138984,0.011651102,0.000152468,0.003468649,0,"1,0,0,1,0,1,0,1",1,20,0.685624996,3.98817E-05,0.002507153,0,0.039079287,20,"1,0,0,1,0,1,0,1"
1,21,125605,20,494,0,60913,11,255,0,0,0,0,0,0,0,0,0,125641,19,495,0,60892,11,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,253,0,186563,0,0,403,139167,187298,126119,31,749,0,186563,186563,403,186966,0.6733601,0.000165512,0.003998975,0,0.038407182,0.997844528,21,4798908,937,0,3,0,75796,10,426,0,0,0,8,0,0,0,0,0,4876640,77731,948,76232,10,437,0,0.015939458,0.012195906,0.000128649,0.005621953,0,"1,0,0,1,0,1,0,1",1,21,0.665395394,8.26669E-05,0.003959818,0,0.038407182,21,"1,0,0,1,0,1,0,1"
