Simulation Replication,Random Seed,Dummy 0,Dummy 1,Dummy -1,Dummy Inf,Annual birth rate (per pop member),Annual death rate,Ratio infectivity | G-0,Ratio infectivity | G-A,Ratio infectivity | G-B,Ratio infectivity | G-AB,Prob sympt| infection with G-0,Prob sympt| infection with G-A,Prob sympt| infection with G-B,Prob sympt| infection with G-AB,Prob resistance | Drug A,Prob resistance | Drug B,Prob retreatment after failure | Symptomatic,Prob retreatment after resistance | Symptomatic,Prob retreatment | Asymptomatic,Infectivity of | I | Sym|G-0,Infectivity of | I | Sym|G-A,Infectivity of | I | Sym|G-B,Infectivity of | I | Sym|G-AB,Infectivity of | I | Asym|G-0,Infectivity of | I | Asym|G-A,Infectivity of | I | Asym|G-B,Infectivity of | I | Asym|G-AB,Initial gonorrhea prevalence,Initial gonorrhea symptomatic,Initial gonorrhea resistant to A,Initial gonorrhea resistant to B,1-Initial gonorrhea prevalence,1-Initial gonorrhea symptomatic,1-Initial gonorrhea resistant to A or B,1-Initial gonorrhea resistant to B,Initial N,Initial size of S,Initial size of I | Sym|G-0,Initial size of I | Sym|G-A,Initial size of I | Sym|G-B,Initial size of I | Sym|G-AB,Initial size of I | Asym|G-0,Initial size of I | Asym|G-A,Initial size of I | Asym|G-B,Initial size of I | Asym|G-AB,Time until recovery (without treatment) (years),Time until screened (years),Time until seeking treatment (symptomatic) (years),Time until retreatment (years),Natural recovery,Annual screening rate,Annual rate of seeking treatment (symptomatic),Annual rate of retreatment
75,704277554,0,1,-1,1000,0.05,0.05,1,0.937197036,0.815482702,0.74087817,0.336951489,0.336951489,0.336951489,0.336951489,9.49756E-06,6.01389E-06,0.971638007,0.971638007,0,3.047367397,2.855983691,2.4850754,2.25772798,3.047367397,2.855983691,2.4850754,2.25772798,0.024325886,0.00604535,0.000362135,0.000362135,0.975674114,0.99395465,0.999275731,0.999637865,10000000,9756741.145,1469.519718,0.532549787,0.532549787,0,241613.1507,87.55992207,87.55992207,0,0.623393985,2.594141685,0.029707215,0.024128915,1.60412199,0.385483956,33.66185646,41.44405176
76,1694690071,0,1,-1,1000,0.05,0.05,1,0.504668643,0.940903718,0.757772536,0.267966068,0.267966068,0.267966068,0.267966068,6.36021E-06,1.38849E-05,0.966705735,0.966705735,0,4.291888338,2.165981461,4.038253693,3.252275109,4.291888338,2.165981461,4.038253693,3.252275109,0.021647975,0.018569039,0.00857868,0.00857868,0.978352025,0.981430961,0.982842641,0.99142132,10000000,9783520.252,3950.851448,34.48475599,34.48475599,0,208814.6756,1822.625636,1822.625636,0,0.390951423,1.636913075,0.031016195,0.020694879,2.557862543,0.610905988,32.24122089,48.32113323
77,1584751382,0,1,-1,1000,0.05,0.05,1,0.904865428,0.541390903,0.645806496,0.367837389,0.367837389,0.367837389,0.367837389,1.10932E-05,1.32114E-05,0.884271078,0.884271078,0,3.184809843,2.881824321,1.724227078,2.056770884,3.184809843,2.881824321,1.724227078,2.056770884,0.020868208,0.012483675,0.01142005,0.01142005,0.979131792,0.987516325,0.977159899,0.98857995,10000000,9791317.916,2545.618183,29.75059451,29.75059451,0,201370.1457,2353.409317,2353.409317,0,0.72966122,1.715833046,0.004416299,0.006930338,1.370499038,0.582807286,226.4339332,144.2931127
78,194142139,0,1,-1,1000,0.05,0.05,1,0.812050344,0.605976389,0.837014319,0.389699689,0.389699689,0.389699689,0.389699689,5.54108E-06,1.2263E-05,0.980136232,0.980136232,0,3.120276872,2.533821906,1.890814111,2.611716423,3.120276872,2.533821906,1.890814111,2.611716423,0.020114304,0.01336737,0.037890164,0.037890164,0.979885696,0.98663263,0.924219671,0.962109836,10000000,9798856.962,2484.998878,101.8773121,101.8773121,0,183415.3533,7519.465444,7519.465444,0,0.760954852,1.905826376,0.017061662,0.012348745,1.31413841,0.524706769,58.61093737,80.97989086
79,1021716959,0,1,-1,1000,0.05,0.05,1,0.593203469,0.66962826,0.595335064,0.441057341,0.441057341,0.441057341,0.441057341,5.67596E-06,1.16249E-05,0.81916079,0.81916079,0,2.831348211,1.679565581,1.895950777,1.685600868,2.831348211,1.679565581,1.895950777,1.685600868,0.01882055,0.006023468,0.020791154,0.020791154,0.98117945,0.993976532,0.958417691,0.979208846,10000000,9811794.501,1086.510088,23.56988949,23.56988949,0,179292.9695,3889.439705,3889.439705,0,0.963119983,1.950554099,0.032850956,0.00275216,1.038292235,0.512674835,30.44051486,363.3509644
80,1018713703,0,1,-1,1000,0.05,0.05,1,0.882326818,0.587280962,0.739387849,0.365001004,0.365001004,0.365001004,0.365001004,8.08322E-06,7.21092E-06,0.87800142,0.87800142,0,3.333696038,2.941409418,1.957816217,2.464894343,3.333696038,2.941409418,1.957816217,2.464894343,0.019914424,0.014879789,0.001612517,0.001612517,0.980085576,0.985120211,0.996774967,0.998387483,10000000,9800855.759,2953.667746,4.778248571,4.778248571,0,195548.3262,316.3451649,316.3451649,0,0.672760119,1.673638473,0.020737421,0.017397531,1.486413913,0.597500605,48.22200379,57.47942207
81,922711615,0,1,-1,1000,0.05,0.05,1,0.866933776,0.617745478,0.922291259,0.426948556,0.426948556,0.426948556,0.426948556,1.34045E-05,8.74325E-06,0.854171995,0.854171995,0,2.527050539,2.190785466,1.561074044,2.330676624,2.527050539,2.190785466,1.561074044,2.330676624,0.023663509,0.011922134,0.032687742,0.032687742,0.976336491,0.988077866,0.934624517,0.967312258,10000000,9763364.907,2636.758238,92.21850089,92.21850089,0,218528.2017,7642.848281,7642.848281,0,0.991859027,2.432649239,0.010959935,0.029924314,1.008207792,0.411074471,91.24142058,33.41764188
82,1570104663,0,1,-1,1000,0.05,0.05,1,0.916620626,0.69923622,0.957520863,0.412175161,0.412175161,0.412175161,0.412175161,1.02438E-05,1.4182E-05,0.980376082,0.980376082,0,2.859604592,2.621172549,1.999539106,2.738131055,2.859604592,2.621172549,1.999539106,2.738131055,0.020002842,0.003844539,0.032954664,0.032954664,0.979997158,0.996155461,0.934090672,0.967045336,10000000,9799971.578,718.3315973,25.34269643,25.34269643,0,186126.3517,6566.526722,6566.526722,0,0.833569532,2.206268798,0.030851423,0.026231702,1.19965997,0.453253928,32.41341584,38.12181096
83,1575527312,0,1,-1,1000,0.05,0.05,1,0.633167471,0.831142908,0.762474175,0.355185355,0.355185355,0.355185355,0.355185355,1.46272E-05,1.41338E-05,0.939547694,0.939547694,0,3.119468929,1.975146253,2.592724476,2.378514499,3.119468929,1.975146253,2.592724476,2.378514499,0.021719669,0.004744454,0.022220344,0.022220344,0.978280331,0.995255546,0.955559312,0.977779656,10000000,9782803.315,984.6845471,22.89761495,22.89761495,0,206559.6307,4803.28741,4803.28741,0,0.700669079,1.738543733,0.023503238,0.033476844,1.427207265,0.575194044,42.54732853,29.87139418
84,162298929,0,1,-1,1000,0.05,0.05,1,0.948493054,0.840857679,0.683119328,0.392532475,0.392532475,0.392532475,0.392532475,1.43389E-05,1.49316E-05,0.944713056,0.944713056,0,3.272248618,3.103705087,2.751495377,2.235336276,3.272248618,3.103705087,2.751495377,2.235336276,0.022218252,0.00831286,0.030139792,0.030139792,0.977781748,0.99168714,0.939720417,0.969860208,10000000,9777817.48,1735.637521,55.66735852,55.66735852,0,207053.8124,6640.867501,6640.867501,0,0.654409921,1.885625669,0.033241928,0.015401458,1.528094192,0.530327952,30.08249136,64.92891739
85,1835333042,0,1,-1,1000,0.05,0.05,1,0.689563065,0.547538663,0.684206148,0.357137763,0.357137763,0.357137763,0.357137763,1.37267E-05,1.11573E-05,0.983686323,0.983686323,0,3.409786853,2.351263072,1.866990135,2.332997128,3.409786853,2.351263072,1.866990135,2.332997128,0.019241053,0.014027288,0.007910814,0.007910814,0.980758947,0.985972712,0.984178372,0.992089186,10000000,9807589.465,2656.295525,21.3512722,21.3512722,0,186709.9914,1500.772716,1500.772716,0,0.616643204,1.916677331,0.029073294,0.032887427,1.621683323,0.521736228,34.39582708,30.40675727
86,672347952,0,1,-1,1000,0.05,0.05,1,0.727793209,0.777612188,0.985157132,0.323501406,0.323501406,0.323501406,0.323501406,1.00553E-05,1.05499E-05,0.915142188,0.915142188,0,3.407798382,2.480172519,2.649945555,3.357216878,3.407798382,2.480172519,2.649945555,3.357216878,0.021485271,0.019275283,0.038246138,0.038246138,0.978514729,0.980724717,0.923507724,0.961753862,10000000,9785147.289,3824.56578,158.3905218,158.3905218,0,194593.5727,8058.895911,8058.895911,0,0.597904708,1.713101344,0.024257113,0.030639405,1.672507318,0.583736627,41.22502059,32.63770993
87,69465466,0,1,-1,1000,0.05,0.05,1,0.998009203,0.995023519,0.809665695,0.341474229,0.341474229,0.341474229,0.341474229,8.95458E-06,1.30061E-05,0.835100555,0.835100555,0,2.803196812,2.797616214,2.789246755,2.269652296,2.803196812,2.797616214,2.789246755,2.269652296,0.022234533,6.83272E-05,0.006647176,0.006647176,0.977765467,0.999931673,0.986705648,0.993352824,10000000,9777654.67,14.99025835,0.100985421,0.100985421,0,219374.4025,1477.867556,1477.867556,0,0.743207559,2.196988708,0.027169558,0.017313278,1.345519146,0.455168475,36.80589925,57.75913631
88,1861971917,0,1,-1,1000,0.05,0.05,1,0.941013841,0.918882522,0.596756548,0.265386788,0.265386788,0.265386788,0.265386788,1.1239E-05,6.81335E-06,0.91618091,0.91618091,0,3.372791391,3.173843381,3.099199059,2.012735346,3.372791391,3.173843381,3.099199059,2.012735346,0.026224862,0.011380565,0.02319625,0.02319625,0.973775138,0.988619435,0.9536075,0.97680375,10000000,9737751.382,2846.077296,69.23007695,69.23007695,0,247236.1712,6013.954429,6013.954429,0,0.510629888,2.094546362,0.011431443,0.027800572,1.958365587,0.477430349,87.47801723,35.97048325
89,1094855928,0,1,-1,1000,0.05,0.05,1,0.61616076,0.875840973,0.952109011,0.148150255,0.148150255,0.148150255,0.148150255,7.88802E-06,6.86301E-06,0.910577701,0.910577701,0,6.173783538,3.804043155,5.407252581,5.87811494,6.173783538,3.804043155,5.407252581,5.87811494,0.024987361,0.014467998,0.016332573,0.016332573,0.975012639,0.985532002,0.967334854,0.983667427,10000000,9750126.387,3497.08085,59.04504262,59.04504262,0,238214.3737,4022.033934,4022.033934,0,0.212941006,2.086018895,0.003656436,0.024764955,4.696136347,0.479382043,273.4903502,40.37964101
90,1374209337,0,1,-1,1000,0.05,0.05,1,0.942128713,0.543534664,0.833144157,0.393111714,0.393111714,0.393111714,0.393111714,7.0202E-06,9.02106E-06,0.981083087,0.981083087,0,3.019286424,2.844556433,1.641086831,2.515500843,3.019286424,2.844556433,1.641086831,2.515500843,0.023015129,0.013751578,0.030447772,0.030447772,0.976984871,0.986248422,0.939104455,0.969552228,10000000,9769848.708,2972.212393,96.3654748,96.3654748,0,213163.8909,6911.228689,6911.228689,0,0.766659763,1.670057137,0.027095565,0.030502482,1.304359572,0.598781909,36.90640931,32.78421744
91,2018629082,0,1,-1,1000,0.05,0.05,1,0.974768129,0.997349412,0.908304528,0.368924067,0.368924067,0.368924067,0.368924067,9.37619E-06,8.03004E-06,0.986182326,0.986182326,0,3.366172374,3.281237546,3.357250038,3.05750961,3.366172374,3.281237546,3.357250038,3.05750961,0.019807331,0.016518671,0.02090187,0.02090187,0.980192669,0.983481329,0.95819626,0.97909813,10000000,9801926.686,3135.129927,68.38899309,68.38899309,0,186657.9786,4071.713614,4071.713614,0,0.611589783,2.014392509,0.03131459,0.026369478,1.635082907,0.496427581,31.93399647,37.922631
92,1466119476,0,1,-1,1000,0.05,0.05,1,0.765093045,0.621990039,0.826945629,0.347844895,0.347844895,0.347844895,0.347844895,1.22E-05,1.0751E-05,0.867009882,0.867009882,0,3.338747076,2.554452167,2.076667423,2.760962301,3.338747076,2.554452167,2.076667423,2.760962301,0.019580143,0.000426974,0.027708392,0.027708392,0.980419857,0.999573026,0.944583217,0.972291608,10000000,9804198.566,78.96918977,2.316481168,2.316481168,0,184871.779,5423.026319,5423.026319,0,0.631156605,1.906197826,0.024593152,0.036063255,1.584392832,0.524604522,40.66172627,27.72905586
93,596013198,0,1,-1,1000,0.05,0.05,1,0.607061316,0.544350619,0.651849112,0.230962115,0.230962115,0.230962115,0.230962115,1.04511E-05,1.21284E-05,0.862317631,0.862317631,0,4.057874759,2.463378792,2.208906636,2.64512206,4.057874759,2.463378792,2.208906636,2.64512206,0.025436655,0.007083529,0.019645351,0.019645351,0.974563345,0.992916471,0.960709298,0.980354649,10000000,9745633.448,1731.018347,35.3972454,35.3972454,0,242641.293,4961.722909,4961.722909,0,0.397086516,1.850497575,0.003791549,0.027774071,2.518342881,0.540395196,263.7444312,36.0048046
94,7975081,0,1,-1,1000,0.05,0.05,1,0.68213609,0.665153002,0.927269243,0.221620657,0.221620657,0.221620657,0.221620657,1.18482E-05,1.30713E-05,0.816089364,0.816089364,0,4.468943223,3.048427454,2.972530998,4.143913597,4.468943223,3.048427454,2.972530998,4.143913597,0.023696714,0.001701191,0.003706941,0.003706941,0.976303286,0.998298809,0.992586117,0.996293059,10000000,9763032.864,400.1375872,1.49436567,1.49436567,0,234810.1523,876.9289406,876.9289406,0,0.334865198,2.384142302,0.017988672,0.022595515,2.98627629,0.419438051,55.5905405,44.25656953
95,1350300953,0,1,-1,1000,0.05,0.05,1,0.972376335,0.79749829,0.729854533,0.249338304,0.249338304,0.249338304,0.249338304,1.28876E-05,1.46845E-05,0.962756357,0.962756357,0,3.806075021,3.700937278,3.035338322,2.777881105,3.806075021,3.700937278,3.035338322,2.777881105,0.026779137,0.006679709,0.006486639,0.006486639,0.973220863,0.993320291,0.987026721,0.993513361,10000000,9732208.632,1765.562263,11.60309605,11.60309605,0,262551.6737,1725.46296,1725.46296,0,0.414570017,2.681465329,0.003166938,0.026683112,2.41213778,0.372930423,315.7624536,37.47688784
96,1275370674,0,1,-1,1000,0.05,0.05,1,0.637168301,0.990430499,0.636934879,0.321508858,0.321508858,0.321508858,0.321508858,1.17996E-05,1.01974E-05,0.968970687,0.968970687,0,3.08956265,1.968571385,3.059997077,1.967850211,3.08956265,1.968571385,3.059997077,1.967850211,0.022370069,0.019870461,0.030559489,0.030559489,0.977629931,0.980129539,0.938881021,0.969440511,10000000,9776299.306,4173.359945,135.8380302,135.8380302,0,205854.976,6700.340929,6700.340929,0,0.639756491,1.903108313,0.038324344,0.023720885,1.563094729,0.525456167,26.09307539,42.15694288
97,927669676,0,1,-1,1000,0.05,0.05,1,0.603562361,0.89933928,0.864296809,0.278445308,0.278445308,0.278445308,0.278445308,8.24351E-06,6.20903E-06,0.89302764,0.89302764,0,4.414716878,2.664556944,3.970328297,3.815625708,4.414716878,2.664556944,3.970328297,3.815625708,0.020400987,0.018811414,0.025243789,0.025243789,0.979599013,0.981188586,0.949512422,0.974756211,10000000,9795990.128,3643.957363,96.87844981,96.87844981,0,190065.9507,5053.103763,5053.103763,0,0.387904802,1.639302025,0.029517697,0.004814892,2.577952104,0.610015717,33.87798118,207.6889697
98,1300448735,0,1,-1,1000,0.05,0.05,1,0.686798715,0.518352231,0.888972849,0.341140041,0.341140041,0.341140041,0.341140041,1.26208E-05,1.41067E-05,0.818724678,0.818724678,0,3.30557456,2.270264361,1.713451949,2.938566035,3.30557456,2.270264361,1.713451949,2.938566035,0.018932537,0.014723792,0.034272322,0.034272322,0.981067463,0.985276208,0.931455356,0.965727678,10000000,9810674.634,2596.513183,95.53709152,95.53709152,0,173751.6132,6393.082801,6393.082801,0,0.641610166,1.86138934,0.022817529,0.007974659,1.558578796,0.537233119,43.82595589,125.3972119
99,1880938821,0,1,-1,1000,0.05,0.05,1,0.78491133,0.8131904,0.512251826,0.253019355,0.253019355,0.253019355,0.253019355,1.43488E-05,6.37994E-06,0.817924948,0.817924948,0,4.762251985,3.737945538,3.872617598,2.439472276,4.762251985,3.737945538,3.872617598,2.439472276,0.01963063,0.008486291,0.007067705,0.007067705,0.98036937,0.991513709,0.985864589,0.992932295,10000000,9803693.702,1642.363996,11.77417757,11.77417757,0,191889.0642,1375.660889,1375.660889,0,0.327201766,2.309927006,0.014498212,0.012700534,3.056218223,0.432914113,68.97402349,78.73684945
100,1316064924,0,1,-1,1000,0.05,0.05,1,0.532623245,0.606899094,0.902542987,0.415634729,0.415634729,0.415634729,0.415634729,1.23517E-05,1.07955E-05,0.970053494,0.970053494,0,2.851548246,1.51880088,1.730602047,2.57364487,2.851548246,1.51880088,1.730602047,2.57364487,0.02373183,0.007756138,0.000144928,0.000144928,0.97626817,0.992243862,0.999710144,0.999855072,10000000,9762681.699,1840.140032,0.266764872,0.266764872,0,235409.373,34.1272676,34.1272676,0,0.84735366,2.165673969,0.008287861,0.018683896,1.180144781,0.461750021,120.6583908,53.52202724
101,9646708,0,1,-1,1000,0.05,0.05,1,0.599820336,0.757023404,0.904790141,0.242491722,0.242491722,0.242491722,0.242491722,1.31649E-05,9.31672E-06,0.933703701,0.933703701,0,5.206320968,3.122857192,3.941306823,4.710627882,5.206320968,3.122857192,3.941306823,4.710627882,0.022490523,0.01875366,0.032459284,0.032459284,0.977509477,0.98124634,0.935081433,0.967540716,10000000,9775094.766,3943.983057,136.906648,136.906648,0,206360.7254,7163.356125,7163.356125,0,0.297082177,1.840293655,0.009540133,0.033883999,3.366072008,0.543391538,104.8203422,29.51245503
102,1786779548,0,1,-1,1000,0.05,0.05,1,0.574753397,0.802820496,0.769104492,0.359415759,0.359415759,0.359415759,0.359415759,1.24596E-05,1.22852E-05,0.989714242,0.989714242,0,2.983966449,1.715044853,2.395589424,2.294982,2.983966449,1.715044853,2.395589424,2.294982,0.025446775,0.003134707,0.013824851,0.013824851,0.974553225,0.996865293,0.972350298,0.986175149,10000000,9745532.251,775.6260938,11.02783162,11.02783162,0,246656.1651,3506.950936,3506.950936,0,0.714117701,1.89729584,0.022152807,0.00809983,1.400329383,0.527065932,45.14100641,123.4593768
103,2021572751,0,1,-1,1000,0.05,0.05,1,0.78367362,0.502595774,0.742985707,0.383197813,0.383197813,0.383197813,0.383197813,1.07795E-05,1.27626E-05,0.969100472,0.969100472,0,2.560098064,2.006281318,1.286694467,1.902116269,2.560098064,2.006281318,1.286694467,1.902116269,0.023455487,0.009992273,0.038899451,0.038899451,0.976544513,0.990007727,0.922201098,0.961100549,10000000,9765445.134,2161.396156,91.17005372,91.17005372,0,214145.3588,9032.88544,9032.88544,0,0.970120291,1.996474573,0.00445781,0.022908665,1.030800004,0.500882913,224.3253953,43.65160612
104,442421328,0,1,-1,1000,0.05,0.05,1,0.557331308,0.694659383,0.6088326,0.34426859,0.34426859,0.34426859,0.34426859,1.40163E-05,7.36891E-06,0.914090298,0.914090298,0,3.449685255,1.922617597,2.39635623,2.100280843,3.449685255,1.922617597,2.39635623,2.100280843,0.025302586,0.015613796,0.036764247,0.036764247,0.974697414,0.984386204,0.926471505,0.963235753,10000000,9746974.14,3660.205603,145.2442991,145.2442991,0,230761.0442,9157.061039,9157.061039,0,0.537511915,2.438239868,0.034599053,0.035635036,1.860423874,0.410131921,28.9025252,28.0622701
105,1198697591,0,1,-1,1000,0.05,0.05,1,0.523664412,0.895807499,0.961972595,0.306421069,0.306421069,0.306421069,0.306421069,8.74534E-06,8.62377E-06,0.937733423,0.937733423,0,3.272500904,1.71369226,2.931530849,3.148056188,3.272500904,1.71369226,2.931530849,3.148056188,0.024937541,0.016080845,0.030967373,0.030967373,0.975062459,0.983919155,0.938065254,0.969032627,10000000,9750624.586,3761.798695,124.1843485,124.1843485,0,230168.6122,7598.317045,7598.317045,0,0.601892332,1.822529711,0.012560787,0.034494102,1.661426714,0.5486879,79.61284854,28.99046325
106,469827702,0,1,-1,1000,0.05,0.05,1,0.638649733,0.705899013,0.877119506,0.434405367,0.434405367,0.434405367,0.434405367,9.67885E-06,8.93563E-06,0.874281578,0.874281578,0,2.669968249,1.705174509,1.884727952,2.341881232,2.669968249,1.705174509,1.884727952,2.341881232,0.02086626,0.011225991,0.029398066,0.029398066,0.97913374,0.988774009,0.941203869,0.970601934,10000000,9791337.401,2204.717761,68.86333499,68.86333499,0,194189.3273,6065.413422,6065.413422,0,0.959519509,2.227809704,0.034248707,0.008966538,1.042188294,0.448871373,29.19818283,111.5257658
107,1697073998,0,1,-1,1000,0.05,0.05,1,0.779971243,0.759868768,0.808587818,0.377553926,0.377553926,0.377553926,0.377553926,1.06498E-05,9.52213E-06,0.850291978,0.850291978,0,2.685801513,2.094847944,2.040856687,2.171706385,2.685801513,2.094847944,2.040856687,2.171706385,0.025150899,0.009439064,0.00687177,0.00687177,0.974849101,0.990560936,0.986256461,0.99312823,10000000,9748491.008,2341.38218,16.31364633,16.31364633,0,245710.9865,1711.998224,1711.998224,0,0.882119564,2.157580171,0.002820584,0.03471075,1.133633173,0.463482198,354.5365474,28.8095186
108,587705300,0,1,-1,1000,0.05,0.05,1,0.843747358,0.852542835,0.888690887,0.427538649,0.427538649,0.427538649,0.427538649,9.60061E-06,1.33777E-05,0.909444857,0.909444857,0,2.742841481,2.314265254,2.338389852,2.437538228,2.742841481,2.314265254,2.338389852,2.437538228,0.022848709,0.00148508,0.023869406,0.023869406,0.977151291,0.99851492,0.952261187,0.976130594,10000000,9771512.909,323.1227933,8.099405221,8.099405221,0,217256.2655,5445.751793,5445.751793,0,0.85412532,2.469593146,0.030938616,0.032451845,1.17078838,0.404924998,32.32206644,30.81488887
109,2018917228,0,1,-1,1000,0.05,0.05,1,0.93331661,0.635979465,0.698495053,0.314060645,0.314060645,0.314060645,0.314060645,1.02444E-05,1.37803E-05,0.962396624,0.962396624,0,3.551587362,3.314755477,2.25873663,2.480766204,3.551587362,3.314755477,2.25873663,2.480766204,0.024244845,0.005968794,0.029809776,0.029809776,0.975755155,0.994031206,0.940380448,0.970190224,10000000,9757551.552,1360.847907,43.13846774,43.13846774,0,226632.9319,7184.195509,7184.195509,0,0.503604273,2.369125932,0.021896126,0.013026059,1.98568609,0.4220966,45.67017913,76.76918756
110,335972901,0,1,-1,1000,0.05,0.05,1,0.526908062,0.978949798,0.540902397,0.353887591,0.353887591,0.353887591,0.353887591,1.308E-05,1.18621E-05,0.971436657,0.971436657,0,2.793830386,1.472091755,2.735019691,1.511189554,2.793830386,1.472091755,2.735019691,1.511189554,0.023224125,0.019929904,0.004435176,0.004435176,0.976775875,0.980070096,0.991129649,0.995564824,10000000,9767758.749,4587.488927,20.52841289,20.52841289,0,225593.701,1009.502304,1009.502304,0,0.769376839,2.502889264,0.004707809,0.013613386,1.299753189,0.399538251,212.4130466,73.45711204
111,633566749,0,1,-1,1000,0.05,0.05,1,0.732774132,0.668026207,0.65968702,0.326709369,0.326709369,0.326709369,0.326709369,8.35213E-06,8.18513E-06,0.976854075,0.976854075,0,2.970068895,2.176389657,1.984083858,1.959315899,2.970068895,2.176389657,1.984083858,1.959315899,0.022298836,0.016323219,0.020799183,0.020799183,0.977701164,0.983676781,0.958401634,0.979200817,10000000,9777011.635,3488.47442,75.70669301,75.70669301,0,210223.9388,4562.269143,4562.269143,0,0.675944555,2.453817274,0.003450337,0.010453485,1.479411281,0.407528307,289.8267866,95.66187378
112,1475358534,0,1,-1,1000,0.05,0.05,1,0.970262274,0.691033675,0.856231925,0.409350907,0.409350907,0.409350907,0.409350907,7.33885E-06,1.16245E-05,0.837099313,0.837099313,0,2.824734778,2.740733589,1.951986854,2.418628098,2.824734778,2.740733589,1.951986854,2.418628098,0.022668568,0.0112887,0.007925108,0.007925108,0.977331432,0.9887113,0.984149783,0.992074892,10000000,9773314.316,2518.4261,20.28024626,20.28024626,0,220574.2411,1776.228386,1776.228386,0,0.816489993,2.199106299,0.022499038,0.033733925,1.224754754,0.454730179,44.4463445,29.64374877
113,75727956,0,1,-1,1000,0.05,0.05,1,0.568887066,0.910265442,0.60351188,0.424778526,0.424778526,0.424778526,0.424778526,8.62303E-06,6.03947E-06,0.89187962,0.89187962,0,3.088005735,1.756726521,2.810904906,1.863648148,3.088005735,1.756726521,2.810904906,1.863648148,0.020994694,0.001306608,0.031856816,0.031856816,0.979005306,0.998693392,0.936286369,0.968143184,10000000,9790053.064,256.8405346,8.73890922,8.73890922,0,196313.6134,6679.501929,6679.501929,0,0.784168703,1.993165203,0.033777499,0.013494882,1.275235796,0.501714559,29.60550753,74.10216617
114,1056681426,0,1,-1,1000,0.05,0.05,1,0.766172034,0.737256213,0.556615975,0.30230219,0.30230219,0.30230219,0.30230219,5.28839E-06,5.5536E-06,0.951025203,0.951025203,0,4.214091073,3.228718728,3.106864825,2.345630411,4.214091073,3.228718728,3.106864825,2.345630411,0.019347171,0.016621473,0.002180433,0.002180433,0.980652829,0.983378527,0.995639134,0.997819567,10000000,9806528.286,3201.761345,7.01180301,7.01180301,0,189426.2482,414.8402688,414.8402688,0,0.417153893,1.957461244,0.024873885,0.017054646,2.397196854,0.510865798,40.202807,58.63504969
115,1829003351,0,1,-1,1000,0.05,0.05,1,0.635970917,0.770661668,0.976670189,0.277839041,0.277839041,0.277839041,0.277839041,9.66236E-06,5.13569E-06,0.92992125,0.92992125,0,4.186979192,2.662796997,3.226744369,4.08929776,4.186979192,2.662796997,3.226744369,4.08929776,0.019623399,0.002520526,0.002359868,0.002359868,0.980376601,0.997479474,0.995280263,0.997640132,10000000,9803766.012,492.2784322,1.167221312,1.167221312,0,194815.5366,461.9191728,461.9191728,0,0.396597062,2.299064474,0.013565112,0.025683036,2.521450854,0.434959529,73.71852266,38.93620619
116,599716766,0,1,-1,1000,0.05,0.05,1,0.811126578,0.75237796,0.877488416,0.332188826,0.332188826,0.332188826,0.332188826,5.26337E-06,5.20695E-06,0.965677398,0.965677398,0,3.072504473,2.492190038,2.311684649,2.696087083,3.072504473,2.492190038,2.311684649,2.696087083,0.022268483,0.002192464,0.036522316,0.036522316,0.977731517,0.997807536,0.926955368,0.963477684,10000000,9777315.169,452.5659657,17.83123311,17.83123311,0,205966.3335,8115.13455,8115.13455,0,0.674823537,1.940931328,0.004213995,0.013741802,1.48186888,0.51521658,237.3044968,72.77065918
117,1077276516,0,1,-1,1000,0.05,0.05,1,0.609146935,0.562318485,0.815576515,0.258703412,0.258703412,0.258703412,0.258703412,1.11538E-05,1.37692E-05,0.959215093,0.959215093,0,3.681859178,2.242793234,2.070377474,3.002837878,3.681859178,2.242793234,2.070377474,3.002837878,0.026967306,0.012674855,0.035215206,0.035215206,0.973032694,0.987325145,0.929569587,0.964784794,10000000,9730326.941,3177.331143,120.3679352,120.3679352,0,247502.5435,9376.224499,9376.224499,0,0.456661042,1.974666325,0.011636211,0.027922141,2.189807996,0.506414672,85.93862793,35.81387208
118,939136490,0,1,-1,1000,0.05,0.05,1,0.759851379,0.7469987,0.524460457,0.294665731,0.294665731,0.294665731,0.294665731,7.20957E-06,9.30721E-06,0.884224158,0.884224158,0,3.397511314,2.581603658,2.537936534,1.781860338,3.397511314,2.581603658,2.537936534,1.781860338,0.02584091,0.00091238,0.017270393,0.017270393,0.97415909,0.99908762,0.965459214,0.982729607,10000000,9741590.897,227.6236783,4.071793302,4.071793302,0,249255.8259,4458.75495,4458.75495,0,0.508473553,2.535174297,0.012186464,0.018069057,1.966670623,0.394450197,82.05825886,55.34323021
119,265015920,0,1,-1,1000,0.05,0.05,1,0.999722487,0.9726496,0.627485824,0.367396985,0.367396985,0.367396985,0.367396985,8.40996E-06,8.86865E-06,0.823625232,0.823625232,0,3.058734883,3.057886044,2.975077261,1.919312778,3.058734883,3.057886044,2.975077261,1.919312778,0.020160402,0.002057917,0.034994347,0.034994347,0.979839598,0.997942083,0.930011306,0.965005653,10000000,9798395.983,385.8471649,14.51860805,14.51860805,0,187108.1678,7040.482345,7040.482345,0,0.697421145,1.979466837,0.014490587,0.015113942,1.43385386,0.505186539,69.01031623,66.16407386
