Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,0,-5203748.309,339717274,8395048.413,5203748.309,202246.251,13730269,92046,170385,0,40957762,271300,497683,0,13189160,88409,163678,0,2772778,19010,34195,0,0,33417,75826,1,0,0,0,0,54688031,352228,643101,0,734396,37170,20080,0,154954,7354,4440,0,2278569,47469,84276,0,478685,10744,16503,0,0,33417,0,0,0,0,0,0,10,37170,1,0,1,7354,0,0,13,0,84276,0,1,0,16503,0,3729311,12391577,75827,25000447,16267230,13441247,107419,197873,0,16120888,12467404,10005392.52,217684.0432,3446.156429,213282.7433,1461.933846,2661.000879,0.00021978,0.021756668,0.015833002,0.006794381,0.01226046,1.29001E-09,0.826275927,0.006687971,0.012196674,0,0
Base,364,0.05,1,0,-3644918.032,1089597774,7169643.732,3644918.032,141661.5415,8774033,164846,97279,111,19105704,372273,236815,281,8705143,163632,96525,110,4971512,98092,63084,69,0,27364,48855,84,0,0,0,0,27879737,518168,297084,327,615644,29534,6802,0,349049,16773,4643,0,2100380,97459,52647,86,1198471,59245,33189,58,0,27364,0,0,0,0,0,0,5,29534,0,0,3,16773,0,0,18,1,52647,86,11,3,33189,58,4431652,9533273,48939,24997736,14098167,8965410,261724,159609,179,13964925,9582212,10003308.65,251172.324,1559.825385,248784.592,4799.974341,3095.570824,3.41478022,0.025108673,0.00621972,0.019873487,0.012527177,1.38324E-05,0.63593778,0.019326104,0.011528335,1.28517E-05,0
Base,364,0.05,1,0,-3685131.582,1113755007,4883444.659,3685131.582,143224.461,6005203,207796,74715,0,13542686,468990,173940,4,5862973,202979,73088,0,2238403,78480,30101,1,0,9304,28016,0,0,0,0,0,19547889,672103,233727,2,183455,10318,6389,0,70848,3666,2794,0,680761,38350,31030,0,260683,15093,11905,1,0,9304,0,0,0,0,0,0,2,10318,0,0,1,3666,0,0,7,0,31030,0,2,1,11905,1,1258360,7170389,28016,25008958,8486025,6139040,281459,103189,1,8428749,7198405,10007881.32,142111.1329,1944.283297,139668.3577,4723.920165,1817.551484,0.01489011,0.014202039,0.01365244,0.03029129,0.009182431,7.25503E-08,0.723620239,0.030227681,0.008750976,8.03306E-08,0
Base,364,0.05,1,0,-4101800.687,118355822,8344018.155,4101800.687,159418.5118,12781238,207218,165077,0,12886159,211463,171293,0,12682781,205640,163836,0,2632135,43699,36014,0,0,42849,74463,0,0,0,0,0,25667397,402657,306863,0,1081201,49888,13250,0,224584,8977,3238,0,3127534,108004,86735,0,648755,23888,17206,0,0,42849,0,0,0,0,0,0,5,49888,0,0,3,8977,0,0,25,0,86735,0,4,0,17206,0,5230417,10369960,74463,24999511,15764105,13052257,249339,199850,0,15600377,10444423,9999295.309,189051.5373,2205.868462,185920.0188,3078.761099,2536.883571,0,0.018906261,0.011638909,0.01545134,0.012936549,0,0.827976133,0.015012078,0.012234027,0,0
Base,364,0.05,1,0,-3972028.015,1316999412,7768802.901,3972028.015,154374.8327,9743323,251418,118964,0,14871850,387397,192505,0,9460086,244187,115681,0,3564067,93800,47448,0,0,24385,63518,0,0,0,0,0,24615173,624733,271065,0,581914,28859,9319,0,221003,9598,4194,0,2474354,123171,74891,0,934992,48180,29016,0,0,24385,0,0,0,0,0,0,7,28859,0,0,3,9598,0,0,12,0,74891,0,3,0,29016,0,4397102,8985208,63518,24995290,13525269,9819954,337987,163129,0,13382310,9048726,9998441.435,163098.6032,4229.678681,158074.7162,4112.555385,2091.722418,0,0.016312267,0.025919722,0.021014099,0.010055038,0,0.726262691,0.020828266,0.009479508,0,0
Base,364,0.05,1,0,-3073568.285,922677149,7913906.142,3073568.285,119455.7511,10409020,571219,130149,31,10438807,579171,149847,17,9989383,548283,124973,31,3231737,178232,47187,4,0,35555,72326,30,0,0,0,0,20847827,1133110,239644,39,821371,40691,7985,8,269724,12127,3334,1,3500815,265640,82622,23,1133274,87311,30025,3,0,35555,0,0,0,0,0,0,12,40691,0,8,5,12127,1,1,22,2,82622,23,9,1,30025,3,6089402,7864227,72356,25004474,14119830,10662670,726515,172160,35,13953629,7936583,10004726.99,145728.8129,8097.512747,136802.0673,7463.394505,1973.702033,0.351758242,0.014566485,0.055610317,0.048818288,0.01203786,1.90095E-06,0.755323656,0.049022615,0.010859244,1.92001E-06,0
Base,364,0.05,1,0,-2600071.117,729964076,6090050.99,2600071.117,101053.0495,7602630,119081,96216,0,17530504,282439,237484,0,7418356,116293,93922,0,3596035,58512,49227,0,0,23370,48506,0,0,0,0,0,25133134,387262,302948,0,685023,25455,7241,0,333549,12166,4103,0,2203166,70902,52734,0,1070466,36278,26497,0,0,23370,0,0,0,0,0,0,5,25455,0,0,2,12166,0,0,22,0,52734,0,5,0,26497,0,4410694,6804188,48506,24983871,11332345,7628571,174805,143149,0,11214882,6852694,9994376.394,203905.229,2841.561813,200398.1458,3221.513571,2736.666044,0,0.020401772,0.013926176,0.014457728,0.012826448,0,0.673232127,0.0141219,0.012086562,0,0
Base,364,0.05,1,0,-4277536.594,1657081800,9306738.495,4277536.594,166248.5747,11186764,137430,102882,0,36848551,468183,379979,1,10425681,128312,95955,0,8150315,104336,84321,0,0,21350,53264,4,0,0,0,0,48035315,587529,433625,0,740750,21890,2233,0,575572,17538,1982,0,3007618,90712,54595,0,2345479,74060,47812,0,0,21350,0,0,0,0,0,0,4,21890,0,0,2,17538,0,0,52,3,54595,0,41,1,47812,0,6838303,12007493,53268,25006372,18988920,10649948,232648,180276,0,18845796,12060761,10007260.02,295676.9946,7874.417857,286687.5213,3677.06,2987.559121,0.009395604,0.029544967,0.02664271,0.014208082,0.010036942,3.91867E-08,0.560918971,0.013978665,0.009442261,0,0
Base,364,0.05,1,0,-2470371.59,1770554640,6656721.158,2470371.59,96012.21329,7832372,536404,98483,30382,9427267,656455,139917,39609,7711749,527904,96995,29897,2519186,173099,37820,10496,0,34639,59293,9371,0,0,0,0,17259639,1180460,212818,66253,846827,35756,7427,0,278472,11263,3023,0,2749347,225366,61212,9696,901761,74170,23628,3407,0,34639,0,0,0,0,0,0,13,35756,0,0,6,11263,0,0,28,3,61212,9696,7,3,23628,3407,5086333,5875430,68664,25004122,11107146,8366545,701003,134815,40393,10961763,5944094,10001508.73,106963.1777,2061.970824,104248.9118,6723.878352,1471.423187,404.2308242,0.010695311,0.019251527,0.061502502,0.010945323,0.00358759,0.75363777,0.061748773,0.009690405,0.003456933,0
Base,364,0.05,1,0,-4316596.913,326394324,9428190.664,4316596.913,167766.6733,12362094,208074,131090,0,31835628,537229,345081,2,12175945,204934,129143,0,6907738,117801,76446,0,0,26492,65790,1,0,0,0,0,44197722,724477,419507,1,779900,32041,4555,0,436276,15273,2989,0,3617906,128853,79325,0,2042317,76257,43067,0,0,26492,0,0,0,0,0,0,4,32041,0,0,0,15273,0,0,32,1,79325,0,30,1,43067,0,7088985,12351867,65791,25002481,19612007,12510022,322735,205589,0,19440852,12417658,10005833.78,361883.9738,3108.503352,357623.9078,5998.641923,3900.046978,0.038131868,0.03616556,0.008633856,0.019193464,0.010966729,1.14912E-07,0.63815872,0.019065832,0.010670485,0,0
Base,364,0.05,1,0,-1858284.476,458183295,5822311.48,1858284.476,72223.14498,7590175,376234,111096,1,11880150,586526,173742,0,7482784,370779,109527,1,2199966,106855,32432,0,0,35319,51013,2,0,0,0,0,19470325,944917,257583,0,1060707,42984,8904,0,314475,10164,2976,0,2751756,162428,61669,1,811413,48194,16556,0,0,35319,0,0,0,0,0,0,9,42984,0,0,5,10164,0,0,28,2,61669,1,15,0,16556,0,5160794,5009672,51015,25007703,10302344,7963091,477634,141959,1,10170466,5060687,10006262.31,161445.2787,2049.924725,158790.2692,7411.122802,2259.648132,0.000989011,0.016135828,0.012643357,0.04550336,0.013183995,5.71404E-09,0.773070213,0.045784698,0.012938356,7.54475E-08,0
Base,364,0.05,1,0,-1409571.506,135146577,7008881.658,1409571.506,54783.69352,8341385,519599,101223,2,22468894,1405204,292572,11,7938545,494235,96283,1,4535695,280941,59593,1,0,28538,55395,5,0,0,0,0,30810279,1905743,351854,11,1009536,31420,2627,0,578017,16167,1706,0,4165963,292486,61073,1,2380381,168116,36167,1,0,28538,0,0,0,0,0,0,8,31420,1,0,3,16167,0,0,54,3,61073,1,42,1,36167,1,8598720,4660851,55400,25001667,13405294,8529064,775176,155876,2,13259571,4716251,10005187.19,263335.5747,6016.774396,256531.5623,15137.23802,3212.032747,0.07456044,0.026320288,0.022845786,0.057438611,0.012076945,2.809E-07,0.636247931,0.057776902,0.011528739,1.47611E-07,0
Base,364,0.05,1,0,-3517980.499,1096287810,6261987.713,3517980.499,136728.0515,7896402,201694,116512,0,16028589,422477,263259,0,7717564,197104,114011,0,3612345,96519,61228,0,0,25918,52819,0,0,0,0,0,23924991,610938,350098,0,500531,26389,10740,0,234713,12752,5730,0,1597140,91743,53885,0,748628,44880,28589,0,0,25918,0,0,0,0,0,0,9,26389,0,0,1,12752,0,0,12,0,53885,0,6,0,28589,0,3234077,8442381,52819,24981298,11798771,8028679,293623,175239,0,11676458,8495200,9995190.4,225244.6352,3463.29467,221088.4386,5769.715989,3664.160165,0,0.022535249,0.015361192,0.024398989,0.015398257,0,0.68051565,0.023753018,0.014109057,0,0
Base,364,0.05,1,0,-6331106.088,972542188,10842406.52,6331106.088,246061.5685,17309926,151782,241292,1,31123517,276172,439810,1,17021940,149382,237478,1,4290115,39458,62098,0,0,42688,97906,3,0,0,0,0,48433443,411674,643260,1,1037981,47504,22756,0,260084,11451,6206,0,3291905,81874,108957,1,826066,22604,26747,0,0,42688,0,0,0,0,0,0,12,47504,0,0,1,11451,0,0,38,2,108957,1,6,0,26747,0,5549417,16054961,97909,24988968,21800472,17408801,188840,299576,1,21604378,16152870,9997455.994,351431.7306,4266.378187,345885.3362,3154.629396,4978.264121,0.007087912,0.035152059,0.012164053,0.010328958,0.015063709,2.45007E-08,0.798593707,0.009946121,0.014599331,5.30918E-08,0
Base,364,0.05,1,0,-3000655.12,1591481017,5791762.653,3000655.12,116621.9449,7964805,191240,143757,0,9633818,233911,180628,0,7672857,184242,138681,0,1721090,42300,33086,0,0,33142,55535,0,0,0,0,0,17598623,413808,304608,0,768273,36868,16739,0,175470,7615,4289,0,1727323,79990,61542,0,389114,18971,13741,0,0,33142,0,0,0,0,0,0,2,36868,0,0,0,7615,0,0,25,0,61542,0,4,0,13741,0,3180138,6491964,55535,25004092,9792256,7995780,226542,171767,0,9672102,6547499,10004260.66,148500.6015,5436.54467,142488.928,3497.396099,2751.661264,0,0.014845544,0.036556394,0.018475677,0.014459251,0,0.816835583,0.018155644,0.013693878,0,0
Base,364,0.05,1,0,-1841481.853,1495168155,5808639.166,1841481.853,71570.10271,7387596,89366,114232,0,12588617,156878,201154,0,7303971,88434,112952,0,2030186,26310,33152,0,0,44262,63929,0,0,0,0,0,19976213,227700,288588,0,1085181,49119,17881,0,304928,13678,5815,0,2665953,38867,71069,0,743665,12482,19628,0,0,44262,0,0,0,0,0,0,5,49119,0,0,4,13678,0,0,27,0,71069,0,3,0,19628,0,4874733,4566438,63929,25006511,9595005,7505357,114744,146104,0,9441171,4630367,10002473.33,114551.4531,1188.109396,112799.8486,1457.281923,1844.084615,0,0.011453588,0.010205548,0.007465484,0.013077124,0,0.7826773,0.007040311,0.012396709,0,0
Base,364,0.05,1,0,-2300174.017,881911777,6532138.269,2300174.017,89397.40047,9377993,145952,167092,0,12083825,193487,223869,0,9197307,143227,164029,0,2110015,34526,39738,0,0,57417,72232,1,0,0,0,0,21461818,319886,365938,0,1453267,62788,22336,0,335807,14170,5623,0,2854113,73656,79133,0,656924,18635,18099,0,0,57417,0,0,0,0,0,0,11,62788,0,0,1,14170,0,0,18,1,79133,0,5,0,18099,0,5420325,6093784,72233,25005141,11688842,9504563,177753,203767,0,11514109,6166017,10005855.44,175412.9833,3438.64456,171287.9512,2794.842802,3217.333516,0.00010989,0.017532944,0.019546831,0.013011611,0.017221935,7.74789E-10,0.813264448,0.012433774,0.016374439,0,0
Base,364,0.05,1,0,-2871505.805,1540366554,5630513.208,2871505.805,111602.4929,7547497,450085,154829,0,15383171,927406,330666,6,7240179,431589,148791,0,1803875,108225,39498,1,0,36504,67379,0,0,0,0,0,22930668,1367849,466780,4,684973,36912,18426,0,172199,9215,4897,0,1715968,127509,68146,0,430144,32261,17915,1,0,36504,0,0,0,0,0,0,16,36912,0,0,3,9215,0,0,29,0,68146,0,4,1,17915,1,3186324,6453171,67379,24989006,9772158,7820559,539814,188289,1,9639495,6520550,9994648.614,152525.6718,3571.812747,148379.9525,8428.210385,3076.288242,0.031483516,0.015260374,0.023432413,0.053192046,0.016486323,1.42621E-07,0.800557223,0.053197067,0.015795478,7.00894E-08,0
Base,364,0.05,1,0,-3254257.406,25477983,9045702.766,3254257.406,126478.3231,9746907,76483,79670,0,36954929,305971,339261,0,9231460,72402,75380,0,8317427,69535,77483,0,0,23053,44335,0,0,0,0,0,46701836,358360,369093,0,788296,24516,2689,0,710555,22618,3021,0,3433858,47470,47097,0,3092616,46525,46995,0,0,23053,0,0,0,0,0,0,6,24516,0,0,7,22618,0,0,40,0,47097,0,41,0,46995,0,8124936,9576318,44335,24992288,17843687,9379242,141937,152863,0,17701254,9620653,9999998.758,303179.6044,5599.025275,296532.764,2498.867473,2767.139945,0,0.030317663,0.018471181,0.008832973,0.008936049,0,0.525629851,0.008533153,0.008399926,0,0
Base,364,0.05,1,0,-5602487.402,708274240,9516513.707,5602487.402,217743.443,13972010,193124,171772,49,17440770,249964,234505,48,13809942,190929,169900,48,3657560,53848,50992,13,0,39414,79137,34,0,0,0,0,31412780,430682,379827,84,892799,40784,16371,0,237405,11019,5186,0,2596887,101624,81791,34,689430,28921,23758,11,0,39414,0,0,0,0,0,0,13,40784,0,0,4,11019,0,0,33,1,81791,34,5,1,23758,11,4568566,13206199,79171,24989691,17933232,14170819,244777,220892,61,17774765,13285370,9997742.877,244000.3113,3294.662912,239652.5751,3509.077967,3316.73,0.615054945,0.024405677,0.01347215,0.013343524,0.012775603,2.35796E-06,0.790242065,0.012705121,0.011620973,3.16955E-06,0
Base,364,0.05,1,0,-6970947.679,332991040,9119856.353,6970947.679,270929.3283,13374089,196829,124345,0,41690581,610710,378678,0,12521017,184427,116745,0,5311112,79445,49533,0,0,19169,44770,1,0,0,0,0,55064670,795437,473782,0,364945,22796,11228,0,155251,8470,5029,0,1220659,63190,53504,0,515562,27879,20491,0,0,19169,0,0,0,0,0,0,2,22796,0,0,3,8470,0,0,12,1,53504,0,4,0,20491,0,2363721,15792179,44771,25000538,18262279,12822189,263872,166278,0,18155900,15836950,10008691.33,370425.1804,8815.558022,360537.2416,5394.941429,3405.097802,0.00032967,0.037008251,0.02382539,0.016026993,0.010317713,1.2122E-09,0.702149574,0.015888675,0.010202911,0,0
Base,364,0.05,1,0,-2386803.461,1748805655,6502170.411,2386803.461,92764.29664,5469443,524800,49977,0,27224767,2616574,255743,0,5354605,513654,48932,0,5215774,497443,48942,0,0,21214,25608,0,0,0,0,0,32694210,3116886,273532,0,626105,24588,1958,0,612897,21093,2068,0,1824181,190039,29788,0,1781950,184983,27973,0,0,21214,0,0,0,0,0,0,9,24588,0,0,12,21093,0,0,17,0,29788,0,18,0,27973,0,5224125,6351127,25608,25001302,11679350,5917191,1011097,97874,0,11575252,6376735,10003077.01,171365.5385,1084.916593,169594.7179,14727.83907,1461.497033,0,0.017131733,0.006323335,0.087786701,0.008170009,0,0.506742598,0.088381861,0.008023756,0,0
Base,364,0.05,1,0,-3606772.055,169741061,5861354.125,3606772.055,140178.9793,8256137,111790,118073,0,23554787,324008,342360,0,7920205,107286,113360,0,2251744,31423,33269,0,0,30130,42769,1,0,0,0,0,31810924,425515,445673,0,688785,31519,18825,0,198436,8880,5540,0,1188484,45510,44732,0,338892,13512,12785,0,0,30130,0,0,0,0,0,0,11,31519,0,0,3,8880,0,0,9,0,44732,0,3,0,12785,0,2497958,7860903,42770,25009484,10457287,8140851,138709,146629,0,10358861,7903673,10008443.36,163433.2343,2739.750934,160079.2885,2226.181648,2354.765495,0.000164835,0.016331196,0.016750304,0.010672895,0.011843231,8.86406E-10,0.778621791,0.010424484,0.011559114,0,0
Base,364,0.05,1,0,-3424066.223,1251066031,5967866.187,3424066.223,133078.0267,6953017,64384,77656,1,30253407,290084,350250,0,6617063,61309,74048,0,4029525,39677,47794,0,0,24975,33878,4,0,0,0,0,37206424,335755,402675,0,524870,26972,11454,0,323763,16703,7723,0,1223752,31206,36480,0,747889,20922,22586,0,0,24975,0,0,0,0,0,0,6,26972,3,0,7,16703,0,0,26,1,36480,0,17,0,22586,0,2891519,7874507,33882,25005620,10869416,6752420,100986,121842,0,10766026,7908389,10003624.07,176803.9931,2395.78022,173769.8962,1703.803956,2041.887253,0.000604396,0.017674987,0.013553178,0.007470815,0.010054245,3.55648E-09,0.621417578,0.00723294,0.009780164,0,0
Base,364,0.05,1,0,-1963204.166,876234422,6152958.088,1963204.166,76300.9006,6907579,148656,87115,0,19037144,425551,272346,0,6767310,145655,85339,0,4179146,93712,60303,0,0,27661,48119,1,0,0,0,0,25944723,556137,324861,0,807724,27941,4994,0,500615,17774,3583,0,2572269,96750,48567,0,1590839,62340,34115,0,0,27661,0,0,0,0,0,0,10,27941,0,0,6,17774,0,0,23,1,48567,0,14,0,34115,0,5639060,5563377,48120,24983471,11331465,6998304,239367,145642,0,11202437,5611497,9995815.55,210904.5688,2186.070879,208053.0879,4555.462473,2948.703132,5.49451E-05,0.021098829,0.01035619,0.019741032,0.013615235,4.45573E-10,0.617691067,0.019345723,0.012529482,0,0
Base,364,0.05,1,0,-7228206.368,858867981,9182398.861,7228206.368,280927.8144,14802240,362823,175644,0,31853769,775295,371139,0,14639522,358903,173859,0,2990595,73393,35301,0,0,22975,49002,3,0,0,0,0,46656009,1129906,528800,0,458691,26558,15124,0,92934,4624,3165,0,1226089,62403,56575,0,248840,13057,10398,0,0,22975,0,0,0,0,0,0,5,26558,0,0,0,4624,0,0,9,0,56575,0,3,0,10398,0,2120286,16051926,49005,24994760,18271573,15172284,432296,209160,0,18172212,16100931,10004347.93,248194.1871,1856.81544,245264.5508,5856.492747,2852.685165,0.00010989,0.024808125,0.007491685,0.024504473,0.012435657,1.35766E-09,0.830410337,0.024577009,0.012374623,0,0
Base,364,0.05,1,0,-3280425.98,934983448,8615017.889,3280425.98,127495.3777,12693704,187996,173347,1,31272299,467286,437151,0,12204782,180782,166867,1,4968021,75406,69884,0,0,36797,83040,3,0,0,0,0,43966003,634672,562600,0,1030059,41584,7526,0,416118,15809,3376,0,4313318,122302,93828,1,1750992,52195,37040,0,0,36797,0,0,0,0,0,0,9,41584,0,0,5,15809,0,0,54,2,93828,1,16,0,37040,0,7695800,9780464,83043,24981193,17665743,12552432,256188,236751,1,17476264,9863507,9998666.879,309317.8012,5998.300824,302282.1254,4532.759176,4257.577582,0.000659341,0.030935499,0.019416061,0.016741201,0.01356669,3.48236E-09,0.710675766,0.016573399,0.013217304,6.72138E-08,0
Base,364,0.05,1,0,-4500654.306,414444351,6151101.798,4500654.306,174920.1549,8313353,139838,104656,0,22882668,383316,285967,0,8149143,137157,102682,0,3011870,51158,38625,0,0,16820,32958,0,0,0,0,0,31196021,513701,371457,0,363196,19893,10918,0,133722,6370,4272,0,884544,41776,39042,0,327244,15881,13070,0,0,16820,0,0,0,0,0,0,7,19893,0,0,3,6370,0,0,8,0,39042,0,4,0,13070,0,1781531,9630084,32958,24999951,11490635,8388982,188315,141307,0,11411615,9663042,10004990.79,217655.4603,2041.421538,214939.2481,3610.939341,2721.671593,0,0.021755298,0.009371005,0.015417211,0.011372564,0,0.730085329,0.01521713,0.011175116,0,0
Base,364,0.05,1,0,-755661.8799,1810475947,5033197,755661.8799,29369.17259,6161799,294626,77997,53,10603779,515131,148347,124,5977241,285610,75761,53,1616811,77354,22686,18,0,36683,48333,27,0,0,0,0,16765578,799039,210633,162,1230553,37653,6670,0,336571,9736,2104,0,3116830,177946,49504,28,841967,48658,14495,11,0,36683,0,0,0,0,0,0,11,37653,0,0,1,9736,0,0,35,2,49504,28,10,1,14495,11,5761239,2182609,48360,24998305,8055534,6338665,362964,98447,71,7943848,2230969,10003238.16,116582.8099,2526.053901,113583.661,5237.490604,1555.37978,1.147967033,0.011656131,0.021614579,0.044538606,0.013986015,1.20966E-05,0.7872902,0.044619427,0.012804977,1.07053E-05,0
Base,364,0.05,1,0,-1791926.106,193808157,5754639.963,1791926.106,69644.09411,6638076,116238,49041,0,18656741,334736,143285,0,5984803,104976,44229,0,3520703,63300,27095,0,0,34587,23440,3,0,0,0,0,25294817,423964,173155,0,1014672,39445,3218,0,603991,22141,2152,0,2029419,64035,26919,0,1194920,40233,15656,0,0,34587,0,0,0,0,0,0,7,39445,0,0,4,22141,0,0,19,1,26919,0,17,0,15656,0,4952592,4687939,23443,25006440,9745106,6134008,168276,71324,0,9640531,4711382,10004045.5,108537.6602,4580.438626,103384.91,1891.446868,820.9111538,0.000494505,0.010850401,0.042225801,0.011843244,0.007062083,4.23816E-09,0.629871568,0.011730825,0.006843188,0,0
Base,364,0.05,1,0,-2856649.419,577517879,10127727.65,2856649.419,111025.0921,11099299,440320,112222,8,37823778,1513614,430568,35,11003189,436546,111263,8,8813778,353306,100640,6,0,24875,65032,11,0,0,0,0,48923077,1932023,477050,35,913865,26580,945,1,722433,20198,890,1,5133731,276306,69235,7,4108802,224283,61446,5,0,24875,0,0,0,0,0,0,2,26580,0,1,6,20198,1,1,51,2,69235,7,40,1,61446,5,11381152,9258625,65043,24985396,20818736,11551006,789852,211903,14,20639777,9323668,9999421.844,354008.4758,1523.856154,351262.2009,13431.22308,3849.047857,0.30532967,0.035402554,0.004311232,0.038522501,0.010021683,9.14824E-07,0.555084153,0.038539885,0.009407386,6.91186E-07,0
Base,364,0.05,1,0,-4900992.953,282540242,9853343.416,4900992.953,190479.5144,13018893,266543,132931,0,19101274,403726,227209,0,12960388,265367,132380,0,5242060,112012,63144,0,0,37050,76621,4,0,0,0,0,32120167,652841,318661,0,799070,38980,8530,0,324268,15480,4273,0,3387940,160731,80700,0,1371173,68719,37348,0,0,37050,0,0,0,0,0,0,15,38980,1,0,3,15480,0,0,39,3,80700,0,13,0,37348,0,6124630,12477023,76625,25006638,18775351,13358135,377379,195524,0,18601653,12553648,10004496.72,211208.3185,1326.07,208779.7419,4356.590824,2487.231758,0.001758242,0.021111688,0.006270823,0.019921893,0.011363003,8.91902E-09,0.71149332,0.019449177,0.010087677,0,0
Base,364,0.05,1,0,-4275457.414,1856775768,7840469.578,4275457.414,166167.7664,9856892,416113,101110,2,25300983,1074627,292957,10,9654228,407519,99104,2,5476285,232658,64336,0,0,15737,54562,5,0,0,0,0,35157875,1481764,357971,10,423093,15929,4310,0,239888,8782,2928,0,2348943,131376,55231,2,1327001,75006,35375,0,0,15737,0,0,0,0,0,0,2,15929,0,0,0,8782,0,0,34,2,55231,2,18,2,35375,0,4552487,11265180,54567,24996431,15934132,10160853,640177,163440,2,15817667,11319747,10000343.27,283214.5747,3134.929121,279143.8784,11384.99522,3160.292088,0.100549451,0.028320032,0.011083384,0.040915907,0.011797476,3.71854E-07,0.637730038,0.040880652,0.010846745,1.30199E-07,0
