Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total New: I | Sym|G-0,Total New: I | Sym|G-A,Total New: I | Sym|G-B,Total New: I | Sym|G-AB,Total New: I | Asym|G-0,Total New: I | Asym|G-A,Total New: I | Asym|G-B,Total New: I | Asym|G-AB,Total New: W to 1st Tx | Sym|G-0,Total New: W to 1st Tx | Sym|G-A,Total New: W to 1st Tx | Sym|G-B,Total New: W to 1st Tx | Sym|G-AB,Total New: W to 1st Tx | Asym|G-0,Total New: W to 1st Tx | Asym|G-A,Total New: W to 1st Tx | Asym|G-B,Total New: W to 1st Tx | Asym|G-AB,Total New: W to RTx | Sym|G-0,Total New: W to RTx | Sym|G-A,Total New: W to RTx | Sym|G-B,Total New: W to RTx | Sym|G-AB,Total New: W to RTx | Asym|G-0,Total New: W to RTx | Asym|G-A,Total New: W to RTx | Asym|G-B,Total New: W to RTx | Asym|G-AB,Total New: Prob Sympt | infection with | G-0,Total New: Prob Sympt | infection with | G-A,Total New: Prob Sympt | infection with | G-B,Total New: Prob Sympt | infection with | G-AB,Total New: If R | Tx-A --> I | Sym|G-0,Total New: If F | Tx-A --> I | Sym|G-A,Total New: If R | Tx-A --> I | Sym|G-B,Total New: If F | Tx-A --> I | Sym|G-AB,Total New: If R | Tx-A --> I | Asym|G-0,Total New: If F | Tx-A --> I | Asym|G-A,Total New: If R | Tx-A --> I | Asym|G-B,Total New: If F | Tx-A --> I | Asym|G-AB,Total New: If R | Tx-B  --> I | Sym|G-0,Total New: If R | Tx-B  --> I | Sym|G-A,Total New: If F | Tx-B  --> I | Sym|G-B,Total New: If F | Tx-B  --> I | Sym|G-AB,Total New: If R | Tx-B  --> I | Asym|G-0,Total New: If R | Tx-B  --> I | Asym|G-A,Total New: If F | Tx-B  --> I | Asym|G-B,Total New: If F | Tx-B  --> I | Asym|G-AB,Total New: If R | 2nd Tx-B  --> I | Sym|G-0,Total New: If R | 2nd Tx-B  --> I | Sym|G-A,Total New: If F | 2nd Tx-B  --> I | Sym|G-B,Total New: If F | 2nd Tx-B  --> I | Sym|G-AB,Total New: If R | 2nd Tx-B  --> I | Asym|G-0,Total New: If R | 2nd Tx-B  --> I | Asym|G-A,Total New: If F | 2nd Tx-B  --> I | Asym|G-B,Total New: If F | 2nd Tx-B  --> I | Asym|G-AB,Total New: If retreat after R | Tx-A --> I | Sym|G-0,Total New: If retreat after F | Tx-A --> I | Sym|G-A,Total New: If retreat after R | Tx-A --> I | Sym|G-B,Total New: If retreat after F | Tx-A --> I | Sym|G-AB,Total New: If retreat after R | Tx-A --> I | Asym|G-0,Total New: If retreat after F | Tx-A --> I | Asym|G-A,Total New: If retreat after R | Tx-A --> I | Asym|G-B,Total New: If retreat after F | Tx-A --> I | Asym|G-AB,Total New: If retreat after R | Tx-B --> I | Sym|G-0,Total New: If retreat after R | Tx-B --> I | Sym|G-A,Total New: If retreat after F | Tx-B --> I | Sym|G-B,Total New: If retreat after F | Tx-B --> I | Sym|G-AB,Total New: If retreat after R | Tx-B --> I | Asym|G-0,Total New: If retreat after R | Tx-B --> I | Asym|G-A,Total New: If retreat after F | Tx-B --> I | Asym|G-B,Total New: If retreat after F | Tx-B --> I | Asym|G-AB,Total New: Successfully treated with A or B,Total New: Treated with 1st-line M,Total New: Treated with 2nd-line M,Total New: Death,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2429203.423,1084817494,4847630.049,2429203.423,94412.19214,6037769,136098,146087,0,11523567,260797,281537,0,5801029,130792,140405,0,1895557,44001,47096,0,0,35126,57425,0,0,0,0,0,17561336,378500,397010,0,619507,41114,18261,0,206436,12400,6764,0,1339951,65989,67242,0,439502,23347,20779,0,0,35126,0,0,0,0,0,0,6,41114,0,0,1,12400,0,0,15,0,67242,0,3,0,20779,0,2719732,5197310,57425,25002105,8058880,6072226,174793,187501,0,7917042,5254735,10003271.23,124991.3651,3130.71456,121387.2886,2762.653242,2989.374121,0,0.012496413,0.024985978,0.014677013,0.017779386,0,0.753952658,0.014380719,0.017278497,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2502837.956,1479657018,6727967.675,2502837.956,97274.03467,8529243,704779,217863,0,28242323,2348415,767760,1,8479186,700760,216599,0,3283442,272806,90709,0,0,45058,126566,10,0,0,0,0,36771566,3035017,929920,0,653122,45732,15379,0,252576,17493,6386,0,3147613,323115,128560,0,1221212,125443,53640,0,0,45058,0,0,0,0,0,0,5,45732,0,0,5,17493,0,0,51,7,128560,0,18,1,53640,0,5744759,7052472,126576,25010358,13043502,9396545,973566,307308,0,12797231,7179048,10006180.54,266964.5606,867.0317033,265331.5674,19904.65533,6621.913791,0.00521978,0.026679847,0.003248778,0.074494313,0.024580757,2.17098E-08,0.720406931,0.07458103,0.023373498,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2981612.271,1592329588,8093900.76,2981612.271,115881.8352,8442363,111699,97591,0,29746358,398093,352196,0,8342594,110433,96442,0,5566122,75101,66763,0,0,54173,55453,1,0,0,0,0,38188721,459951,397540,0,1011302,63686,6821,0,679443,40308,5347,0,2705853,46742,64982,0,1806341,34790,42646,0,0,54173,0,0,0,0,0,0,12,63686,0,0,8,40308,0,0,41,0,64982,0,31,0,42646,0,6296547,7748559,55454,25007225,14257455,8549469,185534,163205,0,14045106,7804013,10007967.95,124194.4304,787.4976374,122569.6869,1634.167033,1448.762692,0.000274725,0.012410662,0.006313818,0.008949873,0.010742186,1.70996E-09,0.599810069,0.008868131,0.01056182,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-3543510.958,446914763,8478586.149,3543510.958,137720.3055,12250023,298133,298617,2993,23663634,581897,607532,5933,11878619,289456,289669,2904,4521378,113650,119040,1188,0,39582,154967,1065,0,0,0,0,35913657,859333,818117,8343,687949,44619,15185,21,260037,15657,6554,6,4057432,177974,174531,1166,1538877,71234,68422,452,0,39582,0,0,0,0,0,0,3,44619,0,21,0,15657,1,6,37,2,174531,1166,9,0,68422,452,6815190,10094583,156032,24991833,17215904,12460648,403106,408709,4092,16909773,10250615,10001633.21,383396.8457,7613.422802,374772.4698,9116.064615,9608.198077,91.98434066,0.038332451,0.019889699,0.026183192,0.02559432,0.000232103,0.723876496,0.025774683,0.024273425,0.000230324,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2111826.162,1696119578,5952599.714,2111826.162,82077.16796,6478283,87791,94982,1,10230800,167395,176246,0,6171403,83652,90653,1,3137917,52600,54965,0,0,50590,48617,1,0,0,0,0,16709083,219469,238447,0,1004291,53154,12877,0,516631,33138,8055,0,1939158,30485,51004,1,987831,19456,30373,0,0,50590,0,0,0,0,0,0,10,53154,0,0,5,33138,0,0,17,1,51004,1,4,0,30373,0,4518747,4904464,48618,24993175,9591191,6345709,136252,145618,1,9423211,4953082,9995592.116,86028.37659,3664.807473,81800.3078,1391.293077,1461.601868,0.000934066,0.008606047,0.042628909,0.008330839,0.01287394,6.66408E-09,0.662596883,0.007386299,0.011544312,5.73363E-08,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1294053.615,423414544,5372148.134,1294053.615,50294.03358,7163603,142672,166500,0,9070191,179832,211837,0,6885908,137172,160005,0,1716578,34995,40957,0,0,62484,85089,2,0,0,0,0,16233794,291779,336135,0,1162284,75756,23934,0,293088,17430,7119,0,2969352,60368,102982,0,741137,17258,24273,0,0,62484,0,0,0,0,0,0,19,75756,0,0,4,17430,0,0,29,1,102982,0,7,0,24273,0,5274480,3480339,85091,24995277,8975615,7183085,172167,200962,0,8754819,3565430,10003010,121098.2782,4612.029286,115959.1227,2417.958571,2815.608571,0.000989011,0.01210689,0.037945976,0.012880725,0.020718332,6.12817E-09,0.80068961,0.012359708,0.019955728,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-6864377.711,1142197392,11210165.34,6864377.711,266787.4338,17229286,1136060,323600,5,43747994,2884381,843680,3,16083925,1061189,302295,5,5064768,333978,98490,0,0,35165,147331,5,0,0,0,0,60977280,4007046,1106233,6,608553,37856,13477,0,190111,10695,4600,0,3208984,267105,158563,5,1005793,84077,49792,0,0,35165,0,0,0,0,0,0,7,37856,0,0,2,10695,0,0,19,1,158563,5,4,1,49792,0,5382666,17303580,147336,24991106,22944650,17447414,1395167,400785,5,22686246,17450916,10001107.34,373655.4741,11202.33341,361105.8993,22641.33621,6750.612912,0.035714286,0.037359875,0.030035009,0.061256501,0.019360014,9.87226E-08,0.760514517,0.061512981,0.018714274,2.22437E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-988806.9994,520067117,5016757.889,988806.9994,38430.47294,5374793,102176,73795,0,13535836,273621,203868,0,5298897,100725,72786,0,2724827,55317,41268,0,0,38018,44134,1,0,0,0,0,18910629,352471,249714,0,963623,40089,5034,0,498697,21241,3110,0,2490600,60033,46533,0,1282200,33762,25496,0,0,38018,0,0,0,0,0,0,8,40089,0,0,6,21241,0,0,37,0,46533,0,17,0,25496,0,5336991,2823152,44135,24999190,8293820,5472408,156042,114054,0,8160143,2867287,10005267.95,108680.2916,988.418022,107204.7011,2138.959066,1610.429231,0.000769231,0.010863077,0.008997718,0.012758125,0.015052987,3.73309E-09,0.660273385,0.012235629,0.013986455,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1317898.336,803040825,4478440.287,1317898.336,51220.77047,4657626,240528,129773,29,5668051,309825,174661,31,4551743,235005,126841,27,1358266,72990,41543,9,0,60918,56016,26,0,0,0,0,10325677,528788,283905,46,1104747,63119,20187,22,333657,19343,6774,5,1516609,122987,58012,5,453125,38514,18514,4,0,60918,0,0,0,0,0,0,17,63119,1,22,4,19343,1,5,12,2,58012,5,7,0,18514,4,3596556,2630743,56042,24985894,6386424,4913616,307995,168384,36,6227299,2686785,9996767.947,74167.88527,1849.663352,71943.0339,3666.017857,2101.777637,0.348791209,0.007420197,0.025038892,0.029794673,0.019724946,1.74196E-06,0.770636293,0.029127643,0.018350837,2.02525E-06,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-3834089.322,1563872656,10279590.7,3834089.322,149013.7772,16738773,355400,402654,0,18318986,393471,465076,0,16515492,350854,397528,0,2899163,63262,75317,0,0,60356,230369,2,0,0,0,0,35057759,732744,801795,0,1125765,65711,23403,0,196907,10750,4605,0,6249518,232344,250528,0,1095493,42694,45703,0,0,60356,0,0,0,0,0,0,21,65711,0,0,1,10750,0,0,61,2,250528,0,12,0,45703,0,8970632,10956891,230371,24977313,20301616,17263874,414116,472845,0,19927523,11187262,9991252.138,245894.6573,4074.238242,240628.3003,5117.643791,6097.620879,0,0.024611229,0.016586288,0.021842241,0.024859313,4.6335E-10,0.850381332,0.021416892,0.023373784,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1770668.68,556031334,6587288.661,1770668.68,68817.91374,5973227,149056,71055,5,11216731,302389,163495,12,5790332,144359,68846,5,4217630,112334,61147,2,0,33301,40383,5,0,0,0,0,17189958,420685,191728,13,1022910,36847,2865,0,754393,27195,2663,0,2264905,102561,44700,5,1652779,81159,38476,2,0,33301,0,0,0,0,0,0,10,36847,0,0,9,27195,0,0,15,1,44700,5,14,1,38476,2,5884185,4362945,40388,25006537,10394655,6003542,256693,129993,7,10247130,4403333,10005616.91,112773.3679,2973.979835,109188.8803,2867.753516,1562.197582,0.121868132,0.011273976,0.02645467,0.015248149,0.012077443,7.1929E-07,0.578597049,0.014844873,0.010935595,4.42414E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-3050998.822,1771065106,9388385.717,3050998.822,118578.5778,11871428,285234,177875,4,14677432,383380,253291,6,11723732,281706,175573,4,4360483,114379,75924,0,0,88935,90722,6,0,0,0,0,26548860,625524,384775,5,1908121,94689,12039,0,716375,37298,5352,0,3850330,173494,96451,4,1435478,71514,40579,0,0,88935,0,0,0,0,0,0,32,94689,0,0,6,37298,0,0,63,1,96451,4,20,4,40579,0,8172577,8289324,90728,24985802,16731801,12181015,396085,251497,4,16461901,8380052,9998324.265,184876.6207,2939.185604,180954.9213,4614.062033,3069.462637,0.050879121,0.018491022,0.015901808,0.020310341,0.016049303,2.18634E-07,0.728287728,0.019320182,0.014562522,1.89827E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1656540.825,2108548955,5301639.337,1656540.825,64382.27824,6951017,253277,181499,72,7610319,283266,205813,77,6664986,242774,174365,64,1335190,49747,36623,8,0,70105,75477,62,0,0,0,0,14561336,513827,362634,134,1293507,77857,25656,1,263106,14945,5693,0,2217361,124857,83572,63,444327,26319,16538,8,0,70105,0,0,0,0,0,0,15,77857,0,1,4,14945,0,0,40,3,83572,63,5,0,16538,8,4400759,3909723,75539,25005405,8503757,7082189,292521,210988,72,8310482,3985262,10003392.4,116653.9891,5211.837692,110942.6796,4098.93489,3014.203407,1.178461538,0.011661712,0.04458363,0.024941689,0.021844241,7.03861E-06,0.83330723,0.024378981,0.020921225,5.82577E-06,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2933388.152,1217796971,7492186.431,2933388.152,114007.5809,11776797,373531,273806,0,25493399,814425,606072,0,11002800,349033,255861,0,1967659,62870,47006,0,0,71406,113806,1,0,0,0,0,37270196,1172940,855514,0,1373572,73522,22971,0,246629,12889,4366,0,3311894,195920,117169,0,593735,35525,20966,0,0,71406,0,0,0,0,0,0,8,73522,0,0,3,12889,0,0,29,0,117169,0,6,0,20966,0,5784566,7675353,113807,25002182,13685229,11607694,411903,302867,0,13459919,7789160,10002905.54,155183.3481,5245.472473,149134.1505,4695.507802,3519.088846,5.49451E-05,0.015514549,0.033776206,0.02745049,0.021797538,5.65876E-10,0.848227583,0.027338957,0.021301945,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-808956.1992,263917692,4879748.553,808956.1992,31440.48266,5845758,320039,118540,10,12244503,664499,246221,9,5699557,312030,115584,9,1860190,100590,37471,1,0,48577,64312,12,0,0,0,0,18090261,959066,328923,15,1009934,58025,10493,0,331519,16012,3796,0,2963618,204447,76751,9,968512,68191,23348,1,0,48577,0,0,0,0,0,0,8,58025,0,0,4,16012,0,0,40,2,76751,9,11,1,23348,1,5560444,2390512,64324,25012722,8125432,6127180,412620,153055,10,7950956,2454836,10008071.76,122510.1991,1896.726538,120136.2297,6139.527692,2315.921484,0.14989011,0.012242811,0.015453581,0.044546039,0.019440659,8.26107E-07,0.75425275,0.044841398,0.019302931,8.2719E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-4431131.906,891265163,12607379.9,4431131.906,172218.1325,20061942,514966,390046,112,23831377,627911,515485,119,19429053,499034,377968,108,4945186,132031,108806,23,0,87155,221215,104,0,0,0,0,43893319,1115846,829329,199,1453717,91483,16516,0,368675,22686,4954,0,7611724,350881,232250,108,1931160,94085,65085,23,0,87155,0,0,0,0,0,0,17,91483,0,0,0,22686,0,0,62,1,232250,108,20,3,65085,23,11831609,13247169,221319,24985218,25492209,20306163,631065,486774,131,25078778,13468488,9998886.659,297818.5011,10165.85005,286155.771,7561.529451,6263.386319,1.637637363,0.029784556,0.034170975,0.027980925,0.02071088,5.62158E-06,0.796616132,0.027246561,0.018852881,5.1795E-06,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2902024.925,231628161,7610765.373,2902024.925,112788.6336,7927708,71994,95036,0,20221962,212604,301937,4,7733020,70369,92841,0,6929217,74647,105300,1,0,30843,57721,1,0,0,0,0,28149670,249115,325509,2,675970,32689,4822,0,602047,33616,5530,0,2670689,37469,61028,0,2392313,40795,68083,1,0,30843,0,0,0,0,0,0,11,32689,0,0,10,33616,0,0,42,1,61028,0,32,1,68083,1,6429538,8379408,57722,24996250,15005395,7896230,145016,198141,1,14808946,8437130,10002019.81,240996.8225,3721.043462,236394.4902,2529.754945,3580.288352,0.014450549,0.024094634,0.01544546,0.01124524,0.014723181,6.47466E-08,0.52622374,0.010382411,0.013128456,7.08052E-08,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1333225.064,941789637,7441384.288,1333225.064,51816.45131,10998477,287729,188304,4,15784281,408655,265389,2,10322168,270080,176792,4,1970619,50930,33360,0,0,79159,97434,6,0,0,0,0,26782758,666762,416777,4,1947623,93107,13318,3,376554,15647,2968,0,5009664,168744,114316,1,955927,33609,19970,0,0,79159,0,0,0,0,0,0,23,93107,1,3,4,15647,0,0,48,1,114316,1,16,1,19970,0,8508313,4072019,97440,25004365,12823953,10769044,321010,210152,4,12580332,4169459,10003830.39,147533.1886,7173.400659,139606.6528,3693.60544,2438.442637,0.012582418,0.014749033,0.048577681,0.019852231,0.017520754,5.9209E-08,0.839943967,0.019749428,0.017349719,2.15481E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-6755238.876,2113020912,10590901.24,6755238.876,262545.699,13322761,161969,178233,0,27626729,343711,403597,0,13079865,159209,175129,0,7319348,94298,109744,0,0,25847,95111,5,0,0,0,0,40949490,485685,500913,0,435996,30214,10439,0,242687,15619,7127,0,2306711,97678,110737,0,1288942,59490,65258,0,0,25847,0,0,0,0,0,0,7,30214,0,0,2,15619,0,0,17,4,110737,0,16,0,65258,0,4449024,16265366,95116,24991114,20937593,13414203,253507,284873,0,20714390,16360482,9998579.972,302877.6464,3989.069615,297659.1058,3774.881593,4437.852857,0.002087912,0.030291727,0.01318281,0.013389273,0.015358567,8.53411E-09,0.640673856,0.013019002,0.014292991,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1726582.407,1168423237,5181186.941,1726582.407,67104.47895,5305983,114483,93584,0,11575830,255288,210066,0,5161985,111427,91195,0,2483211,55331,45486,0,0,49749,44584,3,0,0,0,0,16881813,331624,269853,0,991122,60207,11207,0,481325,27682,6437,0,1630154,50418,53647,0,786154,27211,24699,0,0,49749,0,0,0,0,0,0,5,60207,0,0,2,27682,0,0,25,2,53647,0,10,0,24699,0,3983984,3798188,44587,24990076,7948635,5364607,166758,136681,0,7782172,3842775,9998082.851,77412.78615,1368.186484,75577.71247,1648.330385,1364.282253,0.000274725,0.007743525,0.017644706,0.010222449,0.012493275,2.98697E-09,0.675758879,0.010035349,0.012187994,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1310978.623,1362150546,5724836.146,1310978.623,50951.8324,7879302,168603,153779,0,11835819,247794,225980,0,7303917,156222,142596,0,1607204,34488,30879,0,0,76930,70456,1,0,0,0,0,19715121,381338,348015,0,1672512,93118,22753,0,372739,18850,5633,0,2812734,61492,85390,0,618627,15267,16786,0,0,76930,0,0,0,0,0,0,14,93118,0,0,7,18850,0,0,17,0,85390,0,7,0,16786,0,5581712,3479128,70457,24991166,9275306,7602735,190710,173475,0,9060840,3549585,9995236.671,104234.0442,5666.817747,98022.45434,2138.186813,1949.695824,0.000604396,0.010428463,0.054378481,0.012450143,0.017086842,2.90733E-09,0.820086852,0.0123987,0.017092913,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1911090.029,306425611,4151856.688,1911090.029,74275.45891,4466062,279975,112153,0,9499923,598337,248493,0,4349068,272599,109259,0,1906688,119416,50946,0,0,20231,58828,2,0,0,0,0,13965985,866058,321445,0,333769,23353,9767,0,148398,9122,5046,0,1326997,105333,67964,0,584131,46605,30039,0,0,20231,0,0,0,0,0,0,4,23353,0,0,6,9122,0,0,20,1,67964,0,6,0,30039,0,2560009,4117219,58830,25004545,6807976,4730926,392015,160205,0,6677228,4176049,10002297.19,115156.7357,1861.549011,112895.2376,6625.646484,2808.85956,0,0.011514268,0.016162341,0.053376943,0.017219317,5.0226E-10,0.695400827,0.053236441,0.016590709,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-1748451.707,2090483825,4641413.599,1748451.707,67954.44011,4916881,326220,158959,0,4999296,343461,177196,0,4872783,323322,157485,0,1054429,70716,37433,0,0,57962,67308,3,0,0,0,0,9916177,656325,319636,0,953597,58674,24386,0,208744,12630,6017,0,1516676,130376,68103,0,328944,28850,15700,0,0,57962,0,0,0,0,0,0,13,58674,0,0,1,12630,0,0,19,2,68103,0,5,0,15700,0,3197550,3163419,67311,25004029,6516168,5353590,394038,194918,0,6360969,3230730,10002831.22,74719.73714,992.4555495,73344.43885,4540.995495,2412.913791,0.001648352,0.007471449,0.012895853,0.049412107,0.01924458,8.85083E-09,0.822381452,0.049276068,0.017831645,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-5101893.005,1645505376,11187316.06,5101893.005,198287.5942,11640052,85055,142280,0,33902444,268277,476971,1,11140078,81413,136108,0,10707950,86355,152306,0,0,28534,78892,0,0,0,0,0,45542496,316747,510429,0,713705,32915,4663,0,685205,32196,5670,0,3319548,48101,90696,0,3184481,53754,96978,0,0,28534,0,0,0,0,0,0,4,32915,0,0,4,32196,0,0,19,0,90696,0,21,1,96978,0,8015078,14034822,78892,24994697,22304210,11357599,167768,288414,0,22049900,14113714,10004249.85,323221.4546,7082.814066,314828.9581,2545.409286,4500.481813,0.00032967,0.032307719,0.021922605,0.008977907,0.013806834,1.33186E-09,0.509224156,0.008582024,0.012861066,0,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-4462375.311,1198124326,7422138.318,4462375.311,173432.4228,10665611,222917,144686,11,25451705,530531,346836,26,9795253,204839,133007,10,2876301,60634,39828,1,0,35585,68209,10,0,0,0,0,36117316,738145,461405,32,611801,40161,12793,0,183057,10718,4215,0,1791153,104734,76664,10,527423,31854,21649,1,0,35585,0,0,0,0,0,0,9,40161,0,0,0,10718,1,0,11,1,76664,10,2,2,21649,1,3267004,9692987,68219,25005493,13109873,10133109,265473,172835,11,12959991,9761206,10009144.1,132601.7864,5179.61478,126652.3395,2694.851154,1794.585495,0.135659341,0.01324973,0.038961341,0.01559766,0.010558986,7.01066E-07,0.773073952,0.015551827,0.010300267,5.69764E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-2336314.611,495330393,8753414.623,2336314.611,90802.02253,11238437,222873,131817,14,14190195,310174,200754,19,10589287,210286,124227,14,4102036,89250,57932,4,0,70697,77148,14,0,0,0,0,25428632,500940,293657,25,1623127,72747,5491,0,638250,30031,2720,0,4302659,136464,79385,14,1664972,58764,36602,4,0,70697,0,0,0,0,0,0,22,72747,0,0,4,30031,0,0,50,2,79385,14,25,2,36602,4,8432342,6521215,77162,25010322,15173036,10923814,299536,182159,18,14953557,6598377,10008837.68,137958.0259,8482.171264,128584.8298,2908.737088,1896.196703,0.161648352,0.013785859,0.061481379,0.015222617,0.013451424,9.72772E-07,0.720345744,0.014324749,0.011796146,9.83273E-07,0
D:1.0yr| T: 7.0%| I: 100%| Obs: 0.0%,364,0.07,1,0,-6481480.957,366231486,11382674.7,6481480.957,251905.9621,12988675,148590,152575,0,29042232,345198,392343,0,12581882,144154,147877,0,10020203,121903,137199,0,0,28449,82376,0,0,0,0,0,42030907,463655,445558,0,527982,33524,5651,0,416515,25047,5850,0,2758528,99816,96865,0,2186418,87129,84843,0,0,28449,0,0,0,0,0,0,4,33524,0,0,7,25047,0,0,13,0,96865,0,15,0,84843,0,6087850,16823514,82376,24989333,23153218,12873913,266057,285076,0,22911364,16905890,10003002.01,332855.912,7312.028242,324184.3088,3942.120879,4502.606593,0,0.033273658,0.022004817,0.014283398,0.014399287,0,0.556094939,0.01387013,0.013145381,0,0
D:1.0yr| T: 7.5%| I: 100%| Obs: 0.0%,364,0.075,1,0,-2616933.181,1870395654,9449789.449,2616933.181,101708.402,12460527,156878,193477,0,56514611,723905,902362,0,12251933,154322,190339,0,5612568,72542,90209,0,0,52553,115593,1,0,0,0,0,68975138,852429,1031555,0,1386197,55935,6029,0,634205,24963,3060,0,5364289,97880,123164,0,2456663,47325,56647,0,0,52553,0,0,0,0,0,0,8,55935,0,0,1,24963,0,0,48,0,123164,0,18,0,56647,0,9995573,8114412,115594,24999829,18371913,12596594,226864,280548,0,18109985,8230006,10004345.78,238223.8648,1429.208681,235715.9162,2990.407308,3745.338516,0.00043956,0.0238119,0.005994935,0.01270594,0.015301124,2.18806E-09,0.685650666,0.012506573,0.014888117,0,0
D:1.0yr| T: 7.5%| I: 100%| Obs: 0.0%,364,0.075,1,0,-2252305.088,491612262,7628697.766,2252305.088,87536.95087,9640567,239655,146113,0,15768902,399099,255783,0,9533337,236893,144487,0,3884367,98138,63763,0,0,42398,75516,4,0,0,0,0,25409469,613811,352990,0,1181320,49361,5937,0,483793,17968,2875,0,3819645,163025,88110,0,1559311,69544,36220,0,0,42398,0,0,0,0,0,0,10,49361,0,0,2,17968,0,0,71,1,88110,0,21,0,36220,0,7285345,6483135,75520,25008695,13960985,9914717,335031,208250,0,13768480,6558655,10004214.02,173884.5833,1907.932967,171156.7684,4222.915989,2737.272582,0.002197802,0.0173822,0.010943478,0.021847022,0.015589307,1.10606E-08,0.71023788,0.021578063,0.014787305,0,0
D:1.0yr| T: 7.5%| I: 100%| Obs: 0.0%,364,0.075,1,0,-3132753.348,761345170,8174405.052,3132753.348,121756.0078,10759123,243887,212509,0,18686262,447181,407036,1,10431039,236689,206181,0,4046848,98361,89531,0,0,71488,109083,1,0,0,0,0,29445385,656814,564433,0,1203662,75504,17238,0,469406,30229,7618,0,3281110,147944,115199,0,1276160,62429,48931,0,0,71488,0,0,0,0,0,0,7,75504,0,0,2,30229,0,0,48,1,115199,0,17,1,48931,0,6465491,8372411,109084,24996343,15108649,10873909,335050,295712,0,14837902,8481495,10001136.1,206160.9197,4825.840275,200447.8357,4758.361099,4365.32978,0.010824176,0.020613848,0.023391171,0.020328247,0.020206004,4.47506E-08,0.719837905,0.019590725,0.018719388,0,0
