Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Sucessful A or B,Total: Treated with M,"Total: All A, B, M",Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases,Average ratio: Effective life of AB
Base,364,0.05,1,5000,-113640641,540384427,11113943,2501211,50024.22,11113943,7324142,525918,242328,0,11043067,8584380,2501211,11085591,4880344.235,104227.4471,4425.216648,99149.54857,4909.289835,2259.007473,0.000274725,0.021356725,0.04245739,0.046917343,0.021315025,4.1565E-09,0.659024112,0.047145041,0.021444768,0,0.045545448,0.774372787
Base,364,0.05,1,5000,-111567271,1668237676,10259253,8974741,179494.82,10259253,7195216,490683,72768,5,10214219,1267221,8974741,10241962,4880318.185,93161.42621,1418.055879,91140.89714,4438.518626,744.0842308,0.067747253,0.01908944,0.015213062,0.047635165,0.007628414,6.83821E-07,0.701350578,0.047823763,0.006804848,4.58358E-07,0.04204361,0.123728344
Base,364,0.05,1,5000,-118408332,2090348740,11094995,7458382,149167.64,11094995,7379464,735675,88711,0,11021937,3608457,7458382,11066839,4879398.51,104880.8562,3865.935879,100363.2955,6964.425604,921.1763736,0,0.021494882,0.036856978,0.066228943,0.008359645,0,0.665176121,0.066191432,0.007632141,0,0.045477097,0.326060314
Base,364,0.05,1,5000,-140938564,1410097440,12944533,11493234,229864.68,12944533,8705071,381264,145287,0,12878685,1426628,11493234,12919862,4880445.389,115515.177,2411.909396,112343.1023,3403.037802,1341.437143,0,0.023668032,0.020900077,0.030129284,0.013089666,0,0.672482147,0.03007767,0.012659432,0,0.053043765,0.110421303
Base,364,0.05,1,5000,-102534865,1788067232,9457059,7964275,159285.5,9457059,6408900,531629,114418,1,9398539,1471008,7964275,9435283,4879603.816,101129.4791,2530.006209,98044.00885,5654.400989,1306.32967,0.00010989,0.020725042,0.025022965,0.056071656,0.011670211,1.90563E-09,0.677755022,0.056388699,0.010974545,9.2785E-08,0.038761079,0.155905022
Base,364,0.05,1,5000,-125078361,1697046139,11483218,10246181,204923.62,11483218,7795407,413455,99571,0,11427628,1213215,10246181,11459396,4879410.287,119182.9415,2219.091154,116289.4648,4295.120769,1089.892198,0.000549451,0.024425205,0.018628876,0.036285901,0.009704285,5.66751E-09,0.67885037,0.036237907,0.009214195,0,0.047066646,0.105870763
Base,364,0.05,1,5000,-131866626,1395398971,12109967,10766956,215339.12,12109967,8517745,714246,143274,688,12042987,1317359,10766956,12084315,4877954.147,86172.89269,6497.306484,78964.4611,5051.492527,1096.272473,5.079615385,0.017665795,0.075400816,0.058645375,0.01265895,5.8112E-05,0.703344101,0.058985842,0.01183064,5.61005E-05,0.049652111,0.109013957
Base,364,0.05,1,5000,-92583801,2066307272,8564784,6935961,138719.22,8564784,6073324,177397,88850,0,8499833,1603935,6935961,8539896,4879659.792,68846.2844,3858.806923,64484.43703,1464.221319,780.8832418,0,0.014109299,0.056096147,0.018777665,0.008843318,0,0.709417952,0.018453527,0.008137741,0,0.035104471,0.18781669
Base,364,0.05,1,5000,-102122299,430466879,9409007,8032229,160644.58,9409007,6147626,850230,62788,0,9349154,1349872,8032229,9382101,4878511.346,78388.50621,4162.287473,73673.55813,7029.571648,564.2903297,0.001263736,0.01606849,0.053081918,0.088881138,0.006004498,1.50979E-08,0.653479516,0.089581134,0.005594637,0,0.0385739,0.143877368
Base,364,0.05,1,5000,-112453776,2083879388,11245021,3566,71.32,11245021,7489852,389583,6285,0,11200599,11222728,3566,11226294,4877722.232,119000.8757,957.4754396,117382.9886,4093.191319,60.51576923,0.006373626,0.024396834,0.0080481,0.034319321,0.000511454,5.51586E-08,0.666060308,0.034569063,0.00056092,0,0.046107571,0.999682353
