Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
Base,364,0.05,1,4000,-1269852.438,1621184805,8139431.958,1269852.438,49353.44288,15124996,10486575,175730,148500,0,14926388,4399241,10000639.16,204857.6822,2839.733462,201129.8081,2640.693022,2099.816044,0,0.020484624,0.013850904,0.011896015,0.010680928,0,0.693391982,0.010743425,0.010218337,0,0
Base,364,0.05,1,4000,-6899169.751,349946347,8167970.036,6899169.751,268139.6436,15508573,10775346,305238,217425,0,15433910,14162016,10001461.99,209760.4127,3922.62033,204927.0521,4217.370495,3037.413571,0,0.020973169,0.018692977,0.019156676,0.013779431,0,0.694813457,0.018763659,0.013347699,0,0
Base,364,0.05,1,4000,-79.08436913,1316010029,8787799.992,79.08436913,3.073653109,16962672,11851569,523346,536,0,16913960,165,10002041.83,235818.5586,1166.43978,233656.0269,7214.257033,8.117582418,0,0.023577126,0.004947422,0.030354628,3.53919E-05,2.31135E-10,0.698685447,0.03062494,3.21555E-05,0,0
Base,364,0.05,1,4000,0,1133763999,9017444.523,0,0,17475291,11464108,22745,7916,0,17451436,0,10001738.69,230717.8166,8203.229835,221488.4921,323.6211538,120.5820879,0,0.023067752,0.035555934,0.00141484,0.000521981,0,0.656012822,0.001326519,0.000461881,0,0
Base,364,0.05,1,4000,-5258012.183,497248093,9512976.193,5258012.183,204355.2433,18547585,12508103,187051,8631,854573,18340192,13235628,10005173.6,254777.6984,6133.678187,247554.8766,3005.440604,135.2543407,11764.69451,0.025464356,0.024072484,0.011687624,0.000579104,0.045256389,0.674382319,0.010029044,0.000508673,0.045153496,0
Base,364,0.05,1,4000,0,1356694999,9331505.933,0,0,18245722,12096998,267747,14664,0,17976654,0,10003634.88,234887.4882,6844.353022,226971.6647,3498.890549,201.3085714,0,0.023480056,0.029139491,0.014972386,0.000920235,0,0.662996862,0.014747758,0.000865648,0,0
Base,364,0.05,1,4000,-3358053.223,905214308,7692815.989,3358053.223,130512.3989,14113288,9486444,827261,174945,3,13970418,8616571,9992804.145,198194.7785,1407.750165,195958.1664,11566.80544,2571.835989,0.010604396,0.019833609,0.007090875,0.057116616,0.012257527,5.05123E-08,0.672236289,0.057334243,0.011716584,1.89974E-07,0
Base,364,0.05,1,4000,0,575455818,9529878.165,0,0,18814750,13128017,14651,14063,0,18798774,0,10000209.8,258480.2586,9008.924615,248366.5019,223.977033,198.196978,0.001538462,0.025847259,0.034853947,0.000959207,0.000852983,7.15364E-09,0.697739537,0.000862349,0.000831911,0,0
Base,364,0.05,1,4000,-4218749.787,751450586,7338949.485,4218749.787,163963.7964,13129981,8724344,1038003,304550,0,13021902,9477673,9998172.602,172273.4112,1861.422747,169640.8404,13568.44912,4038.834945,0.002637363,0.017230544,0.010779162,0.079700255,0.022403124,1.22888E-08,0.664586467,0.079939274,0.022151655,0,0
Base,364,0.05,1,4000,-4947652.897,908785228,8717906.866,4947652.897,192292.9762,16545616,11194501,239489,162545,0,16410150,12001308,10002578.53,209835.8003,8512.500934,200351.7084,3166.057802,2245.577473,0.022912088,0.020978295,0.04056553,0.014195403,0.010271388,1.0056E-07,0.676622217,0.013662593,0.009466503,0,0
Base,364,0.05,1,4000,-0.455746171,1703938237,8291962.361,0.455746171,0.0177128,15700906,11088626,53815,16002,0,15646016,1,10000698.89,219666.7784,2817.299835,215927.4092,799.5634615,234.5395604,5.49451E-05,0.021965516,0.0128268,0.003479012,0.0009707,5.02925E-10,0.706260964,0.003280023,0.000929432,0,0
Base,364,0.05,1,4000,-6002992.823,180214339,8863211.772,6002992.823,233309.2842,17274621,11882081,161683,204586,0,17158875,13961189,10002550.41,251611.7016,3025.061538,247572.249,2382.358791,3039.779725,0,0.025154587,0.012024637,0.009693201,0.012244268,0,0.687833729,0.009586803,0.012014341,0,0
Base,364,0.05,1,4000,-7238763.76,185306462,9011670.803,7238763.76,281338.1327,17584577,11847284,130351,1437301,4,17493866,15645449,10001627.52,234872.7192,5624.378626,228215.7925,1788.108571,19092.9544,0.008296703,0.023483238,0.023947939,0.007944719,0.080852323,3.7119E-08,0.673729973,0.007739912,0.081306093,2.30918E-07,0
Base,364,0.05,1,4000,-0.654571965,24986322,7999511.531,0.654571965,0.025440263,15089522,10360135,104677,36450,0,14983867,1,10003009.97,212657.6554,3428.802802,208342.8647,1555.211484,523.6643407,0.004230769,0.021259853,0.01612174,0.007162228,0.002275354,1.95434E-08,0.686605418,0.006799402,0.002236442,0,0
Base,364,0.05,1,4000,-5908471.33,1665299151,8229369.393,5908471.33,229635.6597,15753125,10559625,197535,159639,11,15642785,13144366,10004081.8,205507.6608,1647.24544,202935.483,2706.223791,2338.93533,0.158956044,0.020542535,0.008011732,0.012633217,0.010894081,7.32954E-07,0.670347065,0.012080537,0.009753946,6.63137E-07,0
Base,364,0.05,1,4000,0,1891748984,8883011.443,0,0,17105102,12049610,14522,331,0,17089462,0,10000374.47,240910.5901,4951.007912,234955.1531,213.0446154,5.338516484,0,0.024090229,0.02055199,0.000884192,2.16184E-05,0,0.704446593,0.000848013,1.88891E-05,0,0
Base,364,0.05,1,4000,-4838545.108,2059558335,8069794.602,4838545.108,188052.448,14885449,9985875,257999,355305,0,14794509,11100481,10003394.8,183937.4192,3795.583297,179267.8071,3243.289835,4435.00022,0.000384615,0.018387912,0.020630431,0.016028667,0.023454885,2.53825E-09,0.67090704,0.015783948,0.023233883,0,0
Base,364,0.05,1,4000,-4502225.536,312313552,8137450.491,4502225.536,174981.2216,15190664,10597425,119202,195257,0,15038448,10821016,9993675.067,195775.6628,1891.197198,192992.5449,1565.719066,2538.740989,0.003571429,0.019589331,0.009651108,0.007066837,0.012126499,1.67634E-08,0.697654056,0.006930294,0.012028901,0,0
Base,364,0.05,1,4000,-143.8826755,20736168,8028713.086,143.8826755,5.592071325,14885560,10135976,153209,3904,0,14771844,420,10005405.57,192632.1662,3941.743791,187816.329,2057.623242,57.08148352,0.000989011,0.019253383,0.020458998,0.009911927,0.000250849,5.37025E-09,0.680970339,0.009550295,0.000223354,0,0
Base,364,0.05,1,4000,0,370055122,9154334.668,0,0,17881214,11691440,30021,2761,0,17849905,0,10001942.2,247423.2745,6636.802198,239736.4804,430.788956,40.37631868,0,0.024737402,0.026823781,0.001765912,0.000176183,0,0.653832437,0.001701616,0.000167158,0,0
Base,364,0.05,1,4000,-4630268.767,144895239,9350355.321,4630268.767,179957.685,18172690,12098026,202673,178263,229,18019006,12138998,9998507.32,235863.2471,9077.495165,225718.7089,2728.026758,2576.092473,3.361428571,0.023589718,0.038485772,0.011725105,0.01088687,1.42663E-05,0.665721123,0.011327687,0.009803745,1.25647E-05,0
Base,364,0.05,1,4000,0,665985174,8711218.766,0,0,16757184,11828687,13436,16869,0,16742607,0,9998036.258,236571.0399,2010.553352,233576.5285,215.5630769,257.4064835,0,0.023661832,0.008497778,0.000843317,0.001016258,0,0.705896464,0.000748061,0.000946402,0,0
Base,364,0.05,1,4000,-5034822.889,1021959067,7828704.51,5034822.889,195680.881,14773856,9937017,541765,163598,1,14652326,11547538,10001965.71,197025.3027,3535.652363,192622.0451,7250.473626,2297.70011,0.002362637,0.019699039,0.017943476,0.035967241,0.010821351,1.22032E-08,0.672644663,0.035855132,0.010302361,6.20732E-08,0
Base,364,0.05,1,4000,-4339411.555,1828511444,9414683.897,4339411.555,168653.3757,18499064,12963525,165686,189514,388,18303610,11821663,10011185.12,260347.9471,6255.808297,253005.9572,2520.869286,2832.452143,6.676648352,0.026005163,0.024039058,0.010179566,0.011063353,2.61798E-05,0.700752375,0.009430715,0.010424189,2.13138E-05,0
Base,364,0.05,1,4000,-6521687.862,1790163894,9432694.674,6521687.862,253468.6233,18644120,13149161,169878,178457,314,18510869,15269988,10001719.67,261796.3209,2463.559176,258237.9895,2432.977033,2596.795879,4.801318681,0.026174725,0.009414009,0.010016414,0.01058279,1.96892E-05,0.705278878,0.009824098,0.010216354,1.79544E-05,0
Base,364,0.05,1,4000,-2556316.121,130818337,8035716.245,2556316.121,99352.49001,14799741,10006136,160088,209707,9,14629538,7331329,9998560.238,202521.3284,4607.905769,197044.2114,2486.40011,2981.410385,0.058406593,0.020255545,0.022752623,0.011036939,0.014869068,2.9078E-07,0.676234146,0.009753775,0.014308883,6.02303E-07,0
Base,364,0.05,1,4000,-80.70401039,1524233456,8488877.55,80.70401039,3.136601267,16480415,11334912,131004,7241,0,16387269,235,10005810.99,221808.7452,4512.039286,216328.9484,1835.678626,107.3856044,0.00467033,0.022167917,0.020344537,0.008377171,0.00049838,2.15644E-08,0.687779718,0.008054473,0.000450919,0,0
Base,364,0.05,1,4000,-7798349.422,298259187,9685820.678,7798349.422,303086.7061,19158073,12736049,213457,163053,0,19072786,17093612,10005908.31,244042.5837,8759.789725,234157.8307,2835.808297,2244.723352,0.000384615,0.024389082,0.035895933,0.012420154,0.00981538,1.99021E-09,0.664751991,0.011945712,0.009113594,0,0
Base,364,0.05,1,4000,-2644157.614,368834566,7649592.618,2644157.614,102766.493,14217765,9753797,124585,130884,0,14089544,7486810,9998042.071,193029.0897,4360.349725,187833.7497,1771.042033,1896.129176,0.000549451,0.019306689,0.022577537,0.008081429,0.009776579,2.73758E-09,0.686106427,0.007733566,0.00917585,0,0
Base,364,0.05,1,4000,-4251923.168,1186181498,8894338.707,4251923.168,165253.0963,17388879,11801742,336555,166105,1,17245689,11358126,10007103.43,228063.538,9057.348516,217985.0569,4467.05522,2383.549066,0.045274725,0.022789781,0.039717391,0.019948457,0.010462644,2.02212E-07,0.678689251,0.019727426,0.00958321,5.91419E-08,0
Base,364,0.05,1,4000,-3038760.068,1902626894,8288286.484,3038760.068,118102.9125,15728970,11326586,283428,9704,344002,15635710,8609795,10001555.54,215456.3206,4462.46956,210070.1487,3906.505385,147.4195604,4720.582088,0.021542493,0.020709288,0.017594762,0.000641178,0.022186932,0.720126711,0.017497344,0.000580071,0.02213156,0
Base,364,0.05,1,4000,-738953.9545,603977033,7571811.326,738953.9545,28719.81081,13959144,9607414,128894,1851,153595,13833017,2781700,10005153.6,187227.3636,5236.409341,181171.2637,1777.642692,29.43065934,2052.390385,0.018713704,0.027974313,0.008646233,0.000130604,0.012067481,0.688327861,0.008404717,0.000111245,0.012084476,0
Base,364,0.05,1,4000,0,1670358001,8790977.012,0,0,16873628,12034497,47009,954,0,16825417,0,10005075.27,236972.9101,5958.449451,230023.4853,639.1828571,15.7532967,0,0.023685458,0.025145191,0.002694496,6.31497E-05,0,0.713216159,0.002782459,5.40574E-05,0,0
Base,364,0.05,1,4000,-148.0086892,1155151599,9302624.355,148.0086892,5.752430888,18230114,12305817,82555,6864,0,18173954,272,10009933.94,244412.9735,5518.230989,237824.2707,1133.683516,98.6310989,0,0.024416578,0.022591477,0.005137117,0.000477501,0,0.675035172,0.00502116,0.000444816,0,0
Base,364,0.05,1,4000,-4280410.817,1085889751,7801166.058,4280410.817,166360.2828,14466062,9649962,280844,305388,26,14358071,10226342,10007050.25,214800.9895,6704.556154,207246.9843,4182.86456,4568.961868,0.288131868,0.021465655,0.031209949,0.018080049,0.020967964,1.22508E-06,0.667115831,0.018009667,0.020798915,1.62947E-06,0
Base,364,0.05,1,4000,-6591752.804,633891484,9378028.364,6591752.804,256191.732,18209803,12643692,150104,177117,0,18099169,15029922,10005823.01,227216.6845,3375.77456,222771.6415,1956.778736,2290.421099,0,0.022708349,0.014861445,0.008747246,0.010144104,2.44942E-10,0.694331564,0.008383535,0.009803359,0,0
Base,364,0.05,1,4000,-6849352.048,2131573053,9027923.763,6849352.048,266203.454,17541691,11320789,568974,131776,155,17434575,15125366,10002310.87,229540.9063,3474.813297,225036.0351,7528.580385,1902.07033,1.853021978,0.022948654,0.015139368,0.03305681,0.008298424,8.0556E-06,0.645359648,0.032728867,0.007544962,8.80733E-06,0
Base,364,0.05,1,4000,-7018067.282,628910701,8338144.807,7018067.282,272760.6549,15691536,11192157,260482,251852,0,15624966,14290897,10005366.27,213060.4184,2300.510879,209838.5064,3651.009505,3537.879176,0,0.021295125,0.010794407,0.015986863,0.015641188,0,0.713292564,0.015511893,0.015141571,0,0
Base,364,0.05,1,4000,-4538415.808,132651429,9284449.669,4538415.808,176387.7744,18290422,12384501,164776,136009,0,18159980,12105842,10002865.66,243114.5079,9167.305275,232873.1523,2207.931923,1830.876374,0.00021978,0.024304089,0.037718112,0.009686861,0.007554452,1.25923E-09,0.677115068,0.009608836,0.007459116,0,0
Base,364,0.05,1,4000,-90.68687638,1983280492,8599676.305,90.68687638,3.52459029,16563277,10731536,174714,2160,1,16422894,253,10011578.96,232060.056,7285.633242,223801.7733,2556.551813,32.84983516,0.014725275,0.023179338,0.031389654,0.01076937,0.000145125,6.37881E-08,0.647907918,0.010324439,0.000133913,5.85816E-08,0
Base,364,0.05,1,4000,-4040841.093,697510168,9287177.39,4040841.093,157049.287,18185139,12950741,187728,190478,1,18022126,11189715,9998268.075,246158.3428,9636.611209,235453.9661,2638.990879,2713.886538,0.002472527,0.024619979,0.039151357,0.011016536,0.011104323,1.08617E-08,0.712155599,0.010613893,0.010561837,5.59272E-08,0
Base,364,0.05,1,4000,-2.409163301,1061298089,9201792.885,2.409163301,0.093633323,18234148,12067343,183799,138691,0,18049077,3,10002007.15,271677.3899,3717.650549,266888.9502,2867.598077,2108.535549,0.000549451,0.02716178,0.013691582,0.011128601,0.008283814,2.84908E-09,0.661807776,0.010619261,0.008109533,0,0
Base,364,0.05,1,4000,-0.647916723,2126584341,9585852.041,0.647916723,0.025181604,18855430,12317853,64713,120571,0,18789389,1,10003842.82,262264.7066,8495.263736,252662.3002,914.8129121,1670.937418,0.000384615,0.02621593,0.032395891,0.003722526,0.00666439,1.92571E-09,0.653276924,0.003661044,0.00668585,0,0
Base,364,0.05,1,4000,-4870465.645,244445775,8550737.798,4870465.645,189293.0554,16586719,11498033,198579,575610,0,16414057,12071628,9997040.056,231498.9549,2920.782857,227604.1486,2981.165769,8075.905989,0.000164835,0.023156775,0.012619918,0.012998941,0.034590101,9.36793E-10,0.693206008,0.012112015,0.034417559,0,0
Base,364,0.05,1,4000,-4244750.608,752250422,8488973.599,4244750.608,164974.3311,15799512,10774755,188917,314887,0,15659502,10551683,9997523.297,215789.5414,7329.600879,207532.083,2759.962363,4443.862582,5.49451E-05,0.021584047,0.033972698,0.011567945,0.020045402,4.55968E-10,0.682049238,0.010838851,0.01942788,0,0
Base,364,0.05,1,4000,-1.995554914,1145493271,8921765.334,1.995554914,0.077558228,17114567,12355122,31830,18159,1,17081634,2,9998021.256,232044.2942,6727.541044,224311.7063,498.2206593,256.2729121,0.001318681,0.023208978,0.02899333,0.002122106,0.001078682,6.12181E-09,0.721912832,0.00183965,0.001038454,5.70649E-08,0
Base,364,0.05,1,4000,-129596.9136,1364848572,10157912.06,129596.9136,5036.848126,20248027,13946165,160023,191317,0,19982227,551560,10007616.47,259573.2137,6617.662308,251766.6591,2233.76522,2699.153956,0.00021978,0.025936815,0.025489966,0.009010158,0.009566859,1.07108E-09,0.688796144,0.008274157,0.008721819,0,0
Base,364,0.05,1,4000,0,1174222617,7838285.784,0,0,14499424,9904995,33243,10811,0,14465316,0,10004639.72,198922.681,7305.843681,190765.3571,486.8890659,161.3235714,0,0.019883984,0.036741753,0.002103228,0.000639872,0,0.683231442,0.001977721,0.000593945,0,0
Base,364,0.05,1,4000,-41026.25034,2116170451,9009958.358,41026.25034,1594.505504,17320153,12325786,145892,202810,0,17067624,120296,9998174.435,212682.834,9614.122857,202051.6055,1892.459121,2838.110549,0,0.021272217,0.045203374,0.008681289,0.013406955,0,0.711643209,0.00822403,0.011771391,0,0
Base,364,0.05,1,4000,-0.626337863,77531905,9694883.834,0.626337863,0.024342931,19081527,12629648,4707,59389,0,19075376,1,10014546.55,255669.1474,7106.182308,247442.4346,72.21065934,805.8167582,0.000384615,0.025528754,0.027795973,0.000328214,0.003279206,1.7064E-09,0.661883245,0.000286463,0.00323575,0,0
Base,364,0.05,1,4000,0,1448019430,9075975.446,0,0,17582234,12648322,466602,20356,0,17114385,0,10006728.93,216755.8372,8947.214341,206776.0776,6055.807582,292.0504396,0,0.021660983,0.041277669,0.027948458,0.001357107,0,0.719376891,0.026549039,0.001176345,0,0
Base,364,0.05,1,4000,-2875.306204,1145484262,8261912.697,2875.306204,111.7501973,15662447,10015132,228719,24957,0,15446763,11509,10009036.7,212129.3057,5799.693516,205409.8062,3463.386923,358.6171429,0.001593407,0.021194316,0.027336772,0.016084455,0.001725806,8.18492E-09,0.63945912,0.0144174,0.001623287,0,0
Base,364,0.05,1,4000,-8011.39272,418949879,8930993.479,8011.39272,311.3667392,16976916,11376347,228438,58767,0,16738477,33127,9998543.688,230995.5643,6116.421813,223882.3766,3635.032253,839.7188462,5.49451E-05,0.023103045,0.026478617,0.015588885,0.003699715,4.7565E-10,0.670122672,0.013373189,0.003515295,0,0
Base,364,0.05,1,4000,-3477876.098,1553209993,7841632.305,3477876.098,135169.3742,14468366,10025147,179652,192710,0,14289755,8957849,9998022.383,180179.1618,5733.05456,173596.5098,2386.053956,2734.648022,0.001648352,0.01802162,0.031831408,0.011254327,0.014043742,8.36458E-09,0.693042847,0.010601148,0.012380377,0,0
Base,364,0.05,1,4000,-3588227.277,1873269273,9135191.832,3588227.277,139458.2273,17796106,12744894,840129,208974,11,17614382,10187935,9995430.618,224310.9064,1877.614451,221388.2924,10512.8422,2711.05544,0.073901099,0.022441412,0.008372777,0.04683038,0.011979902,3.45278E-07,0.716169682,0.047184747,0.011648415,6.3776E-07,0
Base,364,0.05,1,4000,-6202587.516,1491170646,7185015.112,6202587.516,241066.6306,12872760,8731786,368591,543203,0,12815906,11845860,9996395.22,162055.4717,2861.791154,158437.6575,4641.335275,6859.940989,0,0.016211403,0.017645152,0.026454202,0.039329609,0,0.678477587,0.026462442,0.039184468,0,0
Base,364,0.05,1,4000,-2688657.845,1473204640,9575543.694,2688657.845,104496.0165,18703513,13292150,181610,202463,0,18484689,8471304,10001981.11,233277.4474,1762.863022,230416.267,2542.178242,2749.411044,0,0.023323051,0.007561074,0.011182594,0.011579217,2.42216E-10,0.710673625,0.0099871,0.010647325,0,0
Base,364,0.05,1,4000,-5383323.085,1303380957,7661550.953,5383323.085,209225.5135,14467706,10015139,95033,149362,0,14367609,11909735,9995860.877,214380.6804,6872.506429,206658.6061,1547.979945,2365.190275,0.000164835,0.021446857,0.032063216,0.006416013,0.010230572,8.8513E-10,0.69230053,0.005875865,0.009613186,0,0
Base,364,0.05,1,4000,-5501403.613,502960044,9229152.444,5501403.613,213814.7715,17993055,11636683,199483,135980,0,17861637,13483221,9999445.743,222497.0179,5471.764341,215968.6715,2597.103901,1782.707857,0.001208791,0.022250817,0.024597929,0.01190953,0.008108227,6.46481E-09,0.646728378,0.011340133,0.007661352,0,0
Base,364,0.05,1,4000,-331026.8707,1578518994,7703276.426,331026.8707,12865.52301,14330230,9690171,176496,2515,120444,14161290,1364564,10004249.95,218915.1308,7009.662418,211063.8997,2836.100549,41.8617033,1901.674011,0.021882844,0.032030411,0.012134736,0.000166625,0.009363724,0.676282072,0.01154043,0.000153892,0.009054089,0
Base,364,0.05,1,4000,-5753413.184,562890537,9339687.324,5753413.184,223609.2481,18583990,13146451,382124,184278,0,18437000,14238276,10003246.77,234791.2035,1360.198462,232339.7698,5000.172747,2652.28467,0,0.023471005,0.005799832,0.022666581,0.011949849,2.50991E-10,0.707390884,0.021915768,0.010518739,0,0
Base,364,0.05,1,4000,-8034465.909,486435514,9247763.998,8034465.909,312263.4901,18163114,11964650,959166,440367,0,18104683,16874319,9999653.511,252241.5432,4541.927473,246632.9909,13288.13467,6135.55,0,0.025224879,0.018009445,0.052919595,0.024730781,0,0.658742794,0.05306382,0.024652608,0,0
Base,364,0.05,1,4000,-7760.963893,1691494749,8101816.694,7760.963893,301.6336991,15532622,11082856,160401,35178,0,15447615,16288,10002719.38,217460.3066,4756.561978,211791.5792,2392.628297,582.2258791,0.000494505,0.021740177,0.021870376,0.010658985,0.002657104,2.6483E-09,0.713531765,0.010022038,0.002248391,0,0
Base,364,0.05,1,4000,-22298.5115,37809905,8951138.427,22298.5115,866.6426748,17275368,12572371,150647,85859,0,17135666,46698,9999808.135,220794.3615,9191.601758,210588.3738,2081.252473,1252.907418,0,0.022079898,0.04162705,0.009293183,0.005665131,2.50745E-10,0.727763243,0.008633343,0.004967405,0,0
Base,364,0.05,1,4000,-5051456.693,440333132,7917482.149,5051456.693,196327.362,14862019,10793979,134813,202004,0,14736608,11554555,10005046.22,211758.4005,7311.525879,203574.0351,2044.079231,3005.115659,0.00032967,0.021165907,0.03452769,0.008595543,0.013295896,1.65746E-09,0.726350013,0.008108139,0.012761331,0,0
Base,364,0.05,1,4000,-4.37169236,1015140137,8560521.891,4.37169236,0.169907985,16693179,11463873,336019,3535,0,16395193,16,10007457.35,256033.9428,7454.753352,247598.9809,5455.854451,63.45230769,0.005879121,0.025584087,0.029110425,0.020954218,0.000258782,2.37766E-08,0.686741459,0.019804553,0.000221608,0,0
Base,364,0.05,1,4000,-7629674.912,507989609,8897109.99,7629674.912,296531.0879,17195899,11335595,210032,664652,0,17127356,15850080,10000698.71,204719.3721,5274.25967,198435.5257,2576.163791,7940.250879,0,0.020470468,0.025764752,0.012513684,0.038756183,0,0.659205358,0.012161032,0.038632798,0,0
Base,364,0.05,1,4000,-5.178712953,1221317410,9655850.042,5.178712953,0.201273239,18893647,13055074,211405,19439,4,18680890,6,10006282.46,262801.9394,1844.692802,259847.7962,3226.140714,300.6851099,0.028241758,0.026263502,0.007021794,0.012489133,0.001212681,1.15791E-07,0.690979199,0.011382385,0.001090607,2.22087E-07,0
Base,364,0.05,1,4000,-4591261.766,1055363844,7506737.782,4591261.766,178441.6586,13599103,9815034,165160,268654,5,13479305,10232800,10003195.34,169643.1989,4330.395769,164514.2653,2136.931099,3428.13522,0.011593407,0.016960232,0.025516194,0.010370624,0.018634016,5.5939E-08,0.7218894,0.010006383,0.018204832,2.88888E-07,0
Base,364,0.05,1,4000,-4881339.348,1848018347,7625773.528,4881339.348,189715.6673,13830652,9083449,123979,200140,0,13720095,10709544,9998211.063,196561.107,2911.753132,192837.1262,1875.28522,2940.043132,5.49451E-05,0.01966013,0.014791609,0.007620739,0.013222747,6.667E-10,0.656915491,0.007182337,0.012799505,0,0
Base,364,0.05,1,4000,-2556358.471,191760704,7714410.313,2556358.471,99354.13593,14139034,9571726,648623,142968,0,13992544,7192347,9995481.195,170509.0004,2883.081538,166795.5676,7822.798187,1919.880495,0.000494505,0.017058541,0.016883525,0.044396937,0.010726407,2.92851E-09,0.677064162,0.044395781,0.00964674,0,0
Base,364,0.05,1,4000,0,1471868215,9008067.409,0,0,17565150,11451849,3771,383,0,17560211,0,10014316.3,256781.3712,4210.581154,251539.3507,57.03741758,5.506923077,0,0.025640962,0.016398828,0.000229444,2.34959E-05,0,0.651963749,0.000220684,2.36951E-05,0,0
Base,364,0.05,1,4000,0,1084822030,8406977.128,0,0,16093981,11182665,11087,10341,0,16081705,0,10007051.3,249623.6781,5780.400769,242898.2282,187.1619231,171.5320879,0,0.024945092,0.023157862,0.000702926,0.000644623,0,0.694843096,0.000650758,0.000607261,0,0
Base,364,0.05,1,4000,-2947869.837,1653009108,8099572.271,2947869.837,114570.4188,15555036,10688339,125393,257719,0,15299574,8462969,10005534.75,221077.96,2049.025769,218115.444,1773.764066,3595.578352,0.001153846,0.02209574,0.009265504,0.007700464,0.016187489,5.87035E-09,0.687128449,0.007725305,0.016486916,0,0
Base,364,0.05,1,4000,0,2093518644,8185357.088,0,0,15510440,10953968,40348,16376,0,15469026,0,10005937.89,195170.596,7942.560495,186317.2758,570.8757692,234.131978,0,0.019505882,0.040698069,0.002595407,0.001026005,0,0.706278504,0.002330929,0.000919795,0,0
Base,364,0.05,1,4000,0,760520783,8323390.697,0,0,16075631,10492940,285608,2045,0,15788913,0,10006596.92,232834.5515,2416.402308,229474.1169,4166.276758,34.29461538,0,0.023268142,0.010379057,0.017884092,0.000146788,0,0.652724387,0.017755188,0.000126381,0,0
Base,364,0.05,1,4000,-163.9257903,1316120340,8012924.093,163.9257903,6.371056891,14969683,10554723,230508,2491,0,14894432,494,10004476.21,229172.2742,4696.405769,223596.7252,3731.22989,46.29675824,0.004945055,0.022907623,0.020480277,0.015395281,0.000186659,2.07969E-08,0.70511003,0.014589251,0.000153507,0,0
Base,364,0.05,1,4000,-0.523035907,1869302732,9051836.143,0.523035907,0.020328049,17421332,11220707,65013,13177,0,17355189,1,10007519.65,215966.645,3545.713956,211397.9076,826.709011,170.3818681,5.49451E-05,0.021580533,0.016416896,0.003766008,0.000757215,5.21906E-10,0.644083501,0.003675143,0.000728697,0,0
Base,364,0.05,1,4000,-5090224.113,598655489,8364962.529,5090224.113,197834.077,15653157,11387058,136993,432547,0,15505252,11819056,10004119.13,199322.0368,7577.574451,190825.3968,1816.759011,5529.771429,0.00010989,0.019924339,0.038002774,0.008114936,0.02702211,7.28746E-10,0.727482119,0.00780084,0.026898937,0,0
Base,364,0.05,1,4000,-3720813.602,719594290,9518068.62,3720813.602,144611.2604,18582876,11926390,147023,193278,0,18363822,10630528,10013371.99,247509.219,9218.007418,237199.9899,1998.785165,2605.33967,0.000604396,0.024717393,0.03724406,0.008401436,0.010433659,2.70981E-09,0.641788931,0.008240144,0.010306897,0,0
Base,364,0.05,1,4000,-4621542.457,166058782,7076595.084,4621542.457,179618.5327,12572692,8852258,112101,227154,0,12455141,9822896,9996664.145,167329.891,3742.207912,162849.3625,1609.899725,3099.103132,0,0.016738113,0.022339244,0.007010105,0.015666154,0,0.704299985,0.006512324,0.015264865,0,0
Base,364,0.05,1,4000,-8180772.036,496364008,9169150.62,8180772.036,317949.7501,17904955,13020924,159275,172185,0,17855772,16871369,10005548.24,238429.5852,2336.304451,235041.9263,2196.743846,2399.24478,0,0.023829785,0.00980072,0.009438673,0.010311389,0,0.727218818,0.009120734,0.009861286,0,0
Base,364,0.05,1,4000,-4362477.025,1931305835,8387355.708,4362477.025,169549.8266,15628015,10913041,237925,172721,0,15484056,10728181,10000504.99,211409.6815,3516.584835,206975.3602,3217.486209,2352.793352,0.011538462,0.021140248,0.016625118,0.01369364,0.010621194,4.78236E-08,0.698322947,0.013684338,0.010547343,0,0
Base,364,0.05,1,4000,0,1521020414,8880003.472,0,0,17031660,12233201,30911,79954,0,16999616,0,10004789.38,235969.6009,8440.473022,226529.0575,489.7792857,1126.076923,0.000714286,0.023585839,0.035769702,0.001959159,0.004612713,3.29028E-09,0.718274639,0.00172145,0.004548101,0,0
Base,364,0.05,1,4000,-0.772183315,1843377497,9620756.124,0.772183315,0.030011286,19057366,13892811,31039,70305,0,19024917,1,10006437.22,260081.2007,9192.223736,249769.7662,460.4457143,976.256044,0.000769231,0.025990754,0.035348444,0.00201776,0.004131724,3.42448E-09,0.728998106,0.001859034,0.004061848,0,0
