Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,FOI Switch threshold if social distancing is off,FOI Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23850039,663226549,477,39,3.9,22,9.997252747,56421,2443,1111,1202,91,386,56421,1202,1111,91,477,8.161538462,2.110989011,0.398076923,55176.59231,61.97197802,2.599450549,100128.0404,0.551252776,0.000622106,2.70518E-05,0.924292845,0.190775681,0.008454299,520,39
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21600078,2101566889,432,78,7.8,28,9.997252747,60076,2752,1203,1246,43,389,60076,1246,1203,43,432,9.462637363,2.248901099,0.290934066,55241.56621,93.71703297,2.663461538,100192.8698,0.551628164,0.000938952,2.78832E-05,0.965489567,0.099537037,0.007190892,520,78
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21250045,2052387117,425,45,4.5,20,9.978021978,51435,2210,1100,1128,28,397,51435,1128,1100,28,425,7.357967033,2.065934066,0.230769231,62416.92802,78.32362637,2.411538462,100173.8492,0.623328053,0.000785236,2.53174E-05,0.975177305,0.065882353,0.008262856,519,45
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23500044,116577441,470,44,4.4,22,9.997252747,56350,2482,1101,1198,97,373,56350,1198,1101,97,470,8.421153846,2.131593407,0.387912088,56026.32555,72.01483516,2.615934066,100128.4865,0.559771054,0.000722687,2.72812E-05,0.91903172,0.206382979,0.008340728,520,44
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20100038,1969152976,402,38,3.8,18,9.997252747,54266,2438,979,1050,71,331,54266,1050,979,71,402,8.528846154,1.870604396,0.319505495,56991.9011,65.75247253,2.273901099,100178.375,0.569144131,0.000659903,2.37335E-05,0.932380952,0.176616915,0.007407953,520,38
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19000057,1548656609,380,57,5.7,20,9.997252747,50409,2338,1012,1035,23,357,50409,1035,1012,23,380,7.846428571,1.847802198,0.206318681,62707.86484,86.47664835,2.16978022,100226.9049,0.625912654,0.000866475,2.28817E-05,0.977777778,0.060526316,0.007538336,520,57
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-16750087,1144769591,335,87,8.7,26,9.997252747,52397,2313,1036,1051,15,320,52397,1051,1036,15,335,7.829120879,2.03543956,0.189285714,63187.15192,110.6046703,2.351098901,100264.1775,0.630503939,0.001106802,2.47319E-05,0.985727878,0.044776119,0.006393496,520,87
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19900039,1264829775,398,39,3.9,18,9.997252747,54237,2441,995,1073,78,320,54237,1073,995,78,398,8.693681319,1.821703297,0.312912088,56526.95714,57.44752747,2.223076923,100245.8511,0.564140595,0.000576631,2.31547E-05,0.927306617,0.195979899,0.007338164,520,39
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20200039,1457882697,404,39,3.9,22,9.997252747,55331,2500,1089,1151,62,342,55331,1151,1089,62,404,8.324175824,2.100549451,0.361813187,57269.75412,67.81675824,2.554945055,100167.8168,0.571975855,0.00068044,2.66375E-05,0.946133797,0.153465347,0.007301513,520,39
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20200067,1722612191,404,67,6.7,24,9.978021978,54694,2463,1089,1140,51,353,54694,1140,1089,51,404,7.904120879,1.991758242,0.293956044,58868.29973,82.80467033,2.383791209,100172.6604,0.587907714,0.000830189,2.49725E-05,0.955263158,0.126237624,0.007386551,519,67
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19500038,1968291596,390,38,3.8,16,9.997252747,56695,2494,1003,1109,106,284,56695,1109,1003,106,390,8.477472527,2.010989011,0.45521978,53758.21456,62.06236264,2.529945055,100173.6231,0.536865893,0.000623008,2.61833E-05,0.904418395,0.271794872,0.006878913,520,38
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-26750033,1200176015,535,33,3.3,16,9.997252747,57955,2625,895,1124,228,307,57955,1124,895,228,535,9.06456044,1.627197802,0.553571429,51778.1783,43.19258242,2.243681319,100038.0962,0.517740514,0.000434827,2.3319E-05,0.796263345,0.426168224,0.0092313,520,33
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-28650058,722617047,573,58,5.8,28,9.997252747,60629,2599,1334,1411,77,496,60629,1411,1334,77,573,8.756043956,2.349725275,0.361263736,55084.64093,91.32142857,2.82032967,100103.7074,0.550469086,0.000915535,2.9395E-05,0.945428774,0.134380454,0.009450923,520,58
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-15900053,1877025255,318,53,5.3,24,9.997252747,53112,2345,1083,1097,14,304,53112,1097,1083,14,318,8.180494505,2.062362637,0.211263736,62337.57582,97.80989011,2.391758242,100308.5783,0.621786843,0.000978812,2.50449E-05,0.987237922,0.044025157,0.005987347,520,53
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-22350040,819171473,447,40,4,20,9.978021978,52532,2377,1034,1103,69,378,52532,1103,1034,69,447,8.073351648,1.898076923,0.286538462,59554.83874,65.50906593,2.289285714,100178.1596,0.59471082,0.000657344,2.39912E-05,0.937443336,0.154362416,0.008509099,519,40
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-17900070,1001091695,358,70,7,28,9.997252747,57253,2636,1196,1213,17,341,57253,1213,1196,17,358,8.715384615,2.256868132,0.239010989,59608.32143,101.5005495,2.618956044,100257.3926,0.594876312,0.001016093,2.75057E-05,0.985985161,0.047486034,0.006252947,520,70
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19000062,402119710,380,62,6.2,22,9.978021978,49108,2002,1074,1094,19,361,49108,1094,1074,19,380,6.709615385,1.926373626,0.219505495,64980.39203,84.58543956,2.265384615,100261.8198,0.648368922,0.000847187,2.38479E-05,0.981718464,0.05,0.007738047,519,62
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-30350033,1981475158,607,33,3.3,16,9.978021978,61065,2664,1024,1259,235,372,61065,1259,1024,235,607,8.890384615,1.897252747,0.608516484,48560.01648,47.54010989,2.570604396,99987.25714,0.485807167,0.000478553,2.65649E-05,0.813343924,0.387149918,0.009940228,519,33
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20500044,227434853,410,44,4.4,22,9.978021978,51156,2208,1078,1099,21,389,51156,1099,1078,21,410,7.21978022,1.908516484,0.207692308,63231.64396,85.86565934,2.229395604,100202.7827,0.631264065,0.000860317,2.34924E-05,0.98089172,0.051219512,0.0080147,519,44
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-16600054,315231601,332,54,5.4,22,9.958791209,51552,2276,1029,1048,19,313,51552,1048,1029,19,332,7.509065934,2.021153846,0.187087912,63244.67912,93.4739011,2.326373626,100298.8121,0.630867605,0.000935614,2.44999E-05,0.981870229,0.057228916,0.006440099,518,54
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21100093,1676907239,422,93,9.3,42,9.978021978,63556,3040,1107,1116,9,413,63556,1116,1107,9,422,10.28021978,1.937362637,0.198626374,55865.0261,118.3343407,2.254120879,100237.0074,0.55764676,0.001184134,2.38209E-05,0.991935484,0.021327014,0.006639814,519,93
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21500047,1978295191,430,47,4.7,26,9.997252747,54140,2379,1071,1133,62,368,54140,1133,1071,62,430,7.935164835,2.017032967,0.281318681,58756.29973,72.92335165,2.394505495,100186.7731,0.586719666,0.000731346,2.5091E-05,0.945278023,0.144186047,0.007942372,520,47
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-18150067,387186816,363,67,6.7,30,9.997252747,49209,2205,1066,1072,6,357,49209,1072,1066,6,363,7.370054945,1.907142857,0.171978022,67657.60137,108.4708791,2.213186813,100296.6923,0.674868096,0.001085013,2.35195E-05,0.994402985,0.016528926,0.007376699,520,67
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-30400053,1206392461,608,53,5.3,22,9.978021978,59995,2555,1201,1336,135,473,59995,1336,1201,135,608,8.691758242,2.098626374,0.443956044,52281.60879,67.33214286,2.628021978,100041.8931,0.522784616,0.000676266,2.74178E-05,0.898952096,0.222039474,0.010134178,519,53
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19950043,642011739,399,43,4.3,20,9.997252747,50736,2219,1060,1080,20,379,50736,1080,1060,20,399,7.491758242,1.938736264,0.207417582,64219.19176,95.59972527,2.270604396,100231.5192,0.64098515,0.00095749,2.38686E-05,0.981481481,0.050125313,0.007864238,520,43
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21250073,979575387,425,73,7.3,26,9.978021978,55258,2393,1151,1163,12,413,55258,1163,1151,12,425,8.124725275,1.970054945,0.213461538,60207.08984,101.8879121,2.298901099,100206.7228,0.601100587,0.0010204,2.42643E-05,0.989681857,0.028235294,0.007691194,519,73
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20000080,1401276515,400,80,8,24,9.997252747,53777,2351,1158,1181,23,377,53777,1181,1158,23,400,7.899450549,2.183241758,0.249175824,62044.02033,103.392033,2.560714286,100242.8967,0.619202997,0.001034864,2.69026E-05,0.980524979,0.0575,0.007438124,520,80
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-27950048,1846898874,559,48,4.8,26,9.997252747,56985,2452,1203,1249,46,513,56985,1249,1203,46,559,8.120879121,1.986263736,0.284615385,57030.18626,73.89285714,2.387087912,100095.6775,0.569961358,0.000741429,2.50594E-05,0.963170536,0.082289803,0.009809599,520,48
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-25050063,290378816,501,63,6.3,24,9.997252747,57082,2441,1210,1260,50,451,57082,1260,1210,50,501,8.300824176,2.242857143,0.293406593,57998.20027,91.25192308,2.651373626,100123.8143,0.579479933,0.000914648,2.77992E-05,0.96031746,0.099800399,0.008776847,520,63
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19150093,2060001139,383,93,9.3,38,9.997252747,57467,2639,1116,1120,4,379,57467,1120,1116,4,383,9.089835165,1.971428571,0.182967033,61343.68324,122.7129121,2.291758242,100238.3195,0.612307655,0.00122789,2.42025E-05,0.996428571,0.010443864,0.006664695,520,93
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-29450047,1255755431,589,47,4.7,26,9.997252747,60786,2638,1185,1308,123,466,60786,1308,1185,123,589,8.506868132,2.151923077,0.378571429,52456.33214,66.23159341,2.628296703,100051.5146,0.524477576,0.000665083,2.74595E-05,0.905963303,0.208828523,0.009689731,520,47
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-18150062,2105319325,363,62,6.2,28,9.997252747,51174,2177,1169,1182,13,350,51174,1182,1169,13,363,7.434615385,2.136263736,0.201923077,66046.72363,109.8593407,2.472527473,100263.3764,0.659011656,0.001099042,2.61343E-05,0.989001692,0.035812672,0.007093446,520,62
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-18200049,1611460249,364,49,4.9,26,9.997252747,48569,2081,951,959,8,356,48569,959,951,8,364,7.076923077,1.595879121,0.150824176,66617.50027,103.3527473,1.872527473,100275.3657,0.664641755,0.001034478,1.98917E-05,0.991657977,0.021978022,0.007494492,520,49
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-17350053,2035572358,347,53,5.3,24,9.997252747,49315,2134,1069,1098,29,318,49315,1098,1069,29,347,7.088736264,2.099175824,0.220054945,64719.64863,89.69313187,2.431318681,100292.2637,0.645617215,0.000898011,2.54855E-05,0.973588342,0.083573487,0.007036399,520,53
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19550101,819514197,391,101,10.1,32,9.978021978,56886,2396,1221,1229,8,383,56886,1229,1221,8,391,8.067857143,2.22967033,0.204120879,61787.51841,128.2892857,2.570604396,100263.1959,0.616577295,0.001283186,2.70705E-05,0.993490643,0.020460358,0.006873396,519,101
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-17100083,898736779,342,83,8.3,32,9.978021978,52516,2282,1103,1110,7,335,52516,1110,1103,7,342,7.766483516,2.096703297,0.174450549,63644.82418,106.6392857,2.411813187,100285.1299,0.634950692,0.00106707,2.54364E-05,0.993693694,0.020467836,0.006512301,519,83
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20950048,829978760,419,48,4.8,20,9.997252747,51319,2273,993,1007,14,405,51319,1007,993,14,419,7.639835165,1.71978022,0.18956044,63072.13929,85.0217033,2.014835165,100222.4725,0.629575602,0.000851837,2.11803E-05,0.986097319,0.033412888,0.008164617,520,48
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19000044,2026683559,380,44,4.4,20,9.997252747,56492,2545,995,1058,63,317,56492,1058,995,63,380,8.838736264,1.825274725,0.325549451,54870.66786,64.58076923,2.240659341,100205.1791,0.547827163,0.000647894,2.3409E-05,0.940453686,0.165789474,0.006726616,520,44
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19350052,765182178,387,52,5.2,24,9.978021978,54097,2302,1120,1162,42,345,54097,1162,1120,42,387,7.458791209,2.232142857,0.280494505,60473.99231,91.00164835,2.625549451,100247.5431,0.603546733,0.000911493,2.74056E-05,0.963855422,0.108527132,0.007153816,519,52
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20800042,1869781461,416,42,4.2,24,9.978021978,50820,2182,1031,1055,24,392,50820,1055,1031,24,416,7.094505495,1.787362637,0.225824176,62088.55,74.86126374,2.117307692,100187.5706,0.619953995,0.000750621,2.23204E-05,0.977251185,0.057692308,0.008185754,519,42
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-22250045,1155087248,445,45,4.5,22,9.997252747,51725,2315,1057,1120,63,382,51725,1120,1057,63,445,7.74532967,1.922802198,0.287362637,60805.43489,72.56840659,2.323901099,100202.9942,0.607083788,0.000727829,2.43752E-05,0.94375,0.141573034,0.00860319,520,45
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20500041,332622055,410,41,4.1,18,9.997252747,55101,2462,967,1031,64,346,55101,1031,967,64,410,8.178296703,1.811538462,0.292582418,56310.4511,61.6532967,2.184615385,100199.0846,0.562220303,0.000618754,2.27592E-05,0.937924345,0.156097561,0.007440881,520,41
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21250071,135779523,425,71,7.1,34,9.997252747,57509,2500,1238,1270,32,393,57509,1270,1238,32,425,8.337362637,2.30521978,0.264010989,59160.41319,99.03708791,2.700549451,100221.5157,0.590579298,0.000991679,2.83041E-05,0.97480315,0.075294118,0.007390148,520,71
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-24750061,877270079,495,61,6.1,22,9.997252747,53327,2243,1189,1233,44,451,53327,1233,1189,44,495,7.61043956,2.012912088,0.268956044,61295.13819,86.75879121,2.407692308,100162.3085,0.612208869,0.000869752,2.54082E-05,0.96431468,0.088888889,0.009282352,520,61
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-15100075,1645208761,302,75,7.5,24,9.997252747,49440,2097,1053,1059,6,296,49440,1059,1053,6,302,6.91456044,2.032417582,0.170054945,64923.35879,97.09313187,2.327472527,100297.3516,0.647599742,0.000971751,2.45427E-05,0.994334278,0.01986755,0.006108414,520,75
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-25300032,1743124675,506,32,3.2,22,9.997252747,58201,2661,1063,1189,126,380,58201,1189,1063,126,506,8.793956044,1.966483516,0.427472527,53012.89945,54.07252747,2.478846154,100130.4596,0.52966778,0.000543378,2.57927E-05,0.894028595,0.249011858,0.008694009,520,32
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23050044,974116888,461,44,4.4,18,9.997252747,51955,2344,1035,1093,58,403,51955,1093,1035,58,461,7.498626374,1.791483516,0.276373626,59734.96731,67.45906593,2.158791209,100153.3937,0.596653802,0.000677027,2.27093E-05,0.946935041,0.125813449,0.008873063,520,44
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-22100075,1680896288,442,75,7.5,26,9.997252747,57291,2476,1213,1270,57,385,57291,1270,1213,57,442,8.322802198,2.24478022,0.332967033,57328.99863,87.77307692,2.694230769,100164.1093,0.572601059,0.000879735,2.82097E-05,0.95511811,0.128959276,0.007714999,520,75
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21200040,397986101,424,40,4,16,9.978021978,52427,2334,914,1023,109,315,52427,1023,914,109,424,7.806593407,1.83021978,0.368681319,57658.92775,54.19725275,2.289285714,100148.2838,0.575925747,0.000544415,2.38898E-05,0.893450635,0.257075472,0.008087436,519,40
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-25500084,622369628,510,84,8.4,30,9.978021978,62374,2695,1269,1310,41,469,62374,1310,1269,41,510,9.131318681,2.237912088,0.287912088,54223.87775,99.51895604,2.646428571,100192.8401,0.541494335,0.000996961,2.76999E-05,0.96870229,0.080392157,0.008176484,519,84
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21900109,403766773,438,109,10.9,32,9.997252747,58847,2577,1258,1279,21,417,58847,1279,1258,21,438,8.533516484,2.346703297,0.254945055,58799.9033,119.3043956,2.726373626,100209.8893,0.587080602,0.001194432,2.86167E-05,0.983580923,0.047945205,0.00744303,520,109
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-25200070,1012747346,504,70,7,30,9.997252747,59234,2562,1168,1208,40,464,59234,1208,1168,40,504,8.314835165,2.090934066,0.271153846,56832.74725,95.79917582,2.48489011,100196.2865,0.567493493,0.000959689,2.60568E-05,0.966887417,0.079365079,0.008508627,520,70
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-22850052,367025541,457,52,5.2,26,9.978021978,52444,2280,1122,1138,16,441,52444,1138,1122,16,457,7.635714286,1.943681319,0.20521978,62462.83901,89.77032967,2.273351648,100208.9137,0.623582878,0.000899375,2.39864E-05,0.985940246,0.035010941,0.008714057,519,52
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19300055,1141619942,386,55,5.5,26,9.978021978,48637,2079,1075,1080,5,381,48637,1080,1075,5,386,7.074450549,1.886813187,0.177197802,65263.69066,93.06291209,2.196428571,100245.8135,0.651293936,0.000932026,2.31984E-05,0.99537037,0.012953368,0.007936345,519,55
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-26300028,65116961,526,28,2.8,18,9.997252747,57244,2575,955,1147,192,334,57244,1147,955,192,526,8.911263736,1.814285714,0.502472527,52468.15165,54.31208791,2.378296703,100054.9742,0.524556878,0.000545985,2.46162E-05,0.8326068,0.365019011,0.009188736,520,28
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21250049,582675075,425,49,4.9,22,9.978021978,57617,2551,1163,1219,56,369,57617,1219,1163,56,425,8.542582418,2.14532967,0.300824176,54696.86593,74.79340659,2.554395604,100198.2951,0.546152058,0.000750129,2.66057E-05,0.954060705,0.131764706,0.007376295,519,49
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23400079,1612086208,468,79,7.9,26,9.997252747,53791,2401,1172,1190,18,450,53791,1190,1172,18,468,8.176648352,2.102747253,0.234615385,62119.08709,101.4656593,2.470879121,100190.1973,0.620260242,0.001016222,2.59511E-05,0.98487395,0.038461538,0.00870034,520,79
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-19800079,1841024788,396,79,7.9,34,9.978021978,57963,2522,1200,1219,19,377,57963,1219,1200,19,396,8.561813187,2.229945055,0.223076923,60747.05137,120.4428571,2.590659341,100248.022,0.606294729,0.001205034,2.73123E-05,0.984413454,0.047979798,0.006831945,519,79
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20450073,1029692538,409,73,7.3,26,9.978021978,56617,2443,1132,1158,26,383,56617,1158,1132,26,409,8.477472527,2.070879121,0.233241758,58038.94505,84.80961538,2.415659341,100243.8769,0.579281455,0.000849783,2.53719E-05,0.977547496,0.063569682,0.007223979,519,73
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-16750087,1084664699,335,87,8.7,30,9.997252747,56654,2503,1063,1069,6,329,56654,1069,1063,6,335,8.429945055,2.095879121,0.172527473,62205.53516,123.5618132,2.397252747,100323.4382,0.620400194,0.001235306,2.51992E-05,0.994387278,0.017910448,0.005913086,520,87
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-20250061,698033606,405,61,6.1,28,9.997252747,58556,2735,1126,1183,57,348,58556,1183,1126,57,405,9.053296703,2.173626374,0.316483516,56372.98654,92.52912088,2.595879121,100210.9011,0.562842732,0.000927045,2.70514E-05,0.951817413,0.140740741,0.006916456,520,61
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23950079,1224488252,479,79,7.9,30,9.997252747,59763,2610,1268,1299,31,448,59763,1299,1268,31,479,8.822802198,2.201923077,0.272802198,55990.53049,94.81346154,2.590659341,100232.9379,0.558905623,0.000949655,2.71825E-05,0.976135489,0.064718163,0.008014993,520,79
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-22550050,1201121726,451,50,5,26,9.997252747,57288,2495,1138,1172,34,417,57288,1172,1138,34,451,8.196428571,2.028296703,0.247252747,56708.13462,86.44917582,2.380769231,100162.3129,0.566408379,0.00086664,2.50016E-05,0.970989761,0.075388027,0.007872504,520,50
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-21200036,265663504,424,36,3.6,18,9.978021978,54136,2334,1002,1103,101,323,54136,1103,1002,101,424,7.795604396,1.941758242,0.369505495,56744.68269,59.58489011,2.383791209,100184.967,0.566627595,0.000598267,2.47496E-05,0.90843155,0.238207547,0.007832126,519,36
D:2| T0: 0.10| T1: 515.00| I0: 350.0| I1: 100.0| WTP: 0,2,0.096153846,515,100000,0,1,0.2,350,100,-23000040,1362093157,460,40,4,20,9.997252747,54502,2369,1109,1166,57,403,54502,1166,1109,57,460,7.867032967,1.958516484,0.286263736,57956.17775,69.67225275,2.35,100149.6431,0.57891533,0.000699149,2.46346E-05,0.951114923,0.123913043,0.008440057,520,40
