Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,FOI Switch threshold if social distancing is off,FOI Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
Base,0,10,0,100000,0,0,0,0,0,-81350000,447575562,1627,0,0,0,9.997252747,81672,3596,235,1765,1530,97,81672,1765,235,1530,1627,12.10192308,0.427472527,2.446978022,22111.54258,116.1302198,2.88489011,98927.98544,0.223367769,0.001170783,2.92661E-05,0.133144476,0.940381069,0.019921148,520,0
Base,0,10,0,100000,0,0,0,0,0,-68350000,1211509697,1367,0,0,0,9.997252747,73183,3177,275,1550,1275,92,73183,1550,275,1275,1367,11.07197802,0.528021978,2.764285714,30860.2533,93.83928571,3.307692308,99204.15055,0.310994153,0.000945468,3.35403E-05,0.177419355,0.932699342,0.018679201,520,0
Base,0,10,0,100000,0,0,0,0,0,-64100000,640155888,1282,0,0,0,9.958791209,71189,3055,314,1490,1176,106,71189,1490,314,1176,1282,10.55467033,0.591758242,2.537362637,34068.65659,128.8931319,3.14532967,99328.65742,0.342860211,0.00129722,3.18987E-05,0.210738255,0.917316693,0.0180084,518,0
Base,0,10,0,100000,0,0,0,0,0,-61000000,1358312252,1220,0,0,0,9.978021978,70740,3183,331,1423,1092,128,70740,1423,331,1092,1220,10.82664835,0.590384615,2.193131868,33752.0783,112.4851648,2.802747253,99376.91429,0.339568636,0.001132069,2.84691E-05,0.232607168,0.895081967,0.017246254,519,0
Base,0,10,0,100000,0,0,0,0,0,-74900000,1117908947,1498,0,0,0,9.997252747,74052,3038,339,1738,1399,99,74052,1738,339,1399,1498,10.4228022,0.677747253,3.028846154,32827.71126,148.7057692,3.724450549,99132.04863,0.330802657,0.001497811,3.77888E-05,0.195051784,0.933911883,0.020229028,520,0
Base,0,10,0,100000,0,0,0,0,0,-85300000,1842424189,1706,0,0,0,9.978021978,84396,3622,249,1861,1612,94,84396,1861,249,1612,1706,12.06016484,0.487912088,2.823351648,20389.28516,164.5423077,3.322802198,98925.26484,0.205868248,0.001658725,3.3704E-05,0.133799033,0.944900352,0.020214228,519,0
Base,0,10,0,100000,0,0,0,0,0,-67800000,1855899401,1356,0,0,0,9.997252747,75351,3299,270,1548,1278,78,75351,1548,270,1278,1356,11.2782967,0.467857143,2.81456044,28752.39478,77.29285714,3.298351648,99214.23709,0.289716815,0.000779024,3.34157E-05,0.174418605,0.942477876,0.01799578,520,0
Base,0,10,0,100000,0,0,0,0,0,-72350000,1690207035,1447,0,0,0,9.997252747,72077,3021,329,1666,1337,110,72077,1666,329,1337,1447,10.3,0.663461538,2.863461538,32486.49396,148.2288462,3.545054945,99115.43489,0.327609488,0.001492943,3.59863E-05,0.197478992,0.92398065,0.020075752,520,0
Base,0,10,0,100000,0,0,0,0,0,-73150000,979997013,1463,0,0,0,9.997252747,74729,3228,262,1632,1370,93,74729,1632,262,1370,1463,11.26538462,0.527197802,2.804945055,29289.54505,97.64203297,3.346703297,99101.49863,0.295438005,0.000983901,3.39197E-05,0.160539216,0.936431989,0.019577406,520,0
Base,0,10,0,100000,0,0,0,0,0,-62050000,140649493,1241,0,0,0,9.978021978,72251,3417,266,1419,1153,88,72251,1419,266,1153,1241,11.70604396,0.500274725,1.923351648,31950.02033,85.51373626,2.438186813,99331.95082,0.321581291,0.00086132,2.47269E-05,0.187455955,0.929089444,0.017176233,519,0
Base,0,10,0,100000,0,0,0,0,0,-65800000,1049006419,1316,0,0,0,9.997252747,76735,3513,253,1487,1234,82,76735,1487,253,1234,1316,11.7967033,0.50467033,2.699450549,27622.79945,89.28461538,3.217582418,99278.55742,0.278144944,0.000899157,3.2602E-05,0.170141224,0.93768997,0.017149932,520,0
Base,0,10,0,100000,0,0,0,0,0,-61050000,133171431,1221,0,0,0,9.997252747,73395,3343,314,1445,1131,90,73395,1445,314,1131,1221,11.44725275,0.628296703,2.558516484,31222.75604,131.4260989,3.20467033,99395.53791,0.31405408,0.001322389,3.24937E-05,0.217301038,0.926289926,0.016636011,520,0
Base,0,10,0,100000,0,0,0,0,0,-71150000,754137677,1423,0,0,0,9.997252747,76280,3360,277,1624,1347,76,76280,1624,277,1347,1423,11.42554945,0.537087912,2.717857143,27953.96621,122.7574176,3.270879121,99152.8761,0.281815094,0.00123617,3.31707E-05,0.170566502,0.946591708,0.018654955,520,0
Base,0,10,0,100000,0,0,0,0,0,-84600000,1000873430,1692,0,0,0,9.978021978,82711,3586,293,1868,1575,117,82711,1868,293,1575,1692,12.31620879,0.527747253,2.48543956,21748.30714,159.1260989,3.025274725,98906.31923,0.219667546,0.001604163,3.07421E-05,0.156852248,0.930851064,0.020456771,519,0
Base,0,10,0,100000,0,0,0,0,0,-68950000,1313389799,1379,0,0,0,9.997252747,76096,3313,290,1569,1279,100,76096,1569,290,1279,1379,11.41785714,0.561538462,2.449175824,28511.86236,170.3796703,3.026098901,99231.41813,0.287213896,0.001715256,3.06925E-05,0.184831103,0.927483684,0.018121846,520,0
Base,0,10,0,100000,0,0,0,0,0,-78250000,265445079,1565,0,0,0,9.997252747,83381,3657,282,1759,1477,88,83381,1759,282,1477,1565,12.77335165,0.512362637,2.648076923,21255.64396,127.1186813,3.174175824,99054.85769,0.214404162,0.001280955,3.21904E-05,0.160318363,0.943769968,0.018769264,520,0
Base,0,10,0,100000,0,0,0,0,0,-77100000,52006295,1542,0,0,0,9.997252747,80054,3466,277,1714,1437,105,80054,1714,277,1437,1542,11.99587912,0.460714286,2.496428571,23986.8511,91.46868132,2.973901099,99044.88104,0.242054791,0.0009222,3.0206E-05,0.161610268,0.931906615,0.019261998,520,0
Base,0,10,0,100000,0,0,0,0,0,-66300000,968743712,1326,0,0,0,9.997252747,78873,3556,257,1505,1248,78,78873,1505,257,1248,1326,12.05521978,0.472527473,2.553021978,24868.55027,87.40769231,3.038186813,99223.21593,0.250569199,0.000880447,3.08088E-05,0.17076412,0.941176471,0.016811837,520,0
Base,0,10,0,100000,0,0,0,0,0,-69650000,2061988581,1393,0,0,0,9.958791209,81313,3606,277,1590,1313,80,81313,1590,277,1313,1393,12.48131868,0.54532967,2.788461538,23767.31346,172.6096154,3.346428571,99226.54478,0.239363306,0.001737067,3.39044E-05,0.174213836,0.942569993,0.017131332,518,0
Base,0,10,0,100000,0,0,0,0,0,-72400000,1586420496,1448,0,0,0,9.997252747,74656,3202,310,1647,1337,111,74656,1647,310,1337,1448,10.96483516,0.517857143,2.356318681,29515.14808,85.44532967,2.88956044,99137.56896,0.297602467,0.000861164,2.93582E-05,0.188221008,0.923342541,0.019395628,520,0
Base,0,10,0,100000,0,0,0,0,0,-70000000,2114879591,1400,0,0,0,9.997252747,77131,3430,293,1605,1312,88,77131,1605,293,1312,1400,11.69120879,0.510714286,2.524725275,27514.4511,129.9604396,3.049175824,99170.55852,0.277302822,0.001308824,3.09586E-05,0.182554517,0.937142857,0.018150938,520,0
Base,0,10,0,100000,0,0,0,0,0,-62900000,740411181,1258,0,0,0,9.997252747,73000,3159,288,1449,1161,97,73000,1449,288,1161,1258,10.50521978,0.570604396,2.273351648,31487.59423,112.7307692,2.85989011,99333.39423,0.316904039,0.001134693,2.90317E-05,0.198757764,0.922893482,0.017232877,520,0
Base,0,10,0,100000,0,0,0,0,0,-67950000,1376966213,1359,0,0,0,9.997252747,71545,3168,314,1574,1260,99,71545,1574,314,1260,1359,10.62225275,0.601373626,2.183241758,33112.59725,85.35659341,2.803021978,99235.01099,0.333561353,0.000860419,2.84678E-05,0.199491741,0.927152318,0.018995038,520,0
Base,0,10,0,100000,0,0,0,0,0,-69500000,1146581685,1390,0,0,0,9.997252747,75475,3361,279,1564,1285,105,75475,1564,279,1285,1390,11.63241758,0.556043956,2.417582418,28751.92912,76.24148352,2.992032967,99232.9772,0.289653393,0.000768571,3.03964E-05,0.178388747,0.924460432,0.018416694,520,0
Base,0,10,0,100000,0,0,0,0,0,-94000000,586475845,1880,0,0,0,9.997252747,91836,3982,244,2030,1786,94,91836,2030,244,1786,1880,13.78736264,0.437912088,2.618681319,12166.25495,183.0225275,3.068131868,98691.31484,0.123031592,0.001845989,3.11523E-05,0.120197044,0.95,0.020471275,520,0
Base,0,10,0,100000,0,0,0,0,0,-83850000,341276256,1677,0,0,0,9.997252747,79773,3430,264,1845,1581,96,79773,1845,264,1581,1677,11.26703297,0.453021978,2.615384615,24622.97143,99.41181319,3.081868132,98930.78516,0.248692162,0.001002931,3.12863E-05,0.143089431,0.942754919,0.02102215,520,0
Base,0,10,0,100000,0,0,0,0,0,-69750000,1987703634,1395,0,0,0,9.997252747,76963,3355,272,1578,1306,89,76963,1578,272,1306,1395,11.17664835,0.448901099,2.329120879,27024.0206,63.95384615,2.79532967,99182.45055,0.272373887,0.000645024,2.83808E-05,0.172370089,0.936200717,0.018125593,520,0
Base,0,10,0,100000,0,0,0,0,0,-60550000,924521577,1211,0,0,0,9.978021978,69692,3116,366,1469,1103,108,69692,1469,366,1103,1211,10.55494505,0.753571429,2.912637363,35468.18022,108.6898352,3.691758242,99381.72555,0.356788093,0.001094198,3.74889E-05,0.249149081,0.910817506,0.017376456,519,0
Base,0,10,0,100000,0,0,0,0,0,-67000000,1509459185,1340,0,0,0,9.978021978,76625,3520,281,1527,1246,94,76625,1527,281,1246,1340,11.91291209,0.484065934,2.337912088,27774.80824,77.2532967,2.836538462,99229.62967,0.279794559,0.000778505,2.87819E-05,0.184020956,0.929850746,0.017487765,519,0
Base,0,10,0,100000,0,0,0,0,0,-65900000,534919067,1318,0,0,0,9.978021978,71630,3211,268,1479,1211,107,71630,1479,268,1211,1318,11.07527473,0.532967033,2.66978022,33085.67637,88.70631868,3.217032967,99273.02995,0.333168625,0.000893427,3.25703E-05,0.181203516,0.918816388,0.018400112,519,0
Base,0,10,0,100000,0,0,0,0,0,-75250000,778708269,1505,0,0,0,9.978021978,79699,3471,302,1708,1406,99,79699,1708,302,1406,1505,11.53983516,0.537912088,2.81456044,25077.68489,168.0505495,3.364835165,99114.13269,0.252854006,0.001692491,3.41189E-05,0.176814988,0.934219269,0.018883549,519,0
Base,0,10,0,100000,0,0,0,0,0,-74500000,1073148084,1490,0,0,0,9.978021978,73050,3072,323,1696,1373,117,73050,1696,323,1373,1490,10.50961538,0.54478022,2.447252747,31523.27912,103.1991758,3.009065934,99109.99698,0.317911332,0.001040431,3.05612E-05,0.190448113,0.92147651,0.020396988,519,0
Base,0,10,0,100000,0,0,0,0,0,-64600000,43418681,1292,0,0,0,9.997252747,71289,3028,303,1505,1202,90,71289,1505,303,1202,1292,10.73983516,0.602472527,3.006868132,33095.19753,109.975,3.624725275,99306.44423,0.333179324,0.001107184,3.66929E-05,0.201328904,0.930340557,0.018123413,520,0
Base,0,10,0,100000,0,0,0,0,0,-67250000,1480386899,1345,0,0,0,9.997252747,80772,3632,270,1521,1251,94,80772,1521,270,1251,1345,12.16346154,0.496153846,2.443131868,23725.52802,160.1832418,2.949450549,99262.06291,0.238912468,0.001612115,2.9894E-05,0.177514793,0.930111524,0.01665181,520,0
Base,0,10,0,100000,0,0,0,0,0,-61450000,1788037497,1229,0,0,0,9.978021978,69768,3115,316,1436,1120,109,69768,1436,316,1120,1229,10.42994505,0.589285714,2.210164835,34284.48654,93.95576923,2.815384615,99300.95577,0.345186055,0.000946238,2.8585E-05,0.22005571,0.911310008,0.017615526,519,0
Base,0,10,0,100000,0,0,0,0,0,-66550000,804814024,1331,0,0,0,9.997252747,83507,3867,261,1501,1240,91,83507,1501,261,1240,1331,13.19368132,0.478846154,2.741758242,20753.79835,152.6126374,3.232967033,99239.62912,0.209028948,0.001535536,3.27605E-05,0.173884077,0.931630353,0.015938784,520,0
Base,0,10,0,100000,0,0,0,0,0,-84400000,236753046,1688,0,0,0,9.997252747,87779,3795,301,1870,1569,119,87779,1870,301,1569,1688,12.74038462,0.496703297,2.35989011,16830.68599,195.6510989,2.869505495,98949.2728,0.169873783,0.00197129,2.9168E-05,0.160962567,0.92950237,0.019230112,520,0
Base,0,10,0,100000,0,0,0,0,0,-57400000,1380963462,1148,0,0,0,9.978021978,68895,3016,329,1367,1038,110,68895,1367,329,1038,1148,10.21373626,0.646428571,2.092307692,36496.2783,110.0881868,2.755769231,99419.49286,0.366979045,0.001107841,2.79972E-05,0.240673007,0.904181185,0.016663038,519,0
Base,0,10,0,100000,0,0,0,0,0,-64200000,823728431,1284,0,0,0,9.978021978,73356,3174,277,1466,1189,95,73356,1466,277,1189,1284,10.65659341,0.52967033,1.932142857,30849.15769,103.4961538,2.475824176,99280.59698,0.310644695,0.00104213,2.51209E-05,0.188949523,0.926012461,0.017503681,519,0
Base,0,10,0,100000,0,0,0,0,0,-72700000,663226549,1454,0,0,0,9.997252747,76609,3394,259,1617,1358,96,76609,1617,259,1358,1454,11.77527473,0.469230769,2.73021978,27386.42555,83.93873626,3.211263736,99131.47995,0.276163502,0.000845918,3.25335E-05,0.16017316,0.933975241,0.018979493,520,0
Base,0,10,0,100000,0,0,0,0,0,-75800000,2101566889,1516,0,0,0,9.997252747,81560,3572,222,1669,1447,69,81560,1669,222,1447,1516,12.28021978,0.463461538,2.951373626,22410.2967,126.9318681,3.423351648,99058.60467,0.226109462,0.001278662,3.46718E-05,0.133013781,0.954485488,0.018587543,520,0
Base,0,10,0,100000,0,0,0,0,0,-64050000,2052387117,1281,0,0,0,9.978021978,68479,2936,361,1509,1148,133,68479,1509,361,1148,1281,10.10302198,0.665934066,2.213461538,36599.20357,103.435989,2.898076923,99301.43077,0.368441442,0.001041697,2.94827E-05,0.239231279,0.896174863,0.018706465,519,0
Base,0,10,0,100000,0,0,0,0,0,-68550000,116577441,1371,0,0,0,9.997252747,75380,3312,253,1532,1279,92,75380,1532,253,1279,1371,11.41510989,0.519230769,2.59532967,28400.96429,96.37142857,3.128571429,99207.4239,0.286210686,0.000970697,3.17162E-05,0.165143603,0.932895697,0.018187848,520,0
Base,0,10,0,100000,0,0,0,0,0,-59900000,1969152976,1198,0,0,0,9.997252747,71839,3189,269,1378,1109,89,71839,1378,269,1109,1198,10.90741758,0.528021978,2.390659341,32455.6456,87.77967033,2.934340659,99398.16154,0.326477056,0.000883858,2.97752E-05,0.19521045,0.925709516,0.016676179,520,0
Base,0,10,0,100000,0,0,0,0,0,-58800000,1548656609,1176,0,0,0,9.997252747,69097,3166,341,1393,1052,124,69097,1393,341,1052,1176,10.76016484,0.621153846,1.934615385,35974.54203,118.6475275,2.575,99415.61291,0.361770276,0.001194202,2.61599E-05,0.244795406,0.894557823,0.017019552,520,0
Base,0,10,0,100000,0,0,0,0,0,-67600000,1144769591,1352,0,0,0,9.997252747,73966,3350,305,1549,1244,108,73966,1549,305,1244,1352,11.58186813,0.60467033,2.855769231,30648.31181,156.0587912,3.477747253,99233.8283,0.308735746,0.001570824,3.52815E-05,0.196901227,0.920118343,0.018278669,520,0
Base,0,10,0,100000,0,0,0,0,0,-66100000,1264829775,1322,0,0,0,9.997252747,73185,3321,265,1498,1233,89,73185,1498,265,1233,1322,11.72747253,0.509065934,2.410164835,30944.61841,78.2,2.935164835,99284.68159,0.31160099,0.000787788,2.97823E-05,0.176902537,0.932677761,0.018063811,520,0
Base,0,10,0,100000,0,0,0,0,0,-63050000,1457882697,1261,0,0,0,9.997252747,73357,3233,268,1437,1169,92,73357,1437,268,1169,1261,11.04752747,0.525549451,2.654945055,30887.40714,89.84230769,3.195054945,99297.10495,0.310977368,0.000904454,3.23705E-05,0.186499652,0.92704203,0.017189907,520,0
Base,0,10,0,100000,0,0,0,0,0,-72300000,1722612191,1446,0,0,0,9.978021978,76948,3332,303,1648,1345,101,76948,1648,303,1345,1446,11.90961538,0.570604396,2.68021978,27991.81978,116.9645604,3.265659341,99140.27527,0.282167322,0.001178134,3.31024E-05,0.183859223,0.930152144,0.018791911,519,0
Base,0,10,0,100000,0,0,0,0,0,-63050000,1968291596,1261,0,0,0,9.997252747,74511,3352,250,1434,1184,77,74511,1434,250,1184,1261,11.40521978,0.551923077,2.812912088,29878.36456,81.73186813,3.381593407,99288.54286,0.300841949,0.000823222,3.42655E-05,0.174337517,0.938937351,0.016923676,520,0
Base,0,10,0,100000,0,0,0,0,0,-73650000,1200176015,1473,0,0,0,9.997252747,78701,3501,229,1607,1378,95,78701,1607,229,1378,1473,12.14120879,0.415934066,2.43543956,25662.92033,58.67472527,2.861538462,99132.76538,0.258731255,0.000592042,2.89959E-05,0.142501556,0.935505771,0.018716408,520,0
Base,0,10,0,100000,0,0,0,0,0,-86650000,722617047,1733,0,0,0,9.997252747,80632,3383,280,1912,1632,101,80632,1912,280,1632,1733,11.17857143,0.497252747,2.751648352,24089.76621,121.5736264,3.266483516,98899.7467,0.243347121,0.001226228,3.31871E-05,0.146443515,0.941719561,0.021492708,520,0
Base,0,10,0,100000,0,0,0,0,0,-65950000,1877025255,1319,0,0,0,9.997252747,72001,3253,343,1574,1231,88,72001,1574,343,1231,1319,10.87554945,0.669505495,3.226648352,33439.10632,132.1760989,3.915384615,99322.52225,0.336531676,0.001330219,3.97153E-05,0.217916137,0.93328279,0.01831919,520,0
Base,0,10,0,100000,0,0,0,0,0,-64550000,819171473,1291,0,0,0,9.978021978,71925,3107,303,1480,1177,114,71925,1480,303,1177,1291,10.48818681,0.538461538,2.12032967,32245.1511,89.35412088,2.675549451,99250.19341,0.324793158,0.000899958,2.71854E-05,0.20472973,0.911696359,0.017949253,519,0
Base,0,10,0,100000,0,0,0,0,0,-69050000,1001091695,1381,0,0,0,9.997252747,77276,3404,286,1584,1298,83,77276,1584,286,1298,1381,11.82912088,0.575824176,3.075,27284.37527,136.2379121,3.666483516,99216.86621,0.274874212,0.001371657,3.71677E-05,0.180555556,0.939898624,0.017871008,520,0
Base,0,10,0,100000,0,0,0,0,0,-70800000,402119710,1416,0,0,0,9.978021978,70157,2955,339,1634,1295,121,70157,1634,339,1295,1416,9.890659341,0.651373626,2.524175824,35523.2261,121.053022,3.196978022,99232.51978,0.357783824,0.001219298,3.24915E-05,0.20746634,0.914548023,0.020183303,519,0
Base,0,10,0,100000,0,0,0,0,0,-72300000,1981475158,1446,0,0,0,9.978021978,79833,3533,217,1582,1365,81,79833,1582,217,1365,1446,11.89423077,0.449450549,2.422802198,23867.07418,61.92362637,2.886538462,99133.39093,0.240677466,0.000624567,2.92637E-05,0.137168142,0.943983402,0.01811281,519,0
Base,0,10,0,100000,0,0,0,0,0,-66950000,227434853,1339,0,0,0,9.978021978,69439,2964,349,1557,1208,131,69439,1557,349,1208,1339,10.31483516,0.634615385,2.132692308,35609.11511,116.3112637,2.785989011,99240.13269,0.358665294,0.001171521,2.83471E-05,0.224149004,0.902165795,0.019283112,519,0
Base,0,10,0,100000,0,0,0,0,0,-58550000,315231601,1171,0,0,0,9.958791209,71459,3166,312,1373,1061,110,71459,1373,312,1061,1171,11.04862637,0.641483516,2.611538462,33928.40467,129.5708791,3.266758242,99441.2467,0.341091176,0.001303517,3.30834E-05,0.227239621,0.906063194,0.016387019,518,0
Base,0,10,0,100000,0,0,0,0,0,-73600000,1676907239,1472,0,0,0,9.978021978,86626,4058,231,1617,1386,86,86626,1617,231,1386,1472,13.58296703,0.40521978,2.209615385,17478.93846,160.5675824,2.626098901,99145.25907,0.176185668,0.001617016,2.66326E-05,0.142857143,0.941576087,0.016992589,519,0
Base,0,10,0,100000,0,0,0,0,0,-73150000,1978295191,1463,0,0,0,9.997252747,74853,3251,258,1643,1385,78,74853,1643,258,1385,1463,11.08489011,0.499175824,2.890659341,29218.93709,100.4379121,3.404120879,99112.14286,0.294687063,0.00101209,3.45E-05,0.157029823,0.946684894,0.019544975,520,0
Base,0,10,0,100000,0,0,0,0,0,-68200000,387186816,1364,0,0,0,9.997252747,71946,3043,386,1628,1242,122,71946,1628,386,1242,1364,10.47994505,0.7,2.523076923,33689.93159,159.5321429,3.246153846,99247.34533,0.339257215,0.001605505,3.30125E-05,0.237100737,0.910557185,0.018958663,520,0
Base,0,10,0,100000,0,0,0,0,0,-79300000,1206392461,1586,0,0,0,9.978021978,80351,3615,220,1721,1501,85,80351,1721,220,1501,1586,12.33626374,0.442032967,2.481593407,23701.07088,90.32115385,2.936538462,99020.08846,0.239228713,0.000910932,2.97892E-05,0.127832655,0.946406053,0.019738398,519,0
Base,0,10,0,100000,0,0,0,0,0,-61150000,642011739,1223,0,0,0,9.997252747,67992,2992,353,1455,1102,121,67992,1455,353,1102,1223,10.12032967,0.668956044,2.180769231,37114.46236,128.6101648,2.866483516,99345.61456,0.373463801,0.001294173,2.91052E-05,0.242611684,0.90106296,0.01798741,520,0
Base,0,10,0,100000,0,0,0,0,0,-66200000,979575387,1324,0,0,0,9.978021978,74641,3314,309,1504,1195,129,74641,1504,309,1195,1324,11.01401099,0.592582418,2.09532967,29993.09038,137.8354396,2.706593407,99282.1739,0.302006653,0.001387686,2.75146E-05,0.205452128,0.902567976,0.01773824,519,0
Base,0,10,0,100000,0,0,0,0,0,-74000000,1401276515,1480,0,0,0,9.997252747,77009,3398,308,1687,1379,101,77009,1687,308,1379,1480,11.21840659,0.617032967,2.736538462,28522.52088,150.2964286,3.371153846,99158.5283,0.287427905,0.001513793,3.42176E-05,0.182572614,0.931756757,0.019218533,520,0
Base,0,10,0,100000,0,0,0,0,0,-74550000,1846898874,1491,0,0,0,9.997252747,77672,3262,302,1675,1373,118,77672,1675,302,1373,1491,11.19120879,0.480769231,2.194505495,26559.16566,101.0953297,2.689010989,99069.48187,0.267938166,0.001018898,2.73087E-05,0.180298507,0.920858484,0.019196107,520,0
Base,0,10,0,100000,0,0,0,0,0,-72750000,290378816,1455,0,0,0,9.997252747,77886,3220,324,1657,1333,122,77886,1657,324,1333,1455,11.40796703,0.579395604,2.348076923,26942.98516,125.1252747,2.942857143,99120.7728,0.271639563,0.001260583,2.98647E-05,0.195534098,0.916151203,0.018681149,520,0
Base,0,10,0,100000,0,0,0,0,0,-70300000,2060001139,1406,0,0,0,9.997252747,79624,3575,303,1611,1308,98,79624,1611,303,1308,1406,12.25384615,0.528296703,2.277747253,25024.32473,168.8574176,2.821978022,99169.41951,0.252187638,0.001700262,2.86257E-05,0.188081937,0.93029872,0.017657993,520,0
Base,0,10,0,100000,0,0,0,0,0,-78700000,1255755431,1574,0,0,0,9.997252747,81806,3691,233,1718,1485,89,81806,1718,233,1485,1574,12.71923077,0.434615385,2.486538462,21999.01126,89.17994505,2.934615385,99010.69038,0.222071806,0.000899418,2.97933E-05,0.135622817,0.943456163,0.019240642,520,0
Base,0,10,0,100000,0,0,0,0,0,-66450000,2105319325,1329,0,0,0,9.997252747,71730,3158,353,1580,1227,102,71730,1580,353,1227,1329,10.76346154,0.687087912,2.643406593,33840.43049,154.1736264,3.34478022,99272.19725,0.340706596,0.001551909,3.39488E-05,0.223417722,0.923250564,0.018527813,520,0
Base,0,10,0,100000,0,0,0,0,0,-59100000,1611460249,1182,0,0,0,9.997252747,67989,3113,365,1410,1045,137,67989,1410,365,1045,1182,10.63983516,0.701648352,1.775274725,37216.03434,144.5837912,2.495879121,99418.51181,0.374235704,0.001454432,2.53914E-05,0.258865248,0.884094755,0.017385165,520,0
Base,0,10,0,100000,0,0,0,0,0,-60950000,2035572358,1219,0,0,0,9.997252747,68582,2999,307,1432,1125,94,68582,1432,307,1125,1219,10.41483516,0.656868132,2.467857143,36685.34011,123.9434066,3.143681319,99401.26978,0.368946251,0.001247007,3.18977E-05,0.214385475,0.922887613,0.017774343,520,0
Base,0,10,0,100000,0,0,0,0,0,-78650000,819514197,1573,0,0,0,9.978021978,79958,3504,309,1775,1466,107,79958,1775,309,1466,1573,12.06401099,0.604120879,2.989835165,25009.72005,179.818956,3.607967033,99029.82995,0.252324743,0.00181134,3.66092E-05,0.174084507,0.931977114,0.019672828,519,0
Base,0,10,0,100000,0,0,0,0,0,-74450000,898736779,1489,0,0,0,9.978021978,76243,3413,344,1724,1380,109,76243,1724,344,1380,1489,11.48873626,0.627197802,3.042032967,28442.73544,154.9763736,3.690384615,99101.77445,0.286832576,0.001560337,3.74686E-05,0.199535963,0.926796508,0.019529662,519,0
Base,0,10,0,100000,0,0,0,0,0,-57550000,829978760,1151,0,0,0,9.997252747,69696,3143,338,1370,1032,119,69696,1370,338,1032,1151,10.78241758,0.588736264,1.718406593,36377.9033,116.1032967,2.321153846,99460.94588,0.36560372,0.001167977,2.36059E-05,0.246715328,0.896611642,0.016514578,520,0
Base,0,10,0,100000,0,0,0,0,0,-64950000,2026683559,1299,0,0,0,9.997252747,78394,3595,248,1460,1212,87,78394,1460,248,1212,1299,12.23516484,0.461813187,2.592857143,25687.4228,90.86510989,3.069505495,99266.78379,0.258687315,0.000914878,3.11087E-05,0.169863014,0.933025404,0.016570146,520,0
Base,0,10,0,100000,0,0,0,0,0,-65850000,765182178,1317,0,0,0,9.978021978,72863,3104,313,1540,1227,90,72863,1540,313,1227,1317,10.54752747,0.618681319,2.647527473,31990.25522,122.3134615,3.280494505,99240.95577,0.322204734,0.001231351,3.32589E-05,0.203246753,0.93166287,0.018075017,519,0
Base,0,10,0,100000,0,0,0,0,0,-66350000,1869781461,1327,0,0,0,9.978021978,71321,3031,331,1527,1196,131,71321,1527,331,1196,1327,10.4739011,0.547252747,2.074450549,33778.13187,105.2986264,2.641208791,99244.41016,0.340196527,0.001060555,2.6854E-05,0.216764898,0.901281085,0.018606021,519,0
Base,0,10,0,100000,0,0,0,0,0,-66350000,1155087248,1327,0,0,0,9.997252747,72000,3151,338,1564,1226,101,72000,1564,338,1226,1327,11.1239011,0.643131868,2.451648352,32436.96154,101.1634615,3.113461538,99252.1206,0.326724123,0.001018942,3.16179E-05,0.216112532,0.92388847,0.018430556,520,0
Base,0,10,0,100000,0,0,0,0,0,-63850000,332622055,1277,0,0,0,9.997252747,74756,3502,263,1436,1173,104,74756,1436,263,1173,1277,11.97884615,0.515934066,2.111813187,29693.70989,83.54725275,2.640934066,99303.91016,0.298924505,0.000841729,2.67885E-05,0.183147632,0.918559123,0.017082241,520,0
Base,0,10,0,100000,0,0,0,0,0,-71750000,135779523,1435,0,0,0,9.997252747,79184,3561,271,1621,1350,85,79184,1621,271,1350,1435,12.58104396,0.55521978,2.760714286,25232.38654,135.6431319,3.329945055,99132.26621,0.254388974,0.001365774,3.37478E-05,0.167180753,0.940766551,0.018122348,520,0
Base,0,10,0,100000,0,0,0,0,0,-75000000,877270079,1500,0,0,0,9.997252747,73599,3059,311,1713,1402,98,73599,1713,311,1402,1500,10.32747253,0.579395604,2.594505495,31104.36786,119.8826923,3.191758242,99097.3544,0.313707596,0.001208239,3.23962E-05,0.181552831,0.934666667,0.020380712,520,0
Base,0,10,0,100000,0,0,0,0,0,-67350000,1645208761,1347,0,0,0,9.997252747,72693,3174,348,1613,1265,82,72693,1613,348,1265,1347,11.07884615,0.740384615,3.44010989,32849.86841,142.9818681,4.202747253,99328.22198,0.330582396,0.001439239,4.26106E-05,0.215747055,0.939123979,0.018529982,520,0
