Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
Base,0,3,0,100000,0,0,0,0,0,-16049,447575562,16049,0,0,0,2.997252747,804211,34723,2277,17444,15167,882,804211,17444,2277,15167,16049,398.3434066,13.22527473,78.6474359,300735.141,3820.849817,91.8992674,986398.5055,0.303785677,0.003843693,9.2604E-05,0.130531988,0.945043305,0.019956206,156,0
Base,0,3,0,100000,0,0,0,0,0,-14867,123560144,14867,0,0,0,2.997252747,882062,41034,2079,16215,14136,731,882062,16215,2079,14136,14867,463.8232601,13.10347985,86.65384615,223017.7985,5112.858059,99.78754579,987326.8086,0.224898892,0.005139051,0.000100491,0.128214616,0.950830699,0.016854824,156,0
Base,0,3,0,100000,0,0,0,0,0,-12926,640155888,12926,0,0,0,2.958791209,690504,30214,2855,14852,11997,929,690504,14852,2855,11997,12926,345.8708791,19.27106227,83.20879121,457069.0037,4182.567766,102.5247253,990196.2628,0.460415427,0.004202521,0.000103183,0.192230003,0.928129352,0.01871966,154,0
Base,0,3,0,100000,0,0,0,0,0,-12566,1358312252,12566,0,0,0,2.978021978,683006,30314,2867,14461,11594,972,683006,14461,2867,11594,12566,343.9377289,18.39010989,75.36172161,439701.0733,3631.705128,93.7985348,990042.63,0.443181961,0.003648532,9.43726E-05,0.198257382,0.922648416,0.018398081,155,0
Base,0,3,0,100000,0,0,0,0,0,-15723,1117908947,15723,0,0,0,2.997252747,723762,29363,3132,17867,14735,988,723762,17867,3132,14735,15723,334.7051282,21.30494505,106.9990842,485142.869,4873.940476,128.3608059,989261.7509,0.488413601,0.004903018,0.000129339,0.175295237,0.937162119,0.021723992,156,0
Base,0,3,0,100000,0,0,0,0,0,-17236,1842424189,17236,0,0,0,2.978021978,827262,34782,2644,18847,16203,1033,827262,18847,2644,16203,17236,398.9249084,15.77472527,94.11630037,312235.3764,5382.222527,109.9276557,986117.7143,0.31501911,0.005417357,0.000110833,0.140287579,0.940067301,0.020834995,155,0
Base,0,3,0,100000,0,0,0,0,0,-13470,1855899401,13470,0,0,0,2.997252747,732645,32376,2251,15073,12822,648,732645,15073,2251,12822,13470,370.5119048,15.41208791,96.31135531,375549.5201,2507.294872,111.7655678,988896.7912,0.378860978,0.002518916,0.00011249,0.149339879,0.951893096,0.018385439,156,0
Base,0,3,0,100000,0,0,0,0,0,-14210,1690207035,14210,0,0,0,2.997252747,701679,29571,3000,16247,13247,963,701679,16247,3000,13247,14210,337.4917582,20.05311355,97.21062271,432178.8562,4819.055861,117.3131868,988914.8141,0.435833401,0.004844314,0.000118121,0.184649474,0.932230823,0.020251426,156,0
Base,0,3,0,100000,0,0,0,0,0,-14634,979997013,14634,0,0,0,2.997252747,734747,32088,2329,16197,13868,766,734747,16197,2329,13868,14634,372.5238095,15.51923077,97.01648352,373202.2015,3218.770147,112.5778388,987892.6291,0.376770248,0.003235331,0.000113364,0.14379206,0.947656143,0.01991706,156,0
Base,0,3,0,100000,0,0,0,0,0,-12060,140649493,12060,0,0,0,2.978021978,706239,32251,2473,13604,11131,929,706239,13604,2473,11131,12060,369.8452381,15.31043956,65.17673993,406931.9295,2802.225275,80.52472527,990190.7317,0.410132688,0.002814239,8.10026E-05,0.181784769,0.922968491,0.017076372,155,0
Base,0,3,0,100000,0,0,0,0,0,-13468,1049006419,13468,0,0,0,2.997252747,751380,34236,2247,14982,12734,734,751380,14982,2247,12734,13468,390.1355311,14.83882784,94.41391941,365775.5623,2930.190476,109.290293,989008.8434,0.368846489,0.002943787,0.000109995,0.149979976,0.945500446,0.017924353,156,0
Base,0,3,0,100000,0,0,0,0,0,-12061,133171431,12061,0,0,0,2.997252747,711407,32378,2801,14025,11224,837,711407,14025,2801,11224,12061,372.0952381,19.0952381,84.47527473,420399.4963,4245.246337,103.6163004,990569.8288,0.423439182,0.004263361,0.000104219,0.199714795,0.930602769,0.016953727,156,0
Base,0,3,0,100000,0,0,0,0,0,-13855,754137677,13855,0,0,0,2.997252747,740864,32463,2451,15514,13063,792,740864,15514,2451,13063,13855,375.3150183,16.06318681,90.93315018,375427.8022,3972.447802,107.029304,988705.6493,0.378702054,0.003991895,0.000107737,0.157986335,0.942836521,0.018701138,156,0
Base,0,3,0,100000,0,0,0,0,0,-16363,1000873430,16363,0,0,0,2.978021978,812019,34834,2585,17926,15341,1022,812019,17926,2585,15341,16363,401.7628205,15.73992674,84.19413919,319683.7564,5199.614469,99.97619048,986722.3031,0.32256177,0.005231741,0.000100766,0.14420395,0.937542016,0.020151006,155,0
Base,0,3,0,100000,0,0,0,0,0,-14114,1313389799,14114,0,0,0,2.997252747,740783,32333,3024,16084,13060,1054,740783,16084,3024,13060,14114,365.735348,19.21794872,81.61813187,393135.2024,5511.038462,100.8800366,988829.2335,0.396393352,0.005540694,0.000101577,0.188012932,0.925322375,0.019052813,156,0
Base,0,3,0,100000,0,0,0,0,0,-14422,121790188,14422,0,0,0,2.978021978,808175,36440,2362,16095,13733,689,808175,16095,2362,13733,14422,416.0375458,16.31410256,112.9102564,327437.0119,5345.377289,129.2701465,988414.4505,0.330011427,0.00537205,0.000130157,0.14675365,0.952225766,0.017845145,155,0
Base,0,3,0,100000,0,0,0,0,0,-13586,1036100353,13586,0,0,0,2.997252747,722737,32128,2378,15294,12916,670,722737,15294,2378,12916,13586,364.28663,16.3956044,106.2820513,389601.587,2992.053114,122.7188645,988912.413,0.39301616,0.003005932,0.000123509,0.155485811,0.950684528,0.018797986,156,0
Base,0,3,0,100000,0,0,0,0,0,-13624,968743712,13624,0,0,0,2.997252747,774488,35235,2167,15069,12902,722,774488,15069,2167,12902,13624,400.1254579,14.22985348,87.5018315,327344.8498,2864.223443,101.7710623,988530.2179,0.330292767,0.002877767,0.000102439,0.143805163,0.947005285,0.017590976,156,0
Base,0,3,0,100000,0,0,0,0,0,-14210,2061988581,14210,0,0,0,2.958791209,796436,35342,2594,16004,13410,800,796436,16004,2594,13410,14210,405.0576923,17.49450549,97.21520147,354093.0229,5672.5,114.753663,988907.0266,0.356692502,0.005701375,0.000115527,0.162084479,0.943701619,0.017841986,154,0
Base,0,3,0,100000,0,0,0,0,0,-14748,493045351,14748,0,0,0,2.978021978,786648,35063,2085,16059,13974,774,786648,16059,2085,13974,14748,402.0201465,12.37912088,77.13095238,307852.848,1830.423993,89.54029304,987367.4625,0.310920389,0.001840034,9.01747E-05,0.129833738,0.947518308,0.018747902,155,0
Base,0,3,0,100000,0,0,0,0,0,-14160,2114879591,14160,0,0,0,2.997252747,750187,33270,2558,15883,13325,835,750187,15883,2558,13325,14160,381.4093407,17.10989011,88.68315018,379861.7463,4189.35348,105.8379121,988695.3004,0.383028794,0.004210419,0.000106556,0.161052698,0.941031073,0.018875294,156,0
Base,0,3,0,100000,0,0,0,0,0,-12668,740411181,12668,0,0,0,2.997252747,709887,31550,2743,14503,11760,908,709887,14503,2743,11760,12668,360.6437729,18.14835165,79.26190476,418421.1621,3674.851648,97.45695971,990005.0458,0.421647903,0.003691694,9.80696E-05,0.189133283,0.928323334,0.017845094,156,0
Base,0,3,0,100000,0,0,0,0,0,-13538,1376966213,13538,0,0,0,2.997252747,700961,30317,2779,15254,12475,1063,700961,15254,2779,12475,13538,347.8736264,17.28388278,70.10714286,427816.2875,2800.857143,87.42399267,989314.7408,0.431343507,0.002815008,8.80114E-05,0.182181723,0.921480278,0.019313485,156,0
Base,0,3,0,100000,0,0,0,0,0,-14216,1146581685,14216,0,0,0,2.997252747,740348,32129,2431,15817,13386,830,740348,15817,2431,13386,14216,368,15.20421245,86.32600733,368091.6694,2511.100733,101.5622711,988234.4734,0.371503008,0.002523997,0.000102254,0.153695391,0.941615082,0.019201781,156,0
Base,0,3,0,100000,0,0,0,0,0,-12137,155935633,12137,0,0,0,2.997252747,704665,31708,2300,13813,11513,624,704665,13813,2300,11513,12137,358.6318681,15.95054945,100.6437729,409842.1355,2783.918498,116.6263736,990197.2317,0.413050068,0.00279501,0.000117285,0.16650981,0.948586965,0.017223787,156,0
Base,0,3,0,100000,0,0,0,0,0,-16296,341276256,16296,0,0,0,2.997252747,781578,33414,2254,17687,15433,863,781578,17687,2254,15433,16296,381.5228938,13.64835165,84.29395604,341582.9762,3255.350733,97.98076923,986640.3342,0.344869545,0.003274863,9.87489E-05,0.127438231,0.947042219,0.020850126,156,0
Base,0,3,0,100000,0,0,0,0,0,-15096,1987703634,15096,0,0,0,2.997252747,749404,32079,2173,16466,14293,803,749404,16466,2173,14293,15096,362.496337,13.86446886,88.33699634,356311.7344,2078.692308,102.2509158,987400.2811,0.359830793,0.002089909,0.00010299,0.131968906,0.946807101,0.020144008,156,0
Base,0,3,0,100000,0,0,0,0,0,-12386,924521577,12386,0,0,0,2.978021978,674848,29721,2686,14352,11666,720,674848,14352,2686,11666,12386,341.1272894,19.31227106,105.043956,468435.7821,3516.49359,124.4075092,990619.1016,0.471782948,0.003531764,0.00012515,0.187151616,0.941869853,0.018353763,155,0
Base,0,3,0,100000,0,0,0,0,0,-13908,1509459185,13908,0,0,0,2.978021978,747698,32826,2323,15427,13104,804,747698,15427,2323,13104,13908,374.1739927,15.00457875,84.80860806,372797.8718,2520.715201,99.85622711,988701.9753,0.375988633,0.00253306,0.000100528,0.150580152,0.942191544,0.018601093,155,0
Base,0,3,0,100000,0,0,0,0,0,-12544,534919067,12544,0,0,0,2.978021978,698803,31429,2363,14152,11789,755,698803,14152,2363,11789,12544,361.1245421,16.16575092,88.05128205,424203.6071,2896.511905,104.2518315,990019.3059,0.427522246,0.002909052,0.000104873,0.166972866,0.939811862,0.017950696,155,0
Base,0,3,0,100000,0,0,0,0,0,-14902,778708269,14902,0,0,0,2.978021978,776915,33614,2695,16720,14025,877,776915,16720,2695,14025,14902,386.8626374,18.03113553,91.81501832,359412.2161,5468.614469,109.8928571,988153.587,0.362422729,0.005499063,0.000110693,0.161184211,0.941148839,0.019180991,155,0
Base,0,3,0,100000,0,0,0,0,0,-14506,1073148084,14506,0,0,0,2.978021978,706732,29653,2866,16301,13435,1071,706732,16301,2866,13435,14506,341.8040293,17.82326007,77.4514652,422898.6071,3340.527473,95.32142857,988530.9322,0.426611515,0.003358889,9.60013E-05,0.175817435,0.926168482,0.020525461,155,0
Base,0,3,0,100000,0,0,0,0,0,-12947,43418681,12947,0,0,0,2.997252747,694912,30316,2645,14826,12181,766,694912,14826,2645,12181,12947,344.3672161,18.16483516,97.61446886,427483.2042,3581.92033,115.8305861,989722.3288,0.430944588,0.003598248,0.000116549,0.178402806,0.940835715,0.018631136,156,0
Base,0,3,0,100000,0,0,0,0,0,-13308,1480386899,13308,0,0,0,2.997252747,794518,36338,2541,14968,12427,881,794518,14968,2541,12427,13308,416.3232601,16.13003663,80.20879121,336289.5797,5278.835165,96.37362637,989262.6676,0.338843426,0.005304183,9.69899E-05,0.169762159,0.933799219,0.016749778,156,0
Base,0,3,0,100000,0,0,0,0,0,-12708,1788037497,12708,0,0,0,2.978021978,690627,30416,2668,14448,11780,928,690627,14448,2668,11780,12708,344.0228938,17.78663004,76.43772894,425180.6896,3117.380037,94.28021978,989776.1035,0.428676012,0.003131816,9.48705E-05,0.184662237,0.926975134,0.018400671,155,0
Base,0,3,0,100000,0,0,0,0,0,-14092,804814024,14092,0,0,0,2.997252747,820521,38018,2242,15591,13349,743,820521,15591,2242,13349,14092,432.8681319,15.45879121,93.56318681,301763.9661,5008.155678,109.0512821,988397.9057,0.3042085,0.005032955,0.000109785,0.143800911,0.94727505,0.017174454,156,0
Base,0,3,0,100000,0,0,0,0,0,-16842,236753046,16842,0,0,0,2.997252747,863051,37558,2372,18343,15971,871,863051,18343,2372,15971,16842,425.7747253,14.51007326,82.3003663,269622.87,6406.03022,96.84432234,986196.0092,0.27189658,0.006446661,9.76309E-05,0.129313635,0.948284052,0.01951449,156,0
Base,0,3,0,100000,0,0,0,0,0,-11467,1380963462,11467,0,0,0,2.978021978,671655,29850,2767,13406,10639,828,671655,13406,2767,10639,11467,340.7399267,18.29578755,72.91300366,482824.1584,3590.39652,91.27014652,991514.4286,0.485883234,0.003604976,9.17907E-05,0.206400119,0.927792797,0.017072753,155,0
Base,0,3,0,100000,0,0,0,0,0,-13085,823728431,13085,0,0,0,2.978021978,712551,31391,2752,14818,12066,1019,712551,14818,2752,12066,13085,361.4954212,16.3452381,66.46520147,403249.9368,3350.419414,82.85897436,989389.1401,0.406638127,0.00336669,8.33931E-05,0.18572007,0.92212457,0.018363598,155,0
Base,0,3,0,100000,0,0,0,0,0,-14324,663226549,14324,0,0,0,2.997252747,750638,32926,2385,15911,13526,798,750638,15911,2385,13526,14324,375.746337,15.36080586,88.01098901,356383.4249,2750.481685,103.4102564,988086.9158,0.359714514,0.002764583,0.00010412,0.149896298,0.944289305,0.019082434,156,0
Base,0,3,0,100000,0,0,0,0,0,-14987,2101566889,14987,0,0,0,2.997252747,797118,35005,2331,16565,14234,753,797118,16565,2331,14234,14987,400.3571429,15.21703297,97.42216117,314744.5027,4126.102564,112.6749084,987511.1868,0.317652184,0.004148025,0.000113486,0.140718382,0.949756456,0.018801482,156,0
Base,0,3,0,100000,0,0,0,0,0,-13096,2052387117,13096,0,0,0,2.978021978,676174,28864,3016,15081,12065,1031,676174,15081,3016,12065,13096,331.7161172,19.5540293,80.1510989,468736.4075,3435.513736,99.75641026,990084.2656,0.472259632,0.003452095,0.000100403,0.199986738,0.921273671,0.019367796,155,0
Base,0,3,0,100000,0,0,0,0,0,-13378,116577441,13378,0,0,0,2.997252747,733262,32655,2270,14892,12622,756,733262,14892,2270,12622,13378,375.3424908,14.46336996,84.72435897,366019.8938,3123.019231,99.22435897,988769.1978,0.369364741,0.00313761,9.98557E-05,0.152430835,0.943489311,0.018244502,156,0
Base,0,3,0,100000,0,0,0,0,0,-12431,1969152976,12431,0,0,0,2.997252747,696003,30985,2414,14031,11617,814,696003,14031,2414,11617,12431,358.025641,16.55494505,82.09615385,414908.7161,2828.15293,98.69322344,989878.3498,0.41831196,0.002840597,9.92767E-05,0.172047609,0.934518542,0.017860555,156,0
Base,0,3,0,100000,0,0,0,0,0,-11564,1548656609,11564,0,0,0,2.997252747,669681,29691,3282,13670,10388,1176,669681,13670,3282,10388,11564,337.5576923,20.22069597,65.90384615,477014.6795,3844.212454,86.18040293,991309.1355,0.480183126,0.003860709,8.66792E-05,0.240087783,0.898305085,0.017267923,156,0
Base,0,3,0,100000,0,0,0,0,0,-13056,1144769591,13056,0,0,0,2.997252747,719467,31911,2874,14989,12115,941,719467,14989,2874,12115,13056,363.3534799,19.21062271,87.65934066,411935.8727,5063.936813,106.9203297,989722.6996,0.415157651,0.005088066,0.000107593,0.19174061,0.927925858,0.018146767,156,0
Base,0,3,0,100000,0,0,0,0,0,-12681,1264829775,12681,0,0,0,2.997252747,710065,32376,2209,14168,11959,722,710065,14168,2209,11959,12681,373.474359,14.80586081,82.52838828,398411.8443,2524.260989,97.37271062,989600.2784,0.401752199,0.002535277,9.79572E-05,0.155914737,0.943064427,0.017858928,156,0
Base,0,3,0,100000,0,0,0,0,0,-12912,1457882697,12912,0,0,0,2.997252747,713128,31942,2254,14477,12223,689,713128,14477,2254,12223,12912,361.6327839,15.07417582,95.93223443,400974.7115,2921.652015,111.0494505,989502.0897,0.404310524,0.002934478,0.000111736,0.155695241,0.946638786,0.018106146,156,0
Base,0,3,0,100000,0,0,0,0,0,-13386,1722612191,13386,0,0,0,2.978021978,747640,33241,2552,15070,12518,868,747640,15070,2552,12518,13386,382.4276557,17.003663,83.65659341,393243.5412,3780.42033,100.7069597,989511.261,0.396217055,0.003798572,0.000101358,0.169343066,0.935156133,0.017904339,155,0
Base,0,3,0,100000,0,0,0,0,0,-12531,1968291596,12531,0,0,0,2.997252747,724155,32726,2318,14180,11862,669,724155,14180,2318,11862,12531,375.9807692,16.16025641,95.74084249,392116.1071,2657.450549,111.9487179,989825.4368,0.395247715,0.002668746,0.00011261,0.163469676,0.946612401,0.017304306,156,0
Base,0,3,0,100000,0,0,0,0,0,-14021,1200176015,14021,0,0,0,2.997252747,769870,34957,2002,15304,13302,719,769870,15304,2002,13302,14021,398.8415751,13.06135531,81.24084249,348106.5092,1924.423993,94.33882784,988492.3095,0.351091998,0.001933726,9.49674E-05,0.130815473,0.948719777,0.018212166,156,0
Base,0,3,0,100000,0,0,0,0,0,-16559,722617047,16559,0,0,0,2.997252747,786499,33127,2550,18118,15567,992,786499,18118,2550,15567,16559,382.043956,16.00091575,86.02014652,346505.9716,3957.336081,102.0641026,986658.2976,0.349732383,0.003982147,0.000102887,0.140744011,0.940093001,0.021054064,156,0
Base,0,3,0,100000,0,0,0,0,0,-12829,1877025255,12829,0,0,0,2.997252747,697758,30757,3011,14967,11956,873,697758,14967,3011,11956,12829,349.3452381,20.76098901,97.99175824,458226.0403,4273.811355,118.8049451,990435.7042,0.461421939,0.004293421,0.000119535,0.20117592,0.931951048,0.018386031,156,0
Base,0,3,0,100000,0,0,0,0,0,-14474,2108515140,14474,0,0,0,2.978021978,756223,33212,2346,16066,13720,754,756223,16066,2346,13720,14474,380.9990842,15.27838828,95.5989011,353434.4826,3309.945055,110.9194139,988015.6969,0.356716417,0.003326869,0.000111696,0.146022657,0.947906591,0.019139857,155,0
Base,0,3,0,100000,0,0,0,0,0,-13910,1001091695,13910,0,0,0,2.997252747,754696,33204,2640,15798,13158,752,754696,15798,2640,13158,13910,379.7765568,18.27106227,103.2124542,377623.2756,4440.338828,121.5274725,988943.4826,0.380685267,0.004462617,0.000122338,0.167109761,0.945938174,0.018431262,156,0
Base,0,3,0,100000,0,0,0,0,0,-13769,402119710,13769,0,0,0,2.978021978,677930,28470,3099,15791,12692,1077,677930,15791,3099,12692,13769,324.7985348,20.14285714,81.98260073,480791.3892,3887.593407,102.1913919,989823.924,0.484382939,0.003908084,0.0001029,0.196251029,0.921780812,0.020310357,155,0
Base,0,3,0,100000,0,0,0,0,0,-12920,819123399,12920,0,0,0,2.997252747,755781,34761,2149,14341,12192,728,755781,14341,2149,12192,12920,398.7600733,14.41391941,81.81684982,344902.0275,2239.673077,96.26098901,989132.7839,0.347904693,0.002249824,9.68489E-05,0.14985008,0.943653251,0.017094899,156,0
Base,0,3,0,100000,0,0,0,0,0,-12575,227434853,12575,0,0,0,2.978021978,670374,28699,3140,14560,11420,1155,670374,14560,3140,11420,12575,325.5,19.42490842,67.63736264,474841.3104,3746.857143,87.10897436,990499.3452,0.478276342,0.003764394,8.76564E-05,0.215659341,0.908151093,0.018758186,155,0
Base,0,3,0,100000,0,0,0,0,0,-16295,2112314607,16295,0,0,0,2.997252747,804162,35184,2091,17578,15487,808,804162,17578,2091,15487,16295,405.2628205,12.24450549,77.71062271,301200.2555,3300.728022,89.98534799,986203.0339,0.30428354,0.003320201,9.06828E-05,0.118955513,0.950414237,0.02026333,156,0
Base,0,3,0,100000,0,0,0,0,0,-14276,1676907239,14276,0,0,0,2.978021978,851007,39692,2257,15686,13429,847,851007,15686,2257,13429,14276,452.9313187,13.63644689,75.51282051,264746.3361,5285.062271,89.17399267,988040.359,0.266899798,0.005311883,8.97921E-05,0.143886268,0.940669655,0.01677542,155,0
Base,0,3,0,100000,0,0,0,0,0,-14317,1978295191,14317,0,0,0,2.997252747,735632,31786,2401,15910,13509,808,735632,15910,2401,13509,14317,364.5421245,16.13278388,91.7032967,377720.9634,3307.53022,107.8690476,988267.6218,0.381176686,0.00332435,0.000108614,0.150911376,0.943563596,0.019462177,156,0
Base,0,3,0,100000,0,0,0,0,0,-12783,387186816,12783,0,0,0,2.997252747,699047,30288,3323,14999,11676,1107,699047,14999,3323,11676,12783,348.6419414,21.73901099,81.03021978,472632.0952,5167.520147,102.8415751,990781.293,0.475713028,0.005192336,0.000103491,0.221548103,0.91340061,0.018286324,156,0
Base,0,3,0,100000,0,0,0,0,0,-14640,2105391050,14640,0,0,0,2.978021978,742125,32009,2292,16169,13877,763,742125,16169,2292,13877,14640,368.7335165,14.40750916,90.11446886,370472.6071,3053.770147,104.5503663,987950.8892,0.373930201,0.003069463,0.000105271,0.141752737,0.947882514,0.019727135,155,0
Base,0,3,0,100000,0,0,0,0,0,-15530,66132840,15530,0,0,0,2.997252747,773978,32870,2414,17075,14661,869,773978,17075,2414,14661,15530,374.724359,15.42307692,92.36721612,338306.3938,3686.06044,107.8278388,987128.9927,0.341592283,0.003706737,0.000108623,0.141376281,0.944043786,0.02006517,156,0
Base,0,3,0,100000,0,0,0,0,0,-13097,979575387,13097,0,0,0,2.978021978,731824,32362,2907,14978,12071,1026,731824,14978,2907,12071,13097,370.3040293,17.75,70.9496337,395757.174,4524.991758,88.74908425,989544.7729,0.398904982,0.004547224,8.93217E-05,0.194084657,0.921661449,0.017896379,155,0
Base,0,3,0,100000,0,0,0,0,0,-14323,1401276515,14323,0,0,0,2.997252747,744698,32672,2877,16208,13331,992,744698,16208,2877,13331,14323,372.6813187,19.14102564,86.78479853,416679.4359,4811.223443,105.9752747,989186.9377,0.419768225,0.004836997,0.000106706,0.177504936,0.930740767,0.0192333,156,0
Base,0,3,0,100000,0,0,0,0,0,-15477,1846898874,15477,0,0,0,2.997252747,762786,32510,2507,17024,14517,960,762786,17024,2507,14517,15477,372.3461538,14.99908425,74.73626374,356426.706,3317.871795,89.77838828,987302.8974,0.359809819,0.003337494,9.04618E-05,0.147262688,0.937972475,0.020290094,156,0
Base,0,3,0,100000,0,0,0,0,0,-15019,290378816,15019,0,0,0,2.997252747,760284,32680,2751,16760,14009,1010,760284,16760,2751,14009,15019,378.9304029,17.12728938,82.32875458,380669.5522,4072.240842,99.4981685,988167.9689,0.383860871,0.004095421,0.00010023,0.164140811,0.932751848,0.01975446,156,0
Base,0,3,0,100000,0,0,0,0,0,-13981,2060001139,13981,0,0,0,2.997252747,780514,34794,2655,15693,13038,943,780514,15693,2655,13038,13981,399.0064103,16.41666667,77.84981685,355276.8233,5549.234432,94.30586081,988839.1319,0.358077528,0.005577948,9.49575E-05,0.169183712,0.93255132,0.017912555,156,0
Base,0,3,0,100000,0,0,0,0,0,-15415,1255755431,15415,0,0,0,2.997252747,804088,35171,2114,16735,14621,794,804088,16735,2114,14621,15415,401.1236264,13.19047619,81.95970696,297993.6841,2937.339744,95.18040293,986919.1282,0.30093563,0.002953566,9.58874E-05,0.126322079,0.948491729,0.019170787,156,0
Base,0,3,0,100000,0,0,0,0,0,-13038,2105319325,13038,0,0,0,2.997252747,692118,30193,3259,15261,12002,1036,692118,15261,3259,12002,13038,345.4166667,22.33882784,92.39652015,475898.7079,4943.195971,114.7783883,990535.1419,0.479123235,0.004967373,0.000115518,0.213550881,0.92053996,0.018837828,156,0
Base,0,3,0,100000,0,0,0,0,0,-11373,1611460249,11373,0,0,0,2.997252747,656175,29113,3484,13497,10013,1360,656175,13497,3484,10013,11373,332.8580586,20.97802198,56.3021978,496397.3462,4654.998168,77.33699634,991637.7811,0.4995601,0.004674707,7.77979E-05,0.258131437,0.880418535,0.017332267,156,0
Base,0,3,0,100000,0,0,0,0,0,-12658,2035572358,12658,0,0,0,2.997252747,669795,28863,2910,14646,11736,922,669795,14646,2910,11736,12658,328.4075092,19.78846154,83.27747253,482773.4084,4073.341575,103.1217949,990582.152,0.4861794,0.004092258,0.000103766,0.198689062,0.927160689,0.01889832,156,0
Base,0,3,0,100000,0,0,0,0,0,-15017,819514197,15017,0,0,0,2.978021978,782596,33663,3073,17053,13980,1037,782596,17053,3073,13980,15017,384.3397436,19.51190476,92.91666667,370370.8956,5887.454212,112.4880952,988357.4954,0.373264987,0.005921239,0.00011332,0.180202897,0.930944929,0.0191887,155,0
Base,0,3,0,100000,0,0,0,0,0,-13854,898736779,13854,0,0,0,2.978021978,738385,32519,2691,15691,13000,854,738385,15691,2691,13000,13854,370.8443223,18.66758242,92.53388278,393940.6154,5008.231685,111.253663,989020.5064,0.39715955,0.005033452,0.000111994,0.171499586,0.938357153,0.01876257,155,0
Base,0,3,0,100000,0,0,0,0,0,-11242,829978760,11242,0,0,0,2.997252747,671363,30316,3157,13155,9998,1244,671363,13155,3157,9998,11242,347.5064103,19.32875458,54.31318681,510012.6758,3720.003663,73.68772894,992125.4707,0.512853811,0.003735448,7.41184E-05,0.239984797,0.889343533,0.01674504,156,0
Base,0,3,0,100000,0,0,0,0,0,-12793,2026683559,12793,0,0,0,2.997252747,756428,34632,2131,14266,12135,658,756428,14266,2131,12135,12793,394.4029304,14.54761905,88.93498168,356566.6429,2897.872711,103.5210623,989470.8095,0.359466558,0.00291041,0.00010414,0.149376139,0.948565622,0.016912383,156,0
Base,0,3,0,100000,0,0,0,0,0,-13298,2142267115,13298,0,0,0,2.997252747,762148,35317,1991,14591,12600,698,762148,14591,1991,12600,13298,406.2380952,13.12728938,82.65934066,337723.9551,1998.755495,95.81776557,988793.0943,0.340738451,0.00200795,9.64265E-05,0.136453978,0.947510904,0.017448055,156,0
Base,0,3,0,100000,0,0,0,0,0,-13105,1869781461,13105,0,0,0,2.978021978,694458,30099,2787,14854,12067,1038,694458,14854,2787,12067,13105,342.6565934,17.27930403,71.3543956,450443.0632,3427.507326,88.68315018,989969.9084,0.453817287,0.003444088,8.92621E-05,0.187626229,0.92079359,0.018870832,155,0
Base,0,3,0,100000,0,0,0,0,0,-13446,1155087248,13446,0,0,0,2.997252747,692789,29910,2666,15189,12523,923,692789,15189,2666,12523,13446,341.1886447,17.79212454,81.13827839,425709.3874,3248.021062,98.98351648,989211.4286,0.429364854,0.003264253,9.96467E-05,0.175521759,0.93135505,0.019408507,156,0
Base,0,3,0,100000,0,0,0,0,0,-12411,332622055,12411,0,0,0,2.997252747,729966,32860,2550,14085,11535,876,729966,14085,2550,11535,12411,373.978022,16.07509158,72.29578755,394546.0614,2738.563187,88.41208791,990064.9991,0.397550227,0.00275051,8.89513E-05,0.181043663,0.929417452,0.017002162,156,0
Base,0,3,0,100000,0,0,0,0,0,-14601,135779523,14601,0,0,0,2.997252747,772282,34031,2459,16234,13775,826,772282,16234,2459,13775,14601,389.2728938,16.67673993,92.0970696,357429.7125,4424.121795,108.8131868,988250.5275,0.36046303,0.004447648,0.000109576,0.151472219,0.943428532,0.018906306,156,0
Base,0,3,0,100000,0,0,0,0,0,-14736,877270079,14736,0,0,0,2.997252747,712034,29734,2987,16669,13682,1054,712034,16669,2987,13682,14736,342.1996337,19.11263736,84.51007326,424340.7161,3867.475275,103.6684982,988503.3123,0.428005705,0.003889118,0.000104423,0.179194913,0.928474484,0.020695641,156,0
Base,0,3,0,100000,0,0,0,0,0,-13156,1645208761,13156,0,0,0,2.997252747,705831,30578,3106,15408,12302,854,705831,15408,3106,12302,13156,348.8745421,21.88827839,109.0375458,455341.9332,4649.379121,130.9761905,990260.6593,0.458519769,0.004671462,0.000131814,0.201583593,0.935086652,0.018639023,156,0
