Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Case-fatality,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3569.00056,387186816,3569,28,9.333333333,12,2.997252747,435935,18559,8638,9374,728,2841,435935,9374,8638,728,3569,210.9120879,55.67765568,12.31776557,799493.6703,3184.524725,68.20604396,998483.3993,0.80054831,0.003189185,6.85321E-05,0.921484958,0.203978706,0.008187,156,28
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3785.0008,2105391050,3785,40,13.33333333,20,2.978021978,410441,17668,8205,9112,907,2878,410441,9112,8205,907,3785,202.0421245,53.57051282,12.89835165,786987.6163,1683.278388,66.66025641,998181.2601,0.788277469,0.001685143,6.6965E-05,0.900460931,0.239630119,0.009221788,155,40
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4881.0009,66132840,4881,45,15,16,2.997252747,529942,22631,10347,11641,1286,3595,529942,11641,10347,1286,4881,256.1263736,66.0540293,17.11904762,727102.5082,2522.013736,83.36263736,997519.2637,0.728685308,0.002526954,8.37635E-05,0.888841165,0.2634706,0.009210442,156,45
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4103.00076,979575387,4103,38,12.66666667,14,2.978021978,466545,20666,8909,9704,788,3315,466545,9704,8909,788,4103,233.6858974,55.07326007,12.07600733,744300.9359,2872.475275,67.35897436,997875.8782,0.745716675,0.002876492,6.7678E-05,0.918075021,0.192054594,0.008794436,155,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4112.00084,1401276515,4112,42,14,14,2.997252747,480229,20627,9261,10252,986,3126,480229,10252,9261,986,4112,236.2179487,59.6996337,14.38095238,759197.1749,3089.607143,74.26282051,998031.0742,0.76048909,0.003094213,7.45956E-05,0.903335934,0.239785992,0.008562582,156,42
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4740.00078,1846898874,4740,39,13,19,2.997252747,477407,20500,9588,10608,1012,3728,477407,10608,9588,1012,4740,231.4349817,56.53937729,13.70604396,763987.3919,2069.90293,70.43864469,997719.2308,0.765531968,0.00207355,7.08241E-05,0.903846154,0.21350211,0.009928635,156,39
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4141.00084,290378816,4141,42,14,16,2.997252747,445401,19164,8766,9695,924,3217,445401,9695,8766,924,4141,217.5054945,54.36538462,13.16758242,765897.1099,2376.569597,67.71520147,997954.7097,0.767289241,0.002380137,6.80472E-05,0.904177411,0.223134509,0.00929724,156,42
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4169.00082,2060001139,4169,41,13.66666667,16,2.997252747,490536,21976,8984,9857,869,3300,490536,9857,8984,869,4169,247.4120879,55.93040293,13.08791209,747763.7134,3458.440476,69.19871795,998013.022,0.749053319,0.003463854,6.9535E-05,0.911433499,0.208443272,0.008498867,156,41
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4670.00086,1255755431,4670,43,14.33333333,22,2.997252747,493689,21518,9129,10307,1172,3498,493689,10307,9129,1172,4670,245.0228938,55.73260073,14.17582418,734281.6108,1796.399267,70.08516484,997618.5073,0.735837049,0.001799349,7.04513E-05,0.885708742,0.250963597,0.009459397,156,43
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3214.0006,2105319325,3214,30,10,12,2.997252747,418978,17869,8245,8985,719,2495,418978,8985,8245,719,3214,202.5320513,55.5485348,12.74358974,812500.3901,2958.825092,68.48168498,998684.9441,0.813431487,0.002963096,6.88204E-05,0.917640512,0.223708774,0.007671047,156,30
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3422.00052,1611460249,3422,26,8.666666667,12,2.997252747,398465,17853,7678,8094,412,3010,398465,8094,7678,412,3422,202.7445055,47.03205128,9.003663004,801743.8535,2821.075092,56.23534799,998496.1621,0.802810074,0.002823361,5.65337E-05,0.948603904,0.120397428,0.008587956,156,26
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3043.00066,2035572358,3043,33,11,14,2.997252747,377269,16162,7542,8206,659,2384,377269,8206,7542,659,3043,183.6556777,49.52106227,10.86080586,809008.9048,2285.028388,60.56410256,998609.6227,0.810016945,0.002287007,6.08451E-05,0.919083597,0.216562603,0.008065863,156,33
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4140.00094,819514197,4140,47,15.66666667,16,2.978021978,472171,20163,9269,10263,992,3148,472171,10263,9269,992,4140,230.0915751,60.02838828,14.75915751,756599.3965,3522.852564,74.96336996,998029.7262,0.75790157,0.003527508,7.5302E-05,0.903147228,0.239613527,0.00876801,155,47
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3758.0008,898736779,3758,40,13.33333333,16,2.978021978,455093,19726,8638,9642,1000,2758,455093,9642,8638,1000,3758,227.297619,57.88736264,14.98260073,759021.8947,3071.825092,73.07783883,998091.2949,0.760321876,0.003075542,7.3392E-05,0.895872226,0.266098989,0.008257653,155,40
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3598.00062,829978760,3598,31,10.33333333,12,2.997252747,410988,18364,7674,8253,577,3021,410988,8253,7674,577,3598,209.3031136,46.24267399,9.991758242,799504.2647,2278.730769,56.41849817,998412.0852,0.800597498,0.002280962,5.66811E-05,0.929843693,0.16036687,0.008754514,156,31
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3537.00074,2026683559,3537,37,12.33333333,16,2.997252747,503169,23208,8610,9462,847,2690,503169,9462,8610,847,3537,261.03663,57.93589744,14.0521978,733811.5742,1921.544872,72.19047619,998209.3516,0.734984166,0.001924013,7.25227E-05,0.909955612,0.239468476,0.007029447,156,37
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3758.0008,2142267115,3758,40,13.33333333,18,2.997252747,478868,21969,8026,9037,1009,2749,478868,9037,8026,1009,3758,248.3974359,51.57783883,13.51739927,727865.8919,1251.944139,65.29578755,997967.9377,0.729201545,0.001253535,6.56095E-05,0.888126591,0.26849388,0.007847674,156,40
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3842.00056,1869781461,3842,28,9.333333333,14,2.978021978,411336,17877,7820,8721,897,2945,411336,8721,7820,897,3842,200.6913919,48.62271062,11.72069597,790657.5861,2026.475275,60.52472527,998121.1612,0.791987961,0.002029423,6.08504E-05,0.89668616,0.23347215,0.009340296,155,28
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3566.0007,1155087248,3566,35,11.66666667,16,2.997252747,408925,17542,8210,8963,749,2817,408925,8963,8210,749,3566,199.5989011,52.93406593,12.11538462,777120.9744,1914.733516,65.25,998176.2848,0.778416314,0.001917144,6.55728E-05,0.91598795,0.21003926,0.008720426,156,35
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3865.00068,332622055,3865,34,11.33333333,14,2.997252747,469025,21549,8383,9243,858,3007,469025,9243,8383,858,3865,244.2664835,52.40018315,12.79395604,743814.2766,1750.077839,65.39468864,998020.7234,0.745119652,0.001752245,6.57033E-05,0.906956616,0.221992238,0.008240499,156,34
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3953.00088,135779523,3953,44,14.66666667,18,2.997252747,489307,21710,9146,10093,947,3006,489307,10093,9146,947,3953,246.2527473,60.78296703,14.35622711,759514.9176,2804.70696,75.33241758,998171.9734,0.760731732,0.00280788,7.56589E-05,0.906172595,0.239564887,0.008078773,156,44
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3973.00078,877270079,3973,39,13,14,2.997252747,428012,17942,8887,9759,867,3106,428012,9759,8887,867,3973,203.3946886,56.18040293,13.1492674,776733.9487,2309.574176,69.5540293,998034.6886,0.778106199,0.002313209,6.989E-05,0.910646583,0.218223005,0.00928245,156,39
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3201.00082,1645208761,3201,41,13.66666667,13,2.997252747,439978,18887,8812,9626,804,2397,439978,9626,8812,804,3201,213.8598901,62.18498168,14.51373626,789530.1951,2882.351648,76.87912088,998572.9744,0.790515582,0.002885366,7.72041E-05,0.915437357,0.251171509,0.007275364,156,41
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3811.00072,1743124675,3811,36,12,20,2.997252747,432205,19352,7682,8754,1070,2741,432205,8754,7682,1070,3811,221.4148352,48.26831502,13.07600733,754341.62,1336.129121,61.53571429,997938.4304,0.75577672,0.001337877,6.1845E-05,0.877541695,0.280766203,0.008817575,156,36
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3661.00076,974116888,3661,38,12.66666667,16,2.997252747,435732,19494,8646,9059,410,3251,435732,9059,8646,410,3661,219.5750916,52.39102564,10.08333333,761346.9982,1900.874542,62.67216117,998191.1712,0.76258514,0.001903007,6.29797E-05,0.954409979,0.111991259,0.008401953,156,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4323.00102,1680896288,4323,51,17,18,2.997252747,506293,22137,9583,10772,1187,3136,506293,10772,9583,1187,4323,254.8287546,62.82509158,16.48168498,733486.1007,2593.505495,79.51556777,997845.6181,0.734871268,0.002597006,7.98589E-05,0.88962124,0.274577839,0.008538534,156,51
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3851.00068,397986101,3851,34,11.33333333,12,2.978021978,511464,23161,8836,9749,912,2939,511464,9749,8836,912,3851,264.1080586,57.63369963,13.94871795,728588.5842,1771.334249,71.8040293,998069.8553,0.729822087,0.001773327,7.21079E-05,0.906349369,0.236821605,0.007529367,155,34
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4827.00088,622369628,4827,44,14.66666667,16,2.978021978,540342,23820,9276,10873,1593,3234,540342,10873,9276,1593,4827,270.8269231,58.41483516,17.496337,700711.739,2864.086996,76.07875458,997390.88,0.702325122,0.002869308,7.64534E-05,0.853122413,0.330018645,0.008933231,155,44
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-5099.001,403766773,5099,50,16.66666667,16,2.997252747,535936,23296,9606,11453,1845,3254,535936,11453,9606,1845,5099,265.5796703,62.50915751,20.67490842,709255.1026,3630.761905,83.37179487,997252.3095,0.710958249,0.003637696,8.37719E-05,0.83873221,0.361835654,0.009514196,156,50
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3805.00092,910545680,3805,46,15.33333333,18,2.997252747,447967,19318,8359,9614,1251,2554,447967,9614,8359,1251,3805,220.0494505,56.94230769,16.53388278,758302.9478,2680.684982,73.66300366,997972.0513,0.759701976,0.002684076,7.39884E-05,0.869461202,0.328777924,0.008493929,156,46
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3806.00066,367025541,3806,33,11,16,2.978021978,415116,17688,8452,9092,640,3166,415116,9092,8452,640,3806,203.6813187,52.0467033,11.21428571,787694.1841,2366.336996,63.46153846,998199.7399,0.788960398,0.002369153,6.37516E-05,0.929608447,0.168155544,0.009168522,155,33
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3481.00062,1141619942,3481,31,10.33333333,14,2.978021978,390487,16736,8144,8738,590,2891,390487,8738,8144,590,3481,189.6804029,51.75732601,10.96703297,799012.3068,2478.955128,62.94322344,998349.946,0.800198369,0.00248176,6.32475E-05,0.932021057,0.169491525,0.008914509,155,31
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3897.00064,65116961,3897,32,10.66666667,18,2.997252747,485588,21645,8781,9691,908,2989,485588,9691,8781,908,3897,246.1117216,56.85164835,13.49175824,747673.5229,1533.382784,70.53663004,998046.5888,0.74898082,0.001535568,7.08709E-05,0.906098442,0.232999743,0.008025322,156,32
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4154.0009,582675075,4154,45,15,20,2.978021978,476937,20546,9560,10527,959,3195,476937,10527,9560,959,4154,231.6034799,61.8489011,14.94413919,756398.0339,2059.350733,77.00732601,997975.9222,0.757761647,0.002062926,7.73744E-05,0.908140971,0.23086182,0.008709746,155,45
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4227.00082,1612086208,4227,41,13.66666667,14,2.997252747,466234,20146,8900,9904,1002,3225,466234,9904,8900,1002,4227,231.014652,55.91941392,13.79304029,755010.1951,2936.500916,69.91666667,997902.2372,0.756409619,0.002940729,7.02625E-05,0.898626817,0.237047551,0.009066263,156,41
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3965.00082,1841024788,3965,41,13.66666667,16,2.978021978,489639,20760,9349,10507,1139,2826,489639,10507,9349,1139,3965,234.9075092,61.53205128,16.45695971,758884.1429,3387.46337,78.18223443,998071.0742,0.76018202,0.003393645,7.85635E-05,0.889787761,0.287263556,0.008097803,155,41
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4471.00086,1029692538,4471,43,14.33333333,14,2.978021978,490602,21737,8740,10188,1444,3027,490602,10188,8740,1444,4471,250.0769231,56.27106227,16.72069597,722401.9249,2450.927656,73.17673993,997515.7363,0.724017246,0.002454958,7.35366E-05,0.857872006,0.322970253,0.009113293,155,43
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3872.00076,1084664699,3872,38,12.66666667,14,2.997252747,512245,22962,9300,10182,874,2998,512245,10182,9300,874,3872,262.0128205,61.66666667,14.16391941,745040.0742,3732.477106,76.02930403,998182.1749,0.746222552,0.003737835,7.63816E-05,0.913376547,0.22572314,0.007558883,156,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3490.00082,698033606,3490,41,13.66666667,18,2.997252747,480610,21779,8424,9277,842,2648,480610,9277,8424,842,3490,246.0320513,56.67857143,13.33608059,749615.0723,2530.112637,70.20604396,998276.8159,0.750760043,0.00253327,7.05246E-05,0.908052172,0.241260745,0.007261605,156,41
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4938.00088,1224488252,4938,44,14.66666667,16,2.997252747,551759,23967,10015,11568,1544,3394,551759,11568,10015,1544,4938,270.6245421,63.24542125,18.55311355,714359.9203,2915.355311,81.99358974,997439.7418,0.715947368,0.002921118,8.2396E-05,0.865750346,0.312677197,0.008949559,156,44
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4182.00078,1201121726,4182,39,13,18,2.997252747,456761,19779,8977,9837,859,3323,456761,9837,8977,859,4182,223.7637363,54.89285714,13.01190476,769716.6923,2299,68.08516484,998030.6557,0.771061637,0.00230211,6.84268E-05,0.912574972,0.205404113,0.009155773,156,39
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3978.00074,265663504,3978,37,12.33333333,16,2.978021978,459084,20164,8842,9766,909,3069,459084,9766,8842,909,3978,226.4084249,56.48076923,13.6492674,777603.4725,1690.749084,70.32326007,998147.2647,0.778873131,0.001693515,7.06763E-05,0.905386033,0.228506787,0.008665081,155,37
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4007.00068,1362093157,4007,34,11.33333333,16,2.997252747,433982,18953,8649,9537,884,3123,433982,9537,8649,884,4007,213.6318681,53.5485348,12.81776557,781758.62,1851.438645,66.56959707,998086.5,0.783094612,0.001854367,6.69059E-05,0.906888959,0.220613926,0.009233102,156,34
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4001.00074,1395089249,4001,37,12.33333333,16,2.997252747,422636,18058,8502,9458,952,3049,422636,9458,8502,952,4001,205.4203297,53.95512821,13.37454212,773426.6511,2022.129121,67.53479853,998004.6291,0.774816004,0.002024883,6.78634E-05,0.898921548,0.237940515,0.009466775,156,37
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3572.00076,456876785,3572,38,12.66666667,14,2.997252747,513937,24114,8364,9301,936,2636,513937,9301,8364,936,3572,275.4377289,55.85164835,14.25915751,722017.5549,2114.339744,70.31776557,998201.7894,0.723152949,0.002116408,7.06292E-05,0.899258144,0.262038074,0.006950268,156,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3595.00078,1975391432,3595,39,13,16,2.978021978,443202,19390,8342,9321,963,2632,443202,9321,8342,963,3595,220.5540293,54.9459707,13.8543956,778356.9606,2007.836081,69.01465201,998290.1859,0.779539128,0.002010838,6.93407E-05,0.894968351,0.267872045,0.008111425,155,39
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4118.001,1890924332,4118,50,16.66666667,16,2.93956044,506405,22343,9159,10395,1227,2891,506405,10395,9159,1227,4118,257.1968864,60.79304029,16.93040293,734695.7573,3621.35989,77.91300366,997886.6749,0.736053809,0.003627249,7.8285E-05,0.881096681,0.297960175,0.008131831,153,50
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3359.00086,448559423,3359,43,14.33333333,16,2.997252747,388701,16104,8650,9297,645,2714,388701,9297,8650,645,3359,184.1153846,59.37728938,12.28937729,801632.75,2740.040293,71.86355311,998451.7024,0.802760263,0.002742491,7.21678E-05,0.930407658,0.192021435,0.008641604,156,43
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3948.00076,702760998,3948,38,12.66666667,20,2.997252747,473685,21490,8274,9402,1128,2820,473685,9402,8274,1128,3948,245.6272894,53.81318681,14.7518315,749295.7857,1385.567766,68.74542125,998026.815,0.750637976,0.001387244,6.90798E-05,0.880025526,0.285714286,0.008334653,156,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3514.00076,74654079,3514,38,12.66666667,14,2.997252747,417256,17970,8508,9182,672,2842,417256,9182,8508,672,3514,203.3498168,55.83516484,12.08791209,786992.2024,2761.368132,68.15018315,998329.6767,0.788158054,0.002764239,6.84425E-05,0.926595513,0.19123506,0.008421688,156,38
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4225.00072,2137389542,4225,36,12,18,2.978021978,459500,20707,8048,9199,1145,3080,459500,9199,8048,1145,4225,236.3763736,48.72527473,13.26465201,739049.2244,1335.747253,62.18498168,997667.3324,0.740608729,0.001337789,6.25227E-05,0.874877704,0.271005917,0.009194777,155,36
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4151.00072,1545170018,4151,36,12,18,2.997252747,478200,20878,8951,10203,1241,2910,478200,10203,8951,1241,4151,236.5879121,57.63095238,16.28205128,752829.2152,1399.474359,74.10622711,997845.9936,0.754298558,0.001402014,7.44692E-05,0.877290993,0.298964105,0.008680468,156,36
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3942.00074,1116600888,3942,37,12.33333333,16,2.978021978,406199,17287,8224,9269,1037,2905,406199,9269,8224,1037,3942,194.9871795,51.68864469,13.51465201,784894.7363,1621.72619,65.3956044,998036.9423,0.786286795,0.001624,6.5709E-05,0.887258604,0.263064434,0.009704603,155,37
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4322.0008,543939572,4322,40,13.33333333,14,2.997252747,501869,21863,9263,10569,1305,3017,501869,10569,9263,1305,4322,248.3443223,62.1474359,17.37271062,729949.8709,1566.063187,79.72710623,997728.3205,0.731443599,0.001568592,8.00962E-05,0.876431072,0.301943545,0.008611809,156,40
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-4986.00102,414696500,4986,51,17,16,2.997252747,545278,23482,10176,11608,1426,3560,545278,11608,10176,1426,4986,267.3397436,64.09432234,18.18406593,699562.4817,3452.122711,82.46245421,997305.663,0.701232154,0.003458961,8.28712E-05,0.876636802,0.286000802,0.00914396,156,51
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3177.00066,1001394759,3177,33,11,14,2.997252747,406067,17979,7681,8285,595,2582,406067,8285,7681,595,3177,201.71337,48.79212454,10.59615385,789911.5943,2592.99359,59.57600733,998514.5256,0.790965949,0.002596066,5.98869E-05,0.927097164,0.187283601,0.007823832,156,33
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-2868.00068,1509382900,2868,34,11.33333333,16,2.997252747,392028,16990,7859,8360,496,2372,392028,8360,7859,496,2868,193.6474359,54.04029304,11.07417582,805367.7857,1921.526557,65.31043956,998757.4277,0.806263141,0.001922863,6.55851E-05,0.94007177,0.172942817,0.007315804,156,34
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3561.00074,524899953,3561,37,12.33333333,14,2.997252747,527882,24067,9344,10143,797,2764,527882,10143,9344,797,3561,274.4084249,63.82417582,14.37545788,735793.3718,2799.870879,78.39835165,998297.2592,0.736878264,0.002802952,7.87288E-05,0.921226462,0.223813536,0.006745826,156,37
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3853.00068,1677607159,3853,34,11.33333333,18,2.997252747,397044,16329,8571,9260,682,3171,397044,9260,8571,682,3853,184.6236264,52.90659341,11.71336996,797078.2042,1834.417582,64.80311355,998205.0073,0.79836293,0.001836759,6.51106E-05,0.925593952,0.177004931,0.009704214,156,34
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3957.00084,1981278364,3957,42,14,14,2.978021978,530496,23980,9598,10693,1087,2870,530496,10693,9598,1087,3957,271.8131868,64.76007326,16.96336996,729108.652,2697.442308,81.93589744,998048.4982,0.730352456,0.002701384,8.22792E-05,0.897596558,0.274703058,0.007459057,155,42
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3187.00064,768956705,3187,32,10.66666667,14,2.997252747,395502,17121,7702,8607,896,2291,395502,8607,7702,896,3187,192.5979853,52.01831502,13.46611722,794894.3663,2154.191392,65.68498168,998478.9808,0.795996416,0.002156622,6.59942E-05,0.894853027,0.28114214,0.008058113,156,32
D:3| T0: 0.10| T1: 151.00| I0: 12.7| I1: 6.4| WTP: 0,3,0.096153846,151,1000000,0,12.7,6.35,0,0,-3985.00076,1067823095,3985,38,12.66666667,16,2.997252747,448069,18798,8797,9982,1173,2812,448069,9982,8797,1173,3985,211.6849817,57.06776557,15.45421245,775982.6438,2519.934066,72.7032967,998039.0513,0.777344596,0.002524449,7.30616E-05,0.881286315,0.294353827,0.008893719,156,38
