Scenario,Decision Rule,Time of starting social distancing,Duration of Social Distancing,Periodicity (weeks),WTP,# CC Switch threshold if social distancing is off,# CC Switch threshold if social distancing is on,% I Switch threshold if social distancing is off,% I Switch threshold if social distancing is on,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Number of Switches,Length of Epidemic,Total New: I,Total New: H,Total New: ICU,Total New: ICU-Queue,Total New: COVID Death | Waiting for ICU,Total New: COVID Death | Not Waiting for ICU,Total: Incident,Total: Hospitalized,Total: ICU-Queue,Total: ICU,Total: COVID Death | Waiting for ICU,Total: COVID-Death,Average Size: H,Average Size: ICU,Average Size: ICU-Queue,Averge size: S,Averge size: I,Averge size: Waiting for or in ICU,Averge size: Population size,Average ratio: % Susceptible,Average ratio: % Infectious,Average ratio: % Waiting for or in ICU,Average ratio: % served in ICU,Average ratio: % Death While Waiting for ICU,Average ratio: Hospitalization rate,Average ratio: Deth rate,Utilization (unit of time): Default,Utilization (unit of time): Social Distancing
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2306.00108,265847466,2306,54,18,27,2.978021978,134286,12927,6238,6245,2,2304,134286,12927,6245,6238,2,2306,147.496337,39.94505495,5.467948718,937600.5531,811.2445055,45.65384615,999123.7097,0.938392636,0.000811964,4.59264E-05,0.998879103,0.000867303,8.29457E-05,1.47967E-05,155,54
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2157.00098,1462359649,2157,49,16.33333333,25,2.93956044,109796,10328,5918,5933,0,2157,109796,10328,5933,5918,0,2157,126.018315,32.31868132,5.187728938,949565.9249,819.4981685,37.73901099,999198.663,0.950304613,0.00082035,3.80007E-05,0.997471768,0,6.62637E-05,1.38395E-05,153,49
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2924.00148,704260357,2924,74,24.66666667,22,2.978021978,146263,14212,7434,7446,3,2921,146263,14212,7446,7434,3,2924,161.4496337,45.98809524,6.580586081,931051.9579,862.5503663,52.79578755,998806.7216,0.932121787,0.000863689,5.30913E-05,0.998388396,0.001025992,9.12198E-05,1.87679E-05,155,74
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-4199.00128,1999213078,4199,64,21.33333333,28,2.93956044,199184,20048,10199,10294,90,4109,199184,20048,10294,10199,90,4199,220.3910256,48.71703297,9.387362637,907701.3956,810.6510989,58.34340659,998274.3251,0.909187297,0.000811903,5.86512E-05,0.990771323,0.021433675,0.000128758,2.69695E-05,153,64
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2043.00128,1420484007,2043,64,21.33333333,24,2.978021978,123676,12686,5633,5634,0,2043,123676,12686,5634,5633,0,2043,166.7783883,33.34157509,4.934981685,942467.9075,829.2179487,38.496337,999228.9139,0.943170117,0.000829776,3.87353E-05,0.999822506,0,8.13899E-05,1.31074E-05,155,64
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1960.00108,972858642,1960,54,18,25,2.958791209,113918,10636,5286,5302,0,1960,113918,10636,5302,5286,0,1960,106.7912088,30.65384615,4.621794872,948069.8187,797.9294872,35.49542125,999257.859,0.94875175,0.000798849,3.57639E-05,0.996982271,0,6.82359E-05,1.25744E-05,154,54
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-3505.0012,384486831,3505,60,20,29,2.978021978,185802,17289,8685,8738,37,3468,185802,17289,8738,8685,37,3505,219.0091575,47.57326007,7.855311355,908914.3846,846.779304,55.66575092,998508.5275,0.910214276,0.000848153,5.59944E-05,0.993934539,0.010556348,0.000110998,2.25036E-05,155,60
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2172.00118,347134432,2172,59,19.66666667,28,2.901098901,134762,13792,5896,5900,0,2172,134762,13792,5900,5896,0,2172,162.525641,30.13919414,5.156593407,936675.8306,843.3543956,35.55952381,999162.0842,0.937433644,0.00084395,3.581E-05,0.999322034,0,8.84906E-05,1.39359E-05,151,59
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2097.00118,1722628319,2097,59,19.66666667,24,2.93956044,120786,11372,5631,5632,0,2097,120786,11372,5632,5631,0,2097,137.9065934,39.96886447,4.924908425,943343.5687,811.782967,45.11172161,999220.9734,0.944053979,0.000812221,4.53586E-05,0.999822443,0,7.29594E-05,1.3454E-05,153,59
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2062.00118,26948992,2062,59,19.66666667,23,2.901098901,113786,10830,5382,5385,0,2062,113786,10830,5385,5382,0,2062,134.9990842,31.40201465,4.685897436,946391.8168,851.9056777,36.32234432,999202.3324,0.947125149,0.000852351,3.65848E-05,0.999442897,0,6.94835E-05,1.32295E-05,151,59
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1877.00114,204567780,1877,57,19,21,2.978021978,104928,10250,5316,5322,0,1877,104928,10250,5322,5316,0,1877,114.9258242,31.36630037,4.646520147,953155.1832,797.4642857,36.23992674,999316.8223,0.953785048,0.000798231,3.64931E-05,0.998872604,0,6.57565E-05,1.20413E-05,155,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2024.00102,1222000236,2024,51,17,22,2.958791209,115766,11662,5459,5470,0,2024,115766,11662,5470,5459,0,2024,139.3369963,39.42124542,4.766483516,946724.87,789.6868132,44.41025641,999248.674,0.947412752,0.000790614,4.46916E-05,0.997989031,0,7.4818E-05,1.29853E-05,154,51
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2679.00138,650260213,2679,69,23,22,2.978021978,144660,14601,7265,7270,0,2679,144660,14601,7270,7265,0,2679,173.1639194,44.27197802,6.418498168,931398.2418,851.4358974,50.91941392,998892.6456,0.93239287,0.000852215,5.11991E-05,0.999312242,0,9.37085E-05,1.71937E-05,155,69
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1684.00152,35126587,1684,76,25.33333333,22,2.93956044,124263,12238,5372,5379,0,1684,124263,12238,5379,5372,0,1684,145.967033,30.04487179,4.681318681,941322.5778,871.6318681,34.97161172,999371.5788,0.941894186,0.000872016,3.52193E-05,0.998698643,0,7.85024E-05,1.08024E-05,153,76
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1714.00142,1748603817,1714,71,23.66666667,22,2.978021978,120783,12030,5593,5596,0,1714,120783,12030,5596,5593,0,1714,143.1501832,36.78296703,4.885531136,942792.9295,859.0082418,41.91025641,999356.6786,0.943380172,0.000859365,4.21455E-05,0.999463903,0,7.71686E-05,1.09948E-05,155,71
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2338.00104,1294117062,2338,52,17.33333333,26,2.93956044,143277,14090,6771,6786,0,2338,143277,14090,6786,6771,0,2338,181.3699634,36.32600733,5.966117216,932511.0321,804.3278388,42.54761905,999041.3251,0.93337218,0.000805346,4.2829E-05,0.997789567,0,9.04149E-05,1.50026E-05,153,52
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2963.00152,586709691,2963,76,25.33333333,24,2.958791209,143057,14374,7042,7051,0,2963,143057,14374,7051,7042,0,2963,153.7454212,34.58699634,6.214285714,930218.3965,904.4542125,41.06135531,998768.1712,0.931327888,0.000905659,4.13257E-05,0.998723585,0,9.22592E-05,1.90186E-05,154,76
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2095.00096,1686235145,2095,48,16,27,2.978021978,134770,12657,5855,5868,0,2095,134770,12657,5868,5855,0,2095,145.4157509,35.33241758,5.136446886,939124.2866,781.0384615,40.69871795,999233.4038,0.93981506,0.000781908,4.0962E-05,0.997784594,0,8.12047E-05,1.34414E-05,155,48
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2919.00112,1565561736,2919,56,18.66666667,28,2.978021978,163125,16900,7687,7701,8,2911,163125,16900,7701,7687,8,2919,166.9908425,38.5989011,6.815018315,921646.9652,796.6996337,45.6474359,998782.9844,0.922726059,0.000797475,4.59243E-05,0.998182054,0.002740665,0.000108472,1.8736E-05,155,56
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2268.00124,1543357096,2268,62,20.66666667,22,2.92032967,127753,12839,5787,5798,0,2268,127753,12839,5798,5787,0,2268,139.2875458,41.16300366,5.073260073,939777.9057,834.8754579,46.47069597,999086.1786,0.94060975,0.000835801,4.67349E-05,0.998102794,0,8.23828E-05,1.45529E-05,152,62
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1907.00114,1792860753,1907,57,19,28,2.978021978,134536,15124,6207,6210,0,1907,134536,15124,6210,6207,0,1907,178.1336996,35.44871795,5.451465201,935297.0769,820.7014652,41.13186813,999253.6877,0.935972408,0.000821009,4.13762E-05,0.999516908,0,9.70255E-05,1.22341E-05,155,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1569.00114,689615988,1569,57,19,24,2.958791209,114611,11480,5082,5092,0,1569,114611,11480,5092,5082,0,1569,129.7078755,31.18131868,4.419413919,946257.3361,788.989011,35.84981685,999423.6832,0.946784463,0.000789568,3.61061E-05,0.998036135,0,7.36355E-05,1.0064E-05,154,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2217.00124,760080204,2217,62,20.66666667,24,2.978021978,129673,13109,6490,6500,0,2217,129673,13109,6500,6490,0,2217,146.7014652,34.49358974,5.706959707,939594.587,865.4917582,40.42582418,999141.3361,0.94037366,0.000866482,4.07056E-05,0.998461538,0,8.41114E-05,1.4225E-05,155,62
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2414.00134,1300131954,2414,67,22.33333333,25,2.92032967,155622,15827,6864,6878,0,2414,155622,15827,6878,6864,0,2414,159.8040293,41.79578755,6.054945055,927609.2875,886.2820513,48.0989011,999080.5211,0.928427022,0.000887119,4.83735E-05,0.997964525,0,0.000101558,1.54906E-05,152,67
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2034.0012,1985900927,2034,60,20,24,2.978021978,126016,12911,6052,6055,0,2034,126016,12911,6055,6052,0,2034,142.9835165,31.16666667,5.299450549,940401.3361,837.706044,36.71978022,999244.5769,0.941088392,0.000838068,3.69568E-05,0.999504542,0,8.28307E-05,1.30495E-05,155,60
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2388.0013,1564979900,2388,65,21.66666667,24,2.93956044,126765,13498,6307,6312,0,2388,126765,13498,6312,6307,0,2388,170.9725275,39.17673993,5.535714286,939587.9524,829.9981685,44.96703297,999062.1548,0.940441071,0.000830744,4.52204E-05,0.999207858,0,8.66126E-05,1.53234E-05,153,65
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2316.00104,927272891,2316,52,17.33333333,26,2.93956044,130414,13431,6367,6368,0,2316,130414,13431,6368,6367,0,2316,164.6959707,39.53663004,5.58974359,938934.7683,791.7225275,45.36904762,999101.2015,0.939750417,0.000792267,4.56238E-05,0.999842965,0,8.61807E-05,1.48612E-05,153,52
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1681.00122,1460999627,1681,61,20.33333333,20,2.92032967,109362,10753,4918,4919,0,1681,109362,10753,4919,4918,0,1681,138.217033,32.39194139,4.259157509,950382.4789,789.4258242,36.88553114,999408.6255,0.950924321,0.000789778,3.71166E-05,0.999796707,0,6.89756E-05,1.07831E-05,152,61
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2085.00106,264651982,2085,53,17.66666667,27,2.958791209,131951,13884,5629,5644,0,2085,131951,13884,5644,5629,0,2085,153.0961538,29.72252747,4.912087912,938757.3306,787.6694139,34.88736264,999179.4551,0.939502275,0.000788507,3.5156E-05,0.99734231,0,8.90798E-05,1.33772E-05,154,53
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2513.00116,38305031,2513,58,19.33333333,26,2.901098901,147790,14742,7044,7061,1,2512,147790,14742,7061,7044,1,2513,178.7619048,40.45879121,6.223443223,929631.75,851.9661172,46.91575092,998965.0577,0.930559111,0.000853049,4.71922E-05,0.997592409,0.000397931,9.46048E-05,1.6127E-05,151,58
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1702.00114,373883533,1702,57,19,23,2.901098901,107287,11112,5070,5074,0,1702,107287,11112,5074,5070,0,1702,117.8946886,31.76556777,4.413003663,950773.3617,812.6804029,36.41941392,999386.5531,0.951338628,0.000812904,3.66541E-05,0.999211667,0,7.12804E-05,1.09179E-05,151,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2097.00128,1660217317,2097,64,21.33333333,26,2.958791209,137955,13412,5413,5416,0,2097,137955,13412,5416,5413,0,2097,143.2042125,32.1996337,4.718864469,934322.5815,839.3498168,37.16758242,999191.8819,0.935051676,0.000839913,3.74057E-05,0.999446086,0,8.60489E-05,1.34542E-05,154,64
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2186.00114,2033219265,2186,57,19,26,2.843406593,144336,14196,6520,6530,0,2186,144336,14196,6530,6520,0,2186,176.8965201,37.34065934,5.73992674,933865.2729,827.2802198,43.32600733,999168.1813,0.934610638,0.000828284,4.35803E-05,0.998468606,0,9.10847E-05,1.40258E-05,148,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1936.00114,1564278861,1936,57,19,24,2.862637363,129061,13487,5757,5760,0,1936,129061,13487,5760,5757,0,1936,139.5512821,30.53846154,5.039377289,939841.8581,767.0100733,35.80677656,999284.87,0.94048982,0.000767565,3.60581E-05,0.999479167,0,8.65235E-05,1.24201E-05,149,57
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2189.00124,2077805916,2189,62,20.66666667,24,2.93956044,115452,11515,5884,5889,0,2189,115452,11515,5889,5884,0,2189,117.775641,38.82692308,5.16025641,945237.989,831.746337,44.22985348,999145.2995,0.946022967,0.000832358,4.44759E-05,0.999150959,0,7.38824E-05,1.40452E-05,153,62
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1803.00122,655978665,1803,61,20.33333333,22,2.901098901,116868,11692,5485,5493,0,1803,116868,11692,5493,5485,0,1803,122.6694139,27.71978022,4.793956044,945709.946,840.1236264,32.74725275,999333.4881,0.946319453,0.000840853,3.29966E-05,0.998543601,0,7.50034E-05,1.15662E-05,151,61
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2085.00098,1698759184,2085,49,16.33333333,24,2.958791209,111548,11592,5555,5563,0,2085,111548,11592,5563,5555,0,2085,144.540293,28.34615385,4.850732601,947550.7134,788.470696,33.44047619,999184.7518,0.948300995,0.000789108,3.36831E-05,0.998561927,0,7.43737E-05,1.33771E-05,154,49
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2113.00142,166837900,2113,71,23.66666667,22,2.958791209,132310,12101,6407,6412,0,2113,132310,12101,6412,6407,0,2113,144.7811355,36.34065934,5.607142857,936701.9084,851.9120879,42.21520147,999163.4368,0.937460252,0.000852467,4.24655E-05,0.999220212,0,7.76399E-05,1.35572E-05,154,71
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1922.00148,970221598,1922,74,24.66666667,21,2.997252747,120659,12282,5461,5469,0,1922,120659,12282,5469,5461,0,1922,117.8177656,32.65567766,4.764652015,944937.7161,873.279304,37.66849817,999297.4918,0.945578016,0.000873927,3.79183E-05,0.99853721,0,7.87929E-05,1.23304E-05,156,74
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2109.00106,106202474,2109,53,17.66666667,22,2.93956044,112656,11221,5499,5507,0,2109,112656,11221,5507,5499,0,2109,125.1016484,32.91300366,4.805860806,949050.5989,781.6446886,37.96520147,999242.3718,0.949744695,0.000782188,3.82023E-05,0.998547303,0,7.19918E-05,1.35312E-05,153,53
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2116.00108,158747485,2116,54,18,24,2.958791209,124745,12986,6070,6075,0,2116,124745,12986,6075,6070,0,2116,152.5338828,38.41300366,5.32967033,942545.9844,776.3818681,43.97619048,999187.717,0.943284812,0.00077711,4.42366E-05,0.999176955,0,8.33183E-05,1.35763E-05,154,54
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2328.00142,366625053,2328,71,23.66666667,24,2.92032967,122494,12918,5532,5534,0,2328,122494,12918,5534,5532,0,2328,164.478022,30.03754579,4.835164835,943576.6337,820.3635531,35.09432234,999111.4725,0.944387243,0.000820954,3.53518E-05,0.999638598,0,8.28901E-05,1.49383E-05,152,71
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2902.00154,1465422116,2902,77,25.66666667,25,2.92032967,173533,16737,7628,7666,29,2873,173533,16737,7666,7628,29,2902,201.6034799,45.20787546,6.881868132,918695.4093,914.5576923,52.32967033,998829.3938,0.919722799,0.000915907,5.2629E-05,0.995043047,0.009993108,0.000107424,1.86265E-05,152,77
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2653.00158,908619552,2653,79,26.33333333,25,2.958791209,144152,13473,7764,7779,0,2653,144152,13473,7779,7764,0,2653,168.1190476,39.68040293,6.863553114,931214.0201,913.7738095,46.80494505,998873.3132,0.932229893,0.000915062,4.70992E-05,0.998071732,0,8.64686E-05,1.70266E-05,154,79
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2621.00106,811587135,2621,53,17.66666667,27,2.978021978,146471,13757,6810,6830,12,2609,146471,13757,6830,6810,12,2621,146.6236264,45.66758242,6.077838828,932167.3471,811.6813187,51.97527473,998984.6016,0.933078412,0.000812534,5.22842E-05,0.997071742,0.004578405,8.82855E-05,1.68204E-05,155,53
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1482.001,1233061610,1482,50,16.66666667,21,2.92032967,104229,10572,4676,4679,0,1482,104229,10572,4679,4676,0,1482,119.9377289,32.12637363,4.054945055,952459.1081,787.6401099,36.3956044,999502.3214,0.952917319,0.000787939,3.6649E-05,0.999358837,0,6.78072E-05,9.50535E-06,152,50
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1974.00106,1747817354,1974,53,17.66666667,24,2.92032967,105188,10166,5046,5052,0,1974,105188,10166,5052,5046,0,1974,112.2738095,32.73076923,4.387362637,950841.4487,786.9697802,37.36172161,999265.1245,0.951520713,0.000787443,3.76026E-05,0.998812352,0,6.52188E-05,1.26643E-05,152,53
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2046.00116,1570157636,2046,58,19.33333333,22,2.997252747,110195,11875,5264,5266,0,2046,110195,11875,5266,5264,0,2046,138.8965201,28.27197802,4.586080586,948453.5055,803.1895604,33.09065934,999230.3342,0.949162243,0.000803603,3.33385E-05,0.999620205,0,7.61866E-05,1.31267E-05,156,58
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1732.001,815714656,1732,50,16.66666667,26,2.997252747,120711,11800,4738,4742,0,1732,120711,11800,4742,4738,0,1732,140.2142857,32.03296703,4.105311355,945440.6658,773.0732601,36.36538462,999379.0879,0.946004706,0.000773376,3.65874E-05,0.999156474,0,7.56941E-05,1.11105E-05,156,50
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-1590.00134,1738444546,1590,67,22.33333333,20,2.978021978,115520,12433,4769,4774,0,1590,115520,12433,4774,4769,0,1590,125.5549451,25.84432234,4.138278388,945469.5806,837.7454212,30.20787546,999428.0293,0.945992613,0.000838452,3.0455E-05,0.99895266,0,7.97476E-05,1.01988E-05,155,67
D:2| T0: 0.10| T1: 151.00| I0: 145.0| I1: 48.3| WTP: 1,2,0.096153846,151,1000000,1,1,0.2,145,48.33333333,-2576.00136,1087093987,2576,68,22.66666667,23,2.92032967,135539,14031,6688,6692,0,2576,135539,14031,6692,6688,0,2576,170.5567766,41.06501832,5.889194139,937270.1374,875.8516484,47.2014652,999022.794,0.938153545,0.000876543,4.74673E-05,0.999402271,0,9.00394E-05,1.65311E-05,152,68
