Iteration,f,x0,x1,x2,x3,Df0,Df1,Df2,Df3,Step_Df,Step_GH
0,-430437851.281359,6.125977,-9E-05,1.322598,-0.000126,0,0,-1,0,2,1
1,-893106399.999489,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.68179283050743,0.980392156862745
2,-1553634415.38438,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.51967137130319,0.961538461538462
3,-1609402051.28185,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.4142135623731,0.943396226415094
4,-114810374.358131,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.33748060995284,0.925925925925926
5,-820578066.666129,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.27788620849254,0.909090909090909
6,-1224607717.94834,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.22957630590253,0.892857142857143
7,-708412517.94813,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.18920711500272,0.87719298245614
8,-908699717.948233,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.15470053837925,0.862068965517241
9,-1215130020.51246,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.1246826503807,0.847457627118644
10,-893106399.999489,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.09820097355222,0.833333333333333
11,-1103081389.74315,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.07456993182354,0.819672131147541
12,-1721240589.74346,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.05328077569585,0.806451612903226
13,-1224607717.94834,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.03394630791434,0.793650793650794
14,-1321833369.23044,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.01626549630923,0.78125
15,-1715265030.76905,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1,0.769230769230769
16,-1553634415.38438,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.984958121010905,0.757575757575758
17,-181969682.050462,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.970983543414647,0.746268656716418
18,-1656252435.89726,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.957947250887149,0.735294117647059
19,-708412517.94813,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.945741609003176,0.72463768115942
20,-1581600035.89721,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.9342759554564,0.714285714285714
21,-624516056.409617,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.923473261888205,0.704225352112676
22,-1533279005.12795,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.913267570993462,0.694444444444444
23,-808672835.896899,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.903602003609845,0.684931506849315
24,-1103081389.74315,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.894427190999916,0.675675675675676
25,-624516056.409617,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.885700028538295,0.666666666666667
26,-114810374.358131,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.877382675301662,0.657894736842105
27,-821231887.178924,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.869441743889983,0.649350649350649
28,-1081651974.35854,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.861847638917812,0.641025641025641
29,-820578066.666129,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.854574012792468,0.632911392405063
30,-1325218189.74326,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.847597314830043,0.625
31,-1088724882.05087,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.840896415253715,0.617283950617284
32,-1552280287.17928,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.834452289722301,0.609756097560976
33,-1328859589.74328,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.828247753133104,0.602409638554217
34,-1307033733.33298,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.822267233801039,0.595238095238095
35,-930549517.948206,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.816496580927726,0.588235294117647
36,-1487525369.23054,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.81092289967754,0.581395348837209
37,-885893230.768718,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.805534409273155,0.574712643678161
38,-1408321169.23046,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.8003203203845,0.568181818181818
39,-1332174579.48685,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,0.795270728767051,0.561797752808989
