Iteration,f,x0,x1,x2,Df0,Df1,Df2,Step_Df,Step_GH
17,-1075357819.20961,4.99999853699444,-5.23192162393639E-06,0.299937615032517,0,1,0,0.485491771707323,0.37037037037037
18,273235590.223072,4.99999853699444,-8.9356253276401E-06,0.299937615032517,4.86649700240628E-08,-0.999999999999999,0,0.478973625443575,0.357142857142857
19,3438418997.91058,4.99999851961409,-5.36419675621153E-06,0.299937615032517,-2.84806906516113E-06,-0.999999999967721,-7.51305092681686E-06,0.472870804501588,0.344827586206897
20,0,4.99999950170687,-1.91592089425387E-06,0.299937874103239,0,1,0,0.4671379777282,0.333333333333333
21,2947141962.82695,4.99999950170687,-5.2492542275872E-06,0.299937874103239,0,-1,0,0.461736630944103,0.32258064516129
22,0,4.99999950170687,-2.0234477759743E-06,0.299937874103239,0,1,0,0.456633785496731,0.3125
23,4183638789.2391,4.99999950170687,-5.1484477759743E-06,0.299937874103239,-2.43771346408167E-06,-0.999999998912039,-4.65830426064249E-05,0.451801001804922,0.303030303030303
24,115134437.243583,5.00000024040792,-2.11814474896812E-06,0.29993928571059,-9.25633083666593E-06,-0.99999999995716,0,0.447213595499958,0.294117647058824
25,101607859.56905,5.00000296285817,8.23031721494117E-07,0.29993928571059,0,1,0,0.442850014269147,0.285714285714286
26,0,5.00000296285817,-2.03411113564874E-06,0.29993928571059,0,-1,0,0.438691337650831,0.277777777777778
27,82956564.2323971,5.00000296285817,7.43666642129038E-07,0.29993928571059,0,1,0,0.434720871944991,0.27027027027027
28,-256830506.955162,5.00000296285817,-1.95903606057366E-06,0.29993928571059,1.89773067971973E-05,0.999999999819931,0,0.430923819458906,0.263157894736842
29,-255822804.267528,4.99999796883006,-4.59061500746822E-06,0.29993928571059,-7.80845105467362E-05,-0.999999996951405,0,0.427287006396234,0.256410256410256
30,0,5.00001799049943,-2.02651245118257E-06,0.29993928571059,0,-1,0,0.423798657415022,0.25
31,33628793.0232301,5.00001799049943,4.73487548817433E-07,0.29993928571059,0,1,0,0.420448207626857,0.24390243902439
32,0,5.00001799049943,-1.96553684142647E-06,0.29993928571059,0,1,0,0.417226144861151,0.238095238095238
33,1494881150.02645,5.00001799049943,-4.34648922237885E-06,0.29993928571059,0,-1,0,0.414123876566552,0.232558139534884
34,0,5.00001799049943,-2.02090782703001E-06,0.29993928571059,0,1,0,0.41113361690052,0.227272727272727
35,4585105440.48268,5.00001799049943,-4.29363509975729E-06,0.29993928571059,-6.70248722499617E-06,-0.999999999977538,0,0.408248290463863,0.222222222222222
36,0,5.00001947994104,-2.07141287758498E-06,0.29993928571059,0,-1,0,0.40546144983877,0.217391304347826
37,1575953.10750675,5.00001947994104,1.02500165893283E-07,0.29993928571059,0,1,0,0.402767204636577,0.212765957446809
38,0,5.00001947994104,-2.0251594085748E-06,0.29993928571059,0,-1,0,0.40016016019225,0.208333333333333
39,507634.212477684,5.00001947994104,5.81739247585311E-08,0.29993928571059,0,-1,0,0.397635364383525,0.204081632653061
40,660868417.011105,5.00001947994104,2.09899025128914E-06,0.29993928571059,0,1,0,0.395188261324405,0.2
41,1469870.27661276,5.00001947994104,9.89902512891433E-08,0.29993928571059,0,1,0,0.392814650900513,0.196078431372549
42,0,5.00001947994104,-1.86179406243635E-06,0.29993928571059,0,-1,0,0.390510653289516,0.192307692307692
43,563342.106832504,5.00001947994104,6.12828606405765E-08,0.29993928571059,0,1,0,0.388272677752223,0.188679245283019
44,0,5.00001947994104,-1.82550959218961E-06,0.29993928571059,0,-1,0,0.38609739509609,0.185185185185185
45,104087.89053154,5.00001947994104,2.63422596622395E-08,0.29993928571059,0,1,0,0.383981713307935,0.181818181818182
46,0,5.00001947994104,-1.79183955851958E-06,0.29993928571059,0,-1,0,0.381922755930953,0.178571428571429
47,0,5.00001947994104,-6.12527280529288E-09,0.29993928571059,0,1,0,0.379917842825796,0.175438596491228
48,0,5.00001947994104,-1.76051123771757E-06,0.29993928571059,0,-1,0,0.377964473009227,0.172413793103448
49,0,5.00001947994104,-3.63733066830907E-08,0.29993928571059,0,1,0,0.376060309308639,0.169491525423729
50,-108114340.715193,5.00001947994104,-1.73128856092038E-06,0.29993928571059,1.33386586616406E-06,-0.999999999999111,0,0.374203164608213,0.166666666666667
51,0,5.00001925763006,-6.46218942551945E-08,0.29993928571059,0,1,0,0.372390989493982,0.163934426229508
52,0,5.00001925763006,-1.70396615655028E-06,0.29993928571059,1.6281345963571E-07,-0.999999999999987,0,0.370621861131651,0.161290322580645
53,0,5.00001923136983,-9.10629307438458E-08,0.29993928571059,0,-1,0,0.368893973233441,0.158730158730159
54,335811756.336774,5.00001923136983,1.49623865655774E-06,0.29993928571059,0,1,0,0.367205626989359,0.15625
55,0,5.00001923136983,-6.62613434422583E-08,0.29993928571059,0,1,0,0.365555222854512,0.153846153846154
56,0,5.00001923136983,-1.6047228819038E-06,0.29993928571059,0,-1,0,0.363941253097948,0.151515151515152
57,0,5.00001923136983,-8.95713667522818E-08,0.29993928571059,0,1,0,0.362362295030433,0.149253731343284
58,0,5.00001923136983,-1.58210868018512E-06,0.29993928571059,0,-1,0,0.360817004838774,0.147058823529412
59,0,5.00001923136983,-1.11520444891E-07,0.29993928571059,0,1,0,0.359304111963084,0.144927536231884
60,0,5.00001923136983,-1.56079580720984E-06,0.29993928571059,2.81538080464695E-07,-0.99999999999996,0,0.357822413961026,0.142857142857143
61,0,5.0000191911501,-1.32224378638468E-07,0.29993928571059,0,1,0,0.356370771809629,0.140845070422535
62,0,5.0000191911501,-1.54067508286382E-06,0.29993928571059,0,1,0,0.354948105601005,0.138888888888889
63,-400800326.891209,5.0000191911501,-2.92956397175271E-06,0.29993928571059,-1.2920288984463E-05,-0.999999999760012,-1.7693029837141E-05,0.353553390593274,0.136986301369863
64,508512486.864599,5.0000209610527,-1.55970095838283E-06,0.299939528080862,2.91381054717525E-07,-0.99999999994618,-1.03709125384106E-05,0.352185653582324,0.135135135135135
65,0,5.00002092167688,-2.08349607104209E-07,0.299939668228329,0,1,0,0.350843969563869,0.133333333333333
66,0,5.00002092167688,-1.54168294043754E-06,0.299939668228329,0,1,0,0.349527458658551,0.131578947368421
67,0,5.00002092167688,-2.85747241412175E-06,0.299939668228329,0,-1,0,0.348235283275785,0.12987012987013
68,0,5.00002092167688,-1.55877111542045E-06,0.299939668228329,0,1,0,0.346966645494591,0.128205128205128
69,-345313635.522278,5.00002092167688,-2.84082239747174E-06,0.299939668228329,-1.09270322610073E-07,-0.999999999707432,2.41893212319645E-05,0.345720784641941,0.126582278481013
70,0,5.00002093550857,-1.57499961303195E-06,0.299939362034389,0,-1,0,0.344496975051139,0.125
71,0,5.00002093550857,-3.24999613031948E-07,0.299939362034389,0,1,0,0.34329452398452,0.123456790123457
72,0,5.00002093550857,-1.55956751426652E-06,0.299939362034389,0,1,0,0.342112769706321,0.121951219512195
73,-164689865.175509,5.00002093550857,-2.77907970938847E-06,0.299939362034389,3.75870809491308E-07,-0.999999999999929,0,0.340951079692995,0.120481927710843
74,0,5.00002089022293,-1.57426043228012E-06,0.299939362034389,0,-1,0,0.339808848969424,0.119047619047619
75,0,5.00002089022293,-3.83784241803928E-07,0.299939362034389,0,1,0,0.338685498560657,0.117647058823529
76,205477031.314776,5.00002089022293,-1.56025483003922E-06,0.299939362034389,-1.11875680301864E-06,0.999999999999374,0,0.337580474049726,0.116279069767442
77,0,5.00002102031093,-2.72304552771291E-06,0.299939362034389,0,1,0,0.336493244233015,0.114942528735632
78,-608502875.87693,5.00002102031093,-3.87247081506924E-06,0.299939362034389,3.3121632610709E-06,0.999999999994515,0,0.335423299865412,0.113636363636364
79,1154637452.97427,5.00002064392874,-5.00883445142664E-06,0.299939362034389,-1.57144357122608E-07,-0.999999999571706,2.92671002956076E-05,0.334370152488211,0.112359550561798
80,0,5.00002066158541,-3.88523894628989E-06,0.299939033190566,0,1,0,0.333333333333333,0.111111111111111
81,-1351425438.40852,5.00002066158541,-4.996350057401E-06,0.299939033190566,-1.58701540553067E-05,0.999999987291931,-0.000158632520202958,0.33231239229804,0.10989010989011
82,1687695995.37935,5.00002240555838,-6.09525114233719E-06,0.299940776405073,0,-1,0,0.33130689698479,0.108695652173913
83,681977024.145235,5.00002240555838,-5.00829462059806E-06,0.299940776405073,5.14884641491215E-07,-0.999999999999868,0,0.330316431801381,0.10752688172043
84,-739743254.91256,5.00002235019444,-3.9330258033939E-06,0.299940776405073,-8.49446099485565E-08,0.999999999999636,-8.49446099485565E-07,0.329340597116918,0.106382978723404
85,-1203389105.73835,5.0000223592311,-4.99685559062755E-06,0.299940785441734,7.88852294303339E-06,0.999999999968885,0,0.32837900846954,0.105263157894737
86,1886474432.03572,5.00002152886027,-6.04948716954217E-06,0.299940785441734,-4.7312705257492E-06,-0.999999998984876,-4.4809176883957E-05,0.327431295822161,0.104166666666667
87,-1966182159.08429,5.00002202170094,-5.00782050393292E-06,0.299941252203993,3.61740817280482E-06,0.999999998619688,5.24169614575797E-05,0.326497102862805,0.103092783505155
88,6716537238.90255,5.00002164877227,-6.03874833756147E-06,0.299940711822947,-5.3394971944467E-06,-0.99999999852314,-5.40852089513817E-05,0.325576086346396,0.102040816326531
89,-1583829382.67935,5.00002219361892,-5.01834017580316E-06,0.299941263712835,1.72400921484795E-06,0.999999999849904,1.72400921484795E-05,0.324667915475099,0.101010101010101
90,967631865.069657,5.00002201947657,-6.02844118575256E-06,0.29994108957049,-8.91708723312476E-06,-0.99999999993946,-6.44713463172939E-06,0.323772271314564,0.1
91,755446071.379452,5.0000229111853,-5.0284411858131E-06,0.299941154041836,-4.0612623232417E-06,-0.999999999975295,-5.73726205621419E-06,0.322888846243622,0.099009900990099
92,885823283.377394,5.00002331329048,-4.03834217593657E-06,0.299941210846411,3.01701179682359E-07,-0.999999999999954,0,0.322017343435167,0.0980392156862745
93,693548739.028697,5.00002328371193,-3.05795001907387E-06,0.299941210846411,-8.24309132862979E-08,-0.999999999999657,-8.24309132862979E-07,0.321157476366158,0.0970873786407767
94,0,5.00002329171493,-2.08707623266644E-06,0.299941218849412,0,-1,0,0.320308968354799,0.0961538461538462
95,0,5.00002329171493,-1.12553777112797E-06,0.299941218849412,0,1,0,0.319471552123136,0.0952380952380952
96,0,5.00002329171493,-2.07791872350893E-06,0.299941218849412,0,1,0,0.318644969383422,0.0943396226415094
97,-113081094.639995,5.00002329171493,-3.02131494992402E-06,0.299941218849412,0,-1,0,0.317828970446719,0.0934579439252336
98,687459357.250076,5.00002329171493,-2.08673551067168E-06,0.299941218849412,-5.03766702734167E-06,-0.999999999984054,-2.55214824946513E-06,0.317023313852343,0.0925925925925926
99,0,5.00002375816558,-1.16080958476052E-06,0.299941242480414,0,-1,0,0.316227766016838,0.0917431192660551
