Iteration,f,x0,x1,x2,x3,Df0,Df1,Df2,Df3,Step_Df,Step_GH
0,-451890810.255694,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,1,1
1,-808672835.896899,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.840896415253715,0.961538461538462
2,-1383973805.1279,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.759835685651593,0.925925925925926
3,-1715265030.76905,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.707106781186548,0.892857142857143
4,-787477056.409692,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.668740304976422,0.862068965517241
5,-735280989.742999,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.638943104246272,0.833333333333333
6,-181969682.050462,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.614788152951264,0.806451612903226
7,-820578066.666129,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.594603557501361,0.78125
8,-430437851.281359,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.577350269189626,0.757575757575758
9,-885893230.768718,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.562341325190349,0.735294117647059
10,-1721240589.74346,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.549100486776112,0.714285714285714
11,-1345947497.43554,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.537284965911771,0.694444444444444
12,-1788656876.92295,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.526640387847927,0.675675675675676
13,-1788656876.92295,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.516973153957171,0.657894736842105
14,-1188145030.76885,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.508132748154615,0.641025641025641
15,-1531644753.84592,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.5,0.625
16,-181969682.050462,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.492479060505452,0.609756097560976
17,-1396345907.692,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.485491771707323,0.595238095238095
18,-692095548.717334,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.478973625443575,0.581395348837209
19,-1442939312.82026,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.472870804501588,0.568181818181818
20,-1513997399.99972,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.4671379777282,0.555555555555556
21,-609762907.691667,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.461736630944103,0.543478260869565
22,-1794049446.15369,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.456633785496731,0.531914893617021
23,-1721240589.74346,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.451801001804922,0.520833333333333
24,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.447213595499958,0.510204081632653
25,-999132784.614899,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.442850014269147,0.5
26,-735280989.742999,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.438691337650831,0.490196078431373
27,-1204345682.05087,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.434720871944991,0.480769230769231
28,-114810374.358131,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.430923819458906,0.471698113207547
29,-1533279005.12795,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.427287006396234,0.462962962962963
30,-986643964.102078,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.423798657415022,0.454545454545455
31,-821231887.178924,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.420448207626857,0.446428571428571
32,-1721240589.74346,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.417226144861151,0.43859649122807
33,-1081651974.35854,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.414123876566552,0.431034482758621
34,-1605527015.38441,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.41113361690052,0.423728813559322
35,-1788656876.92295,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.408248290463863,0.416666666666667
36,-1480078964.10231,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.40546144983877,0.409836065573771
37,-451890810.255694,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.402767204636577,0.403225806451613
38,-1215130020.51246,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.40016016019225,0.396825396825397
39,-390590743.589001,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.397635364383525,0.390625
40,-908699717.948233,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.395188261324405,0.384615384615385
