Iteration,f,x0,x1,x2,Df0,Df1,Df2,Step_Df,Step_GH
0,7135864829.53616,5,-1E-05,0.3,-9.9335525014758E-06,0.999999999950662,0,2,2
1,2710042000.14798,5.000019867105,-2.99999999990133E-05,0.3,-8.5786538557689E-06,-0.999999997997282,6.27044051459296E-05,1.68179283050743,1.81818181818182
2,5124266784.84481,5.00003546465747,-1.18181818536081E-05,0.299988599199064,-4.84508078044449E-06,-0.999999999988263,0,1.51967137130319,1.66666666666667
3,3526194254.88935,5.0000435397921,4.84848481286293E-06,0.299988599199064,-6.2259925384748E-07,0.999999999999806,0,1.4142135623731,1.53846153846154
4,3965855967.37186,5.00004449763711,-1.05361305717495E-05,0.299988599199064,6.52141502991085E-08,-0.999999999999998,0,1.33748060995284,1.42857142857143
5,2108920763.58252,5.00004440447404,3.74958371396478E-06,0.299988599199064,0,1,0,1.27788620849254,1.33333333333333
6,9317326640.2832,5.00004440447404,-9.58374961936855E-06,0.299988599199064,-4.6759555686492E-06,-0.9999999992026,-3.96602655886471E-05,1.22957630590253,1.25
7,1275685938.17586,5.0000502494185,2.91625037066394E-06,0.299993556732263,0,1,0,1.18920711500272,1.17647058823529
8,1210552624.83458,5.0000502494185,-8.848455511689E-06,0.299993556732263,-1.43926119255715E-06,-0.999999999210807,-3.97028290664596E-05,1.15470053837925,1.11111111111111
9,767946667.897519,5.0000518485976,2.2626555906533E-06,0.299997968157715,0,1,0,1.1246826503807,1.05263157894737
10,2079817273.08946,5.0000518485976,-8.26366019882038E-06,0.299997968157715,-3.95467368961773E-06,-0.999999999957781,-8.29444809625461E-06,1.09820097355222,1
11,452234400.430059,5.00005580327129,1.73633980075743E-06,0.299998797602524,0,1,0,1.07456993182354,0.952380952380952
12,1601210510.12034,5.00005580327129,-7.78746972305209E-06,0.299998797602524,-3.69959182515329E-05,-0.999999997870794,5.37560522819079E-05,1.05328077569585,0.909090909090909
13,254844819.23708,5.00008943592425,1.30343934850059E-06,0.299993910688681,0,1,0,1.03394630791434,0.869565217391304
14,1886474432.03572,5.00008943592425,-7.39221282541246E-06,0.299993910688681,2.57222510350056E-07,-0.999999997121322,-7.58768097497776E-05,1.01626549630923,0.833333333333333
15,132857050.499195,5.00008922157215,9.41120483931891E-07,0.30000023375616,0,1,0,1,0.8
16,4158146788.98886,5.00008922157215,-7.05887951606811E-06,0.30000023375616,-4.74379222919778E-06,0.999999997990635,-6.32157202008706E-05,0.984958121010905,0.769230769230769
17,-2052532355.51697,5.0000928706431,-1.47511871929191E-05,0.300005096503867,2.38124300388943E-06,0.999999999997165,0,0.970983543414647,0.740740740740741
18,-1358242675.78028,5.00009110675939,-2.21585946003056E-05,0.300005096503867,-9.9999999995E-06,-0.99999999995,0,0.957947250887149,0.714285714285714
19,3242311704.56307,5.00009824961653,-1.50157374578056E-05,0.300005096503867,2.12571115291549E-07,-0.999999999968368,7.95102764416297E-06,0.945741609003176,0.689655172413793
20,3141101594.45729,5.00009810301577,-8.11918573388578E-06,0.300004548157133,-6.14314828070161E-06,-0.999999999981131,0,0.9342759554564,0.666666666666667
21,0,5.00010219844795,-1.4525190673449E-06,0.300004548157133,1.34084512674344E-06,0.999999999999101,0,0.923473261888205,0.645161290322581
22,2443172112.33276,5.00010133338658,-7.90413197056491E-06,0.300004548157133,1.49224937642299E-05,0.999999999725984,-1.80375256447507E-05,0.913267570993462,0.625
23,4218761228.31932,5.00009200682798,-1.41541319688523E-05,0.300005675502486,-8.27290849910535E-06,-0.999999999176867,-3.97218597429492E-05,0.903602003609845,0.606060606060606
24,-1915181415.55306,5.00009702071192,-8.09352591323494E-06,0.300008082887925,4.02822407619033E-07,0.999999999999919,0,0.894427190999916,0.588235294117647
25,7760303169.85327,5.00009678375756,-1.39758788544109E-05,0.300008082887925,0,-1,0,0.885700028538295,0.571428571428571
26,1917129963.4766,5.00009678375756,-8.26159314012522E-06,0.300008082887925,2.62350150449053E-07,-0.999999999999966,0,0.877382675301662,0.555555555555556
27,0,5.00009663800748,-2.70603758456985E-06,0.300008082887925,0,1,0,0.869441743889983,0.540540540540541
28,-1538453907.0645,5.00009663800748,-8.11144298997526E-06,0.300008082887925,7.5651768985196E-08,-0.999999999999997,0,0.861847638917812,0.526315789473684
29,0,5.00009659819076,-2.84828509523843E-06,0.300008082887925,0,1,0,0.854574012792468,0.512820512820513
30,-1886786202.2855,5.00009659819076,-7.97649022344356E-06,0.300008082887925,-4.22460191600731E-07,0.999999999999911,0,0.847597314830043,0.5
31,-1945732071.05149,5.00009680942085,-1.29764902234431E-05,0.300008082887925,0,1,0,0.840896415253715,0.48780487804878
32,5919600661.34764,5.00009680942085,-1.78545390039309E-05,0.300008082887925,-9.9999999995E-06,-0.99999999995,0,0.834452289722301,0.476190476190476
33,-1844879694.98544,5.00010157132561,-1.30926342422643E-05,0.300008082887925,0,1,0,0.828247753133104,0.465116279069767
34,-2145841676.61861,5.00010157132561,-1.77437970329619E-05,0.300008082887925,-4.202736093579E-06,0.999999999991169,0,0.822267233801039,0.454545454545455
35,1798251483.26111,5.0001034816602,-2.22892515783763E-05,0.300008082887925,-1.41545620526386E-05,-0.999999997671435,-6.67591102006927E-05,0.816496580927726,0.444444444444444
36,4466941277.30173,5.00010977257667,-1.78448071442811E-05,0.30001104995949,0,-1,0,0.81092289967754,0.434782608695652
37,5673159478.07022,5.00010977257667,-1.34969810573245E-05,0.30001104995949,0,-0.999999999923707,1.23525467207961E-05,0.805534409273155,0.425531914893617
38,5910309261.28759,5.00010977257667,-9.24166190871302E-06,0.300010524319204,0,-1,0,0.8003203203845,0.416666666666667
39,-1271185639.21899,5.00010977257667,-5.07499524204636E-06,0.300010524319204,-6.33608154431048E-07,0.999999998591296,5.30754855849916E-05,0.795270728767051,0.408163265306122
40,3137882828.35935,5.00011003119224,-9.15662788935777E-06,0.300008357972853,-3.67939706617392E-06,-0.999999999972347,6.46279150289086E-06,0.79037652264881,0.4
41,2605825481.25056,5.00011150295107,-5.15662788946838E-06,0.300008099461193,-1.06781524291485E-06,-0.999999999420777,-3.40192074970173E-05,0.785629301801026,0.392156862745098
42,0,5.00011192170215,-1.23505926428886E-06,0.300009433547762,0,1,0,0.781021306579032,0.384615384615385
43,1372640012.05804,5.00011192170215,-5.08121311044271E-06,0.300009433547762,-4.56272001748402E-06,0.999999998155216,6.05702087777064E-05,0.776545355504446,0.377358490566038
44,1119616240.46135,5.00011364348328,-8.85479800914163E-06,0.300007147879506,-5.89997065237684E-07,-0.999999999974843,-7.06872439332747E-06,0.772194790192179,0.37037037037037
45,1875066094.4338,5.00011386200072,-5.15109430553111E-06,0.300007409684113,-1.29788138756843E-05,-0.999999989951252,-0.000141170271829591,0.76796342661587,0.363636363636364
46,508512486.864599,5.0001185815694,-1.51473070570837E-06,0.300012543148543,-2.52377420789048E-06,0.999999999988381,-4.10709651235651E-06,0.763845511861907,0.357142857142857
47,2225659803.0317,5.00011948291733,-5.08615927709545E-06,0.300012689830561,-4.39768420628213E-06,-0.99999999974082,-2.23387480569897E-05,0.759835685651593,0.350877192982456
48,0,5.00012102596442,-1.57738734818029E-06,0.300013473646283,0,1,0,0.755928946018455,0.344827586206897
49,-245660420.150025,5.00012102596442,-5.02566321024925E-06,0.300013473646283,-1.40853254043164E-06,-0.999999999610865,2.78619250728558E-05,0.752120618617279,0.338983050847458
50,0,5.00012150343308,-1.63583270309378E-06,0.300012529174246,0,1,0,0.748406329216425,0.333333333333333
51,2947141962.82695,5.00012150343308,-4.96916603642711E-06,0.300012529174246,-7.30048949784388E-06,-0.999999999973352,0,0.744781978987965,0.327868852459016
52,0,5.00012389703619,-1.69047751192432E-06,0.300012529174246,-4.95749534978165E-07,0.999999999999877,0,0.741243722263303,0.32258064516129
53,-2157652591.58366,5.0001240569554,-4.91628396353683E-06,0.300012529174246,-4.83955733116337E-06,-0.999999916203304,0.000409353104770574,0.737787946466881,0.317460317460317
54,0,5.0001255933228,-1.74168105495491E-06,0.299999533837587,0,1,0,0.734411253978718,0.3125
55,-1654741514.05201,5.0001255933228,-4.86668105495491E-06,0.299999533837587,3.38187193834201E-05,-0.999999999428147,0,0.731110445709025,0.307692307692308
56,0,5.00011518756299,-1.78975797979138E-06,0.299999533837587,0,1,0,0.727882506195895,0.303030303030303
57,4366560985.19588,5.00011518756299,-4.82006101009441E-06,0.299999533837587,-1.88455586248234E-05,0.999999999806555,5.63344212408863E-06,0.724724590060866,0.298507462686567
58,303862.735047817,5.00012081310288,-7.80513563638263E-06,0.299999365675136,0,-1,0,0.721634009677548,0.294117647058824
59,-2336600268.87863,5.00012081310288,-4.8639591657944E-06,0.299999365675136,3.86857453289005E-06,0.999999999346995,3.5931118974878E-05,0.718608223926168,0.289855072463768
60,4503122972.95012,5.00011969177693,-7.76250988853931E-06,0.299998324193426,-5.16693666878088E-06,-0.999999999986651,0,0.715644827922052,0.285714285714286
61,-770301696.357314,5.00012116804455,-4.90536703143459E-06,0.299998324193426,4.04918953784156E-06,0.999999999893958,1.39889036586488E-05,0.712741543619258,0.28169014084507
62,-162853113.044781,5.00012002742778,-7.72226843958659E-06,0.299997930139802,-7.85805329036756E-06,-0.999999999969126,0,0.709896211202011,0.277777777777778
63,-904620268.123255,5.00012221022036,-4.94449066189457E-06,0.299997930139802,4.38128884957958E-06,0.99999999690107,7.86044865594541E-05,0.707106781186548,0.273972602739726
64,2054974052.94874,5.00012100986725,-7.68421668080161E-06,0.299995776592225,-5.55898009136757E-06,-0.99999999919434,-3.97544773757905E-05,0.704371307164647,0.27027027027027
65,655264902.089194,5.0001225122943,-4.98151398027637E-06,0.299996851037559,-9.61182603067151E-06,-0.999999994329763,-0.000106057004700577,0.701687939127737,0.266666666666667
66,226963534.727355,5.00012507544791,-2.31484732873034E-06,0.299999679224351,-1.59182437578287E-06,0.999999999998733,0,0.699054917317102,0.263157894736842
67,1398990329.4583,5.00012549434906,-4.94642627609542E-06,0.299999679224351,-8.86733810273817E-06,-0.999999999788604,-1.85516402813815E-05,0.696470566551571,0.25974025974026
68,0,5.00012779755376,-2.34902367924191E-06,0.300000161085138,0,1,0,0.693933290989182,0.256410256410256
69,-1277617741.40197,5.00012779755376,-4.91312624334447E-06,0.300000161085138,3.87806270294796E-06,0.99999999999248,0,0.691441569283882,0.253164556962025
70,2009200694.61667,5.00012681576574,-7.44477181294569E-06,0.300000161085138,-5.55898009512509E-06,-0.999999999870276,-1.51177120151018E-05,0.688993950102279,0.25
71,-1084252321.52477,5.00012820551076,-4.94477181327E-06,0.300000539027938,7.27509273921479E-06,0.999999997351604,7.24145413441124E-05,0.686589047969039,0.246913580246914
72,-1809024584.93913,5.00012640919156,-7.41390760919988E-06,0.299998751014572,-3.75383884740699E-07,0.999999999809648,1.95080074165753E-05,0.684225539412643,0.24390243902439
73,3324001329.66036,5.00012650074861,-9.85293199897951E-06,0.299998275209513,0,-1,0,0.681902159385991,0.240963855421687
74,-689783424.001479,5.00012650074861,-7.44329344476264E-06,0.299998275209513,0,1,0,0.679617697938849,0.238095238095238
75,-1793061088.18394,5.00012650074861,-9.82424582571503E-06,0.299998275209513,0,1,0,0.677370997121314,0.235294117647059
76,1992540182.46937,5.00012650074861,-1.21771870021856E-05,0.299998275209513,3.8194229243116E-07,-0.999999999999927,0,0.675160948099453,0.232558139534884
77,4718437176.83134,5.00012641192482,-9.85160560683694E-06,0.299998275209513,0,-1,0,0.67298648846603,0.229885057471264
78,-1915181415.55306,5.00012641192482,-7.5527550321243E-06,0.299998275209513,-1.31191794695364E-06,-0.99999999999914,0,0.670846599730825,0.227272727272727
79,33141835.4826488,5.00012671008799,-5.28002775939898E-06,0.299998275209513,0,0.999999950317866,0.000315220977166451,0.668740304976422,0.224719101123595
80,-844596349.561996,5.00012671008799,-7.5272186589897E-06,0.299991191592048,0,0.999999824797435,0.00059195025130319,0.666666666666667,0.222222222222222
81,2623973706.79321,5.00012671008799,-9.74944049187288E-06,0.299978037142019,-6.03815961813731E-07,-0.999999999999624,-6.2278235573277E-07,0.66462478459608,0.21978021978022
82,4303704009.42983,5.0001268427948,-7.55163829407151E-06,0.299978050829544,-5.3586002593999E-06,-0.999999999985643,0,0.66261379396958,0.217391304347826
83,5852015038.86133,5.0001280077079,-5.37772525062446E-06,0.299978050829544,-6.85229448528199E-06,-0.999999999933305,-9.29713408102895E-06,0.660632863602761,0.21505376344086
84,0,5.00012948131961,-3.22718761635929E-06,0.299978250767911,1.49061171364592E-06,-0.999999999998889,0,0.658681194233836,0.212765957446809
85,0,5.00012916416818,-1.09952804189357E-06,0.299978250767911,0,1,0,0.656758016939081,0.210526315789474
86,272986261.135605,5.00012916416818,-3.20479119978831E-06,0.299978250767911,-1.13317700430293E-06,0.999999999796777,2.01286555325237E-05,0.654862591644322,0.208333333333333
87,2023287758.08393,5.00012940024673,-5.28812453269826E-06,0.299977831420921,0,-1,0,0.65299420572561,0.206185567010309
88,955573814.102145,5.00012940024673,-3.22626886259517E-06,0.299977831420921,2.60086736089119E-06,-0.99999999999237,-2.91461527856675E-06,0.651152172692792,0.204081632653061
89,0,5.00012886945747,-1.18545253608012E-06,0.299977890902865,0,1,0,0.649335830950198,0.202020202020202
90,-617229795.946499,5.00012886945747,-3.20565455628214E-06,0.299977890902865,1.69621884256653E-06,-0.999999999998561,0,0.647544542629129,0.2
91,0,5.0001285302137,-1.20565455628502E-06,0.299977890902865,0,1,0,0.645777692487244,0.198019801980198
92,0,5.0001285302137,-3.185852576087E-06,0.299977890902865,0,-1,0,0.644034686870335,0.196078431372549
93,0,5.0001285302137,-1.22506826236151E-06,0.299977890902865,0,1,0,0.642314952732316,0.194174757281553
94,-291391041.757874,5.0001285302137,-3.16681583517705E-06,0.299977890902865,3.74853383430349E-05,0.999999999297425,0,0.640617936709597,0.192307692307692
95,1450568929.67221,5.00012132149479,-5.08989275690286E-06,0.299977890902865,6.82840146654358E-06,0.999999999935403,-9.08664656320564E-06,0.638943104246272,0.19047619047619
96,689513608.627793,5.00012002084689,-6.99465466154173E-06,0.299978063981847,0,0.999999987557309,0.00015775101462831,0.637289938766844,0.188679245283019
97,2871563539.88217,5.00012002084689,-8.88144709089514E-06,0.299975087547609,0,-1,0,0.635657940893437,0.186915887850467
98,3860134701.41895,5.00012002084689,-7.01228821239047E-06,0.299975087547609,-3.49496365367388E-07,-0.999999999999939,0,0.634046627704686,0.185185185185185
99,-1941550466.81376,5.00012008556844,-5.16043636053873E-06,0.299975087547609,1.50144339066317E-07,0.999999999147686,4.12868618102557E-05,0.632455532033676,0.18348623853211
