Iteration,f,x0,x1,x2,x3,Df0,Df1,Df2,Df3,Step_Df,Step_GH
0,-1088724882.05087,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,1,1
1,-1605527015.38441,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.840896415253715,0.980392156862745
2,-999132784.614899,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.759835685651593,0.961538461538462
3,-390590743.589001,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.707106781186548,0.943396226415094
4,-1188145030.76885,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.668740304976422,0.925925925925926
5,-1552280287.17928,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.638943104246272,0.909090909090909
6,-1224607717.94834,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.614788152951264,0.892857142857143
7,-1103081389.74315,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.594603557501361,0.87719298245614
8,-1078407415.38416,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.577350269189626,0.862068965517241
9,-181969682.050462,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.562341325190349,0.847457627118644
10,-1215130020.51246,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.549100486776112,0.833333333333333
11,-1396345907.692,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.537284965911771,0.819672131147541
12,-1255000871.79451,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.526640387847927,0.806451612903226
13,-1553634415.38438,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.516973153957171,0.793650793650794
14,-204916030.768463,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.508132748154615,0.78125
15,-1208267205.12782,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.5,0.769230769230769
16,-1408321169.23046,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.492479060505452,0.757575757575758
17,-735280989.742999,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.485491771707323,0.746268656716418
18,-1546888317.94846,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.478973625443575,0.735294117647059
19,-1677401728.20495,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.472870804501588,0.72463768115942
20,-1200307041.02526,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.4671379777282,0.714285714285714
21,-204916030.768463,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.461736630944103,0.704225352112676
22,-1442939312.82026,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.456633785496731,0.694444444444444
23,-1080228015.38418,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.451801001804922,0.684931506849315
