Iteration,f,x0,x1,x2,x3,Df0,Df1,Df2,Df3,Step_Df,Step_GH
0,-549186492.307027,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,1,2
1,-1604803564.10233,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.840896415253715,1.96078431372549
2,-1442939312.82026,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.759835685651593,1.92307692307692
3,-1533279005.12795,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.707106781186548,1.88679245283019
4,-1303392133.33298,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.668740304976422,1.85185185185185
5,-205896861.537644,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.638943104246272,1.81818181818182
6,-918761005.127695,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.614788152951264,1.78571428571429
7,-893106399.999489,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.594603557501361,1.75438596491228
8,-1208500441.02528,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.577350269189626,1.72413793103448
9,-1188145030.76885,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.562341325190349,1.69491525423729
10,73945292.3086138,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.549100486776112,1.66666666666667
11,-999132784.614899,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.537284965911771,1.63934426229508
12,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.526640387847927,1.61290322580645
13,-1239944456.40987,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.516973153957171,1.58730158730159
14,-692095548.717334,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.508132748154615,1.5625
15,-1469644179.48695,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.5,1.53846153846154
16,-1224607717.94834,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.492479060505452,1.51515151515152
17,-1480078964.10231,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.485491771707323,1.49253731343284
18,-1204345682.05087,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.478973625443575,1.47058823529412
19,-814742369.230207,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.472870804501588,1.44927536231884
20,73945292.3086138,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.4671379777282,1.42857142857143
21,49294461.5393825,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.461736630944103,1.40845070422535
22,-624516056.409617,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.456633785496731,1.38888888888889
23,-708412517.94813,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.451801001804922,1.36986301369863
24,-1325218189.74326,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.447213595499958,1.35135135135135
25,-1255000871.79451,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.442850014269147,1.33333333333333
26,-979267189.743129,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.438691337650831,1.31578947368421
27,-1656252435.89726,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.434720871944991,1.2987012987013
28,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.430923819458906,1.28205128205128
29,-1654385148.71774,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.427287006396234,1.26582278481013
30,-999132784.614899,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.423798657415022,1.25
31,-1070493738.4611,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.420448207626857,1.23456790123457
32,-1715265030.76905,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.417226144861151,1.21951219512195
33,-1480078964.10231,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.414123876566552,1.20481927710843
34,-902747302.563591,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.41113361690052,1.19047619047619
35,-1039096810.25595,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.408248290463863,1.17647058823529
36,-1208267205.12782,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.40546144983877,1.16279069767442
37,-1408321169.23046,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.402767204636577,1.14942528735632
38,-1552280287.17928,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.40016016019225,1.13636363636364
39,-1513997399.99972,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.397635364383525,1.12359550561798
40,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.395188261324405,1.11111111111111
41,-1039096810.25595,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.392814650900513,1.0989010989011
42,-1396345907.692,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.390510653289516,1.08695652173913
43,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.388272677752223,1.0752688172043
44,-1332174579.48685,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.38609739509609,1.06382978723404
45,-205896861.537644,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.383981713307935,1.05263157894737
46,-1569017841.02541,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.381922755930953,1.04166666666667
47,-1788656876.92295,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.379917842825796,1.03092783505155
48,-672346471.79431,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.377964473009227,1.02040816326531
49,-1609402051.28185,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.376060309308639,1.01010101010101
50,-1053476261.53803,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.374203164608213,1
51,-1321833369.23044,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.372390989493982,0.99009900990099
52,-902747302.563591,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.370621861131651,0.980392156862745
53,-986643964.102078,6.125977,-9E-05,1.322598,-0.000126,0,0,0,0,0.368893973233441,0.970873786407767
