Iteration,f,x0,x1,x2,x3,Df0,Df1,Df2,Df3,Step_Df,Step_GH
0,-1480078964.10231,6.125977,-9E-05,1.322598,-0.000126,0,0,-1,0,2,1
1,-1533279005.12795,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.68179283050743,0.961538461538462
2,-1345947497.43554,6.125977,-9E-05,2.322598,-0.000126,0,0,0,0,1.51967137130319,0.925925925925926
3,-672346471.79431,6.125977,-9E-05,2.322598,-0.000126,0,0,1,0,1.4142135623731,0.892857142857143
4,-1321833369.23044,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.33748060995284,0.862068965517241
5,-1794049446.15369,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.27788620849254,0.833333333333333
6,-918761005.127695,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.22957630590253,0.806451612903226
7,-1533279005.12795,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.18920711500272,0.78125
8,-205896861.537644,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.15470053837925,0.757575757575758
9,-1328859589.74328,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.1246826503807,0.735294117647059
10,-1487525369.23054,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.09820097355222,0.714285714285714
11,-549186492.307027,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.07456993182354,0.694444444444444
12,-1215130020.51246,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.05328077569585,0.675675675675676
13,-430437851.281359,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.03394630791434,0.657894736842105
14,-1721240589.74346,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1.01626549630923,0.641025641025641
15,-1513997399.99972,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,1,0.625
16,-578365979.486512,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.984958121010905,0.609756097560976
17,-1088724882.05087,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.970983543414647,0.595238095238095
18,-451890810.255694,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.957947250887149,0.581395348837209
19,-1303392133.33298,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.945741609003176,0.568181818181818
20,-1721240589.74346,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.9342759554564,0.555555555555556
21,-1548382307.69205,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.923473261888205,0.543478260869565
22,-1093160364.10213,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.913267570993462,0.531914893617021
23,-1095984938.4611,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.903602003609845,0.520833333333333
24,-1408321169.23046,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.894427190999916,0.510204081632653
25,-1581600035.89721,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.885700028538295,0.5
26,-556539723.076258,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.877382675301662,0.490196078431373
27,-1208500441.02528,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.869441743889983,0.480769230769231
28,-708412517.94813,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.861847638917812,0.471698113207547
29,-902747302.563591,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.854574012792468,0.462962962962963
30,-1383973805.1279,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.847597314830043,0.454545454545455
31,-1531644753.84592,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.840896415253715,0.446428571428571
32,-808672835.896899,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.834452289722301,0.43859649122807
33,-1328859589.74328,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.828247753133104,0.431034482758621
34,-165395933.332489,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.822267233801039,0.423728813559322
35,-902747302.563591,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.816496580927726,0.416666666666667
36,-1604803564.10233,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.81092289967754,0.409836065573771
37,-1039096810.25595,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.805534409273155,0.403225806451613
38,-609762907.691667,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.8003203203845,0.396825396825397
39,-1325218189.74326,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.795270728767051,0.390625
40,-808672835.896899,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.79037652264881,0.384615384615385
41,-708412517.94813,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.785629301801026,0.378787878787879
42,-1103081389.74315,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.781021306579032,0.373134328358209
43,-430437851.281359,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.776545355504446,0.367647058823529
44,-1095984938.4611,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.772194790192179,0.36231884057971
45,-1715265030.76905,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.76796342661587,0.357142857142857
46,-814742369.230207,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.763845511861907,0.352112676056338
47,-1447538199.99972,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.759835685651593,0.347222222222222
48,-1442939312.82026,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.755928946018455,0.342465753424658
49,-821231887.178924,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.752120618617279,0.337837837837838
50,-908699717.948233,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.748406329216425,0.333333333333333
51,-787640461.537897,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.744781978987965,0.328947368421053
52,-1240061174.35859,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.741243722263303,0.324675324675325
53,-1088724882.05087,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.737787946466881,0.320512820512821
54,-1654385148.71774,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.734411253978718,0.316455696202532
55,-1039096810.25595,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.731110445709025,0.3125
56,-930549517.948206,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.727882506195895,0.308641975308642
57,-1208500441.02528,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.724724590060866,0.304878048780488
58,-1553634415.38438,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.721634009677548,0.301204819277108
59,-1581600035.89721,6.125977,-9E-05,1.42974085714286,-0.000126,0,0,0,0,0.718608223926168,0.297619047619048
