Iteration,f,x0,x1,x2,Df0,Df1,Df2,Step_Df,Step_GH
0,1174909795.02544,5,-1E-05,0.3,-4.28377032437268E-07,0.999999999999329,-1.07638646977993E-06,2,1
1,1823582174.63662,5.00000042837703,-1.99999999999933E-05,0.300000107638647,-4.96702185456483E-06,-0.99999999904935,-4.33200730424039E-05,1.68179283050743,0.909090909090909
2,4288438999.2917,5.00000494385145,-1.09090909177265E-05,0.300004045827105,0,-1,0,1.51967137130319,0.833333333333333
3,2886335719.0815,5.00000494385145,-2.57575758439314E-06,0.300004045827105,-5.53998882171981E-06,0.999999999688057,-2.43556056450084E-05,1.4142135623731,0.769230769230769
4,4303704009.42983,5.00000920538131,-1.02680652743013E-05,0.300005919335232,0,-0.999999999879607,-1.55172954387857E-05,1.33748060995284,0.714285714285714
5,0,5.00000920538131,-3.12520813230408E-06,0.300007027713478,1.22941136797831E-07,0.999999999999992,0,1.27788620849254,0.666666666666667
6,-1842246981.77365,5.00000912342055,-9.79187479897069E-06,0.300007027713478,1.46222520640598E-07,0.999999999990334,4.39450308285074E-06,1.22957630590253,0.625
7,5093151092.36664,5.00000903203148,-1.60418747989103E-05,0.300006753057035,-5.69300387200034E-07,-0.999999999999838,0,1.18920711500272,0.588235294117647
8,1797508914.12054,5.00000936691406,-1.01595218577348E-05,0.300006753057035,0,-1,0,1.15470053837925,0.555555555555556
9,-983391916.893643,5.00000936691406,-4.6039663021792E-06,0.300006753057035,1.32597302259367E-06,0.999999999881647,1.53280100500387E-05,1.1246826503807,0.526315789473684
10,837349166.335536,5.00000866903352,-9.86712419629314E-06,0.300005946319664,1.15290556719316E-05,0.999999989823021,0.000142200702610259,1.09820097355222,0.5
11,3780163169.82773,5.00000290450568,-1.48671241454082E-05,0.299998836284533,-5.30101462496622E-06,-0.99999999998595,0,1.07456993182354,0.476190476190476
12,7551472645.36483,5.00000542879836,-1.01052193835704E-05,0.299998836284533,-3.85491900930739E-06,-0.999999999050843,-4.33987874732906E-05,1.05328077569585,0.454545454545455
13,2097666115.61113,5.00000718103427,-5.55976484243019E-06,0.300000808956691,-0.000310673438096342,-0.999995489219981,-0.0029874774819753,1.03394630791434,0.434782608695652
14,0,5.00014225644214,-1.21195836756071E-06,0.300130699281994,-1.82243136570341E-07,0.999999999999983,0,1.01626549630923,0.416666666666667
15,-911187422.272954,5.00014233237678,-5.3786250342273E-06,0.300130699281994,2.96195409420893E-07,0.999999999999823,-5.16740367414555E-07,1,0.4
16,2171045703.97222,5.00014221389862,-9.3786250342266E-06,0.300130719951609,0,-1,0,0.984958121010905,0.384615384615385
17,-1150334678.83961,5.00014221389862,-5.53247118807275E-06,0.300130719951609,2.71274234629103E-06,0.99999999898844,4.48972386601274E-05,0.970983543414647,0.37037037037037
18,-2184971312.18603,5.00014120917923,-9.23617488802993E-06,0.300129057090918,4.07788349888802E-07,0.999999999999917,0,0.957947250887149,0.357142857142857
19,3198921196.32801,5.00014106354053,-1.28076034594582E-05,0.300129057090918,0,-1,0,0.945741609003176,0.344827586206897
20,-1514895276.27323,5.00014106354053,-9.35932759738924E-06,0.300129057090918,-4.28835275955399E-06,0.999999999952511,-8.75152228067254E-06,0.9342759554564,0.333333333333333
21,-1835661982.82146,5.00014249299145,-1.26926609305643E-05,0.300129348808327,-1.05426315568295E-06,0.999999999948862,1.0058031762806E-05,0.923473261888205,0.32258064516129
22,-1791263043.38711,5.00014283307634,-1.59184673820122E-05,0.30012902435569,-0.0024533899601426,0.999996990434323,0,0.913267570993462,0.3125
23,-2278611319.77986,5.00090951743889,-1.90434579771195E-05,0.30012902435569,5.87183038174122E-06,0.999999999982761,0,0.903602003609845,0.303030303030303
24,822308525.610612,5.00090773809635,-2.20737610073703E-05,0.30012902435569,0,-1,0,0.894427190999916,0.294117647058824
25,3120643748.20039,5.00090773809635,-1.9132584536782E-05,0.30012902435569,3.93811113909128E-07,-0.999999999999922,0,0.885700028538295,0.285714285714286
26,2742744540.71099,5.00090762557889,-1.62754416796394E-05,0.30012902435569,4.76200105462323E-07,-0.999999999748703,2.24135742155843E-05,0.877382675301662,0.277777777777778
27,4001428773.27149,5.00090749330108,-1.34976639025597E-05,0.300128401756406,-8.54115851612732E-06,-0.999999986689429,-0.000162936154709607,0.869441743889983,0.27027027027027
28,2136199623.27294,5.0009098017223,-1.07949612358315E-05,0.300132805436263,-2.38678469081391E-06,-0.999999999997152,0,0.861847638917812,0.263157894736842
29,782744698.775812,5.00091042982353,-8.16338228847056E-06,0.300132805436263,-3.21706339151215E-06,-0.999999999523911,-3.06892315573231E-05,0.854574012792468,0.256410256410256
30,1142754816.87616,5.00091125471158,-5.59927972558874E-06,0.300133592339636,0,-0.999999999033489,-4.39661482031401E-05,0.847597314830043,0.25
31,-1157869666.9718,5.00091125471158,-3.09927972800502E-06,0.300134691493341,2.76307453659839E-06,0.999999999462166,3.26807952265106E-05,0.840896415253715,0.24390243902439
32,-1487165038.18067,5.00091058079096,-5.53830411693713E-06,0.300133894400775,7.16159908110421E-06,0.999999995089159,9.88453040500409E-05,0.834452289722301,0.238095238095238
33,-1053065575.96667,5.00090887564832,-7.91925648619703E-06,0.300131540941155,1.74386390680169E-05,0.999999999847947,0,0.828247753133104,0.232558139534884
34,1784699702.67219,5.00090482015087,-1.02448378811923E-05,0.300131540941155,6.80774825653876E-08,-0.999999999999998,0,0.822267233801039,0.227272727272727
35,2820456328.84929,5.00090480467871,-7.97211060846499E-06,0.300131540941155,0,-1,0,0.816496580927726,0.222222222222222
36,1096063924.50254,5.00090480467871,-5.74988838624277E-06,0.300131540941155,0,-1,0,0.81092289967754,0.217391304347826
37,1993158767.17236,5.00090480467871,-3.57597534276451E-06,0.300131540941155,-1.82411265185307E-06,-0.999999999870252,1.60052759716177E-05,0.805534409273155,0.212765957446809
38,0,5.00090519278779,-1.44831576857248E-06,0.300131200403368,0,1,0,0.8003203203845,0.208333333333333
39,-1387591236.40782,5.00090519278779,-3.53164910190581E-06,0.300131200403368,2.02535177801467E-06,-0.999999999997949,0,0.795270728767051,0.204081632653061
40,0,5.00090477945069,-1.49083277537939E-06,0.300131200403368,0,1,0,0.79037652264881,0.2
41,-111612054.746744,5.00090477945069,-3.49083277537939E-06,0.300131200403368,4.49762965414224E-06,-0.999999999989886,0,0.785629301801026,0.196078431372549
42,0,5.00090389756252,-1.53004846167373E-06,0.300131200403368,-1.6249910517586E-06,0.99999999999868,0,0.781021306579032,0.192307692307692
43,-156312840.069946,5.0009042100608,-3.45312538474811E-06,0.300131200403368,6.71044975818436E-07,0.999999999999775,0,0.776545355504446,0.188679245283019
44,499901622.203366,5.00090408344854,-5.33991783757788E-06,0.300131200403368,-1.74616575105118E-05,-0.999999999685094,1.8025055800343E-05,0.772194790192179,0.185185185185185
