Iteration,f,x0,x1,x2,Df0,Df1,Df2,Step_Df,Step_GH
45,0,5.00090731708882,-3.48806598630918E-06,0.300130866606038,5.29980103654427E-05,0.999999998595606,0,0.76796342661587,0.181818181818182
46,-1955928618.50187,5.00089768108694,-5.30624780193756E-06,0.300130866606038,-7.58434461693286E-06,-0.999999996697779,-8.09130362762246E-05,0.763845511861907,0.178571428571429
47,-1769580453.00551,5.00089903543419,-3.52053352212009E-06,0.300132311481686,2.24254118170866E-06,0.999999999997486,0,0.759835685651593,0.175438596491228
48,-1200659834.44231,5.00089864200591,-5.27491948702796E-06,0.300132311481686,2.56921202074868E-06,0.9999999999967,0,0.755928946018455,0.172413793103448
49,-1356823559.01468,5.00089819903832,-6.99905741805676E-06,0.300132311481686,2.75433285677739E-06,0.999999999750204,2.21811906393359E-05,0.752120618617279,0.169491525423729
50,-2066553302.75266,5.00089773220224,-8.69397267187066E-06,0.300131935529302,-1.09933464941044E-06,0.999999999919339,1.26535989462574E-05,0.748406329216425,0.166666666666667
51,-1166681475.2788,5.00089791542469,-1.03606393384029E-05,0.300131724635987,0,1,0,0.744781978987965,0.163934426229508
52,2549000544.31945,5.00089791542469,-1.1999983600698E-05,0.300131724635987,0,-1,0,0.741243722263303,0.161290322580645
53,-1874419215.57614,5.00089791542469,-1.03870803748915E-05,0.300131724635987,9.18401262597695E-07,0.999999999999578,0,0.737787946466881,0.158730158730159
54,-2108600577.7051,5.00089776964671,-1.19743819621924E-05,0.300131724635987,3.01827575671207E-06,0.999999999914077,1.2756780014212E-05,0.734411253978718,0.15625
55,4131296989.70245,5.00089729804112,-1.35368819620582E-05,0.300131525311299,-2.88781410262935E-07,-0.999999999825731,-1.86669386992636E-05,0.731110445709025,0.153846153846154
56,-1986486872.56089,5.00089734246903,-1.19984204238648E-05,0.300131812494971,0,1,0,0.727882506195895,0.151515151515152
57,2514248979.84584,5.00089734246903,-1.35135719390163E-05,0.300131812494971,1.57477354790272E-07,-0.999999999999988,0,0.724724590060866,0.149253731343284
58,3620452759.89655,5.00089731896495,-1.20210346255835E-05,0.300131812494971,0,-1,0,0.721634009677548,0.147058823529412
59,2064029952.46671,5.00089731896495,-1.05504463902893E-05,0.300131812494971,0,-1,0,0.718608223926168,0.144927536231884
60,-1543844458.73739,5.00089731896495,-9.10117102797049E-06,0.300131812494971,0,1,0,0.715644827922052,0.142857142857143
61,-1386381428.23578,5.00089731896495,-1.05297424565419E-05,0.300131812494971,0,1,0,0.712741543619258,0.140845070422535
62,5968775912.97702,5.00089731896495,-1.19381931607673E-05,0.300131812494971,0,-1,0,0.709896211202011,0.138888888888889
63,5910309261.28759,5.00089731896495,-1.05493042718784E-05,0.300131812494971,0,-1,0,0.707106781186548,0.136986301369863
64,1539550842.87298,5.00089731896495,-9.17944125817975E-06,0.300131812494971,0,-1,0,0.704371307164647,0.135135135135135
65,2017593304.57513,5.00089731896495,-7.8280899068284E-06,0.300131812494971,-3.67536391001284E-06,-0.999999999684706,-2.4841115443892E-05,0.701687939127737,0.133333333333333
66,-741098086.033078,5.00089780901347,-6.49475657391546E-06,0.300132143709844,3.32635003356045E-06,0.999999999994468,0,0.699054917317102,0.131578947368421
67,3774448881.43076,5.00089737133583,-7.81054604759239E-06,0.300132143709844,-3.04238759578462E-06,-0.999999999984189,-4.72935958768678E-06,0.696470566551571,0.12987012987013
68,-1591374971.38815,5.0008977664511,-6.51184474891163E-06,0.300132205130098,4.98520660062483E-06,0.999999999987574,0,0.693933290989182,0.128205128205128
69,-1084272591.20336,5.00089712732205,-7.79389603094698E-06,0.300132205130098,0,0.999999999959567,-8.99259346567598E-06,0.691441569283882,0.126582278481013
70,-2415556450.63466,5.00089712732205,-9.05971881570593E-06,0.300132318960395,7.16536012498182E-07,0.999999999999743,0,0.688993950102279,0.125
71,5910309261.28759,5.00089703775505,-1.03097188157056E-05,0.300132318960395,0,-1,0,0.686589047969039,0.123456790123457
72,-1690935773.26928,5.00089703775505,-9.07515091447104E-06,0.300132318960395,0,1,0,0.684225539412643,0.121951219512195
73,3523716854.20265,5.00089703775505,-1.0294663109593E-05,0.300132318960395,-1.12462704514815E-05,-0.999999990214714,-0.000139442083468709,0.681902159385991,0.120481927710843
74,1939530483.7467,5.00089839272739,-9.08984384427406E-06,0.300133998985497,0,-0.999999999119415,-4.19662978116415E-05,0.679617697938849,0.119047619047619
75,-437718443.115796,5.00089839272739,-7.89936765484618E-06,0.300134498584281,3.28145170868785E-06,0.999999997572597,6.95991333730207E-05,0.677370997121314,0.117647058823529
76,1805324759.13128,5.00089800667425,-9.07583824022571E-06,0.300133679770947,0,-1,0,0.675160948099453,0.116279069767442
77,5878901155.38699,5.00089800667425,-7.91304754255129E-06,0.300133679770947,4.31443993272734E-08,-0.999999999999999,0,0.67298648846603,0.114942528735632
78,1096063924.50254,5.00089800171513,-6.76362225519497E-06,0.300133679770947,-5.46838842483507E-06,-0.999999999985048,0,0.670846599730825,0.113636363636364
79,3653702428.63682,5.0008986231229,-5.62725861884832E-06,0.300133679770947,-4.74636656456326E-06,-0.999999999082363,-4.25763528278766E-05,0.668740304976422,0.112359550561798
80,-746467028.498441,5.00089915642252,-4.50366311426139E-06,0.300134158156934,3.42924469333193E-06,0.99999999999412,0,0.666666666666667,0.111111111111111
81,-846410665.575465,5.00089877539533,-5.61477422536597E-06,0.300134158156934,2.31209848203307E-06,0.999999999997327,0,0.66462478459608,0.10989010989011
82,2122245037.34776,5.00089852131857,-6.71367532426414E-06,0.300134158156934,0,-1,0,0.66261379396958,0.108695652173913
83,329740589.823524,5.00089852131857,-5.62671880252501E-06,0.300134158156934,-6.71563065797667E-07,-0.999999999939431,-1.09858302258932E-05,0.660632863602761,0.10752688172043
84,0,5.00089859352965,-4.55144998538583E-06,0.30013427628414,4.57608413140311E-06,0.99999999998953,0,0.658681194233836,0.106382978723404
85,2831807510.24882,5.00089810671219,-5.61527977260874E-06,0.30013427628414,-1.98326214337093E-06,-0.999999999801367,-1.98326214337093E-05,0.656758016939081,0.105263157894737
86,0,5.00089831547663,-4.56264819387046E-06,0.300134485048577,-6.84605299291068E-06,-0.999999999976566,0,0.654862591644322,0.104166666666667
87,2380339149.29124,5.00089902860715,-3.5209815272282E-06,0.300134485048577,-6.53996954356698E-06,-0.999999999923144,-1.05328468432815E-05,0.65299420572561,0.103092783505155
88,0,5.00089970283081,-2.49005369225589E-06,0.300134593634627,0,-1,0,0.651152172692792,0.102040816326531
89,0,5.00089970283081,-1.46964552899058E-06,0.300134593634627,0,-1,0,0.649335830950198,0.101010101010101
90,0,5.00089970283081,-4.5954451888957E-07,0.300134593634627,0,1,0,0.647544542629129,0.1
91,-413814547.072617,5.00089970283081,-1.45954451888957E-06,0.300134593634627,1.12372518767785E-05,0.999999999936862,0,0.645777692487244,0.099009900990099
92,967831350.127454,5.00089859023162,-2.44964352872805E-06,0.300134593634627,-4.91050705983531E-06,0.999999999863201,-1.57950902747001E-05,0.644034686870335,0.0980392156862745
93,-328890050.386595,5.00089907165388,-3.43003568545668E-06,0.300134748488453,6.22420074952003E-06,-0.999999993923686,0.000110063108789319,0.642314952732316,0.0970873786407767
94,1542767842.93606,5.00089846736254,-2.45916190494824E-06,0.300133679914581,-3.16344665474428E-05,0.999999946834396,-0.000324546555138799,0.640617936709597,0.0961538461538462
95,401891393.340273,5.00090150913817,-3.42070031536593E-06,0.300136800554534,4.30676981509504E-06,-0.999999999063313,4.30676981509504E-05,0.638943104246272,0.0952380952380952
96,0,5.00090109896962,-2.46831936387706E-06,0.30013639038598,0,1,0,0.637289938766844,0.0943396226415094
97,0,5.00090109896962,-3.41171559029216E-06,0.30013639038598,3.50705420989292E-06,0.99999999999385,0,0.635657940893437,0.0934579439252336
98,-1287721526.63514,5.00090077120754,-4.34629502953875E-06,0.30013639038598,2.56580834085247E-06,0.999999999996708,0,0.634046627704686,0.0925925925925926
99,3467898951.16437,5.0009005336327,-5.27222095546162E-06,0.30013639038598,-3.29279842805815E-06,-0.999999999945539,-9.90348408377989E-06,0.632455532033676,0.0917431192660551
